License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B01282,NEW LOTS C/S INC,7182722222,No,603,NEW LOTS AVENUE,BROOKLYN,NY,11207,LIVERY BASE,40.664829,-73.886868,05/10/2020,18:02:48,"(40.664829, -73.886868)"
B01124,COOPERATIVA CLBNA DE CON INC,7186990960,Yes,109-20,CORONA AVENUE,CORONA,NY,11368,LIVERY BASE,40.741837,-73.85361,05/10/2020,18:02:48,"(40.741837, -73.85361)"
B00014,NY ONE CORP CAR INC,7184381100,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B03162,IMPERIUM TRANS GROUP INC,6464022292,No,7Z,FRANKLIN ROAD,GREAT NECK,NY,11024,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00888,ACE C/L SVCE INC,7184381100,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B03050,"TORINKO NY, LLC",2125186584,No,150,GREEN STREET,VALLEY STREAM,NY,11580,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02949,MEEM SERVICES INC,9174827281,No,24506,JERICHO TKPE  SUITE#LL111,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.724491,-73.723094,05/10/2020,18:02:48,"(40.724491, -73.723094)"
B02395,ABATAR LLC,7189715559,No,31-00,47 AVENUE,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.636388,-74.027106,05/10/2020,18:02:48,"(40.636388, -74.027106)"
B02784,SMILE TRANSPORTATION GROUP INC,7187553733,No,2110,AVENUE X,BROOKLYN,NY,11235,BLACK CAR BASE,40.641403,-73.91821,05/10/2020,18:02:48,"(40.641403, -73.91821)"
B02886,PRINCE LUXURY CORP.,7184396000,No,5915,4 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.640935,-74.01791,05/10/2020,18:02:48,"(40.640935, -74.01791)"
B01398,ALEX EXP C/L INC,7189989800,No,275,KINGS HIGHWAY,BROOKLYN,NY,11223,LIVERY BASE,40.605508,-73.98043,05/10/2020,18:02:48,"(40.605508, -73.98043)"
B01328,DV LUXURY CAR SERVICE INC,7189620999,No,1313,PROSPECT AVENUE,BRONX,NY,10459,LIVERY BASE,40.828071,-73.89844,05/10/2020,18:02:48,"(40.828071, -73.89844)"
B03177,BERNICE SERVICES INC,7185748888,No,208,WYCKOFF AVENUE  1ST FLR,BROOKLYN,NY,11237,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02335,ROCHDALE CAR SERVICE INC.,7189498294,No,155-06,SOUTH CONDUIT AVE,JAMAICA,NY,11434,LIVERY BASE,40.674537,-73.76337,05/10/2020,18:02:48,"(40.674537, -73.76337)"
B90635,SOVEREIGN TRANSPORTATION INC,7184350700,No,3123,CROPSEY AVENUE,BROOKLYN,NY,11224,PARATRANSIT BASE,40.579351,-73.984993,05/10/2020,18:02:48,"(40.579351, -73.984993)"
B02767,KISMET INTERNATIONAL INC.,2019070044,No,800,CEDAR LANE,TEANECK,NJ,07666,LUXURY/LIMOUSINE,40.891525,-74.03396,05/10/2020,18:02:48,"(40.891525, -74.03396)"
B01957,"ANIMO, INC",7184424636,No,204,25 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.654543,-74.00594,05/10/2020,18:02:48,"(40.654543, -74.00594)"
B00597,WAKEFIELD LSG MAINT CORP,7183258663,No,711,EAST  241 STREET,BRONX,NY,10470,LIVERY BASE,40.903259,-73.849586,05/10/2020,18:02:48,"(40.903259, -73.849586)"
B02902,NY CAR & LIMO SERVICES INC.,7184762025,Yes,71-16,35 AVENUE,JACKSON HEIGHTS,NY,11372,BLACK CAR BASE,40.750655,-73.894345,05/10/2020,18:02:48,"(40.750655, -73.894345)"
B02107,APOLLO RADIO DISPATCH INC.,7185181111,Yes,1074,PROSPECT AVENUE,BRONX,NY,10459,LIVERY BASE,40.830356,-73.89832,05/10/2020,18:02:48,"(40.830356, -73.89832)"
B01726,SUPER CLASS RADIO DISP INC,7183672222,Yes,1831,GRAND CONCOURSE,BRONX,NY,10453,LIVERY BASE,40.847759,-73.907886,05/10/2020,18:02:48,"(40.847759, -73.907886)"
B02629,CARLUX LIMO INC.,8666580011,No,110,JERICHO TURNPIKE  SUITE 4,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.727625,-73.7072,05/10/2020,18:02:48,"(40.727625, -73.7072)"
B03096,QUDOS FLEET NEW YORK 1 LLC,7183605010,No,19-69,STEINWAY STREET,ASTORIA,NY,11105,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03164,KISS LUXURY TRANSPORTATION INC.,7183670303,No,2774,WEBSTER AVENUE,BRONX,NY,10458,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02521,"PICTURE PROPERTIES, INC.",7186342222,No,91-15,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,LIVERY BASE,40.586496,-73.815068,05/10/2020,18:02:48,"(40.586496, -73.815068)"
B00412,NYC 2 WAY INTERNATIONAL LTD,7186433900,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.98998,05/10/2020,18:02:48,"(40.678782, -73.98998)"
B03193,"EXPERT CARE TRANSPORTATION, INC.",9142299090,No,3148,EAST TREAMONT,BRONX,NY,10461,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,7184934306,No,1518,BERGEN STREET,BROOKLYN,NY,11213,LIVERY BASE,40.675021,-73.93308,05/10/2020,18:02:48,"(40.675021, -73.93308)"
B80196,B.Q.E  BUS SERVICE INC,7186903318,No,89-08,ROOSEVELT AVENUE,JACKSON HTS,NY,11372,COMMUTER VAN AUTHORITY BASE,40.748075,-73.877522,05/10/2020,18:02:48,"(40.748075, -73.877522)"
B03206,KIDMOTO TECHNOLOGIES LLC,3476122091,No,2910,THOMPSON AVE  STE 760,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80267,KOLANJI TRANSPORTATION INC,5162441544,No,133-21,148 STREET,JAMAICA,NY,11436,COMMUTER VAN AUTHORITY BASE,40.667821,-73.790873,05/10/2020,18:02:48,"(40.667821, -73.790873)"
B02955,HANA TRANSPORTATION CORP,6467254995,No,61-43,186 STREET  SUITE 408,FRESH MEADOWS,NY,11365,BLACK CAR BASE,40.739077,-73.787622,05/10/2020,18:02:48,"(40.739077, -73.787622)"
B00821,ATLANTIC CAR SVCE,7182771111,No,3207,FULTON STREET,BROOKLYN,NY,11208,LIVERY BASE,40.682549,-73.87676,05/10/2020,18:02:48,"(40.682549, -73.87676)"
B03142,"COOL WAY TECHNOLOGY, INC.",6463617658,No,300,CADMAN PLAZA WEST  12 FL,BROOKLYN,NY,11201,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00411,FONE-A-CAR INC,7184381100,No,41 - 24,38TH STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.98333,05/10/2020,18:02:48,"(40.638477, -73.98333)"
B03192,PERFECTION CAR SERVICE INC,7186556800,No,3673,BRONXWOOD AVENUE,BRONX,NY,10469,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01529,J.I.G. TRANSPORT CORP.,7185993232,No,49-17A,69 STREET,WOODSIDE,NY,11377,LIVERY BASE,40.711698,-73.94077,05/10/2020,18:02:48,"(40.711698, -73.94077)"
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,7182777777,No,3440,ATLANTIC AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.679483,-73.886635,05/10/2020,18:02:48,"(40.679483, -73.886635)"
B02050,"MAZIN  CAR & LIMO SVC., LLC",7188450577,No,125-01,LIBERTY AVENUE,RICHMOND HILL,NY,11419,LIVERY BASE,40.688403,-73.819306,05/10/2020,18:02:48,"(40.688403, -73.819306)"
B00095,LIBERTY CAR SERVICE INC.,7183666666,No,689,SENECA AVENUE,RIDGEWOOD,NY,11385,LIVERY BASE,40.70305,-73.907668,05/10/2020,18:02:48,"(40.70305, -73.907668)"
B01537,S.I. SPEED INC.,7182276666,No,16,GIFFORDS LANE,STATEN ISLAND,NY,10308,LIVERY BASE,40.551208,-74.150337,05/10/2020,18:02:48,"(40.551208, -74.150337)"
