year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2014-06,2018-12,Long-term migrant,Arrivals,Male,75-79 years,24,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,80-84 years,10,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,85-89 years,7,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,90+ years,3,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,TOTAL,4990,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,0-4 years,679,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,10-14 years,388,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,15-19 years,802,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,20-24 years,1568,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,25-29 years,1684,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1039,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,35-39 years,641,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,40-44 years,590,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,45-49 years,329,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,50-54 years,302,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,55-59 years,327,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,5-9 years,455,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,60-64 years,225,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,65-69 years,117,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,70-74 years,89,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,75-79 years,47,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,80-84 years,22,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,85-89 years,13,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,90+ years,5,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,TOTAL,TOTAL,9322,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,0-4 years,217,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,10-14 years,98,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,15-19 years,169,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,20-24 years,654,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,25-29 years,646,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,30-34 years,358,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,35-39 years,217,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,40-44 years,170,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,45-49 years,126,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,50-54 years,150,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,55-59 years,120,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,5-9 years,136,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,60-64 years,97,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,65-69 years,68,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,70-74 years,38,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,75-79 years,28,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,80-84 years,16,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,85-89 years,6,0,Final
2014-06,2018-12,Long-term migrant,Departures,Female,TOTAL,3314,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,0-4 years,281,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,10-14 years,114,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,15-19 years,180,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,20-24 years,643,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,25-29 years,715,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,30-34 years,370,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,35-39 years,246,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,40-44 years,202,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,45-49 years,147,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,50-54 years,149,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,55-59 years,119,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,5-9 years,170,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,60-64 years,97,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,65-69 years,51,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,70-74 years,40,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,75-79 years,16,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,80-84 years,16,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,85-89 years,10,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,90+ years,3,0,Final
2014-06,2018-12,Long-term migrant,Departures,Male,TOTAL,3569,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,0-4 years,498,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,10-14 years,212,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,15-19 years,349,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,20-24 years,1297,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,25-29 years,1361,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,30-34 years,728,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,35-39 years,463,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,40-44 years,372,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,45-49 years,273,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,50-54 years,299,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,55-59 years,239,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,5-9 years,306,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,60-64 years,194,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,65-69 years,119,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,70-74 years,78,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,75-79 years,44,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,80-84 years,32,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,85-89 years,16,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,90+ years,3,0,Final
2014-06,2018-12,Long-term migrant,Departures,TOTAL,TOTAL,6883,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,0-4 years,117,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,10-14 years,95,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,15-19 years,134,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,20-24 years,20,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,25-29 years,196,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,30-34 years,136,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,35-39 years,58,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,40-44 years,78,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,45-49 years,10,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,50-54 years,4,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,55-59 years,63,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,5-9 years,86,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,60-64 years,22,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,65-69 years,-6,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,70-74 years,12,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,75-79 years,-5,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,80-84 years,-4,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,90+ years,2,0,Final
2014-06,2018-12,Long-term migrant,Net,Female,TOTAL,1018,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,0-4 years,64,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,10-14 years,81,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,15-19 years,319,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,20-24 years,251,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,25-29 years,127,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,30-34 years,175,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,35-39 years,120,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,40-44 years,140,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,45-49 years,46,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,50-54 years,-1,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,55-59 years,25,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,5-9 years,63,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,60-64 years,9,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,65-69 years,4,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,70-74 years,-1,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,75-79 years,8,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,80-84 years,-6,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,85-89 years,-3,0,Final
2014-06,2018-12,Long-term migrant,Net,Male,TOTAL,1421,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,0-4 years,181,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,10-14 years,176,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,15-19 years,453,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,20-24 years,271,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,25-29 years,323,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,30-34 years,311,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,35-39 years,178,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,40-44 years,218,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,45-49 years,56,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,50-54 years,3,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,55-59 years,88,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,5-9 years,149,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,60-64 years,31,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,65-69 years,-2,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,70-74 years,11,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,75-79 years,3,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,80-84 years,-10,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,85-89 years,-3,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,90+ years,2,0,Final
2014-06,2018-12,Long-term migrant,Net,TOTAL,TOTAL,2439,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,0-4 years,316,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,10-14 years,286,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,15-19 years,705,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,20-24 years,938,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,25-29 years,941,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,30-34 years,577,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,35-39 years,352,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,40-44 years,297,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,45-49 years,193,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,50-54 years,154,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,55-59 years,163,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,5-9 years,256,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,60-64 years,109,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,65-69 years,49,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,70-74 years,29,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,75-79 years,22,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,80-84 years,7,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,85-89 years,3,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,90+ years,3,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Female,TOTAL,5400,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,0-4 years,311,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,10-14 years,325,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,15-19 years,900,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,20-24 years,1379,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,25-29 years,1010,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,30-34 years,674,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,35-39 years,442,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,40-44 years,297,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,45-49 years,192,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,50-54 years,167,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,55-59 years,129,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,5-9 years,272,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,60-64 years,101,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,65-69 years,61,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,70-74 years,27,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,75-79 years,14,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,80-84 years,6,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,85-89 years,3,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,90+ years,1,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,Male,TOTAL,6311,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,0-4 years,627,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,10-14 years,611,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,15-19 years,1605,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,20-24 years,2317,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,25-29 years,1951,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,30-34 years,1251,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,35-39 years,794,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,40-44 years,594,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,45-49 years,385,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,50-54 years,321,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,55-59 years,292,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,5-9 years,528,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,60-64 years,210,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,65-69 years,110,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,70-74 years,56,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,75-79 years,36,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,80-84 years,13,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,85-89 years,6,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,90+ years,4,0,Final
2014-07,2018-12,Long-term migrant,Arrivals,TOTAL,TOTAL,11711,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,0-4 years,257,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,10-14 years,143,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,15-19 years,245,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,20-24 years,667,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,25-29 years,563,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,30-34 years,378,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,35-39 years,225,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,40-44 years,188,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,45-49 years,165,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,50-54 years,138,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,55-59 years,125,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,5-9 years,171,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,60-64 years,68,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,65-69 years,54,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,70-74 years,40,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,75-79 years,15,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,80-84 years,8,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,85-89 years,4,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,90+ years,3,0,Final
2014-07,2018-12,Long-term migrant,Departures,Female,TOTAL,3457,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,0-4 years,242,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,10-14 years,166,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,15-19 years,253,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,20-24 years,593,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,25-29 years,696,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,30-34 years,329,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,35-39 years,236,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,40-44 years,199,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,45-49 years,158,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,50-54 years,138,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,55-59 years,136,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,5-9 years,208,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,60-64 years,65,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,65-69 years,50,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,70-74 years,32,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,75-79 years,19,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,80-84 years,6,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,85-89 years,7,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,90+ years,6,0,Final
2014-07,2018-12,Long-term migrant,Departures,Male,TOTAL,3539,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,0-4 years,499,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,10-14 years,309,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,15-19 years,498,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,20-24 years,1260,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,25-29 years,1259,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,30-34 years,707,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,35-39 years,461,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,40-44 years,387,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,45-49 years,323,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,50-54 years,276,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,55-59 years,261,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,5-9 years,379,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,60-64 years,133,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,65-69 years,104,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,70-74 years,72,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,75-79 years,34,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,80-84 years,14,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,90+ years,9,0,Final
2014-07,2018-12,Long-term migrant,Departures,TOTAL,TOTAL,6996,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,0-4 years,59,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,10-14 years,143,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,15-19 years,460,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,20-24 years,271,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,25-29 years,378,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,30-34 years,199,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,35-39 years,127,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,40-44 years,109,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,45-49 years,28,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,50-54 years,16,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,55-59 years,38,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,5-9 years,85,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,60-64 years,41,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,65-69 years,-5,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,70-74 years,-11,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,75-79 years,7,0,Final
2014-07,2018-12,Long-term migrant,Net,Female,80-84 years,-1,0,Final
