number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
202,11,1MV,JOPLIN,1110 EAST 7TH ST SUITE 6,,JOPLIN,MO,64801-0000,OLD STATE BUILDING,Jasper,(417) 623-9700,(417) 623-9703,3,JOPLINAGENTOFFICE@DOR.MO.GOV,BREAST CANCER FOUNDATION OF THE OZARKS,BREANNA GONZALEZ,,"Monday - Friday - 8:30 to 5:30, Saturday - 9:00 to 12:00, Last Saturday - 8:00 to 12:00, Last 4 Weekdays of Month - 8:30 to 6:30",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020,   3/24/2020 (at 4:00 PM ),   03/25/20,   3/25/2020,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   4/6/2020 (open at 8:30 AM ),   04/06/20,   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,   04/20/20,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,   4/27/2020 (open at 8:30 AM ),  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,   5/4/2020 (open at 8:30 AM ),   5/23/20,   7/4/20,   9/5/20,   11/27/20,   11/28/20,   12/24/20 (p.m only),   12/26/20",,"(37.0838505, -94.5014689)",,https://www.facebook.com/Joplin-License-Office-327111400746843/,(417) 616-3321,,,Public E-mail Address: debbie@bcfo.org,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday: 8:30am to 4:00pm Saturday: 8:00am to 12:00pm Closed from 12-12:30 pm each weekday
144,14,1MV,MALDEN,1112 N Douglass,,MALDEN,MO,63863-0000,,Dunklin,(573) 276-5006,(573) 276-5085,1,MALDENAGENTOFFICE@DOR.MO.GOV,CARLA J. MCDONALD,STEPHANIE J. MCDONALD,,Monday - Friday - 8:30 to 4:30,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/26/2020,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,    04/02/20,    04/03/20,    04/04/20,    4/6/2020 (open at 8:30 AM ),   04/07/20,   04/08/20,   04/09/20,   4/9/2020,   04/10/20,   04/11/20,   4/13/2020 (open at 8:30 AM ),  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 10:00 AM ),    7/6/20,   11/27/20,   12/24/20,   12/28/20",,"(36.57247, -89.97067)",,https://www.facebook.com/Malden-License-Bureau-1497377767148645/?fref=ts,(573) 421-2370,,,Public E-mail Address: maldenlicensebureau@outlook.com,"Due to COVID-19 the office is operating by appointment onlyMonday, Tuesday, Thursday, FridayWays to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, direct customers to front of the line.Other Services: Motor Vehicle transaction drop-off service."
039,2,1MV,KIRKSVILLE,112 EAST WASHINGTON,,KIRKSVILLE,MO,63501-0000,,Adair,(660) 665-0292,(660) 665-2877,3,KIRKSVILLEAGENTOFFICE@DOR.MO.GOV,JUDY ALBIN,JANE RAY,,Monday - Friday  - 8:00 to 5:00,Monday - Friday (except last 4 week days of the month)       from 11:30 to 12:30,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","11/27/20, 12/24/20",,"(40.1946882, -92.583033)",,,,,,,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeServices for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs.Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing."
117,3,1MV,EXCELSIOR SPRINGS,115 CROWN HILL SUITE 1,,EXCELSIOR SPRINGS,MO,64024-0000,,Clay,(816) 630-6612,(816) 630-6610,2,EXCELSIORSPRINGSAGENTOFFICE@DOR.MO.GOV,"YORK MANAGEMENT GROUP, LLC",NENA MCKOWN,,"Monday - Friday - 8:30 to 5:30, First & Last Saturday - 9:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/17/2020 (at 2:00 PM ), 3/18/2020 (at 2:00 PM ),   3/19/2020 (at 12:00 PM ), 03/20/20,  03/21/20, 03/23/20,  03/24/20, 03/25/20, 03/26/20, 03/27/20, 3/28/2020 (open at 9:00 AM ), 3/30/2020, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ), 7/4/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(39.3391469, -94.250864)",https://twitter.com/excelsior115,https://www.facebook.com/ExcelsiorSprgs,(314) 730-0606,,,Public E-Mail: excelsiorsprings@yorkmanagementgroup.com,"Due to COVID-19 office has temporarily changed hoursMonday - Friday 9:00 a.m. -3:00 p.m.First and Last Saturday of the month 9:00 a.m. - 12:00 p.m.Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
142,5,1MV,CREVE COEUR,12933 OLIVE BLVD,,ST LOUIS,MO,63141-0000,,St. Louis County,(314) 878-2110,(314) 878-5534,3,CREVECOEURAGENTOFFICE@DOR.MO.GOV,"ACM, LLC",MATTHEW BOWMAN,,"Monday  - Friday - 8:30 to 5:30, Saturday - 8:30 to 1:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ),  3/21/2020,  3/23/2020,  03/24/20,  03/25/20,   03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  4/6/2020,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  4/22/2020 (open at 8:30 AM ), 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(38.682382, -90.477593)",,https://www.facebook.com/CreveCoeurDMV,,,,WEBSITE - www.acmlicense.comTEXT- Crevecoeurdmv@gmail.com,"Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (information listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
148,5,1MV,HARVESTER,4217-19 OLD HWY 94 SOUTH,,SAINT CHARLES,MO,63304-0000,THE PLAZA AT 94,St. Charles,(636) 441-6074,(636) 936-8179,3,HARVESTERAGENTOFFICE@DOR.MO.GOV,"ACM, LLC",BRENDA CORRIGAN,,"Monday - Friday - 8:30 to 5:30, Saturday - 8:30 to 1:30, Last 5 Business Days of the Month - 8:30 to 6:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ),  3/21/2020,  3/23/2020,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,   04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:30 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  4/22/2020 (open at 8:30 AM ), 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),  5/23/20,  7/4/20,   9/5/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(38.7443053, -90.5975167)",Twitter.com/HarvesterDMV,https://www.facebook.com/harvesterlicenseoffice/,,,,Contractor's website: www.acmlicense.comEmail or Text: harvesterdmv@gmail.com,
036,6,1MV,FULTON,354 COUNTRY MEADOWS LANE,,FULTON,MO,65251-0000,COUNTRY MEADOWS SHOPPING CENTER,Callaway,(573) 642-1100,(573) 642-1102,2,FULTONAGENTOFFICE@DOR.MO.GOV,PROJECT MS,DeDe Nichols,,"Monday - Friday - 9:00 to 5:00, Last Saturday - 9:00 to 12:00",,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ), 3/24/2020 (at 12:00 PM ), 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20,  4/6/2020 (open at 9:00 AM ), 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.8364734862392, -91.95475101470947)",@projectms10,https://www.facebook.com/projectms.sherry,(573) 470-5928,,,Contractor's Website: www.projectms.net,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeAbility to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
150,10,1MV,BONNE TERRE,30 N ALLEN ST,,BONNE TERRE,MO,63628-0000,CHAMBER OF COMMERCE,St. Francois,(573) 358-3584,(573) 358-1101,2,BONNETERREAGENTOFFICE@DOR.MO.GOV,BONNE TERRE CHAMBER OF COMMERCE,SARA MARTIN,,"MONDAY-FRIDAY - 9:00 to 5:00, LAST SATURDAY - 9:00 to 1:00, 1ST & LAST BUSINESS DAY OF MONTH - 8:30 to 5:30",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020,   03/24/20,   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,    4/6/2020 (open at 9:00 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,   4/20/2020 (open at 9:00 AM ), 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ),     11/27/20,   12/24/20 (p.m. only),   12/26/20",,"(37.9223848, -90.5503271)",,https://www.facebook.com/bonneterrelicenseoffice/,,,,Public E-mail Address: Bonneterreagentoffice@dor.mo.gov,"Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook. Special Services for the elderly or disabled: Special Appointments, Process transactions in the customer waiting area."
043,9,1MV,MEXICO,201 NORTH ABAT,,MEXICO,MO,65265,STATE FARM INSURANCE,Audrain,(573) 581-2665,(573) 581-2623,1,MEXICOAGENTOFFICE@DOR.MO.GOV,PROJECT MS,HEATHER OWEN,,"Monday - Friday - 9:00 to 5:00, Last Saturday of the month - 9:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/6/2020,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  4/11/2020,  4/13/2020 (open at 9:00 AM ), 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 9:00 AM ),  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(39.1730737, -91.8928193)",,https://www.facebook.com/projectms.sherry,(573) 470-5928,,,Contractor's Website: www.projectms.net,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeAbility to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
095,10,1MV,ARCADIA VALLEY,203 W MAPLE ST,,PILOT KNOB,MO,63663-0000,Formerly known as the Ironton License Office,Iron,(573) 546-3204,(573) 546-0799,1,ArcadiaValleyLicenseOffice@dor.mo.gov,AMANDA SHIPMAN AGENCY,HERSHAL SHIPMAN,,Monday - Friday - 8:30 to 4:30,Monday - Friday from 11:30 to 12:30,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 4:00 PM ),   3/3/2020 (at 1:00 PM ),   3/30/2020 (at 12:30 PM ),  03/31/20,  04/01/20,   4/2/2020 (open at 8:30 AM ),  4/3/2020, 04/04/20, 04/06/20, 04/07/20,  4/8/2020 (open at 8:30 AM ),   11/25/20,   12/23/20,   12/24/20",,"(37.620728, -90.641694)",,,,,,,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
069,11,1MV,CASSVILLE,700 MAIN ST SUITE 1,,CASSVILLE,MO,65625-1466,COURTHOUSE,Barry,(417) 847-3471,(417) 847-4265,2,CASSVILLEAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",ANGELIA BERTALOTTO,,Monday - Friday - 8:00 to 4:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ),  2/11/2020 (at 12:00 PM until 1:00 PM ),  2/11/2020 (open at 1:00 PM ),  4/3/2020, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20,  4/13/2020 (open at 9:00 AM ),  5/22/20,  7/6/20,  9/4/20,  10/9/20",,"(36.748499, -93.9040997)",https://twitter.com/CassvilleD,https://www.facebook.com/pages/Cassville-License-Office/203539666660562?rf=817451005044582,(417) 278-6009,,,Public E-mail Address: CASSVILLE.LOS@GMAIL.COMContractor's Website: WWW.LOSLLC.COM,
013,1,1MV,MARYVILLE,408 N Market St,,MARYVILLE,MO,64468-1614,,Nodaway,(660) 582-5391,(660) 582-3022,2,MARYVILLEAGENTOFFICE@DOR.MO.GOV,MARYVILLE CHAMBER OF COMMERCE,KATHLEEN WILLIAMS,,"Monday - Friday - 8:30 to 5:00, Last 4 Weekdays of the Month - 8:30 to 6:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/21/2020 (at 11:30 AM until 1:00 PM ),   3/6/2020 (at 11:30 AM until 1:00 PM ),   3/20/2020 (at 11:00 AM until 1:00 PM ),   3/23/2020 (at 12:00 PM ),   03/24/20,    03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   4/1/2020 (open at 8:30 AM ),   04/02/20,   04/03/20,   04/04/20,   04/06/20,   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,    4/15/2020 (open at 8:30 AM ),  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),   11/27/20,   12/24/20 (p.m. only)",,"(40.349074, -94.871823)",https://twitter.com/LicenseOf,,,,,"Public E-mail Address: chamber@maryvillechamber.com, maryville.license@gmail.com","Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeWays to contact office: Email or ""Contact Us"" link on the Internet, Twitter. Services for Assisting the elderly or disabled: Assist with changing or replacing plates/tabs,Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Free WiFi."
056,6,1MV,CAMDENTON,"108 CECIL STREET, SUITE H",,CAMDENTON,MO,65020-0000,CAMDENTON CENTER,Camden,(573) 346-7029,(573) 346-0091,3,CAMDENTONAGENTOFFICE@DOR.MO.GOV,"BELLE HART SCHMIDT, LLC",JULIE BERTONCINO,,"Monday, Wednesday, Friday - 9:00 to 5:00, Tuesday, Thursday - 9:00 to 7:00, Last Weekday of the Month - 9:00 to 7:00, Saturday - 9:00 to 1:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ),  5/1/2020, 05/02/20,  5/4/2020 (open at 9:00 AM ),  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(38.024043, -92.725443)",www.twitter.com/camdentonlic,https://www.facebook.com/Camdenton-License-Office-423614327792245/,(573) 286-0535,,,Public E-mail Address: camdenton@molicense.comContractor's Website: www.molicense.comLicense Office Website: http://www.molicense.com/de-soto-1/,"Due to COVID-19 the office is operating by appointment onlyOffice will have a document checker, telephone operator, or greeter to assist customers while office clerks process transactions, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook, Twitter and Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: Completed comment cards will be used in drawing. Other Services and Initiatives: Play area will be available within the waiting area for customer’s children."
113,9,1MV,BOWLING GREEN,204 S Business HWY 61,,BOWLING GREEN,MO,63334,,Pike,(573) 324-0555,(573) 324-0556,1,BOWLINGGREENAGENTOFFICE@DOR.MO.GOV,"S & K LICENSING, LLC",CARRIE SPARKS,,Monday - Friday - 8:30 to 4:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 2:00 PM ),  3/23/2020 (at 4:00 PM ),  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 8:00 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ),  5/22/20,  7/6/20,  11/27/20,  12/24/20",,"(39.340082, -91.203255)",https://twitter.com/koestersdmv,https://www.facebook.com/pages/Bowling-Green-License-Office/952352194843286,(573) 470-6147,,,Public E-mail Address: DAVID.KOESTER10@GMAIL.COMContractor's Website: WWW.KOESTERSDMV.COM,"Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook, Twitter and Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: Completed comment cards will be used in drawing. Other Services and initiatives: Play area will be available within the waiting area for customer’s children."
136,3,1MV,BLUE SPRINGS,2402 SW STATE ROUTE 7,,BLUE SPRINGS,MO,64014-3710,PLAZA CENTER PALACE,Jackson,(816) 228-0128,(816) 463-9462,3,BLUESPRINGSAGENTOFFICE@DOR.MO.GOV,"BELLE HART SCHMIDT, LLC",SHARON WILSON,,"Monday, Wednesday & Friday - 9:00 to 5:00, Tuesday & Thursday - 9:00 to 7:00, Last Weekday of the Month - 9:00 to 7:00, Saturdays - 9:00 to 1:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020,    3/21/2020,    4/16/2020,   04/17/20,   04/18/20,   04/20/20,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,   04/27/20,   04/28/20,   04/29/20,   04/30/20,    5/1/2020 (open at 9:00 AM ),  05/02/20,   5/4/2020 (open at 9:00 AM ), 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20,  5/11/2020 (open at 9:00 AM ),    7/4/20,    9/5/20,    11/27/20,    11/28/20,    12/24/20,    12/26/20",,"(38.994793, -94.273176)",www.twitter.com/bluesp_license,https://www.facebook.com/bluespringsmolicense/,(704) 222-6880,,,Public E-mail Address: bluesprings@molicense.comContractor's Website: www.molicense.com,"Closed until May 11, 2020Ability to schedule appointments from an automated wait system. Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook, Twitter and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Play area will be available within the waiting area for customer’s children."
