Application Type,Application Number,Process Date,Issued Date,Final Date,Expire Date,Street number,Street Pre direction,Street name,Street Post direction,Street suffix,City,State   ,Zip Code,Proposed Construction,Section 59,Existing Structure,New SFD,Non Complying,Non Conforming,Proposed Structure,Room Add,Accessory structure,Fence - Retaining wall,Porch,Swim Pool,Garage - Carport,Shed,Deck,Other,Zoning Type,Location,Comments,Location1
DEVELOPMENT STANDARDS VARIANCE,205643,06/22/2000,06/23/2000,,,5710,,PARKWAY,,DR,LAUREL,MD,20707,IS A SHED DETACHED IN THE REAR YARD W/R-150 STANDARDS.,C-1.326(a)(2)(C),Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,R150/T,,,"5710 PARKWAY DR
LAUREL, MD 20707
(39.105778, -76.908073)"
DEVELOPMENT STANDARDS VARIANCE,354645,09/29/2016,,,,4212,,MAPLE,,TER,CHEVY CHASE,MD,20815,of a driveway (40.5%) 35%(max) allowed.59.6.2.5.M.2.b,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,R-60,,Applicant wants to repair existing driveway and increase the size of the driveway. The total parking area in the front of the house is 40.5%.,"4212 MAPLE TER
CHEVY CHASE, MD 20815
(38.982968, -77.084848)"
DEVELOPMENT STANDARDS VARIANCE,240949,10/31/2005,10/31/2005,,,6425,,79TH,,ST,CABIN JOHN,MD,20818,,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-90,,building permit denial to reduce front yard setback of proposed deck from 27' as the established building line to with the 9' exemption from 18' to 7' thus requiring an 11' variance from the the exemp,"6425 79TH ST
CABIN JOHN, MD 20818
(38.973515, -77.163134)"
DEVELOPMENT STANDARDS VARIANCE,218665,09/09/2002,09/09/2002,,,6915,,MAPLE,,AVE,CHEVY CHASE,MD,20815,EXISTING DWELLING REQ A VAR FROM 7' MIN SETBACK.,C-1.323(b)(1),Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,R-60,,,"6915 MAPLE AVE
CHEVY CHASE, MD 20815
(38.979945, -77.084273)"
DEVELOPMENT STANDARDS VARIANCE,209126,11/22/2000,11/22/2000,,,8505,,SALEM,,WAY,BETHESDA,MD,20814,ENCLOSURE OF A COVERED PORCH REQUIRES A VARIANCE,C-1.323(a),Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-60,,,"8505 SALEM WAY
BETHESDA, MD 20814
(38.994823, -77.088054)"
DEVELOPMENT STANDARDS VARIANCE,213492,08/28/2001,08/28/2001,09/14/2001,,7127,,FAIRFAX,,RD,BETHESDA,MD,20814,OF A COVERED UNENCLOSED PORCH REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"7127 FAIRFAX RD
BETHESDA, MD 20814
(38.981409, -77.10509)"
DEVELOPMENT STANDARDS VARIANCE,218936,09/25/2002,09/25/2002,,,7612,,DWIGHT,,DR,BETHESDA,MD,20817,ROOM ADDITION REQ A VAR FROM THE 12'SIDE YD SETBACK.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#288515,"7612 DWIGHT DR
BETHESDA, MD 20817
(39.003125, -77.15703)"
DEVELOPMENT STANDARDS VARIANCE,245089,04/13/2006,04/13/2006,,,7306,,BALTIMORE,,AVE,TAKOMA PARK,MD,20912,OF A SFD REQ A VARIANCE FROM 30.98' EST BLDG LINE.,C-1.323(a),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce front yard setback of proposed new single family dwelling from 30.98' to 25.6',"7306 BALTIMORE AVE
TAKOMA PARK, MD 20912
(38.97961, -77.019019)"
DEVELOPMENT STANDARDS VARIANCE,215975,03/07/2002,03/07/2002,,,12910,,BROADMORE,,RD,SILVER SPRING,MD,20904,OF A PORCH OVER AN EXISTING DECK REQUIRES A VARIANCE.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-90,,,"12910 BROADMORE RD
SILVER SPRING, MD 20904
(39.068867, -76.988733)"
DEVELOPMENT STANDARDS VARIANCE,257277,04/03/2008,,,,4826,,DRUMMOND,,AVE,CHEVY CHASE,MD,20815,"IS OF A TOP LEVEL 1/2 STORY,NEED ONE STORY VARIANCE",,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,R-60,,,"4826 DRUMMOND AVE
CHEVY CHASE, MD 20815
(38.970539, -77.097328)"
DEVELOPMENT STANDARDS VARIANCE,216050,03/12/2002,03/12/2002,,,3912,,HAVARD,,ST,SILVER SPRING,MD,20906,EXISTING ACCESSORY STRUCTURE (GARAGE) REQ A VAR,C-1.326(a)(2)(C)(4),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#271429,"3912 HAVARD ST
SILVER SPRING, MD 20906
(39.063356, -77.07703)"
DEVELOPMENT STANDARDS VARIANCE,209725,01/05/2001,01/05/2001,,,8328,,FENWAY,,RD,BETHESDA,MD,20817,OF A CARPORT REQUIRES A VARIANCE FROM THE SIDE YARD.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-200,,,"8328 FENWAY RD
BETHESDA, MD 20817
(38.992235, -77.170604)"
DEVELOPMENT STANDARDS VARIANCE,210883,03/21/2001,03/21/2001,03/21/2001,,10200,,ROCKVILLE,,PIKE,ROCKVILLE,MD,20852,REQ. A VAR. OF 30.25' OF 35' HGT. PER 59-C-1.327(A),,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"10200 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.025977, -77.103522)"
DEVELOPMENT STANDARDS VARIANCE,209956,01/25/2001,01/25/2001,,,7113,,45TH,,ST,CHEVY CHASE,MD,20815,OF A 5 FT. COVERED UNENCLOSED PORCH,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"7113 45TH ST
CHEVY CHASE, MD 20815
(38.981574, -77.089719)"
DEVELOPMENT STANDARDS VARIANCE,202790,01/12/2000,01/12/2000,,,4409,,CHERRY VALLEY,,DR,ROCKVILLE,MD,20853,OF A ONE STORY (RLU) ADD.REQUIRES A ZONING VARIANCE.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,R-200,,BLDG PERMIT #209518,"4409 CHERRY VALLEY DR
ROCKVILLE, MD 20853
(39.136409, -77.088288)"
DEVELOPMENT STANDARDS VARIANCE,219733,12/05/2002,12/16/2002,,,5308,,BALTIMORE,,AVE,CHEVY CHASE,MD,20815,OF A SFD REQ VAR FROM THE 7' LEFT SIDE LOT LINE.,C-1.323(b)(1),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"5308 BALTIMORE AVE
CHEVY CHASE, MD 20815
(38.960729, -77.095631)"
DEVELOPMENT STANDARDS VARIANCE,219602,11/25/2002,11/25/2002,,,6108,,WILSON,,LN,BETHESDA,MD,20817,EXISTING DWELLING REQ A VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#293075,"6108 WILSON LN
BETHESDA, MD 20817
(38.989, -77.124475)"
DEVELOPMENT STANDARDS VARIANCE,227526,03/19/2004,03/19/2004,,,4136,,MT OLNEY,,LN,OLNEY,MD,20832,OF A GARAGE REQ A VAR FROM THE 10' SIDE YD SETBACK.,C-1.535,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RE-1,,building permit denial for garage to reduce side yard setback from 10' to 6.67' despite RE-1 zoning by applying R-200 Cluster standards-BLDG PERMIT#337760,"4136 MT OLNEY LN
OLNEY, MD 20832
(39.177341, -77.078717)"
DEVELOPMENT STANDARDS VARIANCE,215612,02/12/2002,,,,11619,,DANVILLE,,DR,ROCKVILLE,MD,20852,IS A FRONT ADDITION,c-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"11619 DANVILLE DR
ROCKVILLE, MD 20852
(39.046472, -77.132147)"
DEVELOPMENT STANDARDS VARIANCE,351668,03/09/2016,,,,1009,,STROUT,,ST,SILVER SPRING,MD,20901,Basement and First Floor additon on corner lot,4.4.9.2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"1009 STROUT ST
SILVER SPRING, MD 20901
(39.020491, -77.02597)"
DEVELOPMENT STANDARDS VARIANCE,211267,04/10/2001,04/10/2001,,,6003,,CORBIN,,RD,BETHESDA,MD,20816,REQUIRES A VARIANCE FROM THE ESTABLISHED BLDG LINE,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"6003 CORBIN RD
BETHESDA, MD 20816
(38.971126, -77.122355)"
DEVELOPMENT STANDARDS VARIANCE,297823,07/25/2013,,,,13926,,ROCKINGHAM,,RD,GERMANTOWN,MD,20874,2 Story Addition in the rear yard of a corner lot.,C-1.624,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R200/T,,Proposing to build a&nbsp;two-story addition in the rear yard of a corner lot within 5' of rear lot line.&nbsp;&nbsp;VARIANCE DENIED (A-6,"13926 ROCKINGHAM RD
GERMANTOWN, MD 20874
(39.155334, -77.289636)"
DEVELOPMENT STANDARDS VARIANCE,243607,02/24/2006,02/24/2006,,,609,,MISSISSIPPI,,AVE,SILVER SPRING,MD,20910,EXISTING SFD REQ A VAR FROM 1930  ORD. SEC III C.3,B-5.3,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,R-60,,building permit denial for existing nonconforming SFD which does not conform to 7' minimum side yard setback,"609 MISSISSIPPI AVE
SILVER SPRING, MD 20910
(38.989834, -77.013119)"
DEVELOPMENT STANDARDS VARIANCE,214394,11/01/2001,11/02/2001,,,7404,,RIVER FALLS,,DR,POTOMAC,MD,20854,IS AN ADDITION,c-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"7404 RIVER FALLS DR
POTOMAC, MD 20854
(38.98336, -77.218201)"
DEVELOPMENT STANDARDS VARIANCE,209154,10/10/2001,,,,5401,,BRADLEY,,BLVD,BETHESDA,MD,20814,"THE GUESTHOUSE IS 23.5FT.TALL,THE HEIGHT LIMIT IS 15FT",C-1326(a)(3),Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,R-90,,,"5401 BRADLEY BLVD
BETHESDA, MD 20814
(38.978107, -77.109321)"
DEVELOPMENT STANDARDS VARIANCE,240626,10/17/2005,11/08/2005,,,318,,STONINGTON,,RD,SILVER SPRING,MD,20902,OF SWIMPL REQ A VAR TO BE IN FRONT YD & < 25' TO ST.,C-1.326(b)(1)(2),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-1,,building permit denial to allow proposed swimming pool to be located in the front yard and less than 50' from the front lot line,"318 STONINGTON RD
SILVER SPRING, MD 20902
(39.053013, -77.015362)"
DEVELOPMENT STANDARDS VARIANCE,220346,01/30/2003,01/30/2003,,,20001,,ELECTRA,,DR,GAITHERSBURG,MD,20879,OF A SUNROOM REQ A VAR FROM THE 20' REAR YARD SETBACK.,C-1.624,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,,"20001 ELECTRA DR
GAITHERSBURG, MD 20879
(39.184497, -77.152915)"
DEVELOPMENT STANDARDS VARIANCE,368200,04/08/2019,,,,723,,THAYER,,AVE,SILVER SPRING,MD,20910,Single Story Room Addition,4.4.9.B.2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"723 THAYER AVE
SILVER SPRING, MD 20910
(38.993188, -77.019549)"
DEVELOPMENT STANDARDS VARIANCE,361416,12/27/2017,01/05/2018,01/05/2018,,5105,,WORTHINGTON,,DR,BETHESDA,MD,20816,is a rear second story addition,4.4.9 B 2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,PROPOSED ROOM ADDITION - 4.17 FT VARIANCE AS IT IS WITHIN 15.83 FT OF THE REAR LOT LINE; PAID AND PICKED UP BY MR. GOODALL : 01-05-2018,"5105 WORTHINGTON DR
BETHESDA, MD 20816
(38.952568, -77.10127)"
DEVELOPMENT STANDARDS VARIANCE,368079,03/29/2019,,,,24328,,RED BLAZE,,DR,DAMASCUS,MD,20872,pool w/in 10' of side lot line. 5' variance is needed,4.4.5.B.2,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,RE-2C,,Constructing a pool within 10' of the left lot line. 15' minimum required.,"24328 RED BLAZE DR
DAMASCUS, MD 20872
(39.261534, -77.229432)"
DEVELOPMENT STANDARDS VARIANCE,222667,06/24/2003,06/24/2003,,,12606,,ELDRID,,CT,SILVER SPRING,MD,20904,OF A CARPORT REQ A VARIANCE FROM THE 40' FRONT SETBACK,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-200,,BLDG PERMIT#310131,"12606 ELDRID CT
SILVER SPRING, MD 20904
(39.062501, -77.014932)"
DEVELOPMENT STANDARDS VARIANCE,219056,10/09/2002,10/09/2002,10/09/2002,,15210,,BRIARCLIFF MANOR,,WAY,BURTONSVILLE,MD,20866,EXISTING SHED REQ A VAR FROM THE 10' REAR YD SETBACK.,C-1.326(a)(2)(B),Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,RE-1,,BLDG PERMIT#289635,"15210 BRIARCLIFF MANOR WAY
BURTONSVILLE, MD 20866
(39.10564, -76.943643)"
DEVELOPMENT STANDARDS VARIANCE,242168,12/23/2005,12/23/2005,,,7203,,BRENNON,,LN,CHEVY CHASE,MD,20815,OF A 22'X 26' GARAGE REQ A VAR FROM THE 6' SIDE YARD.,C-1.326(2)(C)(4),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,building permit denial to reduce side yard setback from 7' to 3',"7203 BRENNON LN
CHEVY CHASE, MD 20815
(38.98196, -77.066404)"
DEVELOPMENT STANDARDS VARIANCE,230072,06/25/2004,06/25/2004,,,7721,,FONTAINE,,ST,POTOMAC,MD,20854,OF A 8' TALL 138.4' LONG FENCE REQ A VAR FROM REAR YD.,C-1.326(a)(2)(B)(4),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-90,,"building permit denial for 8' tall, 138' long fence","7721 FONTAINE ST
POTOMAC, MD 20854
(39.049777, -77.161982)"
DEVELOPMENT STANDARDS VARIANCE,357753,05/01/2017,,,,11534,,HIGHVIEW,,AVE,SILVER SPRING,MD,20902,ACCESSORY STRUCTURE FORWARD OF REAR BUILDING LINE,4.4.9.B.2,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,Accessory Structure,"11534 HIGHVIEW AVE
SILVER SPRING, MD 20902
(39.045157, -77.070038)"
DEVELOPMENT STANDARDS VARIANCE,352345,05/02/2016,05/02/2016,05/02/2016,,4513,,MUNCASTER MILL,,RD,ROCKVILLE,MD,20853,of detached garage req var from side  setback,4.4.6.B.2,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,RE-1,,,"4513 MUNCASTER MILL RD
ROCKVILLE, MD 20853
(39.113196, -77.090977)"
DEVELOPMENT STANDARDS VARIANCE,334109,04/06/2015,,,,7059,,WILSON,,LN,BETHESDA,MD,20817,is a new single family detached home.,4.4.7.B.2.a.,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,R-200,,,"7059 WILSON LN
BETHESDA, MD 20817
(38.974989, -77.144444)"
DEVELOPMENT STANDARDS VARIANCE,220859,03/20/2003,03/21/2003,,,6216,,MADAWASKA,,RD,BETHESDA,MD,20816,IS A TWO STORY SINGLE FAMILY HOME,C-1.323(a),N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,R-90,,BLDG PERMIT#,"6216 MADAWASKA RD
BETHESDA, MD 20816
(38.958712, -77.12745)"
DEVELOPMENT STANDARDS VARIANCE,226563,02/09/2004,02/09/2004,,,19,,WESSEX,,RD,SILVER SPRING,MD,20910,OF A DECK REQ A 1' VAR FROM THE 9' SETBACK EXEMPTION.,B-3.1,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-60,,permit denial for variance to 9' exemption of proposed deck from rear lot line-BLDG PERMIT#330629,"19 WESSEX RD
SILVER SPRING, MD 20910
(38.992922, -77.008249)"
DEVELOPMENT STANDARDS VARIANCE,251691,01/23/2007,,,,14539,,JAYSTONE,,DR,SILVER SPRING,MD,20905,OF A SHED REQ A VAR TO BE LOCATED IN SIDE YARD.,C-1.326(a)(1),N,N,N,N,N,N,Y,N,N,N,N,N,N,N,R200DC,,building permit denial to allow accessory structure within side yard,"14539 JAYSTONE DR
SILVER SPRING, MD 20905
(39.099313, -77.020624)"
DEVELOPMENT STANDARDS VARIANCE,201219,11/02/1999,11/02/1999,,,10312,,SUMMIT,,AVE,KENSINGTON,MD,20895,REQUIRES A VARIANCE FROM THE ESTABLISHED BLDG. LINE,C-1.323(a),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"10312 SUMMIT AVE
KENSINGTON, MD 20895
(39.025073, -77.080707)"
DEVELOPMENT STANDARDS VARIANCE,214613,11/19/2001,11/26/2001,,,11414,,GAINSBOROUGH,,RD,POTOMAC,MD,20854,OF A GARAGE REQUIRES A VARIANCE FROM THE EST BLDG LINE,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,BLDG PERMIT#263552,"11414 GAINSBOROUGH RD
POTOMAC, MD 20854
(39.046487, -77.167428)"
DEVELOPMENT STANDARDS VARIANCE,221434,05/06/2003,05/06/2003,,,8604,,MELWOOD,,RD,BETHESDA,MD,20817,2ND FL ROOM ADDN REQ A VAR FROM THE 20' REAR SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#304960,"8604 MELWOOD RD
BETHESDA, MD 20817
(38.997455, -77.12732)"
DEVELOPMENT STANDARDS VARIANCE,240623,10/17/2005,10/17/2005,,,5427,,YORK,,LN,BETHESDA,MD,20814,OF A GARAGE REQ A VAR FROM THE MOORLAND LA STREETLINE.,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,building permit denial to reduce streetline setback of proposed attached garage along Moorland Lane from 15' to 2',"5427 YORK LN
BETHESDA, MD 20814
(38.9894, -77.110333)"
DEVELOPMENT STANDARDS VARIANCE,364299,07/17/2018,,,,15400,,HOLLY GROVE,,RD,SILVER SPRING,MD,20905,ex. house for Landscape Contractor for Conditional Use.,.3.5.5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,RE-2C,,"The existing house is 40'-4"" from the front property and the min is 50' for a Conditional Use for a Landscape Contractor.","15400 HOLLY GROVE RD
SILVER SPRING, MD 20905
(39.108786, -77.016147)"
DEVELOPMENT STANDARDS VARIANCE,238957,08/11/2005,,,,7601,,BARNUM,,RD,BETHESDA,MD,20817,OF A ROOM ADDN REQ A VAR FROM THE EBL FOR A THRU LOT.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"7601 BARNUM RD
BETHESDA, MD 20817
(39.010935, -77.155869)"
DEVELOPMENT STANDARDS VARIANCE,250635,12/01/2006,12/01/2006,12/01/2006,,2101,,PLYERS MILL,,RD,SILVER SPRING,MD,20902,OF EXISITNG SFD REQ A VAR FROM 15' REAR YARD SETBACK.,B-5.3,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback of proposed room addition from 15' to 13.7',"2101 PLYERS MILL RD
SILVER SPRING, MD 20902
(39.030656, -77.045539)"
DEVELOPMENT STANDARDS VARIANCE,213565,09/04/2001,09/04/2001,12/05/2001,,2714,,ABILENE,,DR,CHEVY CHASE,MD,20815,EXISTING DECK REQ. A VAR. FROM THE SUBDIVISION LINE.,C-1.535,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,R-60,,,"2714 ABILENE DR
CHEVY CHASE, MD 20815
(38.989354, -77.057178)"
DEVELOPMENT STANDARDS VARIANCE,210625,03/06/2001,03/06/2001,,,9826,,KENTSDALE,,DR,POTOMAC,MD,20854,REQUIRES A VARIANCE FROM THE ESTABLISHED BUILDING LINE,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-200,,,"9826 KENTSDALE DR
POTOMAC, MD 20854
(39.016072, -77.178991)"
DEVELOPMENT STANDARDS VARIANCE,219831,12/13/2002,12/13/2002,,,15804,,ESQUIRE,,CT,ROCKVILLE,MD,20855,EXISTING GARAGE REQ A VAR FROM THE 7' SIDE YD SETBACK.,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-200,,,"15804 ESQUIRE CT
ROCKVILLE, MD 20855
(39.115101, -77.159425)"
DEVELOPMENT STANDARDS VARIANCE,238172,07/13/2005,07/13/2005,08/30/2005,,2015,,GLENHAVEN,,PL,SILVER SPRING,MD,20902,EXISTING ADDN REQ A VAR FROM 20' REAR YARD SETBACK.,C-1.323(b)(2),Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback for existing structure from 20' to 17',"2015 GLENHAVEN PL
SILVER SPRING, MD 20902
(39.037809, -77.042733)"
DEVELOPMENT STANDARDS VARIANCE,213814,09/24/2001,09/24/2001,09/24/2001,,6609,,KENNEDY,,DR,CHEVY CHASE,MD,20815,EXISTING 7' FENCE REQUIRES A VAR.FROM THE SETBACK.,C-1.323(b)(2),Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,R-90,,,"6609 KENNEDY DR
CHEVY CHASE, MD 20815
(38.976086, -77.105785)"
DEVELOPMENT STANDARDS VARIANCE,218125,07/24/2002,07/24/2002,,,13405,,CHESTNUT OAK,,DR,GAITHERSBURG,MD,20878,OF A SWIM POOL REQ A VAR TO REMAIN IN THE SIDE YARD,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#283501,"13405 CHESTNUT OAK DR
GAITHERSBURG, MD 20878
(39.107526, -77.279576)"
DEVELOPMENT STANDARDS VARIANCE,211333,04/16/2001,04/16/2001,,,7701,,GLENMORE SPRING,,WAY,BETHESDA,MD,20817,IS A ONE STORY ADDITION,c-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"7701 GLENMORE SPRING WAY
BETHESDA, MD 20817
(38.986955, -77.166153)"
DEVELOPMENT STANDARDS VARIANCE,205720,06/27/2000,,,,9917,,SUTHERLAND,,RD,SILVER SPRING,MD,20901,IS A COVERED FRONT PORCH,C-1.323(a),Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,R-60,,,"9917 SUTHERLAND RD
SILVER SPRING, MD 20901
(39.018241, -77.016086)"
DEVELOPMENT STANDARDS VARIANCE,215683,02/15/2002,02/15/2002,,,7106,,OAKRIDGE,,AVE,CHEVY CHASE,MD,20815,OF A TWO STORY ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,bldg permit#269618,"7106 OAKRIDGE AVE
CHEVY CHASE, MD 20815
(38.981217, -77.085531)"
DEVELOPMENT STANDARDS VARIANCE,205461,06/13/2000,06/14/2000,,,11415,,BROAD GREEN,,DR,POTOMAC,MD,20854,IS A DECK ATTACHED IN THE REAR YARD.R-200TDR W/MPDU,C-1.624,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R200/T,,,"11415 BROAD GREEN DR
POTOMAC, MD 20854
(39.044695, -77.197127)"
DEVELOPMENT STANDARDS VARIANCE,218757,09/16/2002,09/16/2002,09/20/2002,,11703,,SMOKETREE,,RD,POTOMAC,MD,20854,OF A GARAGE REQ A VAR FROM THE TOTAL SIDE YARD SETBACK,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,BLDG PERMIT#287578,"11703 SMOKETREE RD
POTOMAC, MD 20854
(39.047802, -77.163435)"
DEVELOPMENT STANDARDS VARIANCE,366256,11/30/2018,,,,11104,,NORLEE,,DR,SILVER SPRING,MD,20902,of a shed w/in 2.5' or rear lot line.,4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,R-60,,Construct a new shed 2.5' from the rear lot line.,"11104 NORLEE DR
SILVER SPRING, MD 20902
(39.03796, -77.043745)"
DEVELOPMENT STANDARDS VARIANCE,242512,01/11/2006,01/11/2006,,,19630,,WATERS,,RD,GERMANTOWN,MD,20874,OF AN EXISTING STORAGE BLDG REQ A VAR FROM SIDE YARD.,C-10.2.1.1,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,RMX-2,,building permit denial to reduce side yard setback from 12' to 2.2',"19630 WATERS RD
GERMANTOWN, MD 20874
(39.178591, -77.273099)"
DEVELOPMENT STANDARDS VARIANCE,203338,02/23/2000,02/23/2000,,,4801,,DERUSSEY,,PKWY,CHEVY CHASE,MD,20815,IS A 1-STORY ADD ON AN EXISTING NON-CONFORM CORNER LOT.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"4801 DERUSSEY PKWY
CHEVY CHASE, MD 20815
(38.972095, -77.094454)"
DEVELOPMENT STANDARDS VARIANCE,221547,05/09/2003,05/09/2003,,,6811,,FLORIDA,,ST,CHEVY CHASE,MD,20815,2 STORY ROOM ADDN REQUIRES A VAR FROM 7' SIDE SETBACK.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#305435,"6811 FLORIDA ST
CHEVY CHASE, MD 20815
(38.978949, -77.074124)"
DEVELOPMENT STANDARDS VARIANCE,215861,02/27/2002,,,,3500,,TAGORE,,CT,BURTONSVILLE,MD,20866,NEW HOUSE. THE FRONT SETBACK WAS APPROVED IN ERROR,C-1.323(a),Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,R-200,,,"3500 TAGORE CT
BURTONSVILLE, MD 20866
(39.103569, -76.938654)"
DEVELOPMENT STANDARDS VARIANCE,216450,04/08/2002,04/09/2002,,,7304,,BRENNON,,LN,CHEVY CHASE,MD,20815,EXISTING A/C UNIT REQ A VAR FROM SIDE MIN & TOTAL SIDE,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,R-60,,VARIANCE A-5762 DENIED,"7304 BRENNON LN
CHEVY CHASE, MD 20815
(38.982884, -77.066154)"
DEVELOPMENT STANDARDS VARIANCE,202263,11/01/1999,11/01/1999,02/10/2000,,18520,,TRAXELL,,WAY,GAITHERSBURG,MD,20879,OF SUNROOM REQUIRES VARIANCE FROM REAR SETBACKS,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R200/T,,,"18520 TRAXELL WAY
GAITHERSBURG, MD 20879
(39.16043, -77.183792)"
DEVELOPMENT STANDARDS VARIANCE,232568,11/09/2004,11/09/2004,,,6008,,BEECH,,AVE,BETHESDA,MD,20817,OF A PORCH REQ A VAR FROM THE 37.17' EST BLDG LINE.,C-1.323(a),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,variance request to reduce porch setback from 37.17 feet to 30 feet,"6008 BEECH AVE
BETHESDA, MD 20817
(39.00627, -77.122766)"
DEVELOPMENT STANDARDS VARIANCE,215299,01/23/2002,01/23/2002,,,7100,,OAKRIDGE,,AVE,CHEVY CHASE,MD,20815,TWO STORY ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"7100 OAKRIDGE AVE
CHEVY CHASE, MD 20815
(38.980635, -77.085576)"
