Project Number,Contract Number,Title,Status,Procurement Type,Award Type,Contract Award Date,Contract End Date,Contract Amount,Expended Amount YTD,Expended Amount LTD,Remaining Balance,Number of Bids,MWBE,MWBE Proposals,Vendor Name,Address Line 1,Address Line 2,City,State,Zip Code,Country,Location 1
28X422,T005863,CONSTR: Hayes Hall Building Wide Restoration,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/31/2011,08/09/2014,10403858.00,3502067.00,10403858.00,0.00,7,Y,1,"SLR Contracting & Service Co, Inc.",260 Michigan Avenue,,Buffalo,NY,14203,USA,"260 Michigan Avenue
Buffalo, NY 14203
(42.878466, -78.870005)"
26X273,T005145,DESIGN: Rehab Hale Hall/Abate Asbestos,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/19/2006,08/28/2013,2290300.02,0.00,2290300.02,0.00,5,Y,1,David Smotrich & Partners Architects/Planners,Suite 704,443 Park Avenue South,New York,NY,10016,USA,"704 New
York, NY 10016"
30XA13,T005356,DESIGN: Replace Roofs - Various Buildings ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/12/2009,05/29/2015,340932.83,37544.29,340932.83,0.00,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
20X163,T005303,"DESIGN: Combined Site & Program Study for New Academic, Outreach/Tech Transfer Facils",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/10/2007,12/01/2008,409110.68,0.00,409110.68,0.00,5,N,0,"King & King Architects, LLP",358 West Jefferson Street,,Syracuse,NY,13202,USA,"358 West Jefferson Street
Syracuse, NY 13202
(43.047104, -76.158169)"
08X467,T005376,DESIGN: Replace Roofs - Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/27/2008,02/06/2017,7299.05,510.70,281299.05,-274000.00,0,N,0,San Fanandre Justin Architects P.C.,2nd Floor,200 Sunrise Highway,Rockville Centre,NY,11570,USA,
06X337,T005740,DESIGN: Construction Manager,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/07/2011,12/30/2015,1578207.08,542896.07,1578207.08,0.00,14,N,0,Turner Construction Company,1 Computer Drive South,,Albany,NY,12205,USA,"1 Computer Drive South
Albany, NY 12205
(42.719116, -73.810588)"
09X332,D005530,CONSTR: Upgrade Elevators - Hunt Union And Science II,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/17/2009,10/30/2010,262793.00,0.00,262793.00,0.00,2,N,0,Thyssen Krupp Elevator Corporation,6067 Corporate Drive,,East Syracuse,NY,13057,USA,"6067 Corporate Drive
East Syracuse, NY 13057
(43.104072, -76.087566)"
021012,T006452,"CONSTR: Replace Emergency Generators, Campus Wide",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,07/25/2018,01/11/2021,3170050.00,0.00,3030216.00,139834.00,2,N,1,Schuler-Haas Electric Corp.,240 Commerce Drive,,Rochester,NY,14623,USA,"240 Commerce Drive
Rochester, NY 14623
(43.08094, -77.651222)"
02X352,T005648,DESIGN: Site Infrastructure Improvements - East Campus,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/19/2010,03/10/2015,688880.32,184689.50,688880.32,0.00,22,N,1,"Labella Associates, D.P.C",Suite 201,300 State Street,Rochester,NY,14614,USA,"201 Rochester
NY 14614"
251001,T006103,DESIGN: Repl Fire Alarms Various Bldgs - Delhi,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/09/2015,01/01/2023,42798.41,0.00,42798.41,0.00,0,N,0,"IBC Engineering, Pc",Suite 219,3445 Winton Place,Rochester,NY,14623,USA,"219 Rochester
NY 14623"
041011,T006362,DESIGN: Upgrade Site Lighting - Campus wide,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/01/2017,09/26/2020,1011000.00,0.00,409405.15,601594.85,0,N,0,"C & S Engineers, Inc.",499 Col. E. Collins Blvd.,,Syracuse,NY,13212,USA,"499 Col E Collins Blvd
Syracuse, NY 13212"
03X396,T005637,CONSTR: Exterior Restoration - Campus House,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/22/2009,09/03/2011,250006.00,13693.00,250006.00,0.00,8,N,0,"Grove Roofing Services, Inc.",131 Reading Street,,Buffalo,NY,14220,USA,"131 Reading Street
Buffalo, NY 14220
(42.840927, -78.827831)"
301014,T006423,CONSTR: Replace Electrical Service - Cooke and Hochstetter,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/24/2018,08/02/2020,4037712.00,0.00,3625932.00,411780.00,3,N,0,"Ferguson Electric Construction Co., Inc.",333 Ellicott St.,,Buffalo,NY,14203,USA,"333 Ellicott St
Buffalo, NY 14203
(42.887742, -78.871354)"
05X338,T006197,CONSTR: Rockefeller Arts Center (RAC) Third Floor HVAC and Sprinkler,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,11/25/2015,08/28/2017,2610906.00,0.00,2610906.00,0.00,4,N,1,"Northland Associates, Incorporated",4701 Buckley Road,P.O. Box 2549,Liverpool,NY,13220,USA,"4701 Buckley Road
Liverpool, NY 13220"
08X416,T004837,DESIGN: Replace High Temperature Hot Water Lines,In Guarantee,Design and Construction/Maintenance,Authority Contract - Best Value,06/04/2003,07/02/2014,1138174.73,0.00,1110736.02,27438.71,5,N,0,"Ambrosino, De Pinto & Schmieder Consult Engr,PC",275 Seventh Ave 21st Fl,,New York,NY,10001,USA,"275 Seventh Ave
New York, NY 10001
(40.745644, -73.994496)"
12X268,D005392,CONSTR: Exterior Safety Enhancements - Campuswide - Site,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/16/2008,08/01/2010,764606.00,0.00,764606.00,0.00,6,N,0,"Acts II Construction,Inc.",658 US Hwy 11 South,,Gouverneur,NY,13642,USA,"658 US Hwy
Gouverneur, NY 13642"
24X285,T005666,CONSTR: Building Shell Improvements - Warner - Holmes - SUNY Cobleskill,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/31/2010,02/13/2013,1205160.00,0.00,1205160.00,0.00,11,N,0,"Bast Hatfield,Inc.",1399 Vischers Ferry Road,,Clifton Park,NY,12065,USA,"1399 Vischers Ferry Road
Clifton Park, NY 12065
(42.822923, -73.737444)"
061014,T006522,CONSTR: Reconstruct Mechanical Room & Pool at Merritt & Schrader Halls,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/27/2019,12/07/2021,2925000.00,0.00,77171.00,2847829.00,2,N,1,Manning Squires Hennig Co. Inc,8426 Seven Springs Road,PO Box 685,Batavia,NY,14020,USA,"8426 Seven Springs Road
Batavia, NY 14020
(43.006019, -78.133391)"
02X366,T005786,"CONSTR: Special Events Recreation Center, PH II",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/10/2011,02/28/2015,5862263.00,1703751.00,5862263.00,0.00,12,N,0,"Holdsworth Klimowski Construction, LLC",51 Goodway Drive South,,Rochester,NY,14623,USA,"51 Goodway Drive South
Rochester, NY 14623
(43.091163, -77.578123)"
30XA95,T006146,CONSTR: Replace Fire Alarm Systems North Campus PH III,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/01/2015,03/31/2019,2176974.00,0.00,2176974.00,0.00,3,Y,1,"Weydman Electric, Inc.",747 Young Street,,Tonawanda,NY,14150,USA,"747 Young Street
Tonawanda, NY 14150
(43.003747, -78.857882)"
081007,T006226,"DESIGN: Upgrade HVAC Systems, Coykendall Science Bldg.",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/23/2016,04/08/2021,304974.33,0.00,304974.33,0.00,21,N,4,"O'Brien & Gere Engineers, Inc",333 West Washington St,PO Box 4873,Syracuse,NY,13221,USA,"333 West Washington St
Syracuse, NY 13221
(43.049616, -76.155894)"
41X065,T006031,CONSTR: Rehabilitate First Floor Lecture Halls,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/17/2013,08/11/2015,2034886.00,0.00,2034886.00,0.00,10,N,0,Stalco Construction Inc.,1316 Motor Parkway,,Islandia,NY,11749,USA,"1316 Motor Parkway
Islandia, NY 11749
(40.806518, -73.194062)"
25X287,T005655,CONSTR: Renovate Smith Hall-Phase II Building 8,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/05/2010,08/15/2012,2636896.00,10346.00,2636896.00,0.00,10,N,0,"LeChase Construction Services, LLC",205 Indigo Creek Drive,,Rochester,NY,14626,USA,"205 Indigo Creek Drive
Rochester, NY 14626
(43.184941, -77.692227)"
141000,T006178,DESIGN: Upgrade Electrical System UHB,Active,Design and Construction/Maintenance,Authority Contract - Best Value,09/29/2015,12/21/2020,3611349.37,0.00,2327539.80,1283809.57,10,N,0,Lizardos Engineering Associates P.C.,200 Old Country Road,Suite 670,Mineola,NY,11501,USA,"200 Old Country Road
Mineola, NY 11501
(40.739137, -73.638174)"
801802,T006366,DESIGN: Engineering Services - McFarland-Johnson - Master Term Agreement,Active,Design and Construction/Maintenance,Authority Contract - Best Value,09/14/2017,09/26/2020,5000000.00,0.00,0.00,5000000.00,111,N,24,"Mc Farland-Johnson, Inc.","49 Court St, Metrocenter",,Binghamton,NY,13902,USA,"49 Court St
Binghamton, NY 13902
(42.098705, -75.913167)"
06X319,T005624,DESIGN: Commissioning,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/27/2010,10/31/2018,87754.59,7696.81,87754.59,0.00,0,N,0,"Bergmann Associates, Inc.",28 East Main Street,200 First Federal Plaza,Rochester,NY,14614,USA,"28 East Main Street
Rochester, NY 14614
(43.155926, -77.611567)"
01XA95,T006342,CONSTR: Renovate Schuyler Building - Phase II,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/10/2017,11/05/2019,5666259.00,0.00,5156803.00,509456.00,3,N,0,"Bunkoff General Contractors, Inc.",790 Watervliet Shaker Rd.,,Latham,NY,12110,USA,"790 Watervliet Shaker Rd
Latham, NY 12110
(42.739147, -73.796743)"
13XD75,T005859,CONSTR: HTHW Replacment,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/08/2011,06/27/2012,1045492.00,203500.00,1045492.00,0.00,16,N,0,"Boilermatic Welding Industries, Inc.",17 Peconic Avenue,,Medford,NY,11763,USA,"17 Peconic Avenue
Medford, NY 11763
(40.817776, -72.967544)"
41X066,T005832,DESIGN: Renov 2nd Flr Lectur Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/15/2014,01/16/2019,118496.87,0.00,118496.87,0.00,0,Y,0,"Goshow Architects, L.L.P.",5th Floor,44 West 28th Street,New York,NY,10001,USA,
14XA18,T006071,"CONSTR: HVAC Upgrade, University Hospital - Basement and Sub-Basement",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/18/2014,02/20/2018,4135314.00,0.00,4135314.00,0.00,12,Y,1,"ACS System Associates, Inc.",160 West Lincoln Avenue,,Mount Vernon,NY,10550,USA,"160 West Lincoln Avenue
Mount Vernon, NY 10550
(40.915138, -73.843031)"
13XD12,T005823,DESIGN: CM Services - New Comp Science Bldg,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/27/2011,06/30/2019,3178982.01,670804.42,2890097.76,288884.25,19,N,2,URS Corporation - New York,Suite 610,One Penn Plaza,New York,NY,10119,USA,"610 New
York, NY 10119"
32X373,T005658,CONSTR: Renovate HSC - Phase I,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/15/2010,08/31/2015,7296800.00,834983.00,7296800.00,0.00,4,N,0,West-Rac Contracting Corp,687 Old Willets Path,,Hauppauge,NY,11788,USA,"687 Old Willets Path
Hauppauge, NY 11788
(40.811205, -73.233528)"
21X231,T006044,"CONSTR: Replace Roofs, Various Buildings",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/20/2013,03/31/2017,2037493.00,0.00,1934728.00,102765.00,24,N,0,Rising Sun Construction LLC,54 Magnolia Avenue,Unit 4-5,Jersey City,NJ,7306,USA,"54 Magnolia Avenue
Jersey City, NJ 07306
(40.72934, -74.056952)"
05X309,T005841,CONSTR: Science Technology Building,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/01/2011,01/15/2017,42403987.00,14629757.00,42403987.00,0.00,6,N,0,The Pike Company Inc,One Circle Street,,Rochester,NY,14607,USA,"One Circle Street
Rochester, NY 14607"
271033,T006478,"CONSTR: Replace MTHW Water Lines & Sitework, Whipple to STUAC",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/21/2019,11/30/2020,2481009.00,0.00,2203069.00,277940.00,1,N,0,"Burrell's Excavating, Inc",6146 County Route 32,,Norwich,NY,13815,USA,"6146 County Route
Norwich, NY 13815"
09X386,T005846,DESIGN: Upgrade Telecommunications & Data Infrastructure,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/28/2011,02/28/2018,783133.44,205053.49,783133.44,0.00,16,N,1,"Stantec Consulting Services, Inc.",Suite 201,111 Grant Avenue,Endicott,NY,13760,USA,"201 Endicott
NY 13760"
29X401,T005796,DESIGN: Commissioning - Renovate Humanities Bldg 41,Active,Design and Construction/Maintenance,Authority Contract - Best Value,04/05/2011,03/25/2016,249634.00,14529.15,246918.82,2715.18,26,N,0,"Joseph R. Loring & Associates, Inc.",21 Pennsylvania Plaza,14th Floor,New York,NY,10001,USA,"21 Pennsylvania Plaza
New York, NY 10001"
091000,T006258,CONSTR: Replace Boiler - MOC,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/20/2016,01/12/2018,378865.00,0.00,378865.00,0.00,5,Y,1,"Wilkins Mechanical, Inc.",6923 Herman Road,,Syracuse,NY,13209,USA,"6923 Herman Road
Syracuse, NY 13209
(43.104671, -76.290603)"
36X138,T006235,CONSTR: Replace Federal Building Windows,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/14/2016,10/10/2019,1461342.00,0.00,1332069.00,129273.00,1,N,0,"Flower City Glass Co. of New York, LLC",188 Mt. Hope Avenue,,Rochester,NY,14620,USA,"188 Mt Hope Avenue
Rochester, NY 14620
(43.145738, -77.609422)"
03X387,T006162,"DESIGN: CM Renovate Science Building - Bldg. 15, Phase III",Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/06/2015,08/25/2021,1693194.00,0.00,1341135.72,352058.28,16,N,0,Turner Construction Company,1 Computer Drive South,,Albany,NY,12205,USA,"1 Computer Drive South
Albany, NY 12205
(42.719116, -73.810588)"
28X358,T005387,CONSTR: Demolition & Abatement at Acheson Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/25/2008,12/31/2012,5708340.00,670034.00,5708340.00,0.00,3,N,0,"Titan Wrecking & Environments for Health,",153 Wales Avenue,PO Box 646,Tonawanda,NY,14151,USA,"153 Wales Avenue
Tonawanda, NY 14151
(43.016001, -78.85953)"
151069,T006369,DESIGN: NAB Boilers exhaust stack,Active,Design and Construction/Maintenance,Authority Contract - Best Value,08/23/2018,09/27/2020,132000.00,0.00,70994.60,61005.40,0,N,0,"RMF Engineering, Inc., P.C.",1A Pine West Plaza,,Albany,NY,12205,USA,"1A Pine West Plaza
Albany, NY 12205
(42.710592, -73.864588)"
11X316,T005875,CONSTR: Window Replacement Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,10/13/2011,08/17/2014,6171746.00,2421108.00,6171746.00,0.00,4,N,0,"Murnane Building Contractors, Inc.",P.O. Box 3048,104 Sharron Avenue,Plattsburgh,NY,12901,USA,"3048 Plattsburgh
NY 12901"
091026,T006107,DESIGN: Replace Windows and Roof - Netzer Admin & Morris Complex,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/26/2017,11/30/2021,318519.00,0.00,232749.23,85769.77,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
26X285,T005789,CONSTR: Reconfigure Loop Road / Rehabilitate Parking Lots and Landscaping,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/14/2011,08/15/2013,6407252.00,1110795.00,6407252.00,0.00,16,N,0,"Laser Industries, Inc",P.O. Box 315,1775 Route 25,Ridge,NY,11961,USA,"315 Ridge
NY 11961
(40.920932, -72.902521)"
09X367,T005779,CONSTR: Replace Roof - Hulbert Dining Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/29/2011,08/12/2012,162680.00,1676.00,162680.00,0.00,10,N,2,"Moisture Barriers, Inc",2 Commerce Avenue,,Albany,NY,12206,USA,"2 Commerce Avenue
Albany, NY 12206
(42.674862, -73.77038)"
351011,T006357,DESIGN: Rehabilitate Service Building for Ceramics Foundry,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/22/2019,10/02/2020,938000.00,0.00,0.00,938000.00,0,N,0,"Kideney Architects, P.C.",143 Genesee Street,,Buffalo,NY,14203,USA,"143 Genesee Street
Buffalo, NY 14203
(42.890071, -78.869032)"
411006,T006375,DESIGN: Renovate 10th floor for Pediatric Clinic,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/03/2017,11/14/2022,329825.00,0.00,210821.23,119003.77,16,N,2,NK Architects,The Woolworth Building,"233 Broadway, Suite 2150",New York,NY,10279,USA,
11X293,T004925,DESIGN: Renovate Sundowner Dining,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,12/14/2007,02/28/2012,273842.85,0.00,273842.85,0.00,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
09X419,T006139,DESIGN: Partial Interior Renovation - Adding Program to Library,Active,Design and Construction/Maintenance,Authority Contract - Best Value,06/10/2015,06/12/2020,766537.00,0.00,681908.53,84628.47,35,N,3,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
08X436,T005813,CONSTR: Upgrade Electric Distribution - Phase I,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/28/2011,08/16/2014,4651590.00,885360.00,4651590.00,0.00,6,N,0,M. Scher & Son Inc.,1 Prospect Avenue,,Albany,NY,12206,USA,"1 Prospect Avenue
Albany, NY 12206
(42.673364, -73.772621)"
16X283,T005178,DESIGN: Barton Hall Exterior/ Roof Repairs ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/17/2006,05/30/2013,819509.88,22463.46,819509.88,0.00,5,N,0,"Egner Architectural Associates, LLC",408 West State Street,,Ithaca,NY,14850,USA,"408 West State Street
Ithaca, NY 14850
(42.439374, -76.504407)"
221008,T006485,CONSTR: Hinkle Library - Exterior Repair,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/06/2019,03/25/2021,3468952.00,0.00,2249819.00,1219133.00,1,N,1,Savarino Companies LLC,500 Seneca Street,,Buffalo,NY,14204,USA,"500 Seneca Street
Buffalo, NY 14204
(42.877333, -78.85724)"
271005,T006419,CONSTR: Replacement of Underground Utilities and Site Enhancements,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/29/2018,08/15/2021,8984292.00,0.00,7217938.00,1766354.00,3,N,0,"CCI Companies, Inc.",7138 Mt. Pleasant Road,PO Box 186,Canastota,NY,13032,USA,"7138 Mt Pleasant Road
Canastota, NY 13032
(43.068127, -75.755635)"
36X106,T005384,DESIGN: Exterior Restoration - Plaza Building,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,05/08/2008,04/30/2013,589011.86,20329.99,589011.86,0.00,5,N,0,Simpson Gumpertz & Heger Inc. Consulting Engineers,"Building #1, Suite 500",41 Seyon Street,Waltham,MA,2453,USA,"1 Suite
Waltham, MA 02453"
03X392,T005611,CONSTR: Rehab Moore Hall for Central Services,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,11/23/2009,08/20/2013,1487375.00,0.00,1487375.00,0.00,16,N,0,"Patrick Development, Inc.",8600 Transit Road,,East Amherst,NY,14051,USA,"8600 Transit Road
East Amherst, NY 14051
(43.001657, -78.696933)"
09X316,D005465,"CONSTR: Upgrade Lighting, Replace Ceilings, Various Buildings",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/07/2009,01/10/2011,353633.00,0.00,353633.00,0.00,10,N,1,Andrew R. Mancini Associates Inc.,129 Odell Avenue,,Endicott,NY,13760,USA,"129 Odell Avenue
Endicott, NY 13760
(42.110866, -76.049175)"
