Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
20409,05/27/2008,06/10/2008,Referred by Greg Mallick from DEP hot line: WSSC reports an overflowing manhole due to a backup in the sewer line (manhole #023M).  A sewer maintenance crew is en route to clear the line.  This call was made at 2:35 PM on Monday the 26th of May.  The reported location is: 3133 Homewood Parkway in Kensington.�,2008,Water Quality,Overflows
20162397,10/26/2016,12/06/2016,"From: communications@wsscwater.com [mailto:conf-282915911@everbridge.net] 
Sent: Tuesday, October 25, 2016 4:54 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4608 Willard Ave, Bethesda. Began @ 3:59pm. Estim. flow 1 gal/min. SSO ongoing @ 4:52pm]. Cause is unknown. WO#2575942. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:conf-283908213@everbridge.net] 
Sent: Tuesday, October 25, 2016 7:48 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4608 Willard Ave, Bethesda ended. Began @ 3:59pm. Ended @ 5:30pm. Estim. flow 1 gal per minute. Cause is UNKNOWN.",2016,Water Quality,Overflows
19600,10/10/2007,10/31/2007,"Referred from melissa from call tracking: - Overflowing manhole in wooded area in Silver Spring behind 108 Hannes Street. Inital call at 10:36, diagnosed at 11:50, flow of 2 gallons per minute of
liquid sewage. Manhole number is 049M, haven't determined cause of blockage. Crew has just started. Blockage of main line. Going down into Northwest Branch
Park waterway, entering waterway. �
10/9/2007 12:17 PM�",2007,Water Quality,Overflows
18909,04/23/2007,05/07/2007,"Referred by Melissa from hot line-call tracking: Sanitary Sewer Overflow at the Malcolm King Community Park located at 1200 West Side Drive, Gaithersburg, MD.  An estimated 5 gallons per minute, now cleared. Blockage in the sewer caused by rags. ��",2007,Water Quality,Overflows
18679,02/26/2007,02/26/2007,"On 01/03/2007 at 3:15PM notification from WSSC Dispatch: = WORK ORDER(S): 6716989 6711428, SOURCE: REPAIR SEWER MAIN SS05086010, WATER AFFECTED: ROCK CREEK, CAUSE: STREAM EROSION, EST OVERFLOW VOLUME: 999 GALS., ARRIVED ON SITE TO MAKE FURTHER REPAIRS FOLLOWING PREVIOUS SSO. WHILE ATTEMPTING TO REPAIR A JOINT THE BOTTOM BROKE OUT OF THE PIPE CAUSING ANOTHER OVERFLOW INTO THE CREEK. REPLACED 3.5' OF 8  PVC PIPE WITH 2 FERNCO COUPLINGS. LYMED.   �",2007,Water Quality,Overflows
20018,02/27/2008,03/20/2008,"Melissa H. received a call from WSSC on 02-27-08 regarding a report of an overflowing sewer manhole at 201 Twinbrook Parkway (ADC Map 5165, C-9).  The overflow is discharging at an estimated rate of 2 gallons a minute into a storm drain. The sewage overflow was originally called in to WSSC at 7:53 AM today and is still ongoing. �",2008,Water Quality,Overflows
19506,09/18/2007,10/02/2007,"Referred by melissa from hotline: - 6833 Eastern Ave, manhole 094M� overflowed at approx. 1/2 gallon per minute. Discovered at 4:58, crew was still
on site at time of message.�
9/18/2007 8:09 AM�",2007,Water Quality,Overflows
19949,02/04/2008,02/05/2008,"Referred by melissa from call tracking: - SSO event on a grinder pump at 11704Centurion Way Potomac. Total 75 Gallons, not entering a waterway. �
2/1/2008 8:06 AM�",2008,Water Quality,Overflows
18734,03/12/2007,03/21/2007,"Referred by melissa from hotline-call tracking, WSSC dispatch at 03/11/2007 at 10:35PM: - 7201 Barnett Road W. Bethesda� Map page 35-C6 
Stoppage in main line, sewage came out possibly from broken pipe on property. 10 gallons per minute. Cleaned up.  

OFFICIAL WSSC REPORT:
WORK ORDER(S): 6857551, SOURCE: CLEAN OUT MH07034097 WATER BODY AFFECTED: CABIN JOHN, CAUSE: GREASE, EST OVERFLOW VOLUME: 10 GALS., JETTED THE SERVICE FROM MH97M 30' HIT AND RELIEVED HEAVY GREASE And PAPER AT 1'. SERVICE IS NOW CLEAR. LIME RAKED AREA 
VISIBLE SOLIDS REMOVED. NOTIFICATIONS MADE: DEP-MONTGOMERY COUNTY MD DEPARTMENT OF ENVIRONMENT    �",2007,Water Quality,Overflows
20491,06/17/2008,07/14/2008,"Referred by greg mallick from call tracking: - 3906 decatur ave. kensington: WSSC Overflow going into Rockcreek, 100 gallons per minute. preliminary notification. Cross street is Hamden St. �
6/17/2008 11:37 AM�",2008,Water Quality,Overflows
19026,05/16/2007,05/18/2007,"Referred by Melissa from call tracking: WSSC reports that a sanitary sewer overflow occurred at 1000 Twinbrook Parkway in Rockville.  Less than 1 gallon per minute entered a nearby storm drain.� ADC Map 29, Grid H6. 
5/15/2007 2:38 PM.�",2007,Water Quality,Overflows
18733,03/12/2007,03/15/2007,Referred by Melissa from hot line/call tracking:  MCDEP received a call from the WSSC dispatcher's office on 03/10/2007 at 9:05PM.  A sewer manhole overflowed at 14004 Flint Rock Rd in Rockville. An estimated 95 gallons of sewage ran into a wooded area.  There was no apparent impact on receiving waters.  WSSC applied lime and raked the ground in order to clean up the affected area.��,2007,Water Quality,Overflows
20731,08/18/2008,09/03/2008,"Referred by greg mallick from call tracking: - WSSC SSO event. 8601 Springdell Place Silver Spring MD crew found collapsed pipe, sewage seeping into the ground, nothing entering any water way as of yet. Start time 2p.m. 8/14 . It is on going, crew is enroute.�
8/15/2008 10:35 AM. location of overflow: 8601 Springdell Place - Silver Spring",2008,Water Quality,Overflows
20142,03/31/2008,04/17/2008,"Referred by greg mallick from call tracking: - 20149 Darlington Dr. Gaithersburg. overflow manhole, 2 gallons per minute, liquid sewage going into Seneca Creek. Crew has responded.  Incidet occurred on 03/30/08 �",2008,Water Quality,Overflows
19726,11/19/2007,12/10/2007,"Referred by Melissa H. from Call Tracking:  WSSC is reporting an overflowing manhole at 14129 Porringer Court in Burtonsville, MD.  An estimated 516 gallons of liquid sewage discharged onto the ground, but is not entering any waterways.  The leaking manhole has since been repaired.
�",2007,Water Quality,Overflows
19208,06/19/2007,06/25/2007,"Referred by melissa from call tracking as reported by WSSC: - Overflow at 23125 Frederick Road. Clarksburg Road 
Map page 9E4. Upon arrival it was not overflowing appears to be about 10 gallons. No waterways were affected. ��",2007,Water Quality,Overflows
20124,03/26/2008,04/14/2008,Referred by greg mallick from hotline: - 14817 Stonegate Terrace Silver Spring. 2 gallons� liquid sewage entering an unknown creek�,2008,Water Quality,Overflows
20161007,01/04/2016,01/20/2016,"From: communications@wsscwater.com [mailto:conf-1714575542@everbridge.net] 
Sent: Wednesday, December 30, 2015 3:38 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12701 Valleywood Dr, Silver Spring. Began @ 2:33pm. Estim. flow 1 gal/min. SSO [ONGOING @ 3:30pm]. Cause is UNKNOWN. WO#2482795. UC on call is Thomas Green. 

From: communications@wsscwater.com [mailto:conf-1715076236@everbridge.net] 
Sent: Wednesday, December 30, 2015 5:32 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 12701 Valleywood Dr, Silver Spring ended. Began @ 2:33pm. Ended @ 4:30pm. Estim. flow 117 gal. Cause is UNKNOWN. 

 From: Murphy, Mary [mailto:Mary.Murphy@wsscwater.com] 
Sent: Thursday, December 31, 2015 1:20 PM
Subject: 5-Day Report Mont

Attached please find the 5-Day Report for a Sanitary Sewer Overflow on 12620 Dalewood Drive (originally reported as 12701 Valleywood Drive). The attached written report provides details of the incident and the actions being taken by the Washington Suburban Sanitary Commission. The reports are available on WSSC�s website listed by the event date.",2016,Water Quality,Overflows
19245,06/29/2007,07/09/2007,"Referred by WSSC: - WORK ORDER(S): 7084262 7083959, TIME SSO BEGAN: 06/26/2007 08:52AM, TIME SSO ENDED: 06/26/2007 01:12PM, CAUSE: �
DEBRIS � SOURCE: CLEAN Out, WATER AFFECTED: MUDDY BRANCH, OVERFLOW AMOUNT: 2 gals., THE CREW SNAKED FROM THE CLEAN OUT AT THE PROPERTY LINE 30 FEET WHERE 
THEY HIT AND RELIEVED A PAPER STOPPAGE. LESS THAN TWO GALLONS OVERFLOWED FROM CLEAN OUT. RAKED AREA, AREA WAS CLEANED AND A NEW CLEAN OUT COVER WAS INSTALLED.",2007,Water Quality,Overflows
20350,05/13/2008,07/14/2008,"Referred by Greg Mallick from DEP Call Tracking: A sanitary sewer overflow has occurred at 6928 Wick Lane, Derwood, MD.  The overflow is discharging into a storm drain at an estimated 2 gallons per minute.  A WSSC Maintenance Crew has been dispatched and will report back with a status update.�",2008,Water Quality,Overflows
19707,11/13/2007,11/30/2007,"Referred by melissa from hotline: - 13105 Burlwood Drive Rockville. Contractor relining sewer, overpumping, clogged. 1000 gallons of clear sewage escaped into creek. Pump is now operable.�
6:48 pm Nov. 8. 
�",2007,Water Quality,Overflows
19264,07/10/2007,04/07/2008,"Referred by melissa from WSSC: - Calling to report 50 Pennydog Court Silver Spring, total of 10 gallons of liquid sewage going into a flowerbed coming from an occupants cleanout located
at the property line. Did not enter any waterways. �
7/6/2007 9:55 AM�",2007,Water Quality,Overflows
18731,03/12/2007,06/26/2007,"From hotline recorded on 03/09/2007 at 9:14PM: - WSSC dispatch reports an overflowing manhole (address provided on recording incorrect 15615 Frederick Rd.) the correct location is 19515 Frederick Rd. in Germantown in the woods behind the Fox Chapel Shopping Center and meadowbrook Trailer Park.  The overflow was approximately 25 gallons per minute the exact overflowed quantity has not been calculated as of yet.  Some of the overflowing liquid entered a storm drain which empties into Seneca Creek.  WSSC placed lyme down, and posted 54 signs.  The cause is a grease stoppage from the Fox Chapel shopping center.  WSSC will be going out today 03/12/2007 to restore the area and remove any debris.  Code enforcement will be going out to the shopping center to address the grease issue.  

OFFICIAL WSSC REPORT:
WORK ORDER(S): 6856124 6855829, SOURCE: OVERFLOWING MH MH15031106, WATER AFFECTED: SENECA CREEK, FOUND MANHOLE 106M OVERFLOWING 25 GALLONS PER MINUTE., THE CREW JETTED FROM MH 104M-105M AND FOUND HEAVY GREASE AT 82' ALSO 
JETTED FROM 105M-106M 119' AND FOUND HARD GREASE AT 104'.  SEWER ALSO ENTERED STORM DRAIN. CAUSE: GREASE, EST OVERFLOW VOLUME: 3,705 GALS..  GRADING OF AREA LIME 
NOTIFICATIONS MADE: DEP-MONTGOMERY COUNTY MD DEPARTMENT OF ENVIRONMENT 
SIGNS POSTED: 4 POST DATE: 03/09/2007  �",2007,Water Quality,Overflows
20137,03/31/2008,04/23/2008,"Referred by greg mallick from call tracking on 03/28/08: - overflow, leaking pipe. 8600 block Bradford Rd. Leaking into Sligo creek 3 gallons per minute. as of 10:28 a.m. Crew is at the scene.�
3/28/2008 12:09 PM�",2008,Water Quality,Overflows
18683,02/26/2007,02/26/2007,"On 01/27/2007 at 8:29PM WSSC provided notification: = WORK ORDER(S): 6755532 6755375, SOURCE: OVERFLOWING MH MH05068004, WATER AFFECTED: ROCK CREEK, CAUSE: GREASE, EST OVERFLOW VOLUME: 11,880 GALS., � FOUND MANHOLE 004U OVERFLOWING 100 GPM INTO ROCK CREEK. JETTED FROM MANHOLE 003M IN RIGHT-OF-WAY, HIT AND RELIEVED A GREASE AND PAPER STOPPAGE AT 100 FT. A WORK ORDER WAS GENERATED TO SPREAD LIME AND 
POST SIGNS IN THE MORNING.  FLUSHED BACK INTO MANHOLE. LYMED. SIGNS POSTED: 10 POST DATE: 01/28/2007",2007,Water Quality,Overflows
20090,03/19/2008,06/09/2008,"Reported by WSSC on 03/17/08 at 3:30PM: - WORK ORDER(S): 7782345, SSO BEGAN: 03/14/2008 06:26PM, SO ENDED: 03/14/2008 07:40PM 
SOURCE-CLEAN OUT 00294010400 WATER BODY-SENECA CREEK, ADDRESS: 819 FLAGLER DR., CAUSE: DEBRIS,  �OVERFLOW VOLUME: 2 GALLONS. UPON ARRIVAL, INSPECTOR FOUND EVIDENCE THAT THE CLEAN OUT ON PROPERTY HAD OVERFLOWED APPROXIMATELY 2 GALLONS. ThE CREW RODDED FROM MH059M TO PROPERTY LINE 16FT AND REMOVED RAGS AT 15'.",2008,Water Quality,Overflows
23137,04/05/2010,04/27/2010,"Referred by WSSC from 5-day report: - WORK ORDER(S): 9553462 9552670, EST DATE AND TIME SSO BEGAN: 04/01/2010 09:24AM, DURATION: 8.60 HRS., DATE AND TIME SSO ENDED: 04/01/2010 06:00PM, SOURCE-REPAIR SEWER MAIN SS07068032, WATER BODY AFFECTED-CABIN JOHN. THE INSPECTOR FOUND SEWAGE SURFACING. A CREW JETTED FROM MANHOLE 033U, AND WAS UNABLE TO RELIEVE THE OVERFLOW. A CONTRACTOR EXCAVATED AND SET UP BY PASS PUMPING AT THE SITE OF THE BREAK ENDING THE OVERFLOW. CLOSEST STREET ADDRESS: 10205 BENTCROSS DR. POTOMAC. CAUSE: UNKNOWN. EST OVERFLOW VOLUME: 1,032 GALS. �
table end",2010,Water Quality,Overflows
18784,03/21/2007,03/27/2007,"Referred by melissa from call tracking-hotline: - 14002 Flint Rock Road. Overflowing manhold at 3:16 stopped at 7:00pm at a total of 71 gallons, did not enter any waterways. �
3/21/2007 8:09 AM�",2007,Water Quality,Overflows
25002,05/26/2011,06/20/2011,"Alan Soukup was notified by Gene Von Guten with DPS Wells and Septic of an ongoing sewer leak believed to be on private property located at Extra Space Storage, 19500 Gunners Branch Rd., Germantown.  Gene reports that the lady who�s reported this overflow is extremely upset.  She says that the overflow has been occurring for two weeks.  She�s tried to get help via the MC311 system, but keeps getting a runaround.  Her name is Shelley; her phone no. is 240-355-2304.",2011,Water Quality,Overflows
19035,05/16/2007,05/17/2007,"Referred by melissa from call tracking: - 7317 Centennial Road Rockville 
25 gallons a minute, done overflowing. Did not enter body of water. �
5/16/2007 2:03 PM�",2007,Water Quality,Overflows
18769,03/19/2007,04/02/2007,"Official WSSC Report from 03/10/2007: = WORK ORDER(S): 6857270 6856918, SOURCE: OVERFLOWING MH SS15031093, WATER BODY AFFECTED: SENECA CREEK, EST DATE AND TIME SSO BEGAN: 03/10/2007 10:14AM DURATION: 3.02 HRS, DATE AND TIME SSO ENDED: 03/10/2007 01:15PM 
SOURCE: OVERFLOWING MH SS15031093 WATER BODY AFFECTED: SENECA CREEK 
STOPPAGE IN MAINLINE CAUSED OVERFLOW OF ONSITE MH. JETTED FROM MH0332M-93M TOTAL OF 90' H/R GREASE AT 82', POSTED 50 SIGNS ALONG CREEK. CAUSE: GREASE. EST OVERFLOW VOLUME: �
2,718 GALS.. LIME.   �",2007,Water Quality,Overflows
20161909,07/12/2016,07/13/2016,"From: communications@wsscwater.com [mailto:conf-754099822@everbridge.net] 
Sent: Wednesday, June 22, 2016 2:00 PM
Subject: OPS: SSO Lvl 1


Lvl 1 SSO @ 1299-1371 R/W Lamberton Dr, Wheaton. Began @ 11:18am. Estim. flow 1/2 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2538068. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:conf-761991856@everbridge.net] 
Sent: Thursday, June 23, 2016 3:47 PM
Subject: OPS: SSO Lvl 1 ENDS

*Update*Lvl 1 SSO @ 1299-1371 R/W Lamberton Dr, Wheaton ended. Began @ 11:50am. Ended @ 2:00pm. Estim. flow 162 gal. Cause is Roots & Grease. No waterway affected. This overflow has been determined to be an on-property event. The overflow occurred from an on-site manhole and not from WSSC�s collection system.",2016,Water Quality,Overflows
20308,05/06/2008,05/09/2008,"Referred by greg mallick from hotline, recorded on 05/01/08 at 5:29PM: - WSSC OVERFLOW. SSO, overflow manhole at right of way at 780 Fairview Ave. Takoma Park Md. near Pepco power lines, estimated 5 gallons per minute.�",2008,Water Quality,Overflows
18786,03/22/2007,03/22/2007,"WSSC overflow from call-tracking: - 4410 Ambler Drive Kensington 
Less than 1000 gallons, evidence of overflow around a cleanout. Started at 3:45pm yesterday and ended at 4:30pm yesterday. Flushed cleanout in the mainline,
no signs were posted.�
3/21/2007 3:34 PM�",2007,Water Quality,Overflows
18709,03/05/2007,03/07/2007,"From hot line reported on 03/03/2007 at 5:12PM:  Mr. Davis from the WSSC Radio Room called to advise us of an overflowing manhole on March 3 at 6920 Blaisdell Road in Bethesda.  The spill consisted of a reported 48 gallons of sewage which drained into a wooded area.  The sewage reportedly did not enter any storm drains or waterways.  The WSSC crew reported removing heavy root stoppage and posted three (3) signs.  The crew will return in the morning to place lime down.  WSSC Official Report: - WORK ORDER(S): 6846406 6846349, SOURCE: OVERFLOWING MH MH07049025 WATER BODY AFFECTED: CABIN JOHN, CAUSE: ROOTS, OVERFLOW VOLUME: 48 GALLONS, FOUND MANHOLE 025M OVERFLOWING IN WOODED AREA. JETTED 8  MAIN FROM 
MANHOLE 024U TO 025M TOTAL 274 FT, HIT AND RELIEVED ROOTS AT 45 FT. WORK ORDER WAS GENERATED TO SPREAD THREE BAGS OF LIME. SIGNS POSTED: �
3, POST DATE: 03/03/2007 �",2007,Water Quality,Overflows
20162590,12/13/2016,12/20/2016,"Lvl 1 SSO @ 9 Valley View Ave, Takoma Park. Began @ 9:31am, Tuesday December 13. Estim. flow 3 gal/min. SSO [ONGOING @ 10:30am]. Cause is UNKNOWN. WO#2589799. UC on call is Joe Fulton.

Lvl 1 SSO @ 9 Valley View Ave, Takoma Park ended. Began @ 9:31am. Ended @12:00pm. Estim. flow 490 gal. Cause is Broken Pipe.",2016,Water Quality,Overflows
20162591,12/13/2016,01/12/2017,"Lvl 1 SSO @ 26 Wellesley Cir, Glen Echo. Began @ 9:04am, Tuesday December 13. Estim. flow 3 gal/min. SSO [ONGOING @ 11:26am]. Cause is UNKNOWN. WO#2589812. UC on call is Richard St John.",2016,Water Quality,Overflows
20171286,03/15/2017,04/04/2017,"From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Saturday, March 11, 2017 4:24 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 19004 Plummer Dr, Germantown. Began @ 3:41pm. Estim. flow 3 gal/min. SSO ongoing]. Cause is unknown. WO#2613092. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Saturday, March 11, 2017 7:32 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 19317 Plummer Dr, Germantown ended. Began @ 3:41pm. Ended @ 6:30p,. Estim. flow 3 gal per min. Cause is heavy roots.",2017,Water Quality,Overflows
20171510,05/03/2017,05/24/2017,"From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Wednesday, May 03, 2017 3:34 PM
To: Martin, Steve <Steve.Martin@montgomerycountymd.gov>
Subject: OPS: SSO Lvl 2

Lvl 2 SSO @ 10607 Meadowhill Rd, Silver Spring. Began @ 11:32 am. Ongoing. Estim. 20 gallons of Sewage into Northwest Branch.",2017,Water Quality,Overflows
20171574,05/17/2017,06/01/2017,"From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Wednesday, May 17, 2017 2:47 AM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4301 Frankfurt Dr, Rockville ended. Began @ 9:10 pm. Ended @ 2:15 am. Estim. flow 150 gal. Cause is root stoppage in mainline.",2017,Water Quality,Overflows
20171564,05/15/2017,06/06/2017,"From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Thursday, May 04, 2017 3:25 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13400 Old Columbia Pk., Silver Spring. Began @ 4:30pm on 5-3-17. Estim. flow total10 gal. SSO [ENDED @ 6:30pm on 5-3-17]. Cause is grease and rags. WO#2630613. UC on call is Jason Brown.

From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Thursday, May 04, 2017 3:28 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 13400 Old Columbia Pk. Silver Spring ended. Began @ 4:30pm on 5-3-17. Ended @ 6:30pm on 5-3-17. Estim. flow 10 gal total. Cause is Rags/grease. [[Jetted m/l to relieve blockage.]]",2017,Water Quality,Overflows
20171430,04/14/2017,06/15/2017,"From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Wednesday, April 12, 2017 1:43 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 5703 Warwick Place, Chevy Chase. Began @ 11:04am. Estim. flow 1 gal/min. SSO [ONGOING @ 1:39pm]. Cause is UNKNOWN. WO#2624094. UC on call is Tom Williams.

From: communications@wsscwater.com [mailto:noreply@everbridge.net] 
Sent: Wednesday, April 12, 2017 7:40 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 8703 Warwick Pl,, Chevy Chase ended. Began @ 11:04am. Ended @ 3:45pm. Estim. flow 1 gal. cause is heavy roots.",2017,Water Quality,Overflows
20171987,07/11/2017,07/17/2017,"Lvl 1 SSO @ 13112 Layhill Rd, Silver Spring ended. Began @ 12:37pm Friday 7/7/17. Ended @ 4:00pm Friday 7/7/17. Estim. flow 1 gal per minute. Cause is heavy roots and grease.",2017,Water Quality,Overflows
