Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2020†","Gonorrhea, Cum 2020†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2020†, flag","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Current week, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2020†, flag","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†","Haemophilus influenza, invasive disease, Age <5 years, Serotype b, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MASSACHUSETTS,2020,15,,-,207,,1931,,2121,,,-,7,,41,,29,,,-,0,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,172,,968,,9908,,11334,,2,,19,,145,,200,,,-,1,,,-,1,,,MOUNTAIN,20201548,
INDIANA,2020,15,64,,314,,3198,,3074,,,-,7,,35,,54,,,-,1,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,15,,4,,153,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
MASSACHUSETTS,2020,16,,-,207,,2039,,2196,,,-,7,,41,,30,,,-,0,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,40,,968,,10584,,12089,,1,,19,,148,,216,,,-,1,,,-,1,,,MOUNTAIN,20201648,
INDIANA,2020,16,70,,314,,3411,,3300,,,-,7,,36,,57,,,-,1,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
US TERRITORIES,2020,16,,-,15,,4,,158,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
TOTAL,2020,17,2562,,12701,,141776,,188828,,11,,174,,1497,,2067,,,-,3,,3,,8,,,TOTAL,20201770,
US RESIDENTS,2020,17,2562,,12688,,141772,,188662,,11,,174,,1497,,2067,,,-,3,,3,,8,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,9,,15,,102,,167,,,-,3,,10,,12,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,328,,3804,,3484,,,-,20,,50,,76,,,-,1,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,687,,2241,,27750,,32134,,,-,8,,66,,91,,,-,1,,,-,,-,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,19,,1532,,9041,,23031,,3,,41,,221,,226,,,-,1,,1,,1,,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,83,,849,,868,,,-,3,,18,,9,,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,125,,1497,,10588,,14580,,,-,24,,141,,193,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,3,,38,,298,,517,,,-,2,,2,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,237,,1982,,2020,,,-,4,,6,,23,,,-,0,,,-,1,,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,37,,696,,3726,,8910,,,-,11,,53,,79,,,-,0,,,-,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,16,,131,,1599,,1715,,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,868,,3634,,14198,,,-,39,,103,,154,,,-,1,,,-,1,,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,12,,62,,594,,672,,,-,3,,5,,11,,,-,1,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,3,,123,,1217,,1505,,,-,1,,3,,6,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,106,,343,,2351,,3590,,,-,1,,2,,6,,,-,0,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,9,,382,,3349,,4235,,,-,11,,71,,89,,,-,0,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,81,,192,,321,,,-,4,,3,,9,,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,77,,163,,1848,,1812,,,-,7,,38,,35,,,-,0,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,59,,300,,631,,,-,3,,1,,9,,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,378,,2441,,4798,,,-,7,,37,,46,,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,113,,,-,1645,,,-,2,,,-,1,,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,630,,5157,,8277,,,-,9,,63,,91,,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,251,,2639,,3101,,,-,6,,14,,46,,,-,0,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,8,,122,,1175,,1543,,,-,4,,18,,21,,,-,0,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,473,,2149,,21462,,28477,,2,,39,,250,,364,,,-,1,,,-,5,,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,125,,397,,4347,,5158,,,-,10,,55,,84,,,-,0,,,-,,-,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,121,,816,,1229,,,-,3,,10,,16,,,-,0,,,-,,-,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,55,,305,,2719,,3326,,2,,6,,39,,45,,,-,0,,,-,1,,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,235,,,-,4788,,,-,7,,12,,55,,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,19,,232,,1788,,2583,,2,,6,,49,,35,,,-,0,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,255,,599,,7275,,8040,,2,,16,,98,,130,,,-,0,,,-,3,,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,8,,212,,2500,,2276,,,-,6,,,-,2,,,-,0,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,318,,3437,,3919,,,-,7,,40,,37,,,-,1,,1,,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,40,,,-,515,,,-,3,,8,,15,,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,848,,2636,,30357,,40519,,4,,46,,350,,507,,,-,1,,1,,1,,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,162,,422,,4957,,4829,,1,,14,,89,,101,,,-,0,,,-,,-,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,77,,689,,808,,,-,5,,20,,18,,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,128,,282,,2690,,2925,,,-,6,,33,,50,,,-,0,,,-,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,8,,19,,8,,,-,4,,4,,4,,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,902,,1360,,1201,,,-,9,,31,,34,,,-,1,,1,,,-,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,15,,4,,164,,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,27,,117,,183,,,-,3,,3,,14,,,-,0,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,224,,358,,4382,,4516,,,-,9,,38,,51,,,-,0,,,-,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,64,,360,,4161,,4500,,,-,8,,62,,90,,,-,1,,,-,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,93,,247,,2538,,2514,,,-,7,,18,,36,,,-,0,,,-,2,,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,57,,260,,484,,,-,2,,3,,16,,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,32,,468,,4337,,5484,,,-,13,,45,,59,,,-,0,,,-,,-,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,76,,504,,4718,,6351,,,-,12,,43,,106,,,-,1,,1,,,-,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,868,,7679,,9054,,1,,9,,46,,53,,,-,0,,,-,,-,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,157,,182,,2331,,1,,5,,29,,,-,,-,0,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,314,,2440,,3423,,,-,5,,18,,29,,,-,1,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,57,,33,,589,,,-,2,,1,,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,16,,63,,135,,,-,2,,1,,1,,,-,0,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,379,,3340,,4756,,,-,7,,30,,63,,,-,0,,,-,,-,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,162,,1749,,19079,,20468,,2,,26,,199,,276,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,492,,1828,,22957,,25545,,,-,4,,13,,24,,,-,0,,,-,,-,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,41,,146,,584,,458,,,-,3,,12,,20,,,-,0,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,449,,913,,11280,,10667,,2,,26,,139,,124,,,-,0,,,-,,-,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,12,,57,,507,,437,,,-,3,,5,,10,,,-,0,,,-,,-,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,27,,818,,8619,,12366,,,-,12,,51,,92,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,207,,2103,,2327,,,-,7,,41,,34,,,-,0,,,-,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,212,,968,,11527,,12852,,,-,18,,148,,229,,,-,1,,,-,1,,,MOUNTAIN,20201748,
INDIANA,2020,17,56,,314,,3586,,3529,,,-,7,,36,,60,,,-,1,,,-,,-,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,15,,4,,164,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201763,
WEST NORTH CENTRAL,2020,18,71,,919,,10275,,14852,,,-,12,,51,,100,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,207,,2103,,2460,,,-,7,,41,,37,,,-,0,,,-,,-,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,88,,968,,12039,,13616,,1,,18,,157,,244,,,-,1,,,-,2,,,MOUNTAIN,20201848,
INDIANA,2020,18,91,,314,,3774,,3773,,,-,7,,37,,65,,,-,1,,,-,,-,INDIANA,,20201816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,18,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201869,
US TERRITORIES,2020,18,,-,15,,4,,173,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201863,
