PEPID,Inspection ID,Observation,Comments
25739,117137,Patrons feeding animals and/or shelters for cats,Throughout site
24555,108666,Patrons feeding animals and/or shelters for cats,Bread on 120th Av adj flagpole.
25595,116242,Patrons feeding animals and/or shelters for cats,"Cats, cat boxes & food in hort areas both side of site"
26032,118899,Patrons feeding animals and/or shelters for cats,Food left out for pidgeons
26021,118791,Drug use,in athletic field
24953,110992,Patrons feeding animals and/or shelters for cats,bread left on SW for the birds.
26002,118637,Homeless (or other) encampment,Multiple along Coney Island Creek outside parking lot and older HBCTs.
26042,119024,Homeless persons present,Homeless man sleeping in CS
25927,118177,Unique/special feature(s) of site,Bike fair along Ave U next to comfort station and parking lot.
25578,116113,Patrons feeding animals and/or shelters for cats,Man feeding pidgeons
25955,118348,Alcohol use,Multiple people obviously intoxicated at site.
24337,106927,Patrons feeding animals and/or shelters for cats,Food bowls at center of site.
26185,120787,Smoking/cigarette butts inside park,Cigarette butts found inside playground.
26211,121106,Unleashed dogs,Unleashed dog with owner in exercise station.
26187,120797,Homeless (or other) encampment,"A tent, sevreal chairs and a cooler were observed at the homeless encampment in the middle of the Park, closer to the railroad tracks."
26178,120747,Patrons feeding animals and/or shelters for cats,near stairs at entrane at 76th ST and Park Lane south
26216,121170,Drug use,Teenagers smoking pot in both bathrooms.
26217,121168,Patrons feeding animals and/or shelters for cats,cat shelters in hort area near 139 st
26179,120742,Smoking/cigarette butts inside park,Patrons smoking Smoking marijuana inside park.
26201,120950,Drainage issues/standing water,Drainage issues/standing water on BBCT
26190,120832,Homeless (or other) encampment,Homeless encampment in natural area S/o lookout hill & N/o old pavement path
26208,121033,Drainage issues/standing water,Flooded/frozen areas adjacent PE.
26203,120974,Unleashed dogs,in lawn.
26204,120827,Unsightly paint or repair,on HBCT
26181,120757,Illegal vehicles/dirt bikes,Parked on SW adj school.
26206,121018,Unleashed dogs,dog off leash on MPPA
26195,120863,Other inspector suggestions for improving site,foot bridge needed along trail at eastern edge of zone to alleviate pooling water problem
26207,120962,Drainage issues/standing water,Flooded areas on MPPA and in HBCT.
26196,120866,Patrons feeding animals and/or shelters for cats,Patrons leaving seeds and bread crumbs for squirrells and birds.
26199,120947,Drug use,young men smoking pot @ benches on MPPA
26197,120891,Illegal vehicles/dirt bikes,"inside park (placard on floor, permitted for Asser Levy Park, not St Vartan's).  License plate AUR2103."
26183,120769,Drug use,students smoking marijuana adj HBCT
26200,120956,,
26193,120837,Smoking/cigarette butts inside park,Cigarette butts at exterior sitting area at south west side of playground between East 76 and 77 Streets.
26209,121034,Unsightly paint or repair,Graffiti cover on PE.
26202,120971,Homeless persons present,Sleeping in men's room.
26218,121196,Homeless (or other) encampment,Possible Homeless encampment in natural area west of Henry Hudson Parkway.
26212,121129,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
26264,121744,Smoking/cigarette butts inside park,persons smoking along river
26225,121292,Homeless persons present,In men's room of CS.
26269,121790,Drainage issues/standing water,Standing water in MPPA near school
26251,121623,Other patron complaints or suggestions,Tennis players complain that lights surrounding courts 1-3 are not working.
26338,122378,Unsightly paint or repair,Black paint graffiti cover on PE.
26302,122049,Exemplary staff performance,"Hard working staff, with knowledge of PIP standards and interest in making their park better!"
26332,122291,Unsightly paint or repair,Unsightly paint on Game Time adventures inside playground.
26313,122157,Unsightly paint or repair,Unsightly paint on Game Time adventures inside playground.
26314,122190,Alcohol use,men drinking along all SW perimeters
26293,121962,Other inspector suggestions for improving site,Lights needed throughout zone.
26283,121909,Patrons feeding animals and/or shelters for cats,
26321,122206,Unsightly paint or repair,"Spraypaint on non parks property adj PE station, near visible."
26303,122051,Exemplary staff performance,"Hard working staff, with knowledge of PIP standards and interest in making their park better!"
26322,122212,Drainage issues/standing water,Drainage issues/standing water in natural area adjacent to drive in north west section of park.
26327,122227,Unauthorized presence/truancy,Authorities arrived on site and assisted patron down comfort station and took him to Jamaica Hospital ( Hispanic male age 19 to 21).
26294,121971,Play equipment old/deteriorated,
26340,122383,Patrons feeding animals and/or shelters for cats,Persons feeding pidgeons
26279,121898,Patrons feeding animals and/or shelters for cats,Bread @ site
26278,121897,Patrons feeding animals and/or shelters for cats,Bread throughout plgd
26333,122310,Drainage issues/standing water,Drainage issues/standing water on path adjacent to comfort station and at picnic area south of parking lot.
26308,122068,Other inspector suggestions for improving site,"No presence of needles, since IV stations have been placed within upper rocky outcropping along E176th St. & 3rd Ave.Site greatly improved due to IV needle stations."
26312,122143,Unleashed dogs,On field.
26310,122130,Drainage issues/standing water,Water from HBCT flooding draining all the way to MPPA.
26342,122366,Homeless persons present,Three homeless person at site.
26300,122014,Public urination/defecation,homeless man urinating next to flagpole
26296,122001,Homeless persons present,Homeless man asleep in the mens bathroom
26282,121896,Prostitution/sexual activity,"Dozens of condom wrappers scattered throughout site, close to a dozen condoms present."
26311,122127,Drug use,A group of teenagers smoking weed in the men's restroom.
26286,121949,Drainage issues/standing water,Flooding in lawn just west of statue. Cautioned by M&O.
26348,122413,Drug use,in the open near closed CS
26281,121896,Homeless persons present,In network of dirt paths along steep slope below VBCTs.
26329,122258,Unleashed dogs,Unleashed dog at 129 st
26315,122194,Areas/equipment being used other than intended,2 persons flying a drone on AF
26345,122398,Unleashed dogs,Patron walking dog off leash.
26284,121925,Homeless (or other) encampment,In natural area adjacent cemetery fencing south of basin #1.
26328,122217,Unsightly paint or repair,Unsightly paint on Playground Environments in playground.
26343,122365,Homeless (or other) encampment,in sitting area .
26299,122024,Homeless persons present,in southern part of zone adj. Mosholu Pkwy.
26346,122398,Homeless (or other) encampment,Displaced individual sleeping on bench btwn northside of parkway btwn Rochester & Utica Aves.
26280,121901,Patrons feeding animals and/or shelters for cats,in both hort areas of plgd
26301,122032,Drainage issues/standing water,Drainage issues/standing water at handball court.
26324,122233,Unleashed dogs,Unleashed dog with patron outfield AF #25
26336,122292,Unsightly paint or repair,Unsightly paint on Handball Court at playground.
26331,122268,Other patron complaints or suggestions,"Patrons request ""Please keep gate closed"" sign on 70th St."
26276,121852,Homeless (or other) encampment,"Sighting out possible homeless encampment, however, no homeless person seen on site."
26344,122365,Homeless persons present,5 homeless male's on benches in sitting area.
26319,122205,Gambling,@ C&CTS on Maple Av.
26275,121833,Drainage issues/standing water,Large flooded area on east side of BBCTs.
26320,122205,Homeless persons present,Sleeping on benches throughout site.
26292,121964,Other inspector suggestions for improving site,"No lights along greenway , need speed signs for bike's,need bike and arrow markers and signs to watchout for predestrians walking or crossing."
26379,122710,Other enforcement issues,Drone being flown over AF
26339,122380,Sink holes/uneven pavement,"Roughly half of site appears to be sinking in various spots (sitting area, smaller PE station, synthetic field)."
26316,122196,Drainage issues/standing water,standing water adj table tennis
26297,121992,Drainage issues/standing water,Drainage issues/standing water inside park near comfort station.
26325,122235,Patrons feeding animals and/or shelters for cats,along Yeomalt Av adj dead end.
26306,121985,Drainage issues/standing water,Drainage condition within hort area.
26307,122067,Smoking/cigarette butts inside park,Cigarette butts inside park at benches adj path along East Drive.
26277,121879,Other inspector suggestions for improving site,All historical signage on boardwalk faded.
26317,122199,Homeless (or other) encampment,two encampments on site.
26323,122215,Patrons feeding animals and/or shelters for cats,Two shelters & feeding bowls for cats seen in the area of Carlton Blvd & Legate Ave.
26305,122053,Exemplary staff performance,"Hard working staff, with knowledge of PIP standards and interest in making their park better!"
26318,122199,Homeless persons present,10 homeless person at site.
26335,122289,Drainage issues/standing water,in hex blocks at sitting area near Hopkinson Ave
26347,122413,Homeless (or other) encampment,throughout site about 20 plus
26295,121980,Drainage issues/standing water,AF flooded and flooded area in PE area.
26304,122052,Exemplary staff performance,"Hard working staff, with knowledge of PIP standards and interest in making their park better!"
26285,121920,Patrons feeding animals and/or shelters for cats,Bread btn 1st Av entrance & AF 3.
26341,122366,Homeless (or other) encampment,sitting on benches adj Monument.
26326,122227,Unauthorized presence/truancy,"Patron was on top of comfort station in distress / attemping suicide/ lacerations to right arm was acknowledged /911 was called /central communications was contacted/supervisor at OMP was called as well. PD/FDNY, Jamaica Hospital Medical center ambulance."
26309,122110,Other enforcement issues,Patron complains of adult man on track within childrens playground without a child.
26330,122269,Drainage issues/standing water,Large puddles throughout MPPA.
26334,122122,Drainage issues/standing water,
26298,122014,Unleashed dogs,two unleashed dogs on MPPA
26337,122342,Homeless (or other) encampment,Multiple small stick shelters in natural area w/o velodrome.
