OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2015OPA-0060,Done,OPA Close CL,,01/26/2015 12:00:00 AM,10/23/2015 12:00:00 AM,2013-287102,,2015-01-26T00:00:00.000,2015-10-23T00:00:00.000,Done
2015OPA-0614,Done,OPA Close CL,,05/19/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-05-19T00:00:00.000,2015-10-20T00:00:00.000,Done
2016OPA-0579,Done,OPA Close Case,12/08/2016 12:00:00 AM,12/20/2016 12:00:00 AM,11/29/2016 12:00:00 AM,2016-180789,2016-12-08T00:00:00.000,2016-12-20T00:00:00.000,2016-11-29T00:00:00.000,Done
2017OPA-0238,Done,OPA Close CL,04/02/2017 12:00:00 AM,03/14/2017 12:00:00 AM,03/06/2017 12:00:00 AM,,2017-04-02T00:00:00.000,2017-03-14T00:00:00.000,2017-03-06T00:00:00.000,Done
2017OPA-0651,Done,OPA Close SA,,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,,,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,Done
2017OPA-1111,Done,OPA Close SA,,02/21/2018 12:00:00 AM,02/21/2018 12:00:00 AM,,,2018-02-21T00:00:00.000,2018-02-21T00:00:00.000,Done
2017OPA-1140,Done,OPA SA Monitor,,01/09/2018 12:00:00 AM,12/12/2017 12:00:00 AM,,,2018-01-09T00:00:00.000,2017-12-12T00:00:00.000,Done
2018OPA-0388,Done,OPA Close SA,,11/30/2018 12:00:00 AM,11/30/2018 12:00:00 AM,,,2018-11-30T00:00:00.000,2018-11-30T00:00:00.000,Done
2019OPA-0101,Done,OPA Close CL,03/08/2019 12:00:00 AM,03/07/2019 12:00:00 AM,03/03/2019 12:00:00 AM,,2019-03-08T00:00:00.000,2019-03-07T00:00:00.000,2019-03-03T00:00:00.000,Done
2015OPA-1128,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1511,Done,OPA Close SA,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2015-349530,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,2015-12-30T00:00:00.000,Done
2015OPA-1763,Done,OPA Close SA,08/06/2016 12:00:00 AM,07/22/2016 12:00:00 AM,07/22/2016 12:00:00 AM,,2016-08-06T00:00:00.000,2016-07-22T00:00:00.000,2016-07-22T00:00:00.000,Done
2016OPA-0401,Done,OPA Close SA,06/11/2016 12:00:00 AM,06/06/2016 12:00:00 AM,06/06/2016 12:00:00 AM,,2016-06-11T00:00:00.000,2016-06-06T00:00:00.000,2016-06-06T00:00:00.000,Done
2016OPA-0939,Done,OPA Close SA,,08/23/2016 12:00:00 AM,08/23/2016 12:00:00 AM,2014-295588,,2016-08-23T00:00:00.000,2016-08-23T00:00:00.000,Done
2018OPA-0007,Done,OPA Director Certification/Finding,04/26/2018 12:00:00 AM,04/09/2018 12:00:00 AM,01/30/2019 12:00:00 AM,2017-400445,2018-04-26T00:00:00.000,2018-04-09T00:00:00.000,2019-01-30T00:00:00.000,Done
2018OPA-0146,Done,OPA Close Case,08/06/2018 12:00:00 AM,10/02/2018 12:00:00 AM,07/27/2018 12:00:00 AM,2018-037148,2018-08-06T00:00:00.000,2018-10-02T00:00:00.000,2018-07-27T00:00:00.000,Done
2018OPA-0593,Done,OPA Close SA,,08/27/2018 12:00:00 AM,08/27/2018 12:00:00 AM,,,2018-08-27T00:00:00.000,2018-08-27T00:00:00.000,Done
2018OPA-0630,Done,OPA Close SA,,09/17/2018 12:00:00 AM,09/17/2018 12:00:00 AM,2018-228579,,2018-09-17T00:00:00.000,2018-09-17T00:00:00.000,Done
2018OPA-1141,Done,OPA Close CL,12/24/2018 12:00:00 AM,12/31/2018 12:00:00 AM,12/19/2018 12:00:00 AM,,2018-12-24T00:00:00.000,2018-12-31T00:00:00.000,2018-12-19T00:00:00.000,Done
2015OPA-0768,Done,OPA Training Referral,12/10/2015 12:00:00 AM,11/30/2015 12:00:00 AM,11/30/2015 12:00:00 AM,2015-136959,2015-12-10T00:00:00.000,2015-11-30T00:00:00.000,2015-11-30T00:00:00.000,Done
2015OPA-1522,Done,OPA Close Case,07/06/2016 12:00:00 AM,07/06/2016 12:00:00 AM,06/22/2016 12:00:00 AM,2015-180378,2016-07-06T00:00:00.000,2016-07-06T00:00:00.000,2016-06-22T00:00:00.000,Done
2015OPA-1786,Done,OPA Close CL,12/19/2015 12:00:00 AM,12/18/2015 12:00:00 AM,12/14/2015 12:00:00 AM,,2015-12-19T00:00:00.000,2015-12-18T00:00:00.000,2015-12-14T00:00:00.000,Done
2016OPA-0439,Done,OPA Appeal Findings Reversed,,04/23/2019 12:00:00 AM,04/07/2020 12:00:00 AM,2016-142114,,2019-04-23T00:00:00.000,2020-04-07T00:00:00.000,Done
2016OPA-0997,Done,OPA Missed 180 Day Deadline,02/10/2017 12:00:00 AM,01/23/2018 12:00:00 AM,02/26/2019 12:00:00 AM,2016-294392,2017-02-10T00:00:00.000,2018-01-23T00:00:00.000,2019-02-26T00:00:00.000,Done
2017OPA-0782,Done,OPA Close CL,09/02/2017 12:00:00 AM,08/25/2017 12:00:00 AM,08/23/2017 12:00:00 AM,,2017-09-02T00:00:00.000,2017-08-25T00:00:00.000,2017-08-23T00:00:00.000,Done
2018OPA-0569,Done,OPA Close SA,,11/30/2018 12:00:00 AM,11/30/2018 12:00:00 AM,2018-231693,,2018-11-30T00:00:00.000,2018-11-30T00:00:00.000,Done
2019OPA-0086,Done,OPA Training Referral,08/08/2019 12:00:00 AM,08/09/2019 12:00:00 AM,07/29/2019 12:00:00 AM,2019-024639,2019-08-08T00:00:00.000,2019-08-09T00:00:00.000,2019-07-29T00:00:00.000,Done
2017OPA-0716,Done,OPA Close CL,08/17/2017 12:00:00 AM,08/15/2017 12:00:00 AM,07/18/2017 12:00:00 AM,,2017-08-17T00:00:00.000,2017-08-15T00:00:00.000,2017-07-18T00:00:00.000,Done
2017OPA-0872,Done,OPA Close CL,09/27/2017 12:00:00 AM,09/27/2017 12:00:00 AM,08/28/2017 12:00:00 AM,,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,2017-08-28T00:00:00.000,Done
2019OPA-0120,Done,OPA Close CL,03/13/2019 12:00:00 AM,03/11/2019 12:00:00 AM,03/08/2019 12:00:00 AM,,2019-03-13T00:00:00.000,2019-03-11T00:00:00.000,2019-03-08T00:00:00.000,Done
2015OPA-0247,Done,OPA SA Review,04/11/2015 12:00:00 AM,04/13/2015 12:00:00 AM,04/06/2015 12:00:00 AM,,2015-04-11T00:00:00.000,2015-04-13T00:00:00.000,2015-04-06T00:00:00.000,Done
2016OPA-0047,Done,OPA Close CL,02/21/2016 12:00:00 AM,02/18/2016 12:00:00 AM,02/16/2016 12:00:00 AM,,2016-02-21T00:00:00.000,2016-02-18T00:00:00.000,2016-02-16T00:00:00.000,Done
2016OPA-0874,Done,OPA Close CL,08/24/2016 12:00:00 AM,08/24/2016 12:00:00 AM,08/19/2016 12:00:00 AM,,2016-08-24T00:00:00.000,2016-08-24T00:00:00.000,2016-08-19T00:00:00.000,Done
2017OPA-0666,Done,OPA Send Complainant Closing Letter,08/06/2017 12:00:00 AM,08/07/2017 12:00:00 AM,07/10/2017 12:00:00 AM,,2017-08-06T00:00:00.000,2017-08-07T00:00:00.000,2017-07-10T00:00:00.000,Done
2018OPA-0140,Done,OPA Close CL,03/10/2018 12:00:00 AM,03/09/2018 12:00:00 AM,02/09/2018 12:00:00 AM,2018-048892,2018-03-10T00:00:00.000,2018-03-09T00:00:00.000,2018-02-09T00:00:00.000,Done
2019OPA-0061,Done,OPA Close Case,06/13/2019 12:00:00 AM,06/12/2019 12:00:00 AM,06/03/2019 12:00:00 AM,2018-465341,2019-06-13T00:00:00.000,2019-06-12T00:00:00.000,2019-06-03T00:00:00.000,Done
2015OPA-0793,Done,OPA Close Case,12/15/2015 12:00:00 AM,12/22/2015 12:00:00 AM,11/30/2015 12:00:00 AM,,2015-12-15T00:00:00.000,2015-12-22T00:00:00.000,2015-11-30T00:00:00.000,Done
2015OPA-1485,Done,OPA Training Referral,02/03/2016 12:00:00 AM,01/28/2016 12:00:00 AM,01/25/2016 12:00:00 AM,2015-325388,2016-02-03T00:00:00.000,2016-01-28T00:00:00.000,2016-01-25T00:00:00.000,Done
2016OPA-1431,Done,OPA Close CL,01/14/2017 12:00:00 AM,01/06/2017 12:00:00 AM,01/04/2017 12:00:00 AM,,2017-01-14T00:00:00.000,2017-01-06T00:00:00.000,2017-01-04T00:00:00.000,Done
2017OPA-1023,Done,OPA Training Referral,,04/10/2018 12:00:00 AM,04/03/2018 12:00:00 AM,2017-364769,,2018-04-10T00:00:00.000,2018-04-03T00:00:00.000,Done
2018OPA-0172,Done,OPA Close Case,03/27/2018 12:00:00 AM,03/22/2018 12:00:00 AM,03/22/2018 12:00:00 AM,2018-063976,2018-03-27T00:00:00.000,2018-03-22T00:00:00.000,2018-03-22T00:00:00.000,Done
2018OPA-0412,Done,OPA Close CL,06/12/2018 12:00:00 AM,06/08/2018 12:00:00 AM,06/08/2018 12:00:00 AM,,2018-06-12T00:00:00.000,2018-06-08T00:00:00.000,2018-06-08T00:00:00.000,Done
2018OPA-0900,Done,OPA Close Case,03/07/2019 12:00:00 AM,03/05/2019 12:00:00 AM,02/25/2019 12:00:00 AM,2018-329483,2019-03-07T00:00:00.000,2019-03-05T00:00:00.000,2019-02-25T00:00:00.000,Done
2020OPA-0238,Done,OPA Intake,05/08/2020 12:00:00 AM,05/07/2020 12:00:00 AM,04/21/2020 12:00:00 AM,,2020-05-08T00:00:00.000,2020-05-07T00:00:00.000,2020-04-21T00:00:00.000,Done
2015OPA-0117,Done,OPA Chief of Police Disagreed Findings,,09/15/2015 12:00:00 AM,10/25/2019 12:00:00 AM,2014-222942,,2015-09-15T00:00:00.000,2019-10-25T00:00:00.000,Done
2015OPA-0782,Done,OPA Close SA,,07/15/2015 12:00:00 AM,07/13/2015 12:00:00 AM,2015-089575,,2015-07-15T00:00:00.000,2015-07-13T00:00:00.000,Done
2018OPA-0161,Done,OPA Close CL,03/21/2018 12:00:00 AM,03/20/2018 12:00:00 AM,03/16/2018 12:00:00 AM,2018-052818,2018-03-21T00:00:00.000,2018-03-20T00:00:00.000,2018-03-16T00:00:00.000,Done
2018OPA-0693,Done,OPA Close CL,08/21/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/16/2018 12:00:00 AM,,2018-08-21T00:00:00.000,2018-08-21T00:00:00.000,2018-08-16T00:00:00.000,Done
2019OPA-0449,Done,OPA Close SA,,08/06/2019 12:00:00 AM,08/06/2019 12:00:00 AM,2019-239773,,2019-08-06T00:00:00.000,2019-08-06T00:00:00.000,Done
2020OPA-0172,To do,OPA 180 Timeline Calculation,03/15/2020 12:00:00 AM,09/11/2020 12:00:00 AM,04/10/2020 12:00:00 AM,2020-093687,2020-03-15T00:00:00.000,2020-09-11T00:00:00.000,2020-04-10T00:00:00.000,To do
2015OPA-1223,Done,OPA Close SA,11/10/2015 12:00:00 AM,11/06/2015 12:00:00 AM,11/05/2015 12:00:00 AM,,2015-11-10T00:00:00.000,2015-11-06T00:00:00.000,2015-11-05T00:00:00.000,Done
2015OPA-1611,Done,OPA Close CL,11/10/2015 12:00:00 AM,11/10/2015 12:00:00 AM,11/05/2015 12:00:00 AM,,2015-11-10T00:00:00.000,2015-11-10T00:00:00.000,2015-11-05T00:00:00.000,Done
2016OPA-1511,Done,OPA Close SA,,03/08/2017 12:00:00 AM,03/08/2017 12:00:00 AM,,,2017-03-08T00:00:00.000,2017-03-08T00:00:00.000,Done
2017OPA-0280,Done,OPA Send Complainant Closing Letter,04/16/2017 12:00:00 AM,04/12/2017 12:00:00 AM,04/11/2017 12:00:00 AM,,2017-04-16T00:00:00.000,2017-04-12T00:00:00.000,2017-04-11T00:00:00.000,Done
2019OPA-0453,Done,OPA Close CL,07/23/2019 12:00:00 AM,07/24/2019 12:00:00 AM,07/18/2019 12:00:00 AM,,2019-07-23T00:00:00.000,2019-07-24T00:00:00.000,2019-07-18T00:00:00.000,Done
2019OPA-0807,Done,OPA Close Case,04/04/2020 12:00:00 AM,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,2019-377902,2020-04-04T00:00:00.000,2020-03-25T00:00:00.000,2020-03-25T00:00:00.000,Done
2015OPA-0219,Done,OPA Close CL,,03/20/2015 12:00:00 AM,10/22/2015 12:00:00 AM,,,2015-03-20T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-0595,Done,OPA Close SA,09/07/2015 12:00:00 AM,09/03/2015 12:00:00 AM,09/02/2015 12:00:00 AM,2014-392278,2015-09-07T00:00:00.000,2015-09-03T00:00:00.000,2015-09-02T00:00:00.000,Done
2015OPA-1207,Done,OPA Close CL,,09/14/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,,2015-09-14T00:00:00.000,2015-10-14T00:00:00.000,Done
2016OPA-1342,Done,OPA Close CL,12/05/2016 12:00:00 AM,12/07/2016 12:00:00 AM,11/30/2016 12:00:00 AM,,2016-12-05T00:00:00.000,2016-12-07T00:00:00.000,2016-11-30T00:00:00.000,Done
2019OPA-0388,Done,OPA Close CL,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,07/03/2019 12:00:00 AM,,2019-07-08T00:00:00.000,2019-07-09T00:00:00.000,2019-07-03T00:00:00.000,Done
2019OPA-0509,Done,OPA Close SA,,09/27/2019 12:00:00 AM,09/27/2019 12:00:00 AM,2019-260420,,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,Done
2016OPA-1507,Done,OPA Close Case,04/15/2018 12:00:00 AM,08/31/2018 12:00:00 AM,04/05/2018 12:00:00 AM,2016-458558,2018-04-15T00:00:00.000,2018-08-31T00:00:00.000,2018-04-05T00:00:00.000,Done
2017OPA-0277,Done,OPA Send Complainant Closing Letter,03/25/2017 12:00:00 AM,03/21/2017 12:00:00 AM,03/20/2017 12:00:00 AM,,2017-03-25T00:00:00.000,2017-03-21T00:00:00.000,2017-03-20T00:00:00.000,Done
2017OPA-0822,Done,OPA Close CL,09/13/2017 12:00:00 AM,09/12/2017 12:00:00 AM,09/08/2017 12:00:00 AM,,2017-09-13T00:00:00.000,2017-09-12T00:00:00.000,2017-09-08T00:00:00.000,Done
2018OPA-0519,Done,OPA Close CL,07/07/2018 12:00:00 AM,07/13/2018 12:00:00 AM,07/02/2018 12:00:00 AM,,2018-07-07T00:00:00.000,2018-07-13T00:00:00.000,2018-07-02T00:00:00.000,Done
2015OPA-0624,Done,OPA Close CL,,05/19/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-05-19T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-1605,Done,OPA Close CL,11/18/2015 12:00:00 AM,11/16/2015 12:00:00 AM,11/13/2015 12:00:00 AM,,2015-11-18T00:00:00.000,2015-11-16T00:00:00.000,2015-11-13T00:00:00.000,Done
2016OPA-0523,Done,OPA Close SA,07/06/2016 12:00:00 AM,07/19/2016 12:00:00 AM,06/21/2016 12:00:00 AM,,2016-07-06T00:00:00.000,2016-07-19T00:00:00.000,2016-06-21T00:00:00.000,Done
2016OPA-0905,Done,OPA Close Case,07/01/2017 12:00:00 AM,07/18/2017 12:00:00 AM,06/21/2017 12:00:00 AM,2016-207895,2017-07-01T00:00:00.000,2017-07-18T00:00:00.000,2017-06-21T00:00:00.000,Done
2018OPA-0575,Done,OPA Close CL,07/31/2018 12:00:00 AM,07/30/2018 12:00:00 AM,07/26/2018 12:00:00 AM,2018-172363,2018-07-31T00:00:00.000,2018-07-30T00:00:00.000,2018-07-26T00:00:00.000,Done
2019OPA-0367,Done,OPA Close Case,11/28/2019 12:00:00 AM,12/05/2019 12:00:00 AM,11/18/2019 12:00:00 AM,2019-167697,2019-11-28T00:00:00.000,2019-12-05T00:00:00.000,2019-11-18T00:00:00.000,Done
2016OPA-0936,Done,OPA Close SA,,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,2016-286228,,2016-10-04T00:00:00.000,2016-10-04T00:00:00.000,Done
2017OPA-0336,Done,OPA Close Case,09/15/2017 12:00:00 AM,09/20/2017 12:00:00 AM,09/05/2017 12:00:00 AM,2017-116940,2017-09-15T00:00:00.000,2017-09-20T00:00:00.000,2017-09-05T00:00:00.000,Done
2018OPA-0043,Done,OPA Close CL,01/30/2018 12:00:00 AM,01/29/2018 12:00:00 AM,01/25/2018 12:00:00 AM,,2018-01-30T00:00:00.000,2018-01-29T00:00:00.000,2018-01-25T00:00:00.000,Done
2018OPA-0296,Done,OPA Training Referral,,04/04/2018 12:00:00 AM,03/08/2019 12:00:00 AM,,,2018-04-04T00:00:00.000,2019-03-08T00:00:00.000,Done
2016OPA-0115,Done,OPA Close Case,08/25/2016 12:00:00 AM,08/25/2016 12:00:00 AM,08/15/2016 12:00:00 AM,2016-041386,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,2016-08-15T00:00:00.000,Done
2015OPA-1119,Done,OPA Close SA,,12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,,,2015-12-28T00:00:00.000,2015-12-28T00:00:00.000,Done
2016OPA-0176,Done,OPA Close Case,08/25/2016 12:00:00 AM,08/25/2016 12:00:00 AM,08/16/2016 12:00:00 AM,2016-056153,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,2016-08-16T00:00:00.000,Done
2018OPA-0819,Done,OPA Close Case,02/14/2019 12:00:00 AM,02/20/2019 12:00:00 AM,02/12/2019 12:00:00 AM,2018-305622,2019-02-14T00:00:00.000,2019-02-20T00:00:00.000,2019-02-12T00:00:00.000,Done
2019OPA-0083,Done,OPA Close CL,02/20/2019 12:00:00 AM,02/20/2019 12:00:00 AM,02/15/2019 12:00:00 AM,,2019-02-20T00:00:00.000,2019-02-20T00:00:00.000,2019-02-15T00:00:00.000,Done
2016OPA-0594,Done,OPA Close SA,,08/19/2016 12:00:00 AM,08/17/2016 12:00:00 AM,,,2016-08-19T00:00:00.000,2016-08-17T00:00:00.000,Done
2016OPA-0955,Done,OPA Close Case,02/17/2017 12:00:00 AM,03/06/2017 12:00:00 AM,02/07/2017 12:00:00 AM,2016-290821,2017-02-17T00:00:00.000,2017-03-06T00:00:00.000,2017-02-07T00:00:00.000,Done
2017OPA-0614,Done,OPA Close SA,,09/11/2017 12:00:00 AM,09/11/2017 12:00:00 AM,2017-179762,,2017-09-11T00:00:00.000,2017-09-11T00:00:00.000,Done
2017OPA-0682,Done,OPA Close Case,10/03/2017 12:00:00 AM,10/04/2017 12:00:00 AM,09/28/2017 12:00:00 AM,2017-251402,2017-10-03T00:00:00.000,2017-10-04T00:00:00.000,2017-09-28T00:00:00.000,Done
2017OPA-1030,Done,OPA Final Discipline Action Report,,03/27/2018 12:00:00 AM,01/22/2019 12:00:00 AM,2017-360655,,2018-03-27T00:00:00.000,2019-01-22T00:00:00.000,Done
2015OPA-1407,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2015OPA-1716,Done,OPA Close SA,01/27/2016 12:00:00 AM,01/22/2016 12:00:00 AM,01/22/2016 12:00:00 AM,,2016-01-27T00:00:00.000,2016-01-22T00:00:00.000,2016-01-22T00:00:00.000,Done
2016OPA-1468,Done,OPA Close CL,12/21/2016 12:00:00 AM,12/20/2016 12:00:00 AM,12/16/2016 12:00:00 AM,,2016-12-21T00:00:00.000,2016-12-20T00:00:00.000,2016-12-16T00:00:00.000,Done
2017OPA-0328,Done,OPA Send Complainant Closing Letter,04/30/2017 12:00:00 AM,04/04/2017 12:00:00 AM,04/03/2017 12:00:00 AM,,2017-04-30T00:00:00.000,2017-04-04T00:00:00.000,2017-04-03T00:00:00.000,Done
2018OPA-1100,Done,OPA Training Referral,05/19/2019 12:00:00 AM,06/18/2019 12:00:00 AM,05/09/2019 12:00:00 AM,2018-420554,2019-05-19T00:00:00.000,2019-06-18T00:00:00.000,2019-05-09T00:00:00.000,Done
2018OPA-1171,Done,OPA Close Case,06/27/2019 12:00:00 AM,11/01/2019 12:00:00 AM,06/17/2019 12:00:00 AM,2018-471823,2019-06-27T00:00:00.000,2019-11-01T00:00:00.000,2019-06-17T00:00:00.000,Done
2019OPA-0288,Done,OPA Training Referral,02/12/2020 12:00:00 AM,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,2019-153773,2020-02-12T00:00:00.000,2020-02-11T00:00:00.000,2020-02-11T00:00:00.000,Done
2015OPA-0688,Done,OPA Close CL,,06/08/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-08T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1447,Done,OPA Close SA,11/28/2015 12:00:00 AM,11/24/2015 12:00:00 AM,11/23/2015 12:00:00 AM,2015-331945,2015-11-28T00:00:00.000,2015-11-24T00:00:00.000,2015-11-23T00:00:00.000,Done
2015OPA-1912,Done,OPA Close CL,01/04/2016 12:00:00 AM,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,,2016-01-04T00:00:00.000,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,Done
2017OPA-0321,Done,OPA Close CL,04/30/2017 12:00:00 AM,05/02/2017 12:00:00 AM,04/25/2017 12:00:00 AM,2017-102860,2017-04-30T00:00:00.000,2017-05-02T00:00:00.000,2017-04-25T00:00:00.000,Done
2017OPA-0397,Done,OPA Close Case,10/19/2017 12:00:00 AM,10/26/2017 12:00:00 AM,10/17/2017 12:00:00 AM,2017-133625,2017-10-19T00:00:00.000,2017-10-26T00:00:00.000,2017-10-17T00:00:00.000,Done
2018OPA-0053,Done,OPA Close Case,07/06/2018 12:00:00 AM,10/03/2018 12:00:00 AM,06/26/2018 12:00:00 AM,2018-004783,2018-07-06T00:00:00.000,2018-10-03T00:00:00.000,2018-06-26T00:00:00.000,Done
2019OPA-0629,Done,OPA Process SA,,10/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,,,2019-10-01T00:00:00.000,2019-10-01T00:00:00.000,Done
2016OPA-0863,Done,OPA Close CL,08/23/2016 12:00:00 AM,08/25/2016 12:00:00 AM,08/18/2016 12:00:00 AM,2016-264255,2016-08-23T00:00:00.000,2016-08-25T00:00:00.000,2016-08-18T00:00:00.000,Done
2017OPA-0437,Done,OPA Close Case,10/10/2017 12:00:00 AM,10/17/2017 12:00:00 AM,10/02/2017 12:00:00 AM,2017-142296,2017-10-10T00:00:00.000,2017-10-17T00:00:00.000,2017-10-02T00:00:00.000,Done
2018OPA-0071,Done,OPA Close CL,04/23/2018 12:00:00 AM,04/28/2018 12:00:00 AM,04/18/2018 12:00:00 AM,,2018-04-23T00:00:00.000,2018-04-28T00:00:00.000,2018-04-18T00:00:00.000,Done
2015OPA-0129,Done,OPA Close CL,,03/04/2015 12:00:00 AM,10/22/2015 12:00:00 AM,2015-020616,,2015-03-04T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-1300,Done,OPA Close SA,11/10/2015 12:00:00 AM,11/06/2015 12:00:00 AM,11/05/2015 12:00:00 AM,,2015-11-10T00:00:00.000,2015-11-06T00:00:00.000,2015-11-05T00:00:00.000,Done
2015OPA-1620,Done,OPA Close CL,,11/12/2015 12:00:00 AM,11/12/2015 12:00:00 AM,,,2015-11-12T00:00:00.000,2015-11-12T00:00:00.000,Done
2017OPA-1213,Done,OPA Close Case,05/19/2018 12:00:00 AM,08/22/2018 12:00:00 AM,05/09/2018 12:00:00 AM,2017-427688,2018-05-19T00:00:00.000,2018-08-22T00:00:00.000,2018-05-09T00:00:00.000,Done
2018OPA-0037,Done,OPA Close Case,07/06/2018 12:00:00 AM,09/25/2018 12:00:00 AM,06/26/2018 12:00:00 AM,2018-003448,2018-07-06T00:00:00.000,2018-09-25T00:00:00.000,2018-06-26T00:00:00.000,Done
2018OPA-0756,Done,OPA Close Case,,02/20/2019 12:00:00 AM,01/21/2019 12:00:00 AM,2018-276413,,2019-02-20T00:00:00.000,2019-01-21T00:00:00.000,Done
2019OPA-0556,Done,OPA Close CL,09/01/2019 12:00:00 AM,09/06/2019 12:00:00 AM,08/27/2019 12:00:00 AM,,2019-09-01T00:00:00.000,2019-09-06T00:00:00.000,2019-08-27T00:00:00.000,Done
2016OPA-0329,Done,OPA Close CL,04/04/2016 12:00:00 AM,03/31/2016 12:00:00 AM,03/30/2016 12:00:00 AM,,2016-04-04T00:00:00.000,2016-03-31T00:00:00.000,2016-03-30T00:00:00.000,Done
2016OPA-0992,Done,OPA Close CL,09/08/2016 12:00:00 AM,09/07/2016 12:00:00 AM,09/03/2016 12:00:00 AM,2016-299760,2016-09-08T00:00:00.000,2016-09-07T00:00:00.000,2016-09-03T00:00:00.000,Done
2016OPA-1429,Done,OPA Close Case,04/30/2017 12:00:00 AM,05/08/2017 12:00:00 AM,04/20/2017 12:00:00 AM,2016-393530,2017-04-30T00:00:00.000,2017-05-08T00:00:00.000,2017-04-20T00:00:00.000,Done
2017OPA-1158,Done,OPA Close Case,05/07/2018 12:00:00 AM,08/20/2018 12:00:00 AM,04/27/2018 12:00:00 AM,2017-403181,2018-05-07T00:00:00.000,2018-08-20T00:00:00.000,2018-04-27T00:00:00.000,Done
2015OPA-1689,Done,OPA Close SA,01/24/2016 12:00:00 AM,01/19/2016 12:00:00 AM,01/19/2016 12:00:00 AM,,2016-01-24T00:00:00.000,2016-01-19T00:00:00.000,2016-01-19T00:00:00.000,Done
2018OPA-0258,Done,OPA Training Referral,12/15/2018 12:00:00 AM,10/14/2018 12:00:00 AM,12/05/2018 12:00:00 AM,2018-100836,2018-12-15T00:00:00.000,2018-10-14T00:00:00.000,2018-12-05T00:00:00.000,Done
2018OPA-0475,Done,OPA Close CL,06/12/2018 12:00:00 AM,06/11/2018 12:00:00 AM,06/11/2018 12:00:00 AM,,2018-06-12T00:00:00.000,2018-06-11T00:00:00.000,2018-06-11T00:00:00.000,Done
2018OPA-0883,Done,OPA Close CL,10/03/2018 12:00:00 AM,09/28/2018 12:00:00 AM,09/28/2018 12:00:00 AM,,2018-10-03T00:00:00.000,2018-09-28T00:00:00.000,2018-09-28T00:00:00.000,Done
2015OPA-0729,Done,OPA Close Case,,12/23/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,,2015-12-23T00:00:00.000,2015-11-25T00:00:00.000,Done
2018OPA-0485,Done,OPA Close Case,11/29/2018 12:00:00 AM,01/08/2019 12:00:00 AM,11/19/2018 12:00:00 AM,2018-190930,2018-11-29T00:00:00.000,2019-01-08T00:00:00.000,2018-11-19T00:00:00.000,Done
2018OPA-0762,Done,OPA Close CL,09/09/2018 12:00:00 AM,09/06/2018 12:00:00 AM,09/04/2018 12:00:00 AM,,2018-09-09T00:00:00.000,2018-09-06T00:00:00.000,2018-09-04T00:00:00.000,Done
2019OPA-0596,Done,OPA Close SA,,10/17/2019 12:00:00 AM,10/17/2019 12:00:00 AM,2019-307768,,2019-10-17T00:00:00.000,2019-10-17T00:00:00.000,Done
2015OPA-0395,Done,OPA Director SA Review,05/12/2015 12:00:00 AM,05/20/2015 12:00:00 AM,05/07/2015 12:00:00 AM,,2015-05-12T00:00:00.000,2015-05-20T00:00:00.000,2015-05-07T00:00:00.000,Done
2015OPA-1489,Done,OPA Close CL,,10/20/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-10-20T00:00:00.000,2015-10-20T00:00:00.000,Done
