Establishment Name,Street Address,City,Zip Code,Inspection Date,Inspection Results,Inspection Type,Lifeguard on Deck,Main Drains Visible,Recirculation System Operating,Water Level Adequate,Disinfection System Operating,Bathhouse Operational ,DHHS Permitted Entry,Immediate Hazard Absent,CPR Certified Personnel,Water Chemistry,Organization,Category,Location 1,Establishment #
KENWOOD PLACE,5301 WESTBARD CIR,BETHESDA,20816,07/20/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,KENWOOD PLACE CONDOMINIUMS,Apartments/Condos,"5301 WESTBARD CIR
BETHESDA, MD 20816
(38.963854, -77.108744)",19739
BRANDERMILL,20121 BRANDERMILL DR,GERMANTOWN,20876,05/16/2018,,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VANGUARD MANAGEMENT,Community,"20121 BRANDERMILL DR
GERMANTOWN, MD 20876
(39.191318, -77.237576)",19585
SOUTH GERMANTOWN SPLASH PARK,18056 CENTRAL PARK CIR,BOYDS,20841,06/05/2018,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MNCPPC,Government,"18056 CENTRAL PARK CIR
BOYDS, MD 20841
(39.14986, -77.312083)",20004
CHURCHILL VILLAGE-WINTERSPOON,13407 WINTERSPOON LN,GERMANTOWN,20874,08/31/2018,No Critical Violations,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CHURCHILL VILLAGE SOUTH HOA,Community,"13407 WINTERSPOON LN
GERMANTOWN, MD 20874
(39.18243, -77.279106)",19617
SAWYER FLATS I,9806 MAHOGANY DR,GAITHERSBURG,20878,05/02/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,THRIVE COMMUNITIES,Apartments/Condos,"9806 MAHOGANY DR
GAITHERSBURG, MD 20878
(39.114884, -77.201438)",19803
POTOMAC GLEN,13651 HAYWORTH DR,POTOMAC,20854,05/14/2018,No Critical Violations,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,POTOMAC GLEN,Community,"13651 HAYWORTH DR
POTOMAC, MD 20854
(39.08068, -77.216003)",19840
MANOR WOODS,14410 BAUER DR,ROCKVILLE,20853,08/15/2018,,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MANOR WOODS SWIM CLUB INC,Community,"14410 BAUER DR
ROCKVILLE, MD 20853
(39.090971, -77.101403)",19760
SUMNER COURT,5011 SENTINEL DR,BETHESDA,20816,05/14/2018,,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,ABARIS REALITY INC,Apartments/Condos,"5011 SENTINEL DR
BETHESDA, MD 20816
(38.951187, -77.118876)",19898
WINDSOR COURT & TOWERS,13802 CASTLE BLVD,SILVER SPRING,20904,05/08/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WINDSOR COURT & TOWERS,Apartments/Condos,"13802 CASTLE BLVD
SILVER SPRING, MD 20904
(39.082785, -76.943268)",19957
INVERNESS,7520 HEATHERTON LN,POTOMAC,20854,05/20/2019,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,INVERNESS ASSOC,Community,"7520 HEATHERTON LN
POTOMAC, MD 20854
(39.042687, -77.1552)",19728
BUCKINGHAM STATION,13540 STATION ST,GERMANTOWN,20874,05/21/2018,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,ELIZABETH CANNON,Apartments/Condos,"13540 STATION ST
GERMANTOWN, MD 20874
(39.177307, -77.278125)",22498
VINEYARD,3329 SIR THOMAS DR,SILVER SPRING,20904,05/08/2018,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VINEYARD CONDO,Apartments/Condos,"3329 SIR THOMAS DR
SILVER SPRING, MD 20904
(39.081937, -76.938586)",19924
UNIVERSITY TOWERS,1111 W UNIVERSITY BLVD,SILVER SPRING,20902,06/26/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,UNIVERSITY TOWERS CONDO,Apartments/Condos,"1111 W UNIVERSITY BLVD
SILVER SPRING, MD 20902
(39.036176, -77.027623)",19915
TRIANGLE TOWER,4853 CORDELL AVE,BETHESDA,20814,05/16/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,SOUTHERN MANAGEMENT,Apartments/Condos,"4853 CORDELL AVE
BETHESDA, MD 20814
(38.990263, -77.097239)",19909
7770 NORFOLK,7770 NORFOLK AVE,Bethesda,20814,07/17/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CIM GROUP,Apartments/Condos,"7770 NORFOLK AVE
Bethesda, MD 20814
(38.988365, -77.096329)",30578
MAJESTIC,116 PARAMOUNT PARK DR,Gaithersburg,20879,05/21/2019,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,HIP PROJESTS LLC,Apartments/Condos,"116 PARAMOUNT PARK DR
Gaithersburg, MD 20879
(39.159699, -77.221533)",30507
EAST GATE,10200 GAINSBOROUGH RD,POTOMAC,20854,07/26/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,EAST GATE RECREATION ASSOC,Country Club,"10200 GAINSBOROUGH RD
POTOMAC, MD 20854
(39.02304, -77.167965)",19649
MERRIMACK PARK,6400 PYLE RD,BETHESDA,20817,05/07/2019,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MERRIMACK PARK,Community,"6400 PYLE RD
BETHESDA, MD 20817
(38.973825, -77.13476)",19767
TOP OF THE PARK,8608 BRADFORD RD,SILVER SPRING,20901,05/16/2018,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,TOP OF THE PARK CONDO,Apartments/Condos,"8608 BRADFORD RD
SILVER SPRING, MD 20901
(38.997928, -77.007397)",19906
REGENCY ESTATES,11511 GAINSBOROUGH RD,POTOMAC,20854,05/21/2018,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,REGENCY ESTATES SWIM CLUB INC,Community,"11511 GAINSBOROUGH RD
POTOMAC, MD 20854
(39.046626, -77.166331)",19851
WHITE OAK PARK,11431 LOCKWOOD DR,SILVER SPRING,20904,07/10/2018,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WHITE OAK PARK LLC,Apartments/Condos,"11431 LOCKWOOD DR
SILVER SPRING, MD 20904
(39.041174, -76.986765)",19948
BRITISH SWIM SCHOOL,204 BOARDWALK PL,GAITHERSBURG,20878,04/30/2018,No Critical Violations,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BONNIE ALCID,Other,"204 BOARDWALK PL
GAITHERSBURG, MD 20878
(39.116606, -77.198083)",19547
CHELSEA TOWER,7401 WESTLAKE TERR,BETHESDA,20817,08/23/2018,Critical Violations Noted,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,HOA,Apartments/Condos,"7401 WESTLAKE TERR
BETHESDA, MD 20817
(39.026687, -77.151276)",19610
CHURCHILL VILLAGE-WANEGARDEN,13601 WANEGARDEN DR,GERMANTOWN,20874,06/22/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CHURCHILL VILLAGE SOUTH HOA,Community,"13601 WANEGARDEN DR
GERMANTOWN, MD 20874
(39.183672, -77.287502)",19616
CARLTON,4550 NORTH PARK AVE,CHEVY CHASE,20815,08/27/2018,Critical Violations Noted,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,"LEGUM & NORMAN, INC",Apartments/Condos,"4550 NORTH PARK AVE
CHEVY CHASE, MD 20815
(38.96349, -77.090192)",19600
BANNOCKBURN,6513 LAVEROCK LN,BETHESDA,20817,08/28/2018,No Critical Violations,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BANNOCKBURN SWIMMING CLUB,Community,"6513 LAVEROCK LN
BETHESDA, MD 20817
(38.974913, -77.141543)",19572
HUNT CLUB,404 CHRISTOPHER AVE,GAITHERSBURG,20879,05/15/2019,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,TENI ROXD,Apartments/Condos,"404 CHRISTOPHER AVE
GAITHERSBURG, MD 20879
(39.159442, -77.209156)",19724
MILL CREEK GARDENS,17654 AMITY DR,GAITHERSBURG,20877,07/25/2018,Pool closed but may resume operation once correcte,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,RIMSI CORP,Apartments/Condos,"17654 AMITY DR
GAITHERSBURG, MD 20877
(39.144158, -77.167939)",19772
AMERICANA FINNMARK,9900 GEORGIA AVE,SILVER SPRING,20902,05/14/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,AMERICANA FINNMARK,Apartments/Condos,"9900 GEORGIA AVE
SILVER SPRING, MD 20902
(39.017088, -77.043283)",19557
POTOMAC GLEN,13651 HAYWORTH DR,POTOMAC,20854,06/25/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,POTOMAC GLEN,Community,"13651 HAYWORTH DR
POTOMAC, MD 20854
(39.08068, -77.216003)",19840
ROCKVILLE INTERACTIVATE FOUNTAIN,131 GIBBS ST,ROCKVILLE,20850,07/26/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CITY OF ROCKVILLE,Government,"131 GIBBS ST
ROCKVILLE, MD 20850
(39.086026, -77.15197)",21154
MOHICAN,7117 MAC ARTHUR BLVD,BETHESDA,20816,04/20/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MOHICAN SWIM POOL ASSOC,Community,"7117 MAC ARTHUR BLVD
BETHESDA, MD 20816
(38.959671, -77.131752)",19775
ROCK CREEK TERRACE,12630 VEIRS MILL RD,ROCKVILLE,20853,08/15/2018,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,EDGEWOOD MGT CORP,Apartments/Condos,"12630 VEIRS MILL RD
ROCKVILLE, MD 20853
(39.063856, -77.0962)",19860
BUTLER SCHOOL,15951 GERMANTOWN RD,GERMANTOWN,20874,06/01/2018,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BUTLER MONTESSORI COUNTRY SCHOOL,Other,"15951 GERMANTOWN RD
GERMANTOWN, MD 20874
(39.118761, -77.296466)",19590
SCARBOROUGH SQUARE,438 COLLEGE PKWY,ROCKVILLE,20850,05/22/2018,Pool approved to operate,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BAINBRIDGE,Apartments/Condos,"438 COLLEGE PKWY
ROCKVILLE, MD 20850
(39.101786, -77.159854)",19869
NORBECK GROVE,18309 WICKHAM RD,OLNEY,20832,08/14/2018,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,NORBECK GROVE HOA,Community,"18309 WICKHAM RD
OLNEY, MD 20832
(39.156005, -77.094764)",19977
FIRESIDE PARK,735 MONROE ST,ROCKVILLE,20850,08/15/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,RHE FIRESIDE PARK,Apartments/Condos,"735 MONROE ST
ROCKVILLE, MD 20850
(39.073532, -77.153126)",19663
LIFETIME-GAITHERSBURG,10121 WASHINGTONIAN BLVD,Gaithersburg,20878,07/11/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,LTF CLUB OPERATIONS COMPANY INC,Other,"10121 WASHINGTONIAN BLVD
Gaithersburg, MD 20878
(39.120096, -77.205361)",30141
ADLER AT WATERS LANDING,20700 CRYSTAL HILL CIR,GERMANTOWN,20874,06/26/2018,Pool closed AND requires re-inspection prior to re,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,LORENA GARCIA,Apartments/Condos,"20700 CRYSTAL HILL CIR
GERMANTOWN, MD 20874
(39.198069, -77.27628)",19932
HEWITT GARDENS,3335 HEWITT AVE,SILVER SPRING,20906,08/09/2018,,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,FALLER MANAGEMENT CO INC,Community,"3335 HEWITT AVE
SILVER SPRING, MD 20906
(39.079309, -77.067773)",19714
OLD FARM,1 SWIM CLUB WAY,ROCKVILLE,20852,05/04/2018,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CHRIS SCANGO,Community,"1 SWIM CLUB WAY
ROCKVILLE, MD 20852
(39.053576, -77.141629)",19806
BUCKINGHAM STATION,13540 STATION ST,GERMANTOWN,20874,05/24/2019,Pool approved to operate,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,ELIZABETH CANNON,Apartments/Condos,"13540 STATION ST
GERMANTOWN, MD 20874
(39.177307, -77.278125)",22498
AMERICANA CENTRE,118 MONROE ST,ROCKVILLE,20850,08/30/2018,,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,AMERICANA CENTRE CONDOMINIUMS INC,Apartments/Condos,"118 MONROE ST
ROCKVILLE, MD 20850
(39.082607, -77.14896)",19556
THOMAS CHOICE GARDENS,19401 BRASSIE PL,MONTGOMERY VILLAGE,20879,07/26/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CLARITY,Apartments/Condos,"19401 BRASSIE PL
MONTGOMERY VILLAGE, MD 20879
(39.174208, -77.202201)",19903
GABLES NORTH,40 UPPER ROCK CIR,Rockville,20850,05/14/2019,Pool failed pre-opening. Reinspection Required.,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,UPPER ROCK II LLC,Apartments/Condos,"40 UPPER ROCK CIR
Rockville, MD 20850
(39.112112, -77.185114)",29237
WINDSOR COURT & TOWERS,13802 CASTLE BLVD,SILVER SPRING,20904,08/01/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WINDSOR COURT & TOWERS,Apartments/Condos,"13802 CASTLE BLVD
SILVER SPRING, MD 20904
(39.082785, -76.943268)",19957
HERMITAGE SQUARE,3213 HEWITT AVE,WHEATON,20906,08/09/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,RIMSI CORP,Apartments/Condos,"3213 HEWITT AVE
WHEATON, MD 20906
(39.079591, -77.065858)",19712
GROSVENOR PARK #3,10401 GROSVENOR PL,ROCKVILLE,20852,07/09/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,GROSVENOR PARK 3 CONDO,Apartments/Condos,"10401 GROSVENOR PL
ROCKVILLE, MD 20852
(39.025726, -77.103762)",19699
LIFETIME-GAITHERSBURG,10121 WASHINGTONIAN BLVD,Gaithersburg,20878,04/25/2019,Critical Violations Noted,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,LTF CLUB OPERATIONS COMPANY INC,Other,"10121 WASHINGTONIAN BLVD
Gaithersburg, MD 20878
(39.120096, -77.205361)",30141
CONGRESSIONAL COUNTRY CLUB,8500 RIVER RD,BETHESDA,20817,04/24/2019,,Preopening,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,"CONGRESSIONAL COUNTRY CLUB, INC",Country Club,"8500 RIVER RD
BETHESDA, MD 20817
(38.999234, -77.17405)",19632
PLYMOUTH WOODS,848 COLLEGE PKWY,ROCKVILLE,20850,07/17/2018,No Critical Violations,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,PLYMOUTH WOODS,Apartments/Condos,"848 COLLEGE PKWY
ROCKVILLE, MD 20850
(39.097169, -77.16672)",19836
OLNEY MILL,3611 BRIARS RD,OLNEY,20832,08/10/2018,,Last Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,OLNEY MILL SWIM CLUB,Community,"3611 BRIARS RD
OLNEY, MD 20832
(39.168676, -77.07213)",19809
DIAMOND FARMS,1203 QUINCE ORCHARD BLVD,GAITHERSBURG,20878,06/16/2018,Critical Violations and Corrected during Inspectio,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,DIAMOND FARMS HOA,Community,"1203 QUINCE ORCHARD BLVD
GAITHERSBURG, MD 20878
(39.134628, -77.225008)",19647
VILLA RIDGE,414 GIRARD ST,GAITHERSBURG,20877,07/11/2018,Critical Violations and Corrected during Inspectio,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,VILLA RIDGE CONDO,Apartments/Condos,"414 GIRARD ST
GAITHERSBURG, MD 20877
(39.148284, -77.186164)",19920
WHITE OAK PARK,11431 LOCKWOOD DR,SILVER SPRING,20904,08/08/2018,Critical Violations Noted,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,WHITE OAK PARK LLC,Apartments/Condos,"11431 LOCKWOOD DR
SILVER SPRING, MD 20904
(39.041174, -76.986765)",19948
CABIN BRANCH,22201 FULMER AVE,CLARKSBURG,20971,06/29/2018,No Critical Violations,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,CABIN BRANCH HOA,Apartments/Condos,"22201 FULMER AVE
CLARKSBURG 20971
(39.219477, -77.287346)",30732
BANNOCKBURN,6513 LAVEROCK LN,BETHESDA,20817,08/02/2018,,Routine,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,BANNOCKBURN SWIMMING CLUB,Community,"6513 LAVEROCK LN
BETHESDA, MD 20817
(38.974913, -77.141543)",19572
MONTGOMERY TRACE,14120 GRAND PRE RD,SILVER SPRING,20906,07/20/2018,Critical Violations Noted,A Reinspection,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,MONTGOMERY TRACE APT HOMES,Apartments/Condos,"14120 GRAND PRE RD
SILVER SPRING, MD 20906
(39.087837, -77.074858)",19561
