Customer,Address Line 1,Address Line 2,City,State,Zip,Date Enrolled,VAT202 Category,Status,Observation Date,Crash Notification,Conviction Notification,Suspension Notification,Point Insurance Reduction Course Completion Notification,Driver Status Change Notification,License Expiration Notification,Hazardous Material Endorsement Notification,CDL Medical Certification Status Change Notification,Ticket Notification,Drivers Monitored,Latest Driver Add Date,Latest Driver Drop Date,LENS Internet Interface Users
RIDES UNLIMITED OF NASSAU AND SUFFOLK,108 HOFFMAN LANE,,ISLANDIA,NY,11749,09/08/2014,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,143,07/21/2017,08/01/2016,0
RIDGE CULVER FIRE DISTRICT,2960 CULVER ROAD,,ROCHESTER,NY,14622,11/20/2000,EXEMPT,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
RIDGE FIRE DISTRICT,PO BOX 500,,RIDGE,NY,11961,01/04/2006,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,144,03/04/2020,09/25/2019,1
RIDGE FIRE DISTRICT,20 FRANCES MOONEY DRIVE,P.O.BOX 500,RIDGE,NY,11961,12/28/2015,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
RIDGE ROAD EXPRESS,5355 JUNCTION RD,,LOCKPORT,NY,14094,03/13/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,435,03/24/2020,03/16/2020,3
RIDGE ROAD FIRE DISTRICT,1299 LONG POND ROAD,,ROCHESTER,NY,14626,07/15/2003,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,75,01/31/2020,09/27/2019,2
RIDGE-CULVER FIRE DISTRICT,2960 CULVER ROAD,,ROCHESTER,NY,14622,03/19/2002,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,52,08/28/2018,08/28/2018,2
RIDGEWOOD SAVINGS BANK,71-02 FOREST AVENUE,,RIDGEWOOD,NY,11385,03/11/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,19,02/06/2018,03/12/2020,3
RIDGEWOOD VOLUNTEER AMBULANCE CORPS,503 ONDERDONK AVE.,,RIDGEWOOD,NY,113851862,07/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,56,05/20/2018,03/02/2018,1
RIDING HIGH DUDE RANCH INC,64 RIDIN HY RANCH RD,PO BOX 369,WARRENSBURG,NY,12885,02/21/2007,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,0,,,0
"RIESTER'S GENERAL SERVICE, INC.",1533 CLARK STREET RD.,,AUBURN,NY,13021,08/25/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,4,07/25/2017,12/08/2016,2
RIFENBURG CONSTUCTION INC,159 BRICK CHURCH RD,,TROY,NY,12180,06/06/2002,PAYING,ACTIVE,05/07/2020,N,Y,N,N,Y,N,N,Y,N,301,04/29/2020,03/31/2020,1
RIFTON FIRE DISTRICT,43 MAPLE STREET,PO BOX 155,RIFTON,NY,12471,03/01/2013,EXEMPT,ACTIVE,05/07/2020,N,N,Y,Y,Y,Y,N,N,N,16,03/24/2013,,1
RIG ALL INC,2322 BROAD STREET,,FRANKFORT,NY,13340,03/14/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,1,02/20/2014,,1
RIGHT CHOICE BUILDER INC,51 FOREST RD UNIT 316178,,MONROE,NY,10950,11/24/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
RIGHT CHOICE LUXURY LIMOUSINES,200 LAMBERT AVENUE,,COPIAGUE,NY,11726,07/17/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,16,09/06/2019,09/06/2019,1
RIGHT TEMP MECHANICAL INC,39-02 29TH STREET,,LONG ISLAND CITY,NY,11101,03/17/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,4,09/26/2019,10/21/2019,1
RIGHTCARE TRANSPORTATIONLLC,185 KISCO AVENUE,,MOUNT KISCO,NY,10549,04/17/2017,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,0,,,1
"RILEY-FULMONT VAN & STORAGE, INC.",P.O. BOX 381,27 MORRIS ST.,AMSTERDAM,NY,12010,03/04/2017,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,Y,N,1,03/13/2017,,0
RIMCO AIR CONDITIONING CO INC,35-57 9TH. STREET,,LIC,NY,11106,03/23/2010,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,8,06/02/2015,06/02/2015,0
RING TEN DELIVERY,1900 NORTH AMERICA DRIVE,,WEST SENECA,NY,14224,02/24/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,17,06/07/2017,04/09/2019,1
RINGGOLD FIRE CO NO 1,12 LAKE STREET,,PULASKI,NY,13142,11/06/2018,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,30,10/06/2019,02/20/2020,1
RINKER OIL CORPORATION,29 WATER STREET,,CUBA,NY,14727,10/22/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,6,04/22/2020,,1
RINO PAVING & CONSTRUCTION INC.,20 VIOLA RD,,SUFFERN,NY,10901,03/23/2017,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,0
RIPLEY CENTRAL SCHOOL,12 NORTH STATE STREET,,RIPLEY,NY,14775,05/25/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,11,12/04/2014,04/20/2015,1
RIPPOWAM CISQUA SCHOOL,439 CANTITOE STREET,,BEDFORD,NY,10506,02/03/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
RISEN FOODS LLC,216 ERIE BLVD EAST,,ROME,NY,13440,09/24/2015,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,6,08/24/2017,08/25/2017,1
"RISING SONS MAINTENANCE, INC.",PO BOX 685,,BRENTWOOD,NY,11717,05/08/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,Y,N,0,,,1
RISING SUN WOODWORKING INC,4460 DEPOT LANE,4460 DEPOT LANE,CUTCHOGUE,NY,11935,02/06/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,17,02/19/2020,02/26/2020,1
RISINGER BROS TRANSFER,225 W COURTLAND ST,,MORTON,IL,61550,07/23/2015,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,173,05/06/2020,,1
RISOLO DIESEL FUEL INC,1010 STEWART AVE,,BETHPAGE,NY,11714,12/26/2014,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,5,08/30/2017,08/30/2017,0
RIST TRANSPORT LTD,369 BOSTWICK RD,,PHELPS,NY,14532,06/07/2002,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,152,03/26/2020,04/16/2020,1
RISTIC TRANS INC,4000 RIVER RD,,TONAWANDA,NY,14150,11/30/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,0,,,1
RIT AMBULANCE,117 LOMB MEMORIAL DRIVE,,ROCHESTER,NY,14623,06/06/2017,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,04/05/2018,,2
RITE-WAY INTERNAL REMOVAL INC,64-05 34TH AVENUE,,WOODSIDE,NY,11377,07/22/2014,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,1
"RITTER & PARATORE CONTRACTING,INC",2435 STATE ROUTE 5,,UTICA,NY,13502,03/09/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,06/09/2016,12/27/2012,1
"RITTER TRANSPORT, LLC",95 SHADY INN LANE,PO BOX 365,PAXTONVILLE,PA,17861,12/19/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,Y,Y,N,1,12/27/2018,,1
RIVER EDGE FARM LLC,646 SOUTH WOODS RD,,BRUSHTON,NY,12916,12/31/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
RIVER RIDGE LIVING CENTER LLC,100 SANDY DRIVE,,AMSTERDAM,NY,12010,12/27/2012,PAYING,ACTIVE,05/07/2020,N,Y,Y,N,Y,Y,N,N,N,6,07/17/2017,07/17/2017,1
"RIVER VALLEY RADIO, INC",749 COUNTY ROUTE 408,PO BOX 92,WESTERLO,NY,12193,01/05/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,6,02/04/2020,02/04/2020,1
RIVERBAY CORPORATION,2049 BARTOW AVE,,BRONX,NY,10475,09/27/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,431,04/30/2020,01/03/2020,2
RIVERHAWK COMPANY,215 CLINTON ROAD,,NEW HARTFORD,NY,13413,01/22/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
RIVERHEAD BUILDING SUPPLY,250 DAVID COURT,,CALVERTON,NY,11933,04/20/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,168,06/20/2019,03/17/2020,2
RIVERHEAD CENTRAL SCHOOL DISTRICT,700 OSBORN AVE,,RIVERHEAD,NY,11901,11/19/2015,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,146,02/11/2020,01/04/2019,3
RIVERHEAD FIRE DISTRICT,540 ROANOKE AVE,,RIVERHEAD,NY,11901,05/09/2003,EXEMPT,ACTIVE,05/07/2020,N,Y,Y,N,Y,Y,Y,N,N,172,12/09/2019,04/02/2020,1
RIVERHEAD HIGH SCHOOL,"20 SCHOOL STREET, SUITE 7",,RIVERHEAD,NY,11901,09/13/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,12,03/10/2020,05/29/2019,1
RIVERHEAD VOLUNTEER AMBULANCE CORPS INC,1111 OSBORNE AVE,PO BOX 924,RIVERHEAD,NY,11901,02/13/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,127,03/13/2020,11/15/2019,2
RIVERS CASINO AND RESORT,1 RUSH STREET,,SCHENECTADY,NY,12304,10/24/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
RIVERSIDE FIRE EXTINGUISHER SALES & SERVICE,19 JAMES ST,,HOMER,NY,13077,04/17/2020,PAYING,ACTIVE,05/07/2020,Y,N,Y,N,Y,Y,N,N,N,0,,,1
RIVIERA PRODUCE CORP,205 JACKSON STREET,,ENGLEWOOD,NJ,07631,12/20/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,N,N,N,N,17,03/04/2020,05/05/2020,1
RIZZO ASSOCIATES INC,178 E. HAWTHORNE AVENUE,,VALLEY STREAM,NY,11580,01/11/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
RIZZO ENVIRONMENTAL SERVICES,PO BOX 383,,HEWLETT,NY,11557,12/07/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,3,11/13/2019,11/13/2019,1
RJ DELIVERY SERVICES INC,145-58 167TH ST,,JAMAICA,NY,11434,04/04/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
"RJ MURRAY CO., INC.",7 NORTHWAY LANE,,LATHAM,NY,12110,11/16/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
RJ WRIGHT TRUCKING INC,425 E MORENO DR,,ROCHESTER,NY,14626,09/20/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,7,04/28/2020,03/17/2020,1
RJ ZIMA INC DBA AQUA-SYSTEMS OF WNY,7071 TRANSIT ROAD,,EAST AMHERST,NY,14051,03/01/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,61,03/17/2020,02/12/2020,1
"RJC TRANSPORTATION, INC.",26 EAST KUPSCH STREET,,SAYREVILLE,NJ,08872,09/06/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
RJM ROOFING INC DBA BLUE OX ROOFING,2139 LOCKPORT RD,,NIAGARA FALLS,NY,14304,01/28/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,12,09/16/2019,02/10/2020,1
RLAD TRANS INC,4405 FOSTER AVE,,BROOKLYN,NY,11203,01/25/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
RLC ASSOCIATES LLC,103 WHITE TAIL RUN,,GRAND ISLAND,NY,14072,05/25/2012,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,1,06/11/2012,,0
RLJ TRUCKING INC,1785 WEST GENESEE ST,,AUBURN,NY,13021,03/07/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,Y,N,N,14,10/10/2013,10/10/2013,1
RLS LIMOUSINES OF THE CAPITAL DISTRICT INC.,137 LARK STR,,ALBANY,NY,12210,04/17/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,169,04/28/2020,03/19/2020,3
"RMB MECHANICAL, INC.",1155 PRINCETOWN ROAD,,SCHENECTADY,NY,12306,08/06/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,0,,,1
RMG LEASING CORP,617 11TH AVE,,NEW YORK,NY,10036,10/09/2002,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,28,02/24/2020,02/24/2020,3
RML TRANSPORT CORPORATION,4 RIESLING COURT,,FAIRPORT,NY,14450,02/08/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
"RMS GRAVEL, INC.",PO BOX 455,290 MOTT ROAD,DRYDEN,NY,13053,06/16/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,19,04/22/2020,05/20/2019,1
RMS INDUSTRIES OF NEW YORK INC,95F HOFFMAN LANE,,ISLANDIA,NY,11749,08/20/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,16,01/30/2020,01/27/2020,1
ROAD FREIGHT LLC,652 SEAVIEW AVE,,STATEN ISLAND,NY,10305,03/11/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ROADRUNNER EXPRESS TRUCKING SYSTEMS INC,493-8 JOHNSON AVENUE,,BOHEMIA,NY,11716,06/19/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,1,11/25/2008,,1
ROADWAY DRIVING SCHOOL,1213 CASTLE AVE,,BRONX,NY,10462,04/18/2001,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,N,N,N,N,0,,,0
ROADWAY MOVING,1135 BRONX RIVER AVE,,BRONX,NY,10472,03/16/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,45,02/24/2020,04/16/2020,1
ROAM TRUCKING INC,140 CAROLYN BLVD,,FARMINGDALE,NY,11735,03/03/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
"ROARKE WELL DRILLING, INC.",431 SCOTCHTOWN AVE.,,GOSHEN,NY,10924,01/05/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,1,05/24/2017,05/24/2017,1
ROBBINS FAMILY GRAIN CO. LLC,14471 COUNTY RTE 145,,SACKETS HARBOR,NY,13685,06/15/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,20,04/20/2020,10/24/2019,1
ROBERT A GOULD JR LLC/R&J TRANSPORT,5494 STATE ROUTE 79,,PORT CRANE,NY,13833,09/14/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1,09/26/2017,09/18/2018,1
ROBERT BARRESE,1838 PENFIELD ROAD,,PENFIELD,NY,14526,10/19/2000,PAYING,NOT ACTIVE,05/07/2020,Y,N,N,N,N,N,N,N,N,0,,,0
ROBERT BASIL INC.,3475 SOUTHWESTERN BLVD,,ORCHARD PARK,NY,14127,04/26/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,30,02/26/2020,02/27/2020,1
ROBERT BRADWAY'S PLUMBING & HEATING INC,164 WHIPPOORWILL RD,,HILLSDALE,NY,12529,07/06/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,7,04/01/2019,10/23/2018,1
"ROBERT CLIFTON BUSH, LLC",750 WEBSTER ROAD,,WEBSTER,NY,14580,04/03/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,6,10/03/2017,,1
ROBERT FOX INC,79 MAIN ST,,MINEOLA,NY,11501,11/07/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,6,02/26/2020,,1
ROBERT GEISEL TRUCKING INC,238 PUTTS POND ROAD,,TICONDEROGA,NY,12883,06/01/2016,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,6,11/07/2017,,0
ROBERT H LAW INC,6883 SCHUYLER RD,,EAST SYRACUSE,NY,13057,11/26/2002,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,Y,N,13,04/28/2020,09/17/2019,2
"ROBERT H. WITCOMB LANDSCAPE GARDENING, INC.",P.O. BOX 99,,UNIONDALE,NY,11553,06/15/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,8,03/28/2018,07/12/2019,2
ROBERT HIEP INC,22 SNAKE HILL ROAD,PO BOX 220,WEST NYACK,NY,10994,08/25/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,0,,,1
ROBERT L. KISTLER SERVICE CORP.,300 MILE CROSSING BLVD.,,ROCHESTER,NY,14624,03/22/2017,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,N,N,7,02/26/2018,03/31/2017,0
ROBERT L. PARDY,4 TINA DRIVE,,HIGHLAND,NY,12528,08/06/2004,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBERT LAMOREAUX CONSTRUCTION,17775 EVANS RD,,DEXTER,NY,13634,05/17/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,1,01/14/2020,,1
"ROBERT LANDSCAPING& CONSTRUCTION, INC.",1072 HICKSVILLE RD,,SEAFORD,NY,11783,03/15/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
ROBERT M. SPANO PLUMBING & HEATING INC.,152 ADAMS STREET,,BEDFORD HILLS,NY,10507,02/20/2018,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
ROBERT MANHEIMER,"11 RIVERSIDE DR., APT 3WE",,NEW YORK,NY,10023,03/02/2001,PAYING,NOT ACTIVE,05/07/2020,Y,N,N,N,N,N,N,N,N,0,,,0
ROBERT MAYER,2700 NORTH FOREST ROAD,,GETZVILLE,NY,14068,01/29/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBERT SPADACCIA,14 MANCINI DRIVE,,YORKTOWN HEIGHT,NY,10598,02/05/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBERT WALL,PO BOX 779,,CROTON FALLS,NY,10519,05/10/2004,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBERT WATERFIELD,2772 TROY RD,,NISKAYUNA,NY,12309,10/18/2000,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,N,N,N,N,N,0,,,0
ROBERTS COMMERCIAL DRYWALL INC,1302 STATE ROUTE 12B,,HAMILTON,NY,13346,07/20/2011,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,2,01/04/2012,,0
"ROBERTS OFFICE FURNITURE CONCEPTS, INC.",7327 HENRY CLAY BLVD,,LIVERPOOL,NY,13088,01/14/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,1
ROBERTS TOWING AND RECOVERY SPECIALISTS,722 SOUTH PEARL STREET,,ALBANY,NY,12202,08/21/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,14,01/15/2020,,1
ROBERTS WESLEYAN COLLEGE,2301 WESTSIDE DRIVE,,ROCHESTER,NY,14624,07/10/2003,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,352,03/12/2020,03/05/2020,1
ROBIN EXPRESS INC/PINE BUSH WAREHOUSE,P.O. BOX 1039,21 BONIFACE DRIVE,PINE BUSH,NY,12566,10/22/2009,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,6,03/19/2013,03/15/2012,0
ROBIN WILLIAMSON,10 ORCHARD STREET,,MIDDLETOWN,NY,10940,12/16/2003,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBIN WILLLIAMSON,10 ORCHARD STREET,,MIDDLETOWN,NY,10940,12/01/2003,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
ROBINSON & SMITH,335 N MAIN ST,,GLOVERSVILLE,NY,12078,02/06/2006,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,0
ROBINSON CONCRETE INC,3486 FRANKLIN ST RD,,AUBURN,NY,13021,11/12/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,165,05/01/2020,03/13/2020,3
ROC CITY TRANSPORT LLC,703 WEBSTER RD,,WEBSTER,NY,14580,01/07/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,N,N,9,03/03/2020,02/21/2020,1
ROCHDALE VILLAGE,169-65 137TH STREET,,QUEENS,NY,11434,04/14/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,75,10/19/2015,,1
ROCHESTER ACADEMY CHARTER SCHOOL,1757 LATTA RD,,ROCHESTER,NY,14612,05/14/2019,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,N,N,22,11/25/2019,,1
ROCHESTER BEER & BEVERAGE CORP,16 MARWAY CIRCLE,,ROCHESTER,NY,14624,02/10/2003,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,03/27/2013,03/20/2014,0
ROCHESTER CITY SCH DIST,835 HUDSON AVE,,ROCHESTER,NY,14621,06/19/1990,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,184,11/01/2019,11/22/2019,1
ROCHESTER CITY SCHOOL DIST. (FOOD SVC DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,9,03/23/2010,02/03/2020,1
ROCHESTER CITY SCHOOL DIST. (MAILROOM DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
ROCHESTER CITY SCHOOL DIST. (PLANT MNTC DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,57,02/26/2019,03/04/2020,2
ROCHESTER CITY SCHOOL DIST. (PLANT OPER DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,17,08/05/2010,02/27/2020,1
ROCHESTER CITY SCHOOL DIST. (PLANT SECURITY),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,10,03/31/2008,,1
ROCHESTER CITY SCHOOL DIST. (SCHOOL SAFETY),131 WEST BROAD STREET,,ROCHESTER,NY,14614,03/20/2009,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,3,09/07/2010,01/14/2020,1
ROCHESTER CITY SCHOOL DIST. (STOREHOUSE DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,5,03/17/2009,11/21/2019,1
ROCHESTER CITY SCHOOL DIST. (TRANSPORT DEPT),131 WEST BROAD STREET,,ROCHESTER,NY,14614,11/20/2007,EXEMPT,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
ROCHESTER CITY SCHOOL DIST.(FACILITIES DEPT.),131 WEST BROAD STREET,,ROCHESTER,NY,14614,12/26/2007,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,1,03/31/2008,12/30/2019,1
ROCHESTER CITY TRAINING & SAFETY,107 BRIDGE VIEW DR,,ROCHESTER,NY,14615,07/31/1990,EXEMPT,ACTIVE,05/07/2020,Y,N,Y,N,N,Y,Y,Y,N,2986,04/14/2020,03/03/2020,3
ROCHESTER COLONIAL MFG. CORP.,1794 LYELL AVENUE,,ROCHESTER,NY,14606,05/24/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,35,02/25/2020,03/19/2020,1
ROCHESTER DAVIS-FETCH CORP,175 DODGE ST,,ROCHESTER,NY,14606,02/26/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,0,,,1
"ROCHESTER DISTRICT HEATING COOPERATIVE, INC",150 STATE ST SUITE 110,,ROCHESTER,NY,14614,01/22/2009,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
ROCHESTER ENV SERV DEPT,107 BRIDGE VIEW DRIVE,,ROCHESTER,NY,14615,04/19/1989,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,828,05/04/2020,,1
