Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/08/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,158,3648,0.96,332,79,,413,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,63,2756,0.73,177,23,,221,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,,923,0.23,53,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.97,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,0.74,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,401,0.99,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,403,1.09,21,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,393,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,405,1.13,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,376,0.99,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,385,1.01,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,13,391,1.1,16,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,,290,0.62,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.31,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,0.94,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,143,1.23,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,0.91,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.13,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,117,1.03,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,0,59,0.5,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,1419,1,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,1521,1.04,62,0,11,73,
05/08/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,1376,0.99,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,1437,1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,1382,0.98,63,0,17,80,
05/08/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,1471,1.07,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1416,1.04,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1438,1.03,70,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,24,1493,1.1,98,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,47,1420,1.05,100,19,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,82,1547,1.15,126,27,,184,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,156,1445,1.11,126,53,,231,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,117,1317,1.03,94,37,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,43,859,0.53,46,12,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,1195,1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,1164,0.98,69,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,1173,0.97,84,0,11,95,
05/08/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,1108,0.95,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1129,0.96,79,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,19,1198,1.04,98,13,16,119,
05/08/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,1155,1,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,59,1208,1.02,118,25,16,167,
05/08/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,114,1277,1.16,162,55,,228,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,148,1270,1.11,155,81,,230,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,123,1251,1.12,127,72,0,178,
05/08/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,69,1078,1,94,40,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,35,912,0.88,59,15,0,79,
05/08/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,10,458,0.37,30,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,469,1,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,471,1.01,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,461,1.06,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,448,0.99,40,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,480,1.06,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,467,1.02,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,465,0.98,35,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,470,0.99,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,406,0.88,39,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,403,0.87,38,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,182,0.42,13,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,,51,0.12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/08/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,1175,1.05,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,1050,0.94,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,1123,1.04,75,0,12,87,
05/08/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,1156,1.12,57,0,14,71,
05/08/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,1132,1.09,54,0,16,70,
05/08/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,1110,1.05,62,0,15,77,
05/08/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,1103,1.05,56,0,32,88,
05/08/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,1102,1.02,71,,19,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,1135,1.1,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
