Application Type,Application Number,Process Date,Issued Date,Final Date,Expire Date,Type and purpose of work,Use Group,Watershed,Tributary,WSSC map grid,Tax map,Location,Street number,Street Pre direction,Street name,Street Post direction,Street suffix,City,State,Zip Code,Count Street Map Coordinate,Disturbed Area 100 Year FD,Impervious Surface 100 Year FD,State Water Use,Comments,Location1
FLOODPLAIN DISTRICT PERMIT,239224,08/19/2005,10/13/2005,,10/13/2007,PROPOSED CONSTRUCTION OF A MULTI-LEVEL VEHICLE INVENTORY STORAGE GARAGE TO REPLACE EXISTING SURFACE PARKING ON REAR LOT;ADJACENT TO CSX RAIL & 100-YR.,,URC,,220NW08;220NW7,GS121;GS341,,15401,,FREDERICK,,RD,ROCKVILLE,MD,20855,29A2,,,0,Part of Parcel A,"15401 FREDERICK RD
ROCKVILLE, MD 20855
(39.108212, -77.159312)"
FLOODPLAIN DISTRICT PERMIT,274318,05/14/2012,05/21/2012,,05/21/2014,"REPLACEMENT OF EXISTING 48""CMP  CULVERT WITH A 60""RCP PIPE CULVERT UNDER BLACK HILLS RD.PIPE FAILED AT ACCESS TO MNCPPC PARK POLICE REGIONAL FACILITY.",,LSC,UNNAMED,229NW14,EV121,,20930,,LAKE RIDGE,,DR,BOYDS,MD,20841,4928/B2,500,500,0,"REPLACEMENT OF AN EXISTING 48"" PPE CULVERT WITH A 60"" PIPE CALVERT.  THE ROAD ABOVE THE CULVERT HAS FAILED BECAUSE OF THE EXISTING CULVERT AND NEEDS TO BE REPLACED.","20930 LAKE RIDGE DR
BOYDS, MD 20841
(39.202125, -77.286934)"
FLOODPLAIN DISTRICT PERMIT,210089,02/06/2001,02/07/2001,,,TWO STORY ADDITION W/ BASEMENT INCLUDES UPPER & LOWER TERRACES W/ SWIMMING POOL IN 25FT.FPBRL,,LFB,UNNAMED,208NW04,HN341,,35,W,LENOX,,ST,CHEVY CHASE,MD,20815,41C1,1450,1030,0,Parts of lots 9 & 11/42,"W 35 LENOX ST
CHEVY CHASE, MD 20815"
FLOODPLAIN DISTRICT PERMIT,309682,02/19/2014,02/27/2014,02/15/2018,02/27/2016,Proposed work consists of renovating the property entrance and parking lot and adding plazas and pathways for pedestrian use.,,NWB,,216NW02,JQ123;JQ122,,1800,,GLENALLAN,,AVE,SILVER SPRING,MD,20902,5286-D-2,"4,100",527,0,,"1800 GLENALLAN AVE
SILVER SPRING, MD 20902
(39.059878, -77.039059)"
FLOODPLAIN DISTRICT PERMIT,254237,08/13/2007,01/16/2009,,01/16/2011,WETLAND & STREAM MITIGATION WORK ON THE PERCONTEE PROPERTY.,ROUGRD,UPR,,237NW10,,,26531,,HOWARD CHAPEL,,RD,DAMASCUS,MD,20872,MAP4/GRID 9D,"30,000",,0,,"26531 HOWARD CHAPEL RD
DAMASCUS, MD 20872
(39.293275, -77.190533)"
FLOODPLAIN DISTRICT PERMIT,352964,06/10/2016,09/15/2016,,09/15/2018,The proposed permit application is for the installation of security fence posts in the floodplain buffer.,CONS,,,,267458,,11961,,BOURNEFIELD,,WAY,SILVER SPRING,MD,20904,KQ32,350,10,0,"The proposed permit application is for the installation of security fence posts in the floodplain buffer.

No Sediment Control Permit is required for installation","11961 BOURNEFIELD WAY
SILVER SPRING, MD 20904
(39.052842, -76.961804)"
FLOODPLAIN DISTRICT PERMIT,291182,04/08/2013,06/12/2013,,06/12/2015,"Construction of prrivate vehicular bridge with footings in 25' BRL, no disturbance to 100-year floodplain",CONS,WBR,SANDY BR,216NW12,EQ63,,12002,,GLEN,,RD,POTOMAC,MD,20854,5282K1,2634,1166,0,,"12002 GLEN RD
POTOMAC, MD 20854
(39.060844, -77.246464)"
FLOODPLAIN DISTRICT PERMIT,259376,09/25/2008,07/15/2009,12/02/2010,12/02/2012,CONSTRUCT 6' WIDE PATH AND INSTALL BRIDGE,,,,212NW 5NW,HP121,,4700,,ELMHIRST LANE,,,BETHESDA,MD,20814,,6381,1499,0,,"4700 ELMHIRST LANE
BETHESDA, MD 20814
(39.009367, -77.094923)"
FLOODPLAIN DISTRICT PERMIT,266255,07/09/2010,07/21/2010,,07/21/2012,"DEMOLITION OF SINGLE FAMILY DWELLING, REMOVAL OF APPROXIMATELY 250 FEET OF DRIVEWAY AND TURN AROUND AT BOTTOM OF THE DRIVEWAY",CONS,URC,,219NW6NW,GR63,,2320,,BALTIMORE,,RD,ROCKVILLE,MD,20851,,"12,500",0,0,,"2320 BALTIMORE RD
ROCKVILLE, MD 20851
(39.089595, -77.115254)"
FLOODPLAIN DISTRICT PERMIT,326310,11/12/2014,01/27/2017,,01/27/2019,Retrofit of the existing SWM dry pond to meet 2000 MDE criteria for CPv as part of MC MS4 permit compliance program.,CONS,MBR,,220NW12,ES61,"Access from Lloyminster Drive (via PEPCO ROW) North Potomac, MD 20878",,,,,,,,,5162 (J4),41382,0,0,"Retrofit of the existing SWM dry pond to meet 2000 MDE criteria for CPv as part of MC MS4 permit compliance program.&nbsp; The project includes the slip-lining of the spillway, upgrading the low-flow",
FLOODPLAIN DISTRICT PERMIT,253516,06/25/2007,08/14/2007,06/02/2009,06/02/2011,"STREAM RESTORATION, STREAM RELOCATION AND FLOODPLAIN CREATION TO REDUCE EXISTING FLOODING CONCERNS",CONS,ROR,,210NW10,FN343,,10000,,OAKLYN,,DR,POTOMAC,MD,20854,,"1,186,403","20,290",0,,"10000 OAKLYN DR
POTOMAC, MD 20854
(38.992688, -77.195244)"
FLOODPLAIN DISTRICT PERMIT,268519,03/07/2011,05/15/2012,11/19/2014,05/15/2014,EXISTING STORMDRAIN OUFALL TO BE REPLACED. SOME CONCRETE WALKWAY CONSTRUCTION AND ASPHAAULT REMOVAL,CONS,NWB,BEL PRE CR,218NW02,JR121 & 122,,13440,,LAYHILL,,RD,SILVER SPRING,MD,20906,30H08,18170,9750,61678,,"13440 LAYHILL RD
SILVER SPRING, MD 20906
(39.077162, -77.046193)"
FLOODPLAIN DISTRICT PERMIT,258837,08/11/2008,10/17/2008,,10/17/2010,WISCONSIN AVE. DRAINAGE IMPROVEMENTS,,LFB,,208NW04,,,6100,,CONNECTICUT,,AVE,CHEVY CHASE,MD,20815,P.41:B-1,1700,,0,,"6100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.972797, -77.077201)"
FLOODPLAIN DISTRICT PERMIT,200572,09/22/1999,09/23/1999,,,CONSTRUCT WATERLINE ACROSS 100-YR FLOODPLAIN LIMIT,,NWB,,220NW2,JS121,,12,,PARK VISTA,,CT,SILVER SPRING,MD,20906,30J3,435,435,0,,"12 PARK VISTA CT
SILVER SPRING, MD 20906
(39.100926, -77.042039)"
FLOODPLAIN DISTRICT PERMIT,208674,10/24/2000,01/25/2001,,,"CONSTRUCTION OF A CHURCH ADDITION, INCLUDING ASSOCIATED PARKING & REQUIRED SWM FACILITY",,URC,,221NW4,,,4414,,MUNCASTER MILL,,RD,ROCKVILLE,MD,20853,30 B1,9583.2,4791.6,0,,"4414 MUNCASTER MILL RD
ROCKVILLE, MD 20853
(39.112252, -77.088166)"
FLOODPLAIN DISTRICT PERMIT,288340,02/12/2013,02/13/2013,,02/13/2015,Add Second story addition to existing dwelling,,,,,GN563,,6309,,BRADLEY,,BLVD,BETHESDA,MD,20817,,118,1739,0,,"6309 BRADLEY BLVD
BETHESDA, MD 20817
(38.996043, -77.127789)"
FLOODPLAIN DISTRICT PERMIT,228749,04/07/2004,05/12/2004,04/17/2009,04/17/2011,PROPOSED DORMITORY BUILDING/KIRLAND CENTER,CONS,NWB,,495A,,,10000,,NEW HAMPSHIRE,,AVE,SILVER SPRING,MD,20903,37H05,,,0,,"10000 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.0222, -76.977536)"
FLOODPLAIN DISTRICT PERMIT,284639,11/30/2012,10/14/2013,05/09/2016,10/14/2015,THE WORK WITHIN THE FLOODPLAIN FOR RESIDENTIAL PROJECT/CONSTRUCTION OF DRIVEWAY & BRIDGE TO CROSS STREAM,,ROR,,211NW10,FP341,,10601,,ALLOWAY,,DR,POTOMAC,MD,20854,FP341,3.084,433,0,,"10601 ALLOWAY DR
POTOMAC, MD 20854
(39.003347, -77.219379)"
FLOODPLAIN DISTRICT PERMIT,249968,11/07/2006,03/15/2007,,03/15/2009,ENTRANCE TO SITE (INCLUDING BRIDGE) WITHIN 100 YEAR FLOODPLAIN,,NWB,,"221, 222NW3","HS562, 563",,16227,,BATCHELLORS FOREST,,RD,OLNEY,MD,20832,21E12/F13,29832,3460,0,Lot 1,"16227 BATCHELLORS FOREST RD
OLNEY, MD 20832
(39.122013, -77.066313)"
FLOODPLAIN DISTRICT PERMIT,260408,12/30/2008,01/12/2009,,01/12/2011,CONSTRUCTION OF A RESTROOM AT THE LOCATON OF AN EXISTING RESTROOMNEAR THE 14TH TEE.,CONS,ROR,TRIB #109,"210NW9,10","FH563,FN343",,10000,,OAKLYN,,DR,POTOMAC,MD,20854,"34D,E,10",760,370,0,TCP POTOMAC AT AVENEL FARM,"10000 OAKLYN DR
POTOMAC, MD 20854
(38.992688, -77.195244)"
FLOODPLAIN DISTRICT PERMIT,352582,05/18/2016,08/04/2016,,08/04/2018,Little Falls Swim Club proposes to remove their existing swimming pools and build an expanded competition level swimming pool with diving wells.,CONS,LFB,UNNAMED,207NW05,HM123,,5001,,LITTLE FALLS,,DR,BETHESDA,MD,20816,5407 E7,0,0,0,,"5001 LITTLE FALLS DR
BETHESDA, MD 20816
(38.958467, -77.100779)"
FLOODPLAIN DISTRICT PERMIT,286957,01/15/2013,05/02/2013,05/10/2016,05/02/2015,REDEVELOPMENT OF EXISTING INDUSTRIAL PLANT AND PARKING LOT TO RESIDENTIAL TOWN HOMES AND RELATED SITE AMENITIES.,,LFB,,207NW05,07-00421993,,5400,,BUTLER,,RD,BETHESDA,MD,20816,5407 D7,"14,550","2,055",0,,"5400 BUTLER RD
BETHESDA, MD 20816
(38.962022, -77.103636)"
FLOODPLAIN DISTRICT PERMIT,357203,03/22/2017,07/03/2017,08/28/2018,07/03/2019,This permit serves for the construction of a single family dwelling near the FP.  A Floodplain study was approved under #267805.,,URC,,220NW04,5165-F4,,4223,,GREAT OAK,,RD,ROCKVILLE,MD,20853,,4842,1022,0,Construction of SFD near a Flood Plain area.,"4223 GREAT OAK RD
ROCKVILLE, MD 20853
(39.104459, -77.084275)"
FLOODPLAIN DISTRICT PERMIT,201097,10/28/1999,,,,EXTENSION OF EXISTING STORMDRAIN PIPE,CONS,LFB,,208NW4,,,6100,,CONNECTICUT,,AVE,CHEVY CHASE,MD,20815,36C13,550,0,0,,"6100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.972797, -77.077201)"
FLOODPLAIN DISTRICT PERMIT,264111,12/17/2009,12/17/2009,12/20/2013,12/17/2013,EXISTING POND RISER & EMBANKMENT ARE FAILING & ARE BEING REPACED & IMPROVED.THE NEW OUTFALL AREA & TRIB EXT ARE WITHIN 100-YR FLOODPLAIN FLOODPLAIN OF,COMISC,URC,CRABBS BR,221NW07,GS42,,6724,,NEEDWOOD,,RD,ROCKVILLE,MD,20855,,,0.0,0,STRUCTURAL REHABILITATION OF NEEDWOOD GOLF COURSE POND - PARCEL P250 - (ORIGINAL APPLICATION #236849 TO BE VOIDED WAS SUBMITTED ON 10/28/2009 AS A FLOODPLAIN STUDY INSTEAD OF A FLOODPLAIN PERMIT) -,"6724 NEEDWOOD RD
ROCKVILLE, MD 20855
(39.122971, -77.1365)"
FLOODPLAIN DISTRICT PERMIT,218608,08/30/2002,09/27/2002,,,RE-HAB EXISTING FARM POND,,PRD,,209NW11,,,10909,,MACARTHUR,,BLVD,POTOMAC,MD,20854,"34, A-11",5000,0,0,,"10909 MACARTHUR BLVD
POTOMAC, MD 20854
(38.98426, -77.226957)"
FLOODPLAIN DISTRICT PERMIT,213059,08/02/2001,08/02/2001,,,INSTALL CONRNERSTONE SEGMENTAL RETAINING WALL DUE TO FAILURE OF EXISTING TIMBER RETAINING WALL,,CJC,BUCK BRNCH,214NW8,GQ121,,7911,,LAKENHEATH,,WAY,POTOMAC,MD,20854,34K2,4356,4356,0,lot 42/C,"7911 LAKENHEATH WAY
POTOMAC, MD 20854
(39.035184, -77.1608)"
FLOODPLAIN DISTRICT PERMIT,236156,04/27/2005,05/04/2005,,05/04/2007,PROVIDE WQ TREATMENT FOR IMMEDIATE UPLAND DRAINAGE AREA CONSISTING OF PARKING AREAS,,LRC,,209NW3,,,8000,,MEADOWBROOK,,LN,CHEVY CHASE,MD,20815,36F11,36500,0,64027,Parcel P122,"8000 MEADOWBROOK LN
CHEVY CHASE, MD 20815
(38.988605, -77.058003)"
FLOODPLAIN DISTRICT PERMIT,304006,10/30/2013,08/13/2015,10/29/2018,08/13/2018,Construction of ICC retrofits of existing SWM facilities to address WQv and Cpv per current storm-water regulations.,CONS,URC,CRABBS BR,221NW7-5,G5342,,16135,,CRABBS BRANCH,,WAY,ROCKVILLE,MD,20855,"PG29 C1, PG20 B13",16117,0,0,,"16135 CRABBS BRANCH WAY
ROCKVILLE, MD 20855
(39.117172, -77.156958)"
FLOODPLAIN DISTRICT PERMIT,221869,05/27/2003,06/25/2003,,06/25/2006,GRADING SITE DEVELOPMENT WITHIN 100 YEAR FLOODPLAIN,,LRC,,,,,8200,,MEADOWBROOK,,LN,CHEVY CHASE,MD,20815,,78408,,0,,"8200 MEADOWBROOK LN
CHEVY CHASE, MD 20815
(38.990578, -77.060241)"
FLOODPLAIN DISTRICT PERMIT,258502,07/10/2008,07/18/2008,,07/18/2010,CONSTRUCTION OF ONE GRINDER PUMP AND SEWER SERVICE ASSEMBLY ON APPLICANT'S PROPERTY TO CONNECT TO PUBLIC SEWER EXTENSION AND WATER HOUSE CONNECT/WSSC,CONS,LSC,,232NW13,EW341,,23024,,TIMBER CREEK,,LN,CLARKSBURG,MD,20871,9/5E,1500,0,0,,"23024 TIMBER CREEK LN
CLARKSBURG, MD 20871
(39.235342, -77.267759)"
FLOODPLAIN DISTRICT PERMIT,983201002,01/24/2000,01/24/2000,11/02/2007,11/02/2009,CONSTRUCT ON-SITE UNDERGROUND SWM IN F.P,,LRC,UNNAMED,211NW3,HP 561,,8909,,BROOKVILLE,,RD,SILVER SPRING,MD,20910,36G8,26780,26780,0,PROJECT NAMES  : LYTTONSVILLE                                            SC# : 9710100004                                                         SM FILE/COMMENTS : NS92054,"8909 BROOKVILLE RD
SILVER SPRING, MD 20910
(39.001807, -77.053524)"
FLOODPLAIN DISTRICT PERMIT,327587,12/05/2014,04/06/2015,04/28/2015,04/06/2017,"LOG HOUSE ROAD EMERGENCY CULVERT REPLACEMENT 

CONTRACT NUMBER: 8504520010-FF  -  TASK ORDER 15B",,GSC,,233NW10,,"APPROX 23821 LOG HOUSE ROAD

GAITHERSBURG, MD 20882",,,,,,,,,4929H1,1318,200,0,&nbsp;,
FLOODPLAIN DISTRICT PERMIT,234984,03/11/2005,03/14/2005,,03/14/2007,"BUILD A DECK,ENCROACHING APPROXIMATELY 13 FT INTO THE 25 FT FLOODPLAIN BUILDING RESTRICTION LINE(25FT.FPBRL)",,HWR,JAMES CR,225NW2-225NW3,JT123 & HT563,,18510,,SNOWBERRY,,WAY,OLNEY,MD,20832,,.1,.01,0,Lot 7/A,"18510 SNOWBERRY WAY
OLNEY, MD 20832
(39.161687, -77.050292)"
FLOODPLAIN DISTRICT PERMIT,225762,12/10/2003,12/10/2003,,12/10/2005,CONSTRUCTION OF FENCE IN BACKYARD OF TOWNHOUSE ALONG ROCK CREEK FLOODPLAIN 25 FT FPBRL AT 10508 GROSVENOR PLACE.,,LRC,,213NW05,HP123,,10508,,GROSVENOR,,PL,ROCKVILLE,MD,20852,35J03,100,5,0,Lot 199,"10508 GROSVENOR PL
ROCKVILLE, MD 20852
(39.028705, -77.107864)"
FLOODPLAIN DISTRICT PERMIT,219339,11/04/2002,11/04/2002,,,PROPOSED DECK & SPLIT RAIL FENCE TO MEET EXISTING RETAINING WALL WITHIN 25FT.FPBRL.THE 100-YR FLOODPLAIN LIMITS IS NOT IMPACTED.,,LPB,UNNAMED,220NE4,KS561,,4012,,COTTON TREE,,LN,BURTONSVILLE,MD,20866,32F3,4356,4356,0,"Lot 7/4, Blackburn Village","4012 COTTON TREE LN
BURTONSVILLE, MD 20866
(39.098811, -76.928102)"
FLOODPLAIN DISTRICT PERMIT,257728,05/09/2008,06/16/2008,,06/16/2010,"TWO ADDITION BUILDING, PAVED PARKING, ADDING AN ELEVATED HELICOPTER PATH, RESURFACING UTILITY CONNECTION, STORM DRAIN & RELOCATION OF SOME STORM DRAIN",CONS,,,"224NW, 3NW",HT562,,18101,,PRINCE PHILIP,,DR,OLNEY,MD,20832,MAP 21 W13700 N96000,3843,,0,,"18101 PRINCE PHILIP DR
OLNEY, MD 20832
(39.153858, -77.056819)"
FLOODPLAIN DISTRICT PERMIT,242523,01/11/2006,03/07/2006,06/11/2007,06/11/2009,"INSTALL SEPTIC PUMP STATION & 15' OF 2"" HDPE FORCE MAIN REQUIRING 1,138 SQUARE FEET OF LAND DISTURBANCE WITHIN THE 25' FLOODPLAIN BRL",,HWR,,225NW01,JT343,,18671,,BROOKE,,RD,SANDY SPRING,MD,20860,22A5,1138,0,0,"Lot 4, Parcel N131","18671 BROOKE RD
SANDY SPRING, MD 20860
(39.163512, -77.02218)"
FLOODPLAIN DISTRICT PERMIT,220969,04/01/2003,10/15/2003,05/20/2008,05/20/2010,REPLACE POOL TO BRING THE SITE UP TO CURRENT CODE STANDARDS,,LFB,,208NW6 & 7,,,6400,,PYLE,,RD,BETHESDA,MD,20817,,7357,350,0,,"6400 PYLE RD
BETHESDA, MD 20817
(38.973825, -77.13476)"
FLOODPLAIN DISTRICT PERMIT,209445,12/14/2000,12/14/2000,,,"5FT. HIGH BLACK CHAIN-LINK FENCE,ENCROACHING INSIDE THE 25-FT. FPBRL, BUT NOT IN THE FLOODPLAIN LIMITS.",,HWR,JAMES CR,225NW3,HT563,,2712,,CIVITAN CLUB,,PL,BROOKEVILLE,MD,20833,21F5,4356,2178,0,,"2712 CIVITAN CLUB PL
BROOKEVILLE, MD 20833
(39.163119, -77.057111)"
FLOODPLAIN DISTRICT PERMIT,253722,07/05/2007,11/16/2007,,11/16/2009,CONSTRUCT A WOOD FLAT RAIL FENCE (PENDING PERMIT #451991) WITH MNCPPC AND COLONIAL GAS PIPELINE APPROVALS.,FENCE,GSC,GOSHEN BR,229NW09,FV561,,8908,,BRINK,,RD,GAITHERSBURG,MD,20882,"10, H-10",0,0,0,LOT 22 - FERTILE MEADOWS - CONSTRUCT A WOOD FLAT RAIL FENCE (PENDING PERMIT #451991) - PRELIMINARY PLAN #1-88023 -,"8908 BRINK RD
GAITHERSBURG, MD 20882
(39.207334, -77.182917)"
FLOODPLAIN DISTRICT PERMIT,254620,09/18/2007,09/19/2007,,09/19/2009,"ADDITION AND DECK TO BE ADDED TO EXISTING DWELLING LOCATED WITHIN 25' SETBACK FROM 100 YEAR FLOOD PLAIN LIMITS-LOT 14/10;18005 LAFAYETTE DR, OLNEY",SFD,URC,,224NW4,HT342,,18005,,LAFAYETTE,,DR,OLNEY,MD,20832,21-D-7,0.029,O.019,0,"LOT 14, BLOCK 10, WILLIAMSBURG VILLAGE - BLDG PERMIT #465002 -","18005 LAFAYETTE DR
OLNEY, MD 20832
(39.150775, -77.074926)"
FLOODPLAIN DISTRICT PERMIT,262978,09/11/2009,11/16/2009,01/12/2011,01/12/2013,LANDSCAPE ENHANCEMENT (INCLUDING RETAINING WALL ALONG THE EXISTING DRIVEWAY),ROUGRD,CJC,,,FP563,,8918,,HARVEST SQUARE,,CT,POTOMAC,MD,20854,5284A6,0.015,0.001,0,"ROUGH GRADING FOR LANDSCAPING ENHANCEMENT (INCLUDING A RETAINING WALL ALONG THE EXISTING DRIVEWAY) ON LOT 55, BLOCK A, KENTSDALE ESTATES","8918 HARVEST SQUARE CT
POTOMAC, MD 20854
(39.025663, -77.185761)"
FLOODPLAIN DISTRICT PERMIT,210337,02/21/2001,02/28/2001,,,CONSTRUCT STORM DRAIN SYSTEM & BIKEPATH,,LRC,,213NW4,,,4301,,KNOWLES,,AVE,KENSINGTON,MD,20895,36C3,7840.8,725,0,LOT 126,"4301 KNOWLES AVE
KENSINGTON, MD 20895
(39.029707, -77.083573)"
FLOODPLAIN DISTRICT PERMIT,213960,10/04/2001,01/29/2002,,,RE-CONSTRUCTION OF IRRIGATION POND WEST OUTFALL TO RESTORE ORIGINAL DESIGN CHARACTERISTICS.,,LFB,,,,,6100,,CONNECTICUT,,AVE,CHEVY CHASE,MD,20815,36 B-13,7841,0,0,,"6100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.972797, -77.077201)"
FLOODPLAIN DISTRICT PERMIT,224807,10/15/2003,10/30/2003,07/13/2009,07/13/2011,"INSTALLATION OF 120 LF - 8"" SANITARY SEWER FOR WSSC",,LSC,MAIN STEM,230 & 231NW13,,,22412,,FREDERICK,,RD,CLARKSBURG,MD,20871,,2400,0,0,Parcels 888 & 617,"22412 FREDERICK RD
CLARKSBURG, MD 20871
(39.222272, -77.260097)"
FLOODPLAIN DISTRICT PERMIT,216835,04/30/2002,04/30/2002,,,INSTALL STANDARD AMERICAN WIRE FENCE WITHIN FLOODPLAIN OF GOSHEN BRANCH AT 2 LOCATIONS ALONG PROPERTY LINE.  FENCE IS NOT TO CROSS THE STREAM,FENCE,GSC,GOSHEN BR,,,,22313,,ESSEX VIEW,,DR,GAITHERSBURG,MD,20882,11J7,4356,0,0,"Install american wire fence in floodplain of Goshen Branch at two locations along property line of Lot 11, Block A, Deb Hill subdivision.  Fence may be installed to banks of stream but not across the","22313 ESSEX VIEW DR
GAITHERSBURG, MD 20882
(39.223317, -77.17324)"
FLOODPLAIN DISTRICT PERMIT,356160,01/06/2017,06/13/2017,,06/13/2019,RESTORE SECTION OF SANDY BRANCH.,,,,,,,12204,,GLEN,,RD,POTOMAC,MD,20854,508175 1241600,570911,0,0,,"12204 GLEN RD
POTOMAC, MD 20854
(39.062034, -77.24911)"
FLOODPLAIN DISTRICT PERMIT,363430,05/10/2018,07/16/2018,,07/16/2020,To remove asphalt paving within the limits of 100 Year floodplain. Second we propose to construct a fence adjacent to the stream within the floodplain,CONS,MBR,,,,,15021,,DUFIEF MILL,,RD,GAITHERSBURG,MD,20878,,6050,0,0,To remove asphalt paving within the limits of 100 Yeaqr floodplain.&nbsp; Second we propose to construct a fence adjacent to the stream within the floodplain.,"15021 DUFIEF MILL RD
GAITHERSBURG, MD 20878
(39.102664, -77.224046)"
FLOODPLAIN DISTRICT PERMIT,253653,07/02/2007,07/02/2007,,07/02/2009,EXISTING BUILDING WILL BE DEMOLISHED AND THE PROPOSED BUILDING WILL BE CONSTRUCTED.EGRESS WELL TO BE RECONFIGURED.,CONS,CJC,,210NW7,GN43,,8432,,BURNING TREE,,RD,BETHESDA,MD,20817,32/D10,6328,1380,0,,"8432 BURNING TREE RD
BETHESDA, MD 20817
(38.994218, -77.141676)"
FLOODPLAIN DISTRICT PERMIT,238774,08/05/2005,09/06/2005,05/22/2006,05/22/2008,"INSTALL DRIVEWAY FOR ACCESS TO SFD INCLUDING TWIN 72"" ACCMP CULVERTS",,GSC,,231 & 232NW11,"FV123, FW121",,23001,,DAVIS MILL,,RD,GERMANTOWN,MD,20876,,"13,500","3,600",0,Lot 21/B,"23001 DAVIS MILL RD
GERMANTOWN, MD 20876
(39.233453, -77.230208)"
FLOODPLAIN DISTRICT PERMIT,208946,11/08/2000,11/09/2000,,,NEW REAR YARD CURVED MASONRY RETAINING WALL & FLAGSTONE PATIO IN THE 25FT.FPBRL,,LFB,LFB,208NW4,HN341,,301,,WEST SIDE,,DR,GAITHERSBURG,MD,20878,41C1,2178,2178,0,,"301 WEST SIDE DR
GAITHERSBURG, MD 20878
(39.12526, -77.20396)"
FLOODPLAIN DISTRICT PERMIT,273584,03/26/2012,07/05/2012,,07/05/2014,RESTORATION OF STREAM CHANNEL AND RENOVATION OF NEIGHBORHOOD PARK.,,SCR,,213NW02,JK13,,2001,,EVANS,,PKWY,SILVER SPRING,MD,20902,,54529,4665,0,,"2001 EVANS PKWY
SILVER SPRING, MD 20902
(39.027384, -77.043075)"
FLOODPLAIN DISTRICT PERMIT,215044,12/26/2001,04/30/2002,,,PLACE CRUSHED STONE FOR PROPOSED DRIVEWAY FOR THE CULLINANE RESIDENCE,,DSC,,,,,19010,,BEALLSVILLE,,RD,BEALLSVILLE,MD,20839,16A03,6059,657,0,"Cullinane residence, lot 10","19010 BEALLSVILLE RD
BEALLSVILLE, MD 20839
(39.167017, -77.417429)"
FLOODPLAIN DISTRICT PERMIT,256576,02/05/2008,02/21/2008,,02/21/2010,"REPLACE EXISTING TIMBER BRIDGE M10-08 WITH A NEW SINGLE SPAN PRE-FABRICATED FIBERGLASS BRIDGE AT ROCK CREEK REGIONAL PARK, #5100 MEADOWSIDE LA,ROCKVL.",CONS,URC,NORTH BR,221NW5,HS122,,5100,,MEADOWSIDE,,LN,ROCKVILLE,MD,20855,29J1,0,0,0,,"5100 MEADOWSIDE LN
ROCKVILLE, MD 20855
(39.112665, -77.106502)"
FLOODPLAIN DISTRICT PERMIT,233594,01/06/2005,03/07/2005,,03/07/2007,IMPROVING EXISTING PUBLIC RIGHT-OF-WAY. SIDE DITCH AND STORMDRAIN CONSTRUCTION.,,MBR,,223NW09,,,125,,CENTRAL,,AVE,GAITHERSBURG,MD,20877,,,,0,Lots 56-61/1; Parcels 688 & 719,"125 CENTRAL AVE
GAITHERSBURG, MD 20877
(39.133914, -77.181589)"
FLOODPLAIN DISTRICT PERMIT,349639,11/05/2015,12/30/2015,03/23/2017,12/30/2017,"SINGLE FAMILY DWELLING, DEMOLITION AND BUILDING.",CONS,PRD,,208NW06,GN62,,6616,,MILLWOOD,,RD,BETHESDA,MD,20817,5407-A4,1759,199,0,,"6616 MILLWOOD RD
BETHESDA, MD 20817
(38.976534, -77.119996)"
FLOODPLAIN DISTRICT PERMIT,238315,07/19/2005,10/28/2005,07/01/2009,07/01/2011,6 LOT SUBDIVISION,,PBR,,217NE01,,,900,,RANDOLPH,,RD,SILVER SPRING,MD,20904,,2178,0,0,Parcel P069,"900 RANDOLPH RD
SILVER SPRING, MD 20904
(39.066153, -77.026144)"
FLOODPLAIN DISTRICT PERMIT,357579,04/17/2017,,,,Stabilized Construction Entrance,CONS,WBR,,212NW12,EQ563,,12002,,GLEN,,RD,POTOMAC,MD,20854,,500,0,0,,"12002 GLEN RD
POTOMAC, MD 20854
(39.060844, -77.246464)"
FLOODPLAIN DISTRICT PERMIT,223985,08/29/2003,09/02/2003,,09/02/2005,CONSTRUCTION OF DRIVEWAY IN PUBLIC RIGHT OF WAY FOR ACCESS,,LRC,,,,,11618,,BROADVIEW,,RD,SILVER SPRING,MD,20902,,1000,1000,0,Lot 2/34,"11618 BROADVIEW RD
SILVER SPRING, MD 20902
(39.046903, -77.061823)"
FLOODPLAIN DISTRICT PERMIT,217561,06/21/2002,06/24/2002,,,CONSTRUCT WATERLINE ACROSS 100-YEAR FLOODPLAIN LIMIT ON LOT 26/2 IN WILLSON'S SUBDIVISION.,,NWB,UNNAMED,220NW2,JS121,,1800,,LONGMEAD,,RD,SILVER SPRING,MD,20906,30J3,4356,4356,0,lot 26/2,"1800 LONGMEAD RD
SILVER SPRING, MD 20906
(39.097103, -77.040005)"
