Registration Number,Name,Street Address,City,State,Zip,Registration Date,Registration Expiration Date,Registration Status,Location
00-SA-000440,BCC Property Co. and BBC Investment Co.,15750 Shady Grove Road,Gaithersburg,MD,20877,03/28/2018,03/28/2019,Expired,"15750 Shady Grove Road
Gaithersburg, MD 20877
(39.115192, -77.185397)"
00-SA-000181,Technical Assistance Today,11720 Scarlet Leaf Circle,Germantown,MD,20876,10/16/2001,11/07/2002,Expired,"11720 Scarlet Leaf Circle
Germantown, MD 20876
(39.202787, -77.243542)"
00-SA-000244,"Haskell's Htg., A/C & Refrig.",11857 Scaggsville Road,Fulton,MD,20759,03/27/1986,03/27/1997,Expired,"11857 Scaggsville Road
Fulton, MD 20759
(39.153627, -76.924517)"
18-SA-001050,Village Vacuums & Oriental Carpets,19334 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20886,03/02/2018,03/02/2019,Expired,"19334 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173384, -77.203726)"
07-SA-000333,A+ Computer Services,10216 New Hampshire Avenue,Silver Spring,MD,20903,09/17/2007,09/17/2008,Expired,"10216 New Hampshire Avenue
Silver Spring, MD 20903
(39.022731, -76.977931)"
05-SA-000310,"JBI Service, LLC","7836 Airpark Road, Units A & B",Gaithersburg,MD,20879,08/15/2016,08/15/2017,Expired,"7836 Airpark Road, Units A & B
Gaithersburg, MD 20879
(39.170034, -77.160396)"
00-SA-000134,Piney Branch T.V. & VCR Service,8517 Piney Branch Road,Silver Spring,MD,20901,10/11/1996,10/11/1997,Expired,"8517 Piney Branch Road
Silver Spring, MD 20901
(38.998317, -77.002695)"
16-SA-000176,"Haier US Appliance Solution, Inc. /dba GE Appliance","4000 Buechel Bank Road, Appliance Park",Louisville,Kentucky,40225,11/06/2017,11/06/2018,Expired,"4000 Buechel Bank Road, Appliance Park
Louisville, Kentucky 40225
(38.190737, -85.64918)"
00-SA-000048,General Heating Engineering Co. Inc.,"9010 Mair Rd. #106, P.O.Box 939",Savage,MD,20763,06/05/1998,06/05/1999,Expired,"9010 Mair Rd. #106, P.O.Box 939
Savage, MD 20763"
00-SA-000123,Willard's TV & Video Club,9861 Main Street,Damascus,MD,20872,08/09/1996,08/09/1997,Expired,"9861 Main Street
Damascus, MD 20872
(39.288242, -77.203504)"
00-SA-000057,Major Appliance Repairs,2836 Cairncross Terrace,Silver Spring,MD,20906,10/10/1991,10/10/1992,Expired,"2836 Cairncross Terrace
Silver Spring, MD 20906
(39.096319, -77.059388)"
00-SA-000023,"Charles A. Klein & Sons, Inc.",5220 Klees Mill Road,Sykesville,MD,21784,08/12/2016,08/12/2017,Expired,"5220 Klees Mill Road
Sykesville, MD 21784
(39.43181, -76.99225)"
08-SA-000342,"Mark M. Services, LLC",14514 Anchor Lane,Boyds,MD,20841,04/20/2017,04/20/2018,Expired,"14514 Anchor Lane
Boyds, MD 20841
(39.172117, -77.300059)"
00-SA-000003,"Human Circuit, Inc.",9346 Gaither Road,Gaithersburg,Maryland,20877,11/06/2017,11/06/2018,Expired,"9346 Gaither Road
Gaithersburg, Maryland 20877
(39.117901, -77.192875)"
00-SA-000105,J & K Air Conditioning & Heating,18775 N. Frederick Ave.,GAITHERSBURG,Maryland,20879,02/15/2018,02/15/2019,Expired,"18775 N. Frederick Ave.
GAITHERSBURG, Maryland 20879
(39.164871, -77.227285)"
08-SA-000337,"A Nova Appliance, Co.",10195 Main Street #G,Fairfax,VA,22031,01/29/2017,01/29/2018,Expired,"10195 Main Street #G
Fairfax, VA 22031
(38.844607, -77.298905)"
00-SA-000018,Bettar Appliance,10503 Wheatley St.,Kensington,MD,20895,12/04/2017,12/04/2018,Expired,"10503 Wheatley St.
Kensington, MD 20895
(39.027384, -77.070982)"
00-SA-000420,A & B Appliance Co.,10107 Maryland Street,Lanham,MD,20706,04/04/2015,04/04/2016,Expired,"10107 Maryland Street
Lanham, MD 20706
(38.966876, -76.817952)"
00-SA-000456,ARK Appliance Installation & Repairs,13414 Crispin Way,Rockville,MD,20853,07/07/1998,07/07/1999,Expired,"13414 Crispin Way
Rockville, MD 20853
(39.078202, -77.101068)"
00-SA-000168,"Kenney's Appliance Service, Inc.",14 Faith Court,Damascus,MD,20872,10/21/2013,10/21/2014,Expired,"14 Faith Court
Damascus, MD 20872
(39.299941, -77.196443)"
00-SA-000018,Bettar Appliance,10503 Wheatley Street,Kensington,MD,20895,12/04/2017,12/04/2018,Expired,"10503 Wheatley Street
Kensington, MD 20895
(39.027384, -77.070982)"
05-SA-000304,"Bayside Holding Company, Inc.",12268 Rockville Pike,Rockville,MD,20852,07/07/2009,07/07/2010,Expired,"12268 Rockville Pike
Rockville, MD 20852
(39.057805, -77.120624)"
00-SA-000076,H & F Refrigeration,4432 Brookside Drive,Alexandria,VA,22312,08/29/2007,08/29/2008,Expired,"4432 Brookside Drive
Alexandria, VA 22312
(38.826803, -77.151152)"
12-SA-000152,"Climate Squad, LLC",314 Valley Brook Drive,Silver Spring,MD,20904,09/18/2012,09/18/2013,Expired,"314 Valley Brook Drive
Silver Spring, MD 20904
(39.057946, -77.002034)"
00-SA-000142,"Connecticut Ave.,Appliance Repair",11160 Viers Mill Rd.Ste. 146-L15,Wheaton,MD,20902,06/13/1999,06/13/2000,Expired,"11160 Viers Mill Rd.Ste. 146-L15
Wheaton, MD 20902"
02-SA-000267,Ace Central Vacuum,24029 Preakness Drive,Damascus,MD,20872,02/06/2017,02/06/2018,Expired,"24029 Preakness Drive
Damascus, MD 20872
(39.251907, -77.224992)"
00-SA-000472,Consumer Appliance Service Co.,14805 Southlawn Lane,Rockville,MD,20850,04/21/2000,04/21/2001,Expired,"14805 Southlawn Lane
Rockville, MD 20850
(39.098543, -77.136249)"
00-SA-000435,P.C.S. Professional Computers Services,"909 Silver Spring Avenue,  #201",Silver Spring,MD,20910,12/12/1998,12/12/1999,Expired,"909 Silver Spring Avenue, #201
Silver Spring, MD 20910
(38.991676, -77.024854)"
00-SA-000223,"Kane Heating & Air Conditioning, Inc.",305 NATICK CT,SILVER SPRING,Maryland,20905-5875,08/07/2017,08/07/2018,Expired,"305 NATICK CT
SILVER SPRING, Maryland 20905-5875
(39.094139, -77.01268)"
06-SA-000323,"Diamond Vacuum, LLC",12619-D Wisteria Drive,Germantown,MD,20874,05/18/2008,05/18/2009,Expired,"12619-D Wisteria Drive
Germantown, MD 20874
(39.171006, -77.262726)"
08-SA-000339,Gigs Kaad,"817 Silver Spring Avenue, #104",Silver Spring,MD,20910,08/11/2017,08/11/2018,Expired,"817 Silver Spring Avenue, #104
Silver Spring, MD 20910
(38.991722, -77.023449)"
00-SA-000034,"Shamrock Service Co., Inc.",3932-A Ten Oaks Road,Dayton,MD,21036,05/15/2009,05/15/2010,Expired,"3932-A Ten Oaks Road
Dayton, MD 21036
(39.263077, -76.985839)"
15-SA-000166,"DMV Appliance Repair Service, LLC","4949 Manitoba Drive, #508",Alexandria,VA,22312,06/22/2015,06/22/2016,Expired,"4949 Manitoba Drive, #508
Alexandria, VA 22312
(38.814943, -77.146529)"
00-SA-000010,"Jolles Bros., Inc.",6728-B Industrial Drive,Beltsville,MD,20705,08/09/2004,08/09/2005,Expired,"6728-B Industrial Drive
Beltsville, MD 20705
(39.051545, -76.89011)"
02-SA-000277,A.R.C. Appliance Repair Company,17109 Amity Drive,Rockville,MD,20855,10/21/2012,10/21/2013,Expired,"17109 Amity Drive
Rockville, MD 20855
(39.136966, -77.165255)"
00-SA-000046,Anytime Appliance Service,3141-4 University Blvd. West,Kensington,MD,20895,,12/03/2018,Expired,"3141-4 University Blvd. West
Kensington, MD 20895
(39.035623, -77.065604)"
00-SA-000027,"Adrian L. Merton, Inc.",9011 East Hampton Drive,Capitol Heights,MD,20743,10/08/2016,10/08/2017,Expired,"9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
04-SA-000299,"AvantGarde Multimedia Systems, LLC",10460 Democracy Blvd.,Potomac,MD,20854,11/19/2004,11/19/2005,Expired,"10460 Democracy Blvd.
Potomac, MD 20854
(39.026172, -77.201589)"
00-SA-000063,R. C. Enterprises,17609 Linsdtrom Court,Gaithersburg,MD,20877,01/07/1996,01/07/1997,Expired,"17609 Linsdtrom Court
Gaithersburg, MD 20877
(39.14553, -77.161117)"
04-SA-000293,"Rayco Sound Industries, Inc.",24337 Hilton Place,Gaithersburg,MD,20882,05/24/2017,05/24/2018,Expired,"24337 Hilton Place
Gaithersburg, MD 20882
(39.258555, -77.163422)"
03-SA-000285,Murrell's Electronic Services,11609 Nebel Street,Rockville,MD,20852,09/10/2006,09/30/2006,Expired,"11609 Nebel Street
Rockville, MD 20852
(39.047394, -77.105278)"
02-SA-000274,My Service Provider - M.S.P.,9461 Winthrop Court,Frederick,MD,21704,07/26/2003,07/26/2004,Expired,"9461 Winthrop Court
Frederick, MD 21704
(39.331212, -77.338418)"
00-SA-000020,"Bettar, Inc.",21920 New Hampshire Avenue,Brookeville,MD,20833,11/07/2016,11/07/2017,Expired,"21920 New Hampshire Avenue
Brookeville, MD 20833
(39.216149, -77.052287)"
00-SA-000231,Anchor Electric Repair,12904 Grenoble Drive,Rockville,MD,20853,11/10/1990,11/10/1991,Expired,"12904 Grenoble Drive
Rockville, MD 20853
(39.06789, -77.085927)"
16-SA-000171,"American International Export, Inc.",8951 Brookville Road,Silver Spring,MD,20910,05/17/2017,05/17/2018,Expired,"8951 Brookville Road
Silver Spring, MD 20910
(39.003313, -77.052306)"
00-SA-000023,"Charles A. Klein & Sons, Inc.",5220 Klees Mill rd,Sykesville,MD,21784,12/18/2017,12/18/2018,Expired,"5220 Klees Mill rd
Sykesville, MD 21784
(39.43181, -76.99225)"
00-SA-000018,"Bettar, Inc.",10503 WHEATLEY ST,KENSINGTON,MD,20895,11/07/2016,11/07/2017,Expired,"10503 WHEATLEY ST
KENSINGTON, MD 20895
(39.027384, -77.070982)"
01-SA-000266,"Quality Kitchens & Appliances, Inc.",18905 Bonanza Way,Gaithersburg,MD,20879,12/06/2016,12/06/2017,Expired,"18905 Bonanza Way
Gaithersburg, MD 20879
(39.166429, -77.170843)"
00-SA-000416,Dillon Small Appliance Repair,19130 Capehart Drive,Gaithersburg,MD,20879,10/06/2004,10/06/2005,Expired,"19130 Capehart Drive
Gaithersburg, MD 20879
(39.170814, -77.21628)"
15-SA-000164,Solo Appliance Repair,"1806 Fox Street, #104",Adelphi,MD,20783,03/11/2015,03/11/2016,Expired,"1806 Fox Street, #104
Adelphi, MD 20783
(39.008161, -76.979521)"
00-SA-000250,"Speedy Appliance & Kitchen, LLC",18822 Woodfield Road,Gaithersburg,MD,20879,08/25/2016,08/25/2017,Expired,"18822 Woodfield Road
Gaithersburg, MD 20879
(39.164603, -77.156997)"
17-SA-001026,Agape Appliance Repair Services,12602 horseshoe bend circle,Clarksburg,MD,20871,01/05/2018,01/05/2019,Expired,"12602 horseshoe bend circle
Clarksburg, MD 20871
(39.229386, -77.258668)"
00-SA-000079,Seneca Heating & Air Cond. Inc.,P. O. Box 4092,Gaithersburg,MD,20878,01/13/1989,01/13/1989,Expired,"P. O. Box 4092
Gaithersburg, MD 20878"
05-SA-000312,"Prototypes, Inc.",4213 Howard Avenue,Kensington,MD,20895,09/08/2012,09/08/2013,Expired,"4213 Howard Avenue
Kensington, MD 20895
(39.030843, -77.082704)"
