Location_No,Report_Date,Indicator_Name,Indicator_Value
63,09/01/2019,Cash Assistance Application Timeliness,0.9943
64,09/01/2019,Cash Assistance Application Timeliness,0.8968
66,09/01/2019,Cash Assistance Application Timeliness,0.8166
67,09/01/2019,Cash Assistance Application Timeliness,0.9442
70,09/01/2019,Cash Assistance Application Timeliness,0.9796
79,09/01/2019,Cash Assistance Application Timeliness,0.8964
99,09/01/2019,Cash Assistance Application Timeliness,0.9643
13,09/01/2019,SNAP Application Timeliness,0.5533
18,09/01/2019,SNAP Application Timeliness,0.9662
23,09/01/2019,SNAP Application Timeliness,0.9951
35,09/01/2019,SNAP Application Timeliness,0.9863
38,09/01/2019,SNAP Application Timeliness,0.985
40,09/01/2019,SNAP Application Timeliness,0.9162
44,09/01/2019,SNAP Application Timeliness,0.9864
45,09/01/2019,SNAP Application Timeliness,0.8987
46,09/01/2019,SNAP Application Timeliness,0.9816
47,09/01/2019,SNAP Application Timeliness,1
53,09/01/2019,SNAP Application Timeliness,0.8667
54,09/01/2019,SNAP Application Timeliness,0.9944
63,09/01/2019,SNAP Application Timeliness,1
64,09/01/2019,SNAP Application Timeliness,0.8097
66,09/01/2019,SNAP Application Timeliness,0.7706
67,09/01/2019,SNAP Application Timeliness,0.8767
70,09/01/2019,SNAP Application Timeliness,0.9871
79,09/01/2019,SNAP Application Timeliness,0.8978
99,09/01/2019,SNAP Application Timeliness,0.961
13,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9869
18,09/01/2019,Same Day SNAP Issuance (weekly Avg),1
23,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.93
35,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9806
38,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.948
40,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9593
44,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9918
45,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.8992
46,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.969
47,09/01/2019,Same Day SNAP Issuance (weekly Avg),1
53,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9833
54,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9923
63,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9945
64,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.987
66,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.986
67,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.8565
70,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9847
79,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9783
99,09/01/2019,Same Day SNAP Issuance (weekly Avg),0.9689
13,09/01/2019,SNAP Separate Determination Rate,1
18,09/01/2019,SNAP Separate Determination Rate,1
23,09/01/2019,SNAP Separate Determination Rate,1
35,09/01/2019,SNAP Separate Determination Rate,1
38,09/01/2019,SNAP Separate Determination Rate,1
40,09/01/2019,SNAP Separate Determination Rate,1
44,09/01/2019,SNAP Separate Determination Rate,1
45,09/01/2019,SNAP Separate Determination Rate,1
46,09/01/2019,SNAP Separate Determination Rate,1
47,09/01/2019,SNAP Separate Determination Rate,1
53,09/01/2019,SNAP Separate Determination Rate,1
54,09/01/2019,SNAP Separate Determination Rate,1
63,09/01/2019,SNAP Separate Determination Rate,1
64,09/01/2019,SNAP Separate Determination Rate,1
66,09/01/2019,SNAP Separate Determination Rate,1
67,09/01/2019,SNAP Separate Determination Rate,1
70,09/01/2019,SNAP Separate Determination Rate,1
79,09/01/2019,SNAP Separate Determination Rate,1
99,09/01/2019,SNAP Separate Determination Rate,1
13,09/01/2019,Missing or Outdated Employment Plan,0.9899
18,09/01/2019,Missing or Outdated Employment Plan,0.9948
23,09/01/2019,Missing or Outdated Employment Plan,0.9852
35,09/01/2019,Missing or Outdated Employment Plan,0.9926
38,09/01/2019,Missing or Outdated Employment Plan,0.9888
40,09/01/2019,Missing or Outdated Employment Plan,0.9359
44,09/01/2019,Missing or Outdated Employment Plan,0.9794
45,09/01/2019,Missing or Outdated Employment Plan,0.951
46,09/01/2019,Missing or Outdated Employment Plan,0.9777
47,09/01/2019,Missing or Outdated Employment Plan,0.9375
53,09/01/2019,Missing or Outdated Employment Plan,0.9931
54,09/01/2019,Missing or Outdated Employment Plan,0.9884
63,09/01/2019,Missing or Outdated Employment Plan,0.9944
64,09/01/2019,Missing or Outdated Employment Plan,0.9949
66,09/01/2019,Missing or Outdated Employment Plan,0.9709
67,09/01/2019,Missing or Outdated Employment Plan,0.9574
70,09/01/2019,Missing or Outdated Employment Plan,0.9932
79,09/01/2019,Missing or Outdated Employment Plan,0.9657
99,09/01/2019,Missing or Outdated Employment Plan,0.9896
13,09/01/2019,Rate of Child Care in Child Care System,1
18,09/01/2019,Rate of Child Care in Child Care System,0.9286
23,09/01/2019,Rate of Child Care in Child Care System,1
35,09/01/2019,Rate of Child Care in Child Care System,0.9048
38,09/01/2019,Rate of Child Care in Child Care System,0.96
40,09/01/2019,Rate of Child Care in Child Care System,0.9333
44,09/01/2019,Rate of Child Care in Child Care System,0.75
45,09/01/2019,Rate of Child Care in Child Care System,0.8824
46,09/01/2019,Rate of Child Care in Child Care System,0.9167
47,09/01/2019,Rate of Child Care in Child Care System,0.5
53,09/01/2019,Rate of Child Care in Child Care System,0.9474
54,09/01/2019,Rate of Child Care in Child Care System,0.9189
63,09/01/2019,Rate of Child Care in Child Care System,0.9231
64,09/01/2019,Rate of Child Care in Child Care System,0.9231
66,09/01/2019,Rate of Child Care in Child Care System,0.8
67,09/01/2019,Rate of Child Care in Child Care System,0.9231
70,09/01/2019,Rate of Child Care in Child Care System,0.9565
79,09/01/2019,Rate of Child Care in Child Care System,1
99,09/01/2019,Rate of Child Care in Child Care System,1
13,09/01/2019,Eligible & Referred to Appropriate Activities,0.9712
18,09/01/2019,Eligible & Referred to Appropriate Activities,1
23,09/01/2019,Eligible & Referred to Appropriate Activities,0.9435
35,09/01/2019,Eligible & Referred to Appropriate Activities,0.9717
38,09/01/2019,Eligible & Referred to Appropriate Activities,0.9503
40,09/01/2019,Eligible & Referred to Appropriate Activities,0.9764
44,09/01/2019,Eligible & Referred to Appropriate Activities,0.9675
45,09/01/2019,Eligible & Referred to Appropriate Activities,0.8994
46,09/01/2019,Eligible & Referred to Appropriate Activities,0.9631
47,09/01/2019,Eligible & Referred to Appropriate Activities,1
53,09/01/2019,Eligible & Referred to Appropriate Activities,0.9444
54,09/01/2019,Eligible & Referred to Appropriate Activities,0.9828
63,09/01/2019,Eligible & Referred to Appropriate Activities,1
64,09/01/2019,SSN Validation,1
64,09/01/2019,Eligible & Referred to Appropriate Activities,0.9476
66,09/01/2019,Eligible & Referred to Appropriate Activities,0.9097
67,09/01/2019,Eligible & Referred to Appropriate Activities,0.9098
70,09/01/2019,Eligible & Referred to Appropriate Activities,1
79,09/01/2019,Eligible & Referred to Appropriate Activities,0.9388
99,09/01/2019,Eligible & Referred to Appropriate Activities,1
13,09/01/2019,Re-Engaged after Good Cause,0.9886
18,09/01/2019,Re-Engaged after Good Cause,1
23,09/01/2019,Re-Engaged after Good Cause,0.9231
35,09/01/2019,Re-Engaged after Good Cause,0.94
38,09/01/2019,Re-Engaged after Good Cause,0.99
40,09/01/2019,Re-Engaged after Good Cause,0.9909
44,09/01/2019,Re-Engaged after Good Cause,0.9888
45,09/01/2019,Re-Engaged after Good Cause,0.987
46,09/01/2019,Re-Engaged after Good Cause,0.9659
47,09/01/2019,Re-Engaged after Good Cause,1
53,09/01/2019,Re-Engaged after Good Cause,0.9811
54,09/01/2019,Re-Engaged after Good Cause,0.9592
63,09/01/2019,Re-Engaged after Good Cause,1
64,09/01/2019,Re-Engaged after Good Cause,0.9675
66,09/01/2019,Re-Engaged after Good Cause,0.9928
67,09/01/2019,Re-Engaged after Good Cause,0.9425
70,09/01/2019,Re-Engaged after Good Cause,1
79,09/01/2019,Re-Engaged after Good Cause,0.9474
99,09/01/2019,Re-Engaged after Good Cause,0.9242
13,09/01/2019,Reported Placements,116
18,09/01/2019,Reported Placements,93
23,09/01/2019,Reported Placements,102
35,09/01/2019,Reported Placements,95
38,09/01/2019,Reported Placements,165
40,09/01/2019,Reported Placements,151
44,09/01/2019,Reported Placements,168
45,09/01/2019,Reported Placements,117
46,09/01/2019,Reported Placements,220
47,09/01/2019,Reported Placements,6
53,09/01/2019,Reported Placements,95
54,09/01/2019,Reported Placements,217
63,09/01/2019,Reported Placements,104
64,09/01/2019,Reported Placements,142
66,09/01/2019,Reported Placements,166
67,09/01/2019,Reported Placements,156
70,09/01/2019,Reported Placements,80
79,09/01/2019,Reported Placements,48
99,09/01/2019,Reported Placements,69
13,09/01/2019,Cases Budgeted Timely (35 days),0.9508
18,09/01/2019,Cases Budgeted Timely (35 days),0.8387
23,09/01/2019,Cases Budgeted Timely (35 days),0.9394
35,09/01/2019,Cases Budgeted Timely (35 days),1
38,09/01/2019,Cases Budgeted Timely (35 days),0.9262
40,09/01/2019,Cases Budgeted Timely (35 days),0.9455
44,09/01/2019,Cases Budgeted Timely (35 days),0.9639
45,09/01/2019,Cases Budgeted Timely (35 days),0.6324
46,09/01/2019,Cases Budgeted Timely (35 days),0.9931
47,09/01/2019,Cases Budgeted Timely (35 days),1
53,09/01/2019,Cases Budgeted Timely (35 days),0.8776
54,09/01/2019,Cases Budgeted Timely (35 days),0.9727
63,09/01/2019,Cases Budgeted Timely (35 days),1
64,09/01/2019,Cases Budgeted Timely (35 days),0.8824
66,09/01/2019,Cases Budgeted Timely (35 days),0.9016
67,09/01/2019,Cases Budgeted Timely (35 days),0.8269
70,09/01/2019,Cases Budgeted Timely (35 days),0.7857
79,09/01/2019,Cases Budgeted Timely (35 days),0.7037
99,09/01/2019,Cases Budgeted Timely (35 days),0.9474
13,09/01/2019,Employed Cases with Current Documentation,0.9524
18,09/01/2019,Employed Cases with Current Documentation,0.973
23,09/01/2019,Employed Cases with Current Documentation,0.7949
35,09/01/2019,Employed Cases with Current Documentation,0.9111
38,09/01/2019,Employed Cases with Current Documentation,0.8455
40,09/01/2019,Employed Cases with Current Documentation,0.99
44,09/01/2019,Employed Cases with Current Documentation,0.9691
45,09/01/2019,Employed Cases with Current Documentation,0.9403
46,09/01/2019,Employed Cases with Current Documentation,0.9097
47,09/01/2019,Employed Cases with Current Documentation,0.8
53,09/01/2019,Employed Cases with Current Documentation,1
54,09/01/2019,Employed Cases with Current Documentation,0.8839
63,09/01/2019,Employed Cases with Current Documentation,1
64,09/01/2019,Employed Cases with Current Documentation,0.8472
66,09/01/2019,Employed Cases with Current Documentation,0.8452
67,09/01/2019,Employed Cases with Current Documentation,0.7101
70,09/01/2019,Employed Cases with Current Documentation,0.9524
79,09/01/2019,Employed Cases with Current Documentation,0.9355
99,09/01/2019,Employed Cases with Current Documentation,1
13,09/01/2019,% Placements w/FIA3As (Employment Form),0.9192
18,09/01/2019,% Placements w/FIA3As (Employment Form),0.9385
23,09/01/2019,% Placements w/FIA3As (Employment Form),1
35,09/01/2019,% Placements w/FIA3As (Employment Form),0.9467
38,09/01/2019,% Placements w/FIA3As (Employment Form),0.9077
40,09/01/2019,% Placements w/FIA3As (Employment Form),0.9444
44,09/01/2019,% Placements w/FIA3As (Employment Form),0.9485
45,09/01/2019,% Placements w/FIA3As (Employment Form),0.9333
46,09/01/2019,% Placements w/FIA3As (Employment Form),0.9219
47,09/01/2019,% Placements w/FIA3As (Employment Form),1
53,09/01/2019,% Placements w/FIA3As (Employment Form),0.9167
54,09/01/2019,% Placements w/FIA3As (Employment Form),0.9598
63,09/01/2019,% Placements w/FIA3As (Employment Form),0.9474
64,09/01/2019,% Placements w/FIA3As (Employment Form),0.94
66,09/01/2019,% Placements w/FIA3As (Employment Form),0.9167
67,09/01/2019,% Placements w/FIA3As (Employment Form),0.899
70,09/01/2019,% Placements w/FIA3As (Employment Form),0.9221
79,09/01/2019,% Placements w/FIA3As (Employment Form),0.8649
99,09/01/2019,% Placements w/FIA3As (Employment Form),0.9111
13,09/01/2019,Training Attendance Rate,0.9552
18,09/01/2019,Training Attendance Rate,1
23,09/01/2019,Training Attendance Rate,1
35,09/01/2019,Training Attendance Rate,1
38,09/01/2019,Training Attendance Rate,0.988
40,09/01/2019,Training Attendance Rate,0.9655
44,09/01/2019,Training Attendance Rate,0.8537
45,09/01/2019,Training Attendance Rate,0.85
46,09/01/2019,Training Attendance Rate,0.8462
47,09/01/2019,Training Attendance Rate,1
53,09/01/2019,Training Attendance Rate,0.9655
54,09/01/2019,Training Attendance Rate,1
63,09/01/2019,Training Attendance Rate,1
64,09/01/2019,Training Attendance Rate,0.9692
66,09/01/2019,Training Attendance Rate,0.9806
67,09/01/2019,Training Attendance Rate,0.9111
70,09/01/2019,Training Attendance Rate,1
79,09/01/2019,Training Attendance Rate,0.9556
99,09/01/2019,Training Attendance Rate,1
13,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
18,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.122
23,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
35,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
38,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
40,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
44,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
45,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.2479
46,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
47,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
53,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1724
54,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
63,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
64,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
66,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0581
67,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
70,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
79,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
99,09/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
13,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
18,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0835
23,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
35,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
38,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
40,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
44,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
45,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.2479
46,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
47,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
53,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0854
54,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
63,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
64,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
66,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
67,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
70,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
79,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
99,09/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
13,09/01/2019,SNAP (EQAS) Case Error Rate,0
18,09/01/2019,SNAP (EQAS) Case Error Rate,0.25
23,09/01/2019,SNAP (EQAS) Case Error Rate,0
35,09/01/2019,SNAP (EQAS) Case Error Rate,0
38,09/01/2019,SNAP (EQAS) Case Error Rate,0
40,09/01/2019,SNAP (EQAS) Case Error Rate,0
44,09/01/2019,SNAP (EQAS) Case Error Rate,0
45,09/01/2019,SNAP (EQAS) Case Error Rate,0.5
46,09/01/2019,SNAP (EQAS) Case Error Rate,0
47,09/01/2019,SNAP (EQAS) Case Error Rate,0
53,09/01/2019,SNAP (EQAS) Case Error Rate,0.3636
54,09/01/2019,SNAP (EQAS) Case Error Rate,0
63,09/01/2019,SNAP (EQAS) Case Error Rate,0
64,09/01/2019,SNAP (EQAS) Case Error Rate,0
66,09/01/2019,SNAP (EQAS) Case Error Rate,0.1429
67,09/01/2019,SNAP (EQAS) Case Error Rate,0
70,09/01/2019,SNAP (EQAS) Case Error Rate,0
79,09/01/2019,SNAP (EQAS) Case Error Rate,0
99,09/01/2019,SNAP (EQAS) Case Error Rate,0
13,09/01/2019,Overdue Face-To-Face Recertifications,0
18,09/01/2019,Overdue Face-To-Face Recertifications,0
23,09/01/2019,Overdue Face-To-Face Recertifications,1
35,09/01/2019,Overdue Face-To-Face Recertifications,1
38,09/01/2019,Overdue Face-To-Face Recertifications,6
40,09/01/2019,Overdue Face-To-Face Recertifications,1
44,09/01/2019,Overdue Face-To-Face Recertifications,1
45,09/01/2019,Overdue Face-To-Face Recertifications,2
46,09/01/2019,Overdue Face-To-Face Recertifications,0
47,09/01/2019,Overdue Face-To-Face Recertifications,0
53,09/01/2019,Overdue Face-To-Face Recertifications,0
54,09/01/2019,Overdue Face-To-Face Recertifications,0
63,09/01/2019,Overdue Face-To-Face Recertifications,0
64,09/01/2019,Overdue Face-To-Face Recertifications,0
66,09/01/2019,Overdue Face-To-Face Recertifications,4
67,09/01/2019,Overdue Face-To-Face Recertifications,3
70,09/01/2019,Overdue Face-To-Face Recertifications,0
79,09/01/2019,Overdue Face-To-Face Recertifications,0
99,09/01/2019,Overdue Face-To-Face Recertifications,0
13,09/01/2019,SSN Validation,0.9672
18,09/01/2019,SSN Validation,1
23,09/01/2019,SSN Validation,1
35,09/01/2019,SSN Validation,0.9286
38,09/01/2019,SSN Validation,1
40,09/01/2019,SSN Validation,0.9677
44,09/01/2019,SSN Validation,0.913
45,09/01/2019,SSN Validation,0.9643
46,09/01/2019,SSN Validation,0.9375
47,09/01/2019,SSN Validation,0.9
53,09/01/2019,SSN Validation,0.9643
54,09/01/2019,SSN Validation,0.9853
63,09/01/2019,SSN Validation,1
66,09/01/2019,SSN Validation,0.9787
67,09/01/2019,SSN Validation,0.9783
70,09/01/2019,SSN Validation,0.9412
79,09/01/2019,SSN Validation,1
99,09/01/2019,SSN Validation,1
13,09/01/2019,% SI over 45 Days,0.2051
18,09/01/2019,% SI over 45 Days,0
23,09/01/2019,% SI over 45 Days,0
35,09/01/2019,% SI over 45 Days,0.07
38,09/01/2019,% SI over 45 Days,0.03
40,09/01/2019,% SI over 45 Days,0.2254
44,09/01/2019,% SI over 45 Days,0.0118
45,09/01/2019,% SI over 45 Days,0.3289
46,09/01/2019,% SI over 45 Days,0.027
47,09/01/2019,% SI over 45 Days,0
53,09/01/2019,% SI over 45 Days,0.0469
54,09/01/2019,% SI over 45 Days,0
63,09/01/2019,% SI over 45 Days,0
64,09/01/2019,% SI over 45 Days,0.1776
66,09/01/2019,% SI over 45 Days,0.0692
67,09/01/2019,% SI over 45 Days,0.125
70,09/01/2019,% SI over 45 Days,0
79,09/01/2019,% SI over 45 Days,0.1111
99,09/01/2019,% SI over 45 Days,0
13,09/01/2019,Benefits Issued on Closed Cases,25
18,09/01/2019,Benefits Issued on Closed Cases,0
23,09/01/2019,Benefits Issued on Closed Cases,21
35,09/01/2019,Benefits Issued on Closed Cases,11
38,09/01/2019,Benefits Issued on Closed Cases,131
40,09/01/2019,Benefits Issued on Closed Cases,169
44,09/01/2019,Benefits Issued on Closed Cases,69
45,09/01/2019,Benefits Issued on Closed Cases,138
46,09/01/2019,Benefits Issued on Closed Cases,275
47,09/01/2019,Benefits Issued on Closed Cases,1
53,09/01/2019,Benefits Issued on Closed Cases,115
54,09/01/2019,Benefits Issued on Closed Cases,127
63,09/01/2019,Benefits Issued on Closed Cases,5
64,09/01/2019,Benefits Issued on Closed Cases,7
66,09/01/2019,Benefits Issued on Closed Cases,153
67,09/01/2019,Benefits Issued on Closed Cases,76
70,09/01/2019,Benefits Issued on Closed Cases,5
79,09/01/2019,Benefits Issued on Closed Cases,86
99,09/01/2019,Benefits Issued on Closed Cases,88
13,09/01/2019,RMS State Audit Hit Rate,0.51
18,09/01/2019,RMS State Audit Hit Rate,0.75
23,09/01/2019,RMS State Audit Hit Rate,0.74
35,09/01/2019,RMS State Audit Hit Rate,0.67
38,09/01/2019,RMS State Audit Hit Rate,0.75
40,09/01/2019,RMS State Audit Hit Rate,0.77
44,09/01/2019,RMS State Audit Hit Rate,0.79
45,09/01/2019,RMS State Audit Hit Rate,0.4
46,09/01/2019,RMS State Audit Hit Rate,0.71
47,09/01/2019,RMS State Audit Hit Rate,0.75
53,09/01/2019,RMS State Audit Hit Rate,0.82
54,09/01/2019,RMS State Audit Hit Rate,0.72
63,09/01/2019,RMS State Audit Hit Rate,0.62
64,09/01/2019,RMS State Audit Hit Rate,0.69
66,09/01/2019,RMS State Audit Hit Rate,0.69
