State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
United States,2017,Male,75+,Non-Hispanic White,271,6945380,3.9019,0.23702,3.4373,4.3664,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,All Ages,Non-Hispanic White,7913,96455534,8.2038,0.09222,8.023,8.3845,7.988,0.08994,7.8117,8.1642,8–9.6,6.0382,6.057,"per 100,000 population"
United States,2000,Male,All Ages,Non-Hispanic White,8491,96550749,8.7943,0.09544,8.6073,8.9814,8.5998,0.09354,8.4165,8.7832,8–9.6,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,All Ages,Non-Hispanic White,9504,96890274,9.809,0.10062,9.6118,10.0062,9.5837,0.09858,9.3905,9.777,8–9.6,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,All Ages,Non-Hispanic White,11463,97059625,11.8103,0.11031,11.5941,12.0265,11.6153,0.10889,11.4019,11.8287,11.6–14.7,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,All Ages,Non-Hispanic White,12684,97159794,13.0548,0.11592,12.8276,13.282,12.8828,0.11494,12.6575,13.1081,11.6–14.7,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,All Ages,Non-Hispanic White,13508,97399003,13.8687,0.11933,13.6348,14.1026,13.7145,0.11877,13.4817,13.9473,11.6–14.7,9.366,9.3831,"per 100,000 population"
United States,2005,Male,All Ages,Non-Hispanic White,14496,97576500,14.856,0.12339,14.6142,15.0979,14.7107,0.12327,14.4691,14.9523,11.6–14.7,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,All Ages,Non-Hispanic White,16917,97789900,17.2993,0.133,17.0386,17.56,17.1721,0.13342,16.9106,17.4336,17.2–18.3,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,All Ages,Non-Hispanic White,17738,97972271,18.1051,0.13594,17.8387,18.3716,17.9912,0.13677,17.7232,18.2593,17.2–18.3,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,All Ages,Non-Hispanic White,18079,98157123,18.4184,0.13698,18.1499,18.6869,18.2708,0.13787,18.0006,18.541,17.2–18.3,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,All Ages,Non-Hispanic White,18165,98293067,18.4804,0.13712,18.2117,18.7492,18.335,0.13843,18.0636,18.6063,17.2–18.3,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,All Ages,Non-Hispanic White,18765,98386442,19.0727,0.13923,18.7999,19.3456,18.9534,0.14114,18.6768,19.23,19–21.4,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,All Ages,Non-Hispanic White,20227,98579832,20.5184,0.14427,20.2356,20.8012,20.4836,0.14714,20.1952,20.772,19–21.4,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,All Ages,Non-Hispanic White,20135,98773105,20.3851,0.14366,20.1035,20.6667,20.4213,0.14727,20.1327,20.71,19–21.4,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,All Ages,Non-Hispanic White,21218,98936925,21.446,0.14723,21.1574,21.7346,21.4488,0.15098,21.1529,21.7448,19–21.4,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,All Ages,Non-Hispanic White,22808,99042219,23.0286,0.15248,22.7297,23.3274,23.2079,0.15766,22.8989,23.517,23.2–35.8,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,All Ages,Non-Hispanic White,25602,99182385,25.8131,0.16133,25.4969,26.1292,26.2455,0.16849,25.9152,26.5757,23.2–35.8,16.304,16.2923,"per 100,000 population"
United States,2016,Male,All Ages,Non-Hispanic White,31604,99244006,31.8447,0.17913,31.4937,32.1958,32.7269,0.18921,32.3561,33.0978,23.2–35.8,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,All Ages,Non-Hispanic White,34477,99231457,34.744,0.18712,34.3773,35.1108,35.8408,0.19848,35.4518,36.2299,23.2–35.8,21.5637,21.7048,"per 100,000 population"
Utah,1999,Both Sexes,All Ages,All Races-All Origins,205,2203483,9.3035,0.64978,8.0299,10.577,10.5982,0.75201,9.1243,12.0722,10.5–12.8,6.0382,6.057,"per 100,000 population"
Utah,2000,Both Sexes,All Ages,All Races-All Origins,210,2233169,9.4037,0.64892,8.1318,10.6756,10.3744,0.72783,8.9478,11.8009,7.2–10.5,6.1882,6.1749,"per 100,000 population"
Utah,2001,Both Sexes,All Ages,All Races-All Origins,209,2283715,9.1518,0.63304,7.911,10.3925,10.4458,0.73262,9.0099,11.8818,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Utah,2002,Both Sexes,All Ages,All Races-All Origins,288,2324815,12.3881,0.72997,10.9573,13.8188,14.0211,0.83849,12.3776,15.6645,12.8–16.7,8.1766,8.1957,"per 100,000 population"
Utah,2003,Both Sexes,All Ages,All Races-All Origins,353,2360137,14.9568,0.79607,13.3965,16.5171,16.1322,0.8768,14.4137,17.8507,12.8–16.7,8.8881,8.8765,"per 100,000 population"
Utah,2004,Both Sexes,All Ages,All Races-All Origins,358,2401580,14.9069,0.78785,13.3627,16.451,16.3187,0.87952,14.5949,18.0426,12.8–16.7,9.366,9.3831,"per 100,000 population"
Utah,2005,Both Sexes,All Ages,All Races-All Origins,438,2457719,17.8214,0.85154,16.1524,19.4904,19.3259,0.94164,17.4803,21.1715,16.7–57.8,10.0884,10.0699,"per 100,000 population"
Utah,2006,Both Sexes,All Ages,All Races-All Origins,444,2525507,17.5806,0.83434,15.9453,19.2159,19.1011,0.92378,17.2905,20.9117,16.7–57.8,11.5373,11.4883,"per 100,000 population"
Utah,2007,Both Sexes,All Ages,All Races-All Origins,511,2597746,19.6709,0.87019,17.9653,21.3765,21.2997,0.9614,19.4154,23.184,16.7–57.8,11.9543,11.8775,"per 100,000 population"
Utah,2008,Both Sexes,All Ages,All Races-All Origins,468,2663029,17.574,0.81236,15.9818,19.1662,18.9659,0.89386,17.2139,20.7179,16.7–57.8,11.9864,11.8947,"per 100,000 population"
Utah,2009,Both Sexes,All Ages,All Races-All Origins,478,2723421,17.5515,0.80278,15.978,19.1249,19.1305,0.89295,17.3803,20.8807,16.7–57.8,12.0624,11.9388,"per 100,000 population"
Utah,2010,Both Sexes,All Ages,All Races-All Origins,433,2763885,15.6664,0.75288,14.1907,17.142,16.8971,0.8279,15.2744,18.5198,16.7–57.8,12.4144,12.2966,"per 100,000 population"
Utah,2011,Both Sexes,All Ages,All Races-All Origins,504,2817222,17.89,0.79688,16.3281,19.4519,19.4712,0.88335,17.7399,21.2026,16.7–57.8,13.2674,13.1852,"per 100,000 population"
Utah,2012,Both Sexes,All Ages,All Races-All Origins,601,2855287,21.0487,0.85859,19.3658,22.7315,23.131,0.9584,21.2525,25.0094,16.7–57.8,13.2208,13.1422,"per 100,000 population"
Utah,2013,Both Sexes,All Ages,All Races-All Origins,594,2900872,20.4766,0.84017,18.8299,22.1233,22.064,0.91938,20.262,23.866,16.7–57.8,13.9127,13.8005,"per 100,000 population"
Utah,2014,Both Sexes,All Ages,All Races-All Origins,603,2942902,20.49,0.83442,18.8545,22.1254,22.4296,0.92617,20.6143,24.2449,16.7–57.8,14.7574,14.6831,"per 100,000 population"
Utah,2015,Both Sexes,All Ages,All Races-All Origins,646,2995919,21.5627,0.84837,19.8999,23.2255,23.3773,0.93214,21.5503,25.2043,16.7–57.8,16.304,16.2923,"per 100,000 population"
Utah,2016,Both Sexes,All Ages,All Races-All Origins,635,3051217,20.8114,0.82587,19.1927,22.4301,22.3516,0.89858,20.5904,24.1128,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Utah,2017,Both Sexes,All Ages,All Races-All Origins,650,3101833,20.9554,0.82194,19.3444,22.5663,22.2825,0.88555,20.5468,24.0182,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Vermont,1999,Both Sexes,All Ages,All Races-All Origins,29,604687,4.7959,0.89057,3.2119,6.8877,4.6912,0.87269,3.1418,6.7374,1.8–7.2,6.0382,6.057,"per 100,000 population"
Vermont,2000,Both Sexes,All Ages,All Races-All Origins,36,608827,5.913,0.9855,4.1414,8.1861,5.7988,0.97041,4.0614,8.028,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Vermont,2001,Both Sexes,All Ages,All Races-All Origins,44,612223,7.1869,1.08347,5.222,9.6481,7.0899,1.07521,5.131,9.55,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Vermont,2002,Both Sexes,All Ages,All Races-All Origins,47,615442,7.6368,1.11394,5.6112,10.1553,7.5062,1.10081,5.4955,10.0122,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Vermont,2003,Both Sexes,All Ages,All Races-All Origins,65,617858,10.5202,1.30487,8.1193,13.4089,10.2301,1.28109,7.8784,13.0636,7.2–10.5,8.8881,8.8765,"per 100,000 population"
Vermont,2004,Both Sexes,All Ages,All Races-All Origins,50,619920,8.0656,1.14064,5.9864,10.6334,8.0158,1.15017,5.9301,10.5973,7.2–10.5,9.366,9.3831,"per 100,000 population"
Vermont,2005,Both Sexes,All Ages,All Races-All Origins,53,621215,8.5317,1.17191,6.3908,11.1596,8.4676,1.18341,6.3047,11.1333,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Vermont,2006,Both Sexes,All Ages,All Races-All Origins,75,622892,12.0406,1.39033,9.4707,15.093,12.2263,1.43588,9.5834,15.3727,10.5–12.8,11.5373,11.4883,"per 100,000 population"
Vermont,2007,Both Sexes,All Ages,All Races-All Origins,66,623481,10.5857,1.30301,8.187,13.4676,10.8459,1.36241,8.3343,13.8767,10.5–12.8,11.9543,11.8775,"per 100,000 population"
Vermont,2008,Both Sexes,All Ages,All Races-All Origins,73,624151,11.6959,1.3689,9.1677,14.7058,10.9471,1.31446,8.5175,13.8543,10.5–12.8,11.9864,11.8947,"per 100,000 population"
Vermont,2009,Both Sexes,All Ages,All Races-All Origins,55,624817,8.8026,1.18694,6.6313,11.4578,8.2928,1.1522,6.1934,10.8748,7.2–10.5,12.0624,11.9388,"per 100,000 population"
Vermont,2010,Both Sexes,All Ages,All Races-All Origins,63,625741,10.0681,1.26846,7.7366,12.8814,9.6989,1.26797,7.3833,12.5109,7.2–10.5,12.4144,12.2966,"per 100,000 population"
Vermont,2011,Both Sexes,All Ages,All Races-All Origins,83,626431,13.2497,1.45434,10.5533,16.425,12.8865,1.4643,10.1698,16.1059,12.8–16.7,13.2674,13.1852,"per 100,000 population"
Vermont,2012,Both Sexes,All Ages,All Races-All Origins,70,626011,11.1819,1.33649,8.7168,14.1277,10.9478,1.3595,8.4493,13.9539,10.5–12.8,13.2208,13.1422,"per 100,000 population"
Vermont,2013,Both Sexes,All Ages,All Races-All Origins,93,626630,14.8413,1.53897,11.9788,18.1816,15.0543,1.62975,12.0248,18.6148,12.8–16.7,13.9127,13.8005,"per 100,000 population"
Vermont,2014,Both Sexes,All Ages,All Races-All Origins,83,626562,13.2469,1.45404,10.5511,16.4215,13.9444,1.58317,11.0225,17.4033,12.8–16.7,14.7574,14.6831,"per 100,000 population"
Vermont,2015,Both Sexes,All Ages,All Races-All Origins,99,626042,15.8136,1.58933,12.8525,19.2525,16.6979,1.7312,13.4773,20.456,16.7–57.8,16.304,16.2923,"per 100,000 population"
Vermont,2016,Both Sexes,All Ages,All Races-All Origins,125,624594,20.013,1.79002,16.5046,23.5214,22.1702,2.0475,18.1571,26.1833,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Vermont,2017,Both Sexes,All Ages,All Races-All Origins,134,623657,21.4862,1.85612,17.8482,25.1242,23.1577,2.07521,19.0903,27.2251,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Virginia,1999,Both Sexes,All Ages,All Races-All Origins,366,7000176,5.2284,0.27329,4.6928,5.7641,5.0493,0.26442,4.531,5.5676,1.8–7.2,6.0382,6.057,"per 100,000 population"
Virginia,2000,Both Sexes,All Ages,All Races-All Origins,411,7078515,5.8063,0.2864,5.245,6.3677,5.6243,0.27787,5.0797,6.169,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Virginia,2001,Both Sexes,All Ages,All Races-All Origins,459,7198362,6.3765,0.29763,5.7931,6.9598,6.1665,0.28809,5.6018,6.7311,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Virginia,2002,Both Sexes,All Ages,All Races-All Origins,509,7286873,6.9852,0.30961,6.3783,7.592,6.7956,0.3018,6.204,7.3871,1.8–7.2,8.1766,8.1957,"per 100,000 population"
Virginia,2003,Both Sexes,All Ages,All Races-All Origins,547,7366977,7.425,0.31747,6.8028,8.0473,7.2312,0.30996,6.6237,7.8388,7.2–10.5,8.8881,8.8765,"per 100,000 population"
Virginia,2004,Both Sexes,All Ages,All Races-All Origins,558,7475575,7.4643,0.31599,6.845,8.0836,7.325,0.31079,6.7158,7.9341,7.2–10.5,9.366,9.3831,"per 100,000 population"
Virginia,2005,Both Sexes,All Ages,All Races-All Origins,581,7577105,7.6678,0.31812,7.0443,8.2913,7.5112,0.31274,6.8983,8.1242,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Virginia,2006,Both Sexes,All Ages,All Races-All Origins,629,7673725,8.1968,0.32683,7.5562,8.8374,8.0384,0.32167,7.4079,8.6689,7.2–10.5,11.5373,11.4883,"per 100,000 population"
Virginia,2007,Both Sexes,All Ages,All Races-All Origins,700,7751000,9.0311,0.34134,8.3621,9.7001,8.8951,0.33785,8.2329,9.5573,7.2–10.5,11.9543,11.8775,"per 100,000 population"
Virginia,2008,Both Sexes,All Ages,All Races-All Origins,718,7833496,9.1658,0.34206,8.4953,9.8362,9.0163,0.33852,8.3528,9.6798,7.2–10.5,11.9864,11.8947,"per 100,000 population"
Virginia,2009,Both Sexes,All Ages,All Races-All Origins,685,7925937,8.6425,0.33021,7.9953,9.2897,8.5371,0.32888,7.8925,9.1817,7.2–10.5,12.0624,11.9388,"per 100,000 population"
Virginia,2010,Both Sexes,All Ages,All Races-All Origins,558,8001024,6.9741,0.29524,6.3954,7.5528,6.812,0.2912,6.2412,7.3827,1.8–7.2,12.4144,12.2966,"per 100,000 population"
Virginia,2011,Both Sexes,All Ages,All Races-All Origins,798,8096604,9.856,0.3489,9.1721,10.5398,9.7429,0.34911,9.0587,10.4272,7.2–10.5,13.2674,13.1852,"per 100,000 population"
Virginia,2012,Both Sexes,All Ages,All Races-All Origins,733,8185867,8.9545,0.33074,8.3062,9.6027,8.9188,0.33316,8.2659,9.5718,7.2–10.5,13.2208,13.1422,"per 100,000 population"
Virginia,2013,Both Sexes,All Ages,All Races-All Origins,854,8260405,10.3385,0.35378,9.6451,11.0319,10.2361,0.35487,9.5406,10.9316,7.2–10.5,13.9127,13.8005,"per 100,000 population"
Virginia,2014,Both Sexes,All Ages,All Races-All Origins,980,8326289,11.7699,0.37598,11.033,12.5069,11.7135,0.37994,10.9688,12.4581,10.5–12.8,14.7574,14.6831,"per 100,000 population"
Virginia,2015,Both Sexes,All Ages,All Races-All Origins,1039,8382993,12.3941,0.38451,11.6405,13.1478,12.3604,0.38933,11.5973,13.1235,10.5–12.8,16.304,16.2923,"per 100,000 population"
Virginia,2016,Both Sexes,All Ages,All Races-All Origins,1405,8411808,16.7027,0.4456,15.8293,17.5761,16.7463,0.45378,15.8569,17.6357,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Virginia,2017,Both Sexes,All Ages,All Races-All Origins,1507,8470020,17.7922,0.45832,16.8939,18.6905,17.8536,0.46766,16.937,18.7703,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Washington,1999,Both Sexes,All Ages,All Races-All Origins,555,5842565,9.4993,0.40322,8.7089,10.2896,9.2974,0.39506,8.5231,10.0717,7.2–10.5,6.0382,6.057,"per 100,000 population"
Washington,2000,Both Sexes,All Ages,All Races-All Origins,556,5894121,9.4331,0.40005,8.649,10.2172,9.1853,0.38996,8.421,9.9496,7.2–10.5,6.1882,6.1749,"per 100,000 population"
Washington,2001,Both Sexes,All Ages,All Races-All Origins,499,5985722,8.3365,0.37319,7.605,9.068,8.1295,0.3644,7.4153,8.8438,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Washington,2002,Both Sexes,All Ages,All Races-All Origins,643,6052349,10.624,0.41897,9.8028,11.4452,10.4142,0.41152,9.6076,11.2208,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Washington,2003,Both Sexes,All Ages,All Races-All Origins,696,6104115,11.4021,0.4322,10.555,12.2493,11.068,0.42069,10.2434,11.8925,10.5–12.8,8.8881,8.8765,"per 100,000 population"
Washington,2004,Both Sexes,All Ages,All Races-All Origins,811,6178645,13.1259,0.46091,12.2225,14.0292,12.7497,0.44969,11.8684,13.6311,10.5–12.8,9.366,9.3831,"per 100,000 population"
Washington,2005,Both Sexes,All Ages,All Races-All Origins,850,6257305,13.5841,0.46593,12.6709,14.4973,13.0332,0.4495,12.1522,13.9143,12.8–16.7,10.0884,10.0699,"per 100,000 population"
Washington,2006,Both Sexes,All Ages,All Races-All Origins,897,6370753,14.08,0.47012,13.1585,15.0014,13.5749,0.45627,12.6806,14.4692,12.8–16.7,11.5373,11.4883,"per 100,000 population"
Washington,2007,Both Sexes,All Ages,All Races-All Origins,962,6461587,14.888,0.48001,13.9472,15.8288,14.3739,0.46724,13.4581,15.2897,12.8–16.7,11.9543,11.8775,"per 100,000 population"
Washington,2008,Both Sexes,All Ages,All Races-All Origins,1011,6562231,15.4063,0.48453,14.4567,16.356,14.7604,0.46896,13.8412,15.6796,12.8–16.7,11.9864,11.8947,"per 100,000 population"
Washington,2009,Both Sexes,All Ages,All Races-All Origins,987,6667426,14.8033,0.47119,13.8798,15.7269,14.3041,0.46098,13.4006,15.2076,12.8–16.7,12.0624,11.9388,"per 100,000 population"
Washington,2010,Both Sexes,All Ages,All Races-All Origins,916,6724540,13.6217,0.45008,12.7396,14.5039,13.1038,0.43879,12.2438,13.9639,12.8–16.7,12.4144,12.2966,"per 100,000 population"
Washington,2011,Both Sexes,All Ages,All Races-All Origins,997,6830038,14.5973,0.4623,13.6912,15.5034,14.0988,0.45405,13.2089,14.9887,12.8–16.7,13.2674,13.1852,"per 100,000 population"
Washington,2012,Both Sexes,All Ages,All Races-All Origins,985,6897012,14.2815,0.45505,13.3897,15.1734,13.6883,0.44339,12.8192,14.5573,12.8–16.7,13.2208,13.1422,"per 100,000 population"
Washington,2013,Both Sexes,All Ages,All Races-All Origins,969,6971406,13.8996,0.44652,13.0245,14.7748,13.4249,0.43927,12.5639,14.2858,12.8–16.7,13.9127,13.8005,"per 100,000 population"
Washington,2014,Both Sexes,All Ages,All Races-All Origins,979,7061530,13.8639,0.44309,12.9954,14.7323,13.2764,0.4323,12.429,14.1237,12.8–16.7,14.7574,14.6831,"per 100,000 population"
Washington,2015,Both Sexes,All Ages,All Races-All Origins,1094,7170351,15.2573,0.46128,14.3532,16.1614,14.7417,0.45457,13.8507,15.6327,12.8–16.7,16.304,16.2923,"per 100,000 population"
Washington,2016,Both Sexes,All Ages,All Races-All Origins,1102,7288000,15.1207,0.45549,14.228,16.0135,14.5105,0.44736,13.6337,15.3874,12.8–16.7,19.6925,19.7851,"per 100,000 population"
Washington,2017,Both Sexes,All Ages,All Races-All Origins,1169,7405743,15.785,0.46168,14.8802,16.6899,15.1676,0.45301,14.2797,16.0555,12.8–16.7,21.5637,21.7048,"per 100,000 population"
West Virginia,1999,Both Sexes,All Ages,All Races-All Origins,75,1811801,4.1395,0.47799,3.256,5.1889,4.1455,0.48042,3.2551,5.2043,1.8–7.2,6.0382,6.057,"per 100,000 population"
West Virginia,2000,Both Sexes,All Ages,All Races-All Origins,113,1808344,6.2488,0.58784,5.0966,7.401,6.228,0.58863,5.0743,7.3817,1.8–7.2,6.1882,6.1749,"per 100,000 population"
West Virginia,2001,Both Sexes,All Ages,All Races-All Origins,206,1801481,11.435,0.79672,9.8735,12.9966,11.4696,0.80446,9.8929,13.0464,10.5–12.8,6.8057,6.7922,"per 100,000 population"
West Virginia,2002,Both Sexes,All Ages,All Races-All Origins,229,1805414,12.6841,0.83819,11.0412,14.3269,12.9455,0.86133,11.2573,14.6337,12.8–16.7,8.1766,8.1957,"per 100,000 population"
West Virginia,2003,Both Sexes,All Ages,All Races-All Origins,262,1812295,14.4568,0.89314,12.7062,16.2074,15.121,0.94119,13.2763,16.9658,12.8–16.7,8.8881,8.8765,"per 100,000 population"
West Virginia,2004,Both Sexes,All Ages,All Races-All Origins,333,1816438,18.3326,1.00462,16.3635,20.3016,18.8017,1.04092,16.7615,20.8419,16.7–57.8,9.366,9.3831,"per 100,000 population"
West Virginia,2005,Both Sexes,All Ages,All Races-All Origins,184,1820492,10.1072,0.74511,8.6467,11.5676,10.5007,0.78192,8.9682,12.0333,10.5–12.8,10.0884,10.0699,"per 100,000 population"
West Virginia,2006,Both Sexes,All Ages,All Races-All Origins,362,1827912,19.804,1.04088,17.7639,21.8441,20.3521,1.08251,18.2303,22.4738,16.7–57.8,11.5373,11.4883,"per 100,000 population"
West Virginia,2007,Both Sexes,All Ages,All Races-All Origins,397,1834052,21.6461,1.08638,19.5167,23.7754,22.4483,1.14187,20.2102,24.6864,16.7–57.8,11.9543,11.8775,"per 100,000 population"
West Virginia,2008,Both Sexes,All Ages,All Races-All Origins,459,1840310,24.9415,1.16417,22.6597,27.2232,25.742,1.22138,23.3481,28.1359,16.7–57.8,11.9864,11.8947,"per 100,000 population"
West Virginia,2009,Both Sexes,All Ages,All Races-All Origins,226,1847775,12.2309,0.81359,10.6363,13.8256,12.4329,0.84214,10.7823,14.0835,10.5–12.8,12.0624,11.9388,"per 100,000 population"
