PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
BZ366,BZ366,B,13,GREENSTREET,,SURF AVE BET. SEABREEZE AVE & WEST 5 ST (5),Surf Ave Bet. Seabreeze Ave & West 5 St (5),0.107,Greenstreet,Type 2,0,Just trees (type 2).,48,11235,313,DOT,46,23,8,60,0,,B,Surf Ave Bet. Seabreeze Ave & West 5 St
R119,R119-ZN01,R,03,BLUE HERON PARK PRESERVE,,"AMBOY RD, BARCLAY AVE, HYLAN BLVD & BERTRAM AVE","Amboy Rd, Poillon Av, Allegro St, E Of Arbutus Av",70.178,Large Park,Large Park Zone,1,Pending,51,10312,503,DPR,62,24,11,123,0,,R,"Amboy Rd, Poillon Av, Allegro St, E Of Arbutus Ave"
M215,M215,M,11,CHERRY TREE PLGD,,"99 TO 100 STS, 3 AVE","99 To 100 Sts, 3 Ave",0.95,Small Park,Neighborhood Plgd,1,,8,10029,111,DPR/NYCHA,68,29,13,23,1,M-11,M,"99 St. To 100 St., 3 Ave."
Q378,Q378,Q,09,AMPERE PLAYGROUND,,101 AVE BET 82 & 83 STS,101 Ave & 82 St,1.318,Small Park,JOP,1,,32,11416,409,DPR/DOE,38,15,7,102,1,Q-09,Q,101 Ave. bet. 92 St. and 83 St.
XZ140,XZ140,X,10,GREENSTREET,,HUTCHINSON RIVER PKWY. SERVICE RD. (N) & LIBBY PL.,Hutchinson River Pkwy. Service Rd. (n) & Libby Pl.,0.026,Greenstreet,Type 1,1,,13,10461,210,DOT,82,34,14,45,0,,X,Ubby And Roberts
QZ381,QZ381,Q,08,GREENSTREET,,FRANCIS LEWIS BLVD BET. HORACE HARDING EXPWY & 73 AVE (3),Francis Lewis Blvd Bet. Horace Harding Expwy & 73 Ave (3),0.056,Greenstreet,Type 2,0,Just trees (type 2).,23,11364,408,DOT,25,16,6,107,0,,Q,FL Blvd bet 73 Av & Horace Harding Expwy (3)
QZ585,QZ585,Q,13,GREENSTREET,,"239 ST,  HILLSIDE AVE TO 87 AVE. (1)","239 St, Hillside Ave To 87 Ave. (1)",0.036,Greenstreet,Type 2,0,Just trees (type 2).,23,11426,413,DOT,33,11,3,105,0,,Q,239 St Bet Hillside Av & 87 Ave  1
RT03,RT03,R,03,Port Regalle,,Tennyson Dr. bet. Wiman Ave. and Nelson Ave.,Tennyson Dr. Bet. Wiman Ave. And Nelson Ave.,0.648,Other,REDEC,1,,51,10308,503,Private,64,24,11,122,0,,R,Tennyson Dr. bet. Wiman Ave. and Nelson Ave.
BZ354,BZ354,B,06,GREENSTREET,,GOWANUS CANAL & DEGRAW ST & NEVINS ST (SOUTH),Gowanus Canal & Degraw St & Nevins St (south),0.017,Greenstreet,Type 1,1,,33,11217,306,DOT,52,25,7,78,0,,B,Gowanus Canal & Degraw St & Nevins St (s)
B296,B296,B,13,LUNA PLAYGROUND,,"SURF AVE, W 8 ST TO W 12 ST",W 12 St & Surf Ave,1.76,Small Park,Neighborhood Plgd,1,,48,11224,313,DPR,46,23,8,60,1,B-13,B,Surf Ave. between W. 12 St. and W. 8 St.
X147A,X147A-ZN01,X,14,STARLIGHT PARK,,"E 172 TO E 177 STS, SHERIDAN EXWY, AMTRAK","E 172 To Bridge N/o E 174 Sts, Sheridan Exwy, Bronx River",7.343,Large Park,Large Park Zone,1,,17,"10459, 10472",209,DPR,85,32,15,43,0,,X,"E 172 To Bridge N/o E 174 Sts, Sheridan Exwy, Bronx River"
X005,X005,X,07,BRYAN PARK,,"INTER E KINGSBRIDGE RD, E FORDHAM RD & ELM PL.","E Kingsbridge Rd, E Fordham Rd, Tiebout Ave",0.15,Small Park,Sitting Area/Triangle/Mall,1,,15,10458,207,DPR,78,33,13,52,0,X-07,X,E. Kingsbridge Rd. at E. Fordham Rd.
Q404,Q404,Q,13,PS 147 PLGD,,115 RD BET 218 & 219 STS,115 Rd Bet 218 & 219 Sts,1.146,Small Park,JOP,1,,27,11411,413,DPR/DOE,33,14,5,105,1,Q-13,Q,115 Rd. bet. 218 St. and 2019 St.
M096,MZ337,M,10,Greenstreet,,Adam C Powell Blvd betw W 143-144 Sts,Adam C Powell Blvd Betw W 143-144 Sts,0.046,Greenstreet,,0,,"7, 9",10030,110,DOT,"70, 71",30,13,32,0,,M,Adam C Powell Blvd betw W 143-144 Sts
QZ121,QZ121,Q,11,GREENSTREET,,"FRANCIS LEWIS BLVD, 39TH AVENUE","Francis Lewis Blvd, 39th Avenue",0.013,Greenstreet,Type 1,1,,19,11361,411,DOT,26,11,6,111,0,,Q,Francis Lewis Bl At 39th Avnue
XZ261,XZ261,X,09,GREENSTREET,,LACOMBE AVE & LELAND AVE & SOUNDVIEW AVE (NORTH),Lacombe Ave & Leland Ave & Soundview Ave (north),0.014,Greenstreet,Type 1,1,,18,10473,209,DOT,85,34,15,43,0,,X,Leland Ave. And Lacombe Ave.
RZ19,RZ19,R,01,GREENSTREET SITE,,DECKER AVE/CORNELL ST/BARRETT AVE,"Decker Ave, cornell St, barrett Ave",0.115,Greenstreet,Type 1,1,,49,10302,501,DOT,61,23,11,120,0,,R,Barrett And Decker
X311,X311,X,06,WEST FARMS SOLDIERS CEMETERY,,E.180th St. & Vyse Ave.,E.180th St. & Vyse Ave.,0.68,Other,Cemetery,0,,15,10460,206,DPR,87,32,15,48,0,X-06,X,E. 180 St. bet. Vyse Ave. and Boston Rd.
R046,R046-ZN03,R,02B,FDR BOARDWALK & BEACH,,FT WADSWORTH TO MILLER FIELD,"Natural Area And Boardwalk From Vulcan St. To Seaview Av., E Of Father Capodanno Blvd.",47.085,Large Park,Beach Zone,1,,50,"10305, 10306",595,DPR,64,"24, 23",11,122,1,,R,"Natural Area And Boardwalk From Vulcan St To Seaview Ave, E Of Father Capodanno Blvd"
B202,BZ501,B,01,Greenstreet,,"Hewes, S 2nd, Union Av, Stagg St","Hewes, S 2nd, Union Av, Stagg St",0.03,Greenstreet,,0,,34,11211,301,DOT,53,18,7,90,0,,B,"Hewes St, Union Av, and Stagg St"
B198,BZ157,B,18,GREENSTREET,,KINGS HWY B/W TROY AVE & E. 41ST ST (NE),Kings Hwy B/w Troy Ave & E. 41st St (ne),0.093,Greenstreet,Type 1,0,,45,11234,318,DOT,41,21,8,63,0,,B,Kings Hwy btw Troy Ave & E 41st St (ne)
X345,X345,X,01,ST. ANN'S BLOCK ASSOCIATION,,St Ann's Ave & Rae St,St Ann's Ave & Rae St,0.029,Small Park,Greenthumb,0,,17,10455,201,DPR,79,32,15,40,0,X-01,X,St Ann's Ave. at Rae St.
Q190,Q190,Q,10,CORP RUOFF SQ,,"ROCKAWAY BLVD, LIBERTY AVE, WOODHAVEN BLVD","Rockaway Blvd, Liberty Ave, Woodhaven Blvd",0.084,Small Park,Sitting Area/Triangle/Mall,1,,32,11417,410,DPR,23,15,8,106,0,Q-10,Q,"Liberty Ave., Rockaway Blvd. bet. 94 St., Cross Bay Blvd. and 95 St."
X056,XZ198,X,03,GREENSTREET,,BOSTON RD & 164TH ST & 3RD AVE,Boston Rd & 164th St & 3rd Ave,0.048,Small Park,Sitting Area/Triangle/Mall,0,"Last rated in 2001, records changed to, and now rated under, X056. AB 1/9/14.",16,10456,203,DOT,79,32,15,42,0,,X,Boston Rd & 164th St & 3rd Ave
B032,B032,B,02,FORT GREENE PARK,,"MYRTLE AVE, CUMBERLAND ST, DEKALB AVE","Myrtle Ave, Cumberland St, Dekalb Ave",30.168,Large Park,Large Park,0,Rated as separate zones,35,"11201, 11205",302,DPR,57,25,8,88,0,B-02,B,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St."
B553,B553,B,01,61 Franklin St Garden,,Franklin St. bet. Oak St. and Calyer St.,Franklin St. Bet. Oak St. And Calyer St.,0.04,Property,,0,,33,11222,301,DPR,50,26,12,94,0,B-01,B,Franklin St. bet. Oak St. and Calyer St.
BZ315,BZ315,B,18,GREENSTREET,,"FOSTER AVE, KINGS HIGHWAY & EAST 53RD ST (2)","Foster Ave, Kings Highway & East 53rd St (2)",0.025,Greenstreet,Type 2,0,Just trees (type 2).,"45, 46",11234,318,DOT,41,21,"9, 8",63,0,,B,"Foster Ave, Kings Highway & East 53rd St"
Q006,Q006,Q,07,BOWNE PARK,,"159 ST, 29 AVE, 155 ST, 32 AVE","159 St, 29 Ave, 155 St, 32 Ave",11.788,Large Park,Large Park,1,,19,11354,407,DPR,40,11,6,109,0,Q-07,Q,"29 Ave., 32 Ave. bet. 155 St. and 159 St."
B073,B073-ZN16,B,19,PROSPECT PARK,,"PROSPECT PK W, FLATBUSH, PARKSIDE, OCEAN AVES","West Dr., Center Dr., the Pools, Arches",21.438,Large Park,Flagship Park Zone,1,,39,11215,355,DPR,44,21,9,78,0,,B,"West Dr., Center Dr., the Pools, Arches"
R127,R127,R,01,MANNA PARK,,"FOREST AVE, GOETHALS ROAD NORTH","Forest Ave, Goethals Road North",0.85,Small Park,Sitting Area/Triangle/Mall,1,,49,10303,501,DPR,63,23,11,120,0,R-01,R,"Forest Ave., Goethals Rd. N., Meeker Ave."
M056,M056-ZN04,M,09,MORNINGSIDE PARK,,"W 110 TO W 123 ST,MANHATTAN AVE TO MORNINGSIDE DR","110-116 Sts, Morningside Dr To Upper Path",5.869,Large Park,Large Park Zone,1,,7,10026,109,DPR,70,30,13,26,0,,M,"110-116 Sts, Morningside Dr To Upper Path"
M108J,M108J,M,11,STRIP,,E 120 ST & PALADINO AVE (FDR SERVICE RD),E 120 St & Paladino Ave (fdr Service Rd),0.188,Other,Undeveloped,0,,8,10035,111,DPR/CDOT,68,29,13,25,0,M-11,M,E. 120 St. and Paladino Ave. (Service Rd To FDR Dr.)
B162,B162,B,12,BRIZZI PLGD,,"42 TO 43 STS, 10 TO NEW UTRECHT AVES","42 To 43 Sts, 10 To New Utrecht Aves",0.649,Small Park,Neighborhood Plgd,1,,39,11219,312,DPR,51,17,10,66,0,B-12,B,"10 Ave., New Utrecht Ave. bet. 43 St. and 42 St."
Q053,Q053,Q,09,EQUITY PLAYGROUND,,"88 TO 89 AVES, 90 ST, WOODHAVEN BLVD","88 Ave, btw 90 & 92 St",1.314,Small Park,Neighborhood Plgd,1,,32,11421,409,DPR,38,15,7,102,1,Q-09,Q,88 Ave. to 89 Ave. at 90 St.
Q454,QZ845,Q,13,Greenstreet,,Huxley St & 149 Dr,Huxley St & 149 Dr,0.008,Greenstreet,,0,,31,11422,413,DOT,31,10,5,105,0,,Q,Huxley St & 149 Dr
B001,B001,B,01,AMERICAN PLAYGROUND,,"NOBLE, FRANKLIN, MILTON STS","Noble, Franklin, Milton Sts",0.896,Small Park,Neighborhood Plgd,1,,33,11222,301,DPR,50,26,12,94,1,B-01,B,Franklin St. bet. Milton St. and Noble St.
BZ91,BZ91,B,15,GREENSTREET,,CORBIN PLACE & ORIENTAL BOULEVARD (PRITCHARD MALL),Corbin Place & Oriental Boulevard (pritchard Mall),0.029,Greenstreet,Type 1,1,,48,11235,315,DOT,45,23,8,61,0,,B,Gerald Chambers Square And Brighton Beach ave
Q303,Q303,Q,03,TRAVERS PARK,,"34 AVE, 78 ST, 77 ST","78 St, S/o Northern Blvd",1.919,Small Park,Neighborhood Plgd,1,,25,11372,403,DPR,34,13,14,115,1,Q-03,Q,34 Ave. bet. 77 St. and 78 St.
M105,M105-06,M,03,SARA D ROOSEVELT PARK,,E HOUSTON ST TO CANAL ST,Bet Delancey & Broome Sts,0.771,Small Park,Plgd Within Park,0,Rated under parent (just MPPA),1,10002,103,DPR,65,26,7,5,0,,M,Bet Delancey & Broome Sts
Q028A,Q028A,Q,14,TRIBUTE PARK,,Beach Channel Dr at Beach 116th St.,Beach Channel Dr & Beach 116th St.,0.83,Small Park,Neighborhood Park,1,,32,11694,414,DPR,23,15,5,100,0,Q-14,Q,Beach Channel Dr. bet. B. 116 St. and B. 117 St.
M010,M010-169,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS","86 St, W/o West Drive",0.604,Small Park,Plgd Within Park,1,,6,10024,164,DPR,69,29,10,22,0,,M,"86 St, W/o West Drive"
Q035,QZ249,Q,03,GREENSTREET,,34 AVE BET. 79 ST & 82 ST (3),34 Ave Bet. 79 St & 82 St (3),0.031,Greenstreet,Type 2,0,Just trees (type 2).,25,11372,403,DOT,34,13,14,115,0,,Q,34th Av Btw 81 & 82 Streets
MZ224,MZ224,M,10,GREENSTREET,,5TH AVE & 142 ST,5th Ave & 142 St,0.074,Greenstreet,Type 1,1,,9,10037,111,DOT,70,30,13,25,0,,M,5th Ave And Harlem River Drive West
BT09,BT09,B,01,Manhattan Ave Street End,,"Manhattan Ave., Newtown Creek","Manhattan Ave., Newtown Creek",0,Small Park,Sitting Area/Triangle/Mall,0,Rated under BZ595,33,11222,301,CDOT,50,18,12,94,0,B-01,B,"Manhattan Ave., Newtown Creek"
R019,R019,R,01,VETERANS PARK,,"HEBERTON TO PARK AVES, BENNETT TO VREELAND STS","Heberton To Park Aves, Bennett To Vreeland Sts",1.324,Small Park,Neighborhood Park,1,,49,10302,501,DPR,61,23,11,120,0,R-01,R,"Heberton Ave., Park Ave., Bennett St., Vreeland St."
R106,R106-ZN02,R,03,BLOOMINGDALE PARK,,"RICHMOND PKWY, BLOOMINGDALE RD, LENEVAR AVE","Ramona Ave, Bloomingdale Rd, Maguire Ave, Drumgoole Rd",80.532,Large Park,Large Park Zone,1,,51,10309,503,DPR,62,24,11,123,0,,R,"Ramona Ave, Bloomingdale Rd, Maguire Ave, Drumgoole Rd"
BZ62,BZ62,B,17,GREENSTREET,,"KINGS HIGHWAY, CLARENDON ROAD","Kings Highway, Clarendon Road",0.057,Greenstreet,Type 1,1,,45,11203,317,DOT,58,21,9,67,0,,B,"Kings Highway, Clarendon Road & 56th St"
QZ781,QZ781,Q,08,Greenstreet,,73 Av Bet Main St & 141 St,73 Av Bet Main St & 141 St,0.113,Greenstreet,,0,,24,11367,408,DOT,27,15,6,107,0,,Q,73 Av Bet Main St & 141 St
M098,M098-ZN02,M,02,WASHINGTON SQUARE PARK,,"5 AVE, WAVERLY PL, W 4 & MACDOUGAL STS","W 4th St, Waverly Pl, University Pl (e/o 5 Ave/Thompson St)",4.941,Large Park,Large Park Zone,1,,1,10011,102,DPR,66,27,10,3,0,,M,"W 4th St, Waverly Pl, University Pl (E/o 5 Ave / Thompson St)"
X148A2,X148A2,X,04,PLIMPTON PLAYGROUND,,"EDWARD L GRANT HWY, PLIMPTON AVE",W 172 St & Plimpton Ave,1,Small Park,Neighborhood Plgd,1,,16,10452,204,DPR,77,29,15,44,0,X-04,X,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.
Q026,Q026,Q,04,PARK OF THE AMERICAS,,"41 TO 42 AVES, 103 ST",104 St & 41 Ave,3.076,Small Park,Neighborhood Plgd,1,,21,11368,404,DPR,39,13,14,110,1,Q-04,Q,"41 Ave., 42 Ave. bet. 103 St. and 104 St."
QZ359,QZ359,Q,07,GREENSTREET,,UTOPIA PKWY BET. 18 AVE & WILLETS PT (3),Utopia Pkwy Bet. 18 Ave & Willets Pt (3),0.18,Greenstreet,Type 2,0,Just trees (type 2).,19,11357,407,DOT,26,11,3,109,0,,Q,Utopia Pkwy Bet 19 Av & 17 Ave
XZ38,XZ38,X,11,GREENSTREET,,BOGART AVE/NEILL AVE,"Bogart Ave, Neill Ave",0.017,Greenstreet,Type 1,1,,13,10462,211,DOT,80,34,14,49,0,,X,Bogart Ave. And Neill Ave.
B029,B029-ZN03,B,08,EASTERN PARKWAY,,GRAND ARMY PLAZA TO RALPH AVE,"Bedford Ave, New York Ave",3.235,Large Park,Large Park Zone,1,,35,"11213, 11225","308, 309",DPR,"43, 57",20,9,77,0,,B,"Bedford Ave, New York Ave"
X118,X118-ZN03,X,09,SOUNDVIEW PARK,,"BRONX R, LAFAYETTE, METCALF, BRONX RIVER AVES","Lafayette, Boynton, Morrison Aves, N/S Path Through Center of Park, Boundary of Natural Area",15.904,Large Park,Large Park Zone,1,,18,10473,209,DPR,85,32,15,43,0,,X,"Lafayette, Boynton, Morrison Aves, N/S Path Through Center of Park, Boundary of Natural Area"
QZ987,QZ987,Q,14,Greenstreet,,Breezy Point Blvd & Rockaway Point Blvd (6),Breezy Point Blvd & Rockaway Point Blvd (6),0.004,Greenstreet,,0,,32,11697,484,DOT,23,15,5,100,0,,Q,Breezy Point Blvd & Rockaway Point Blvd (6)
M096,MZ166,M,10,GREENSTREET,,ADAM CLAYTON POWELL BLVD BET. 134 ST & 135 ST,Adam Clayton Powell Blvd Bet. 134 St & 135 St,0.046,Greenstreet,Type 1,1,,9,10030,110,DOT,70,30,13,32,0,,M,Adam Clayton Powell Blvd Bet. 134 St & 135 st
QZ681,QZ681,Q,14,GREENSTREET,,SHOREFRONT PKWY & BEACH 92ND ST,Shorefront Pkwy & Beach 92nd St,0.12,Greenstreet,Type 2,0,Just trees (type 2).,32,11693,414,DOT,23,15,5,100,0,,Q,Shorefront Pkwy & B92 St
X034,X034,X,04,JOHN MULLALY PARK,,"JEROME AVE, MCCLELLAN ST, RIVER AVE, E 164 ST","Jerome Ave, Mcclellan St, River Ave, E 164 St",15.049,Large Park,Large Park,0,Rated as separate zones,16,10452,204,DPR,84,29,15,44,0,X-04,X,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave
M390,M390,M,02,Jane Street Garden,,Jane St. at 8th Ave.,Jane St. At 8th Ave.,0.055,,,0,,3,10014,102,DPR,66,27,10,6,0,M-02,M,Jane St. at 8th Ave.
B500,B500,B,03,PATRICK VAN DOREN POCKET PARK,,123 Malcolm X Avenue,123 Malcolm X Avenue,0.039,Small Park,Greenthumb,0,,36,11221,303,DPR,56,25,8,81,0,B-03,B,Malcolm X Blvd. and Quincy St.
QZ272,QZ272,Q,03,GREENSTREET,,34TH AVE MALLS (9),34th Ave Malls (9),0,Greenstreet,Type 2,0,,0,,403,DPR,,,,0,0,,Q,34TH AVE MALLS (9)
Q425,Q425,Q,06,YELLOWSTONE MUNICIPAL PARK,,YELLOWSTONE BLVD BET 68 AVE & 68 RD,Yellowstone Blvd Bet 68 Ave & 68 Rd,1.745,Small Park,Neighborhood Plgd,1,,29,11375,406,DPR,28,15,6,112,1,Q-06,Q,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.
XZ121A,XZ121A,X,07,GREENSTREET,,JEROME AVE. & BAINBRIDGE AVE. (NORTH),Jerome Ave. & Bainbridge Ave (north),0.009,Greenstreet,Type 1,1,,11,10471,212,DOT,81,34,16,47,0,,X,Jerome Av & Bainbridge Av
QZ703,QZ703,Q,07,Greenstreet,,Cross Isl& Pkwy Sr S At 15 Av & 149 St,Cross Isl& Pkwy Sr S At 15 Av & 149 St,0.002,Greenstreet,,0,,19,11357,407,DOT,26,11,3,109,0,,Q,Cross Isl& Pkwy Sr S At 15 Av & 149 St
R075B,R075B,R,02,WESTWOOD HILL PK,,"SI EXWY, WOODWARD, WOOLLEY & WESTWOOD AVES","SI Exwy, Woodward, Woolley & Westwood Aves",6.563,Small Park,Undeveloped,1,,50,10314,502,DPR,63,24,11,122,0,R-02,R,"SI Expressway, Woodward Ave., Wooley Ave. and Westwood Ave."
R087,R087,R,02,DONGAN PLGD,,"MASON, BUEL, DONGAN HILLS AVES","Buel, Mason & Dongan Hills Ave",1.293,Small Park,JOP,1,,50,10305,502,DPR/DOE,64,24,11,122,1,R-02,R,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.
X002,X002-05Ao,X,11,BRONX PARK,,"SOUTHERN BLVD,WEBSTER,BURKE AVES,BRONX PK E,180 ST","Waring Ave, Bronx Pk E",0,Small Park,Plgd Within Park,0,District switch,15,10467,211,DPR,,,,0,0,,X,"WARING AVE, BRONX PK E"
QZ54,QZ54,Q,08,JUDGE HOCKERT TRIANGLE,,"UNION TURNPIKE, SURREY PLACE","Union Turnpike, Surrey Place",0.038,Greenstreet,Type 1,1,,24,11432,408,DOT,24,11,5,107,0,,Q,surrey pl & union tp
XZ297,XZ297,X,04,GREENSTREET,,EDWARD L. GRANT HWY & UNIVERSITY AVE & W 170 ST (2) (SECOND SITE FROM SOUTH END),Edward L. Grant Hwy & University Ave & W 170 St (2) (second Site From South End),0.187,Greenstreet,Type 2,0,Just trees (type 2).,16,10452,204,DOT,"77, 84",29,15,44,0,,X,Edward L Grant Hwy btw W 170 St & W 169 St
QZ879,QZ879,Q,08,Greenstreet,,75 Av Bet 185 St & 184 St,75 Av Bet 185 St & 184 St,0.048,Greenstreet,,0,,24,11366,408,DOT,25,11,6,107,0,,Q,75 Av Bet 185 St & 184 St
B494,B494,B,03,VERNON T&T BLOCK ASSOCIATION,,200 Vernon Ave.,200 Vernon Ave.,0.152,Small Park,Greenthumb,0,,36,11206,303,DPR,56,18,8,79,0,B-03,B,Vernon Ave. between Tompkins Ave. and Throop Ave.
X039,X039-ZN08,X,15,PELHAM BAY PARK,,"BRUCKNER BLVD, EASTCHESTER, HUTCHINSON",(e) Park Dr. To (w) Eastchester Bay To (s) Police Firing Range To (n) City Island Rd.,35.339,Large Park,Flagship Park Zone,1,,13,10464,228,DPR,82,34,14,45,0,,X,(e) Park Dr. To (w) Eastchester Bay To (s) Police Firing Range To (n) City Island Rd.
M071,M071-ZN11,M,14,RIVERSIDE PARK,,"RIVERSIDE DR TO HUDSON RIVER, W 59 ST TO CLAIR PL",104th To 111th Sts Along Riverside Dr,1.249,Large Park,Flagship Park Zone,1,,6,10025,"107, 109",DPR,69,31,10,3,0,,M,104th To 111th Sts Along Riverside Dr.
B028,B028,B,10,DYKER BEACH PARK,,"SHORE PKWY, 86 ST, 7 TO 14 AVES","Shore Pkwy, 86 St, 7 To 14 Aves",216.655,Large Park,Large Park,0,Rated as separate zones,43,"11209, 11228",310,DPR,46,22,11,68,0,B-10,B,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave."
M094,MZ139,M,07,BROADWAY MALLS,,BROADWAY MALLS BET. 80 ST. & 81 ST.,Broadway Malls Bet. 80 St. & 81 St.,0.103,Greenstreet,Type 1,0,Replaced by LP zone.,6,10024,107,DOT,67,29,10,20,0,,M,Broadway Malls Bet. 80 St. & 81 St.
B361,B361,B,06,BOERUM PARK,,"WARREN, SMITH, HOYT & BALTIC STS","Warren, Smith, Hoyt & Baltic Sts",0.918,Small Park,JOP,1,,33,11201,306,DPR/DOE,52,25,7,76,0,B-06,B,Warren St. to Baltic St. between Hoyt St. and Smith St.
QZ513,QZ513,Q,12,GREENSTREET,,MERRICK BLVD & SAYERS AVE,Merrick Blvd & Sayers Ave,0.057,Greenstreet,Type 1,1,,27,11433,412,DOT,"29, 32",14,5,113,0,,Q,Merrick Bl Bet Sayres Av & Linden Bl
RZ211,RZ211,R,01,GREENSTREET,,COLONIAL COURT BET. BROADWAY & BURGHER ST (MIDDLE),Colonial Court Bet. Broadway & Burgher St (middle),0.021,Greenstreet,Type 1,1,,49,10310,501,DOT,61,24,11,120,0,,R,Colonial Bet. Broadway And Burgher
R158,R158,R,01,FORT HILL PARK,,Sherman Ave & Hendricks Ave,Sherman Ave & Hendricks Ave,0.845,Small Park,Undeveloped,0,,49,10301,501,DPR,61,23,11,120,0,R-01,R,Sherman Ave. bet. Fort Pl. and Hendricks Ave.
M094,MZ147,M,07,BROADWAY MALLS,,BROADWAY MALLS BET. 63 ST. & 64 ST.,Broadway Malls Bet. 63 St. & 64 St.,0.121,Greenstreet,Type 1,0,Replaced by LP zone.,6,10023,107,DOT,75,27,10,20,0,,M,Broadway Malls Bet. 63 St. & 64 St.
X193,X193,X,12,STARS & STRIPES PLGD,,"CRAWFORD AVE, BAYCHESTER AVE",Crawford Ave & Baychester Ave,2.646,Small Park,JOP,1,,12,10466,212,DPR/DOE,83,36,16,47,1,X-12,X,Crawford Ave. at Baychester Ave.
X186,X186,X,08,RIVERDALE PLAYGROUND,,"W 236 & 237 STS, INDEPENDENCE AVE & HUDSON MANOR TERRACE","W 236 & 237 Sts, Independence Ave & Hudson Manor Terrace",2.58,Small Park,JOP,1,,11,10463,208,DPR/DOE,81,34,16,50,0,X-08,X,Hudson Manor Ter bet. W 237 St and W 236 St
Q354,Q354,Q,08,PLAYGROUND SEVENTY-FIVE,,"75 AVE, 160 TO 162 STS",160 St & 75 Ave,0.749,Small Park,JOP,1,,24,11366,408,DPR/DOE,25,14,6,107,1,Q-08,Q,160 St. bet. 75 Ave. and 75 Rd.
M071,M071-ZN21,M,14,RIVERSIDE PARK,,"RIVERSIDE DR TO HUDSON RIVER, W 59 ST TO CLAIR PL",108th St Next To Henry Hudson Parkway,3.045,Large Park,Flagship Park Zone,1,,6,10024,107,DPR,69,31,10,2,0,,M,108th St. Next To Henry Hudson Parkway
X190,X190,X,02,TIFFANY PLAYGROUND,,FOX ST BTW E 165 & E 167 STS,Fox St Btw E 165 & E 167 Sts,1.205,Small Park,JOP,1,,17,10459,202,DPR,85,32,15,41,1,X-02,X,Fox St to Tiffany St bet. E 167 St and E 165 St
B382B,B382B,B,01,JACOBS LADDER,,CLYMER ST BET WYTHE AND KENT AVES,Clymer St Bet Wythe And Kent Aves,1.085,Small Park,Neighborhood Plgd,1,,33,11211,301,DPR,50,26,7,90,0,B-01,B,Clymer St. to Morton St. between Kent Ave. and Wythe Ave.
B210O,B210O,B,10,PARK STRIP,,"N/S GOWANUS PKWY, 65 & 66 STS","N/s Gowanus Pkwy, 65 & 66 Sts",0.006,Other,EXWY,0,EXWY,38,11220,310,DPR,49,23,10,68,0,B-10,B,N/B Gowanus Exwy. bet. 65 St. and 66 St.
R104,R104-G01,R,03,South Shore Golf Course,,,,183.127,Other,Golf Course,1,,51,10312,503,DPR,62,24,11,123,0,,R,"S/s W Shore Exwy, Huguenot & Alverson Av"
M010,M010-ZN06,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS","West Drive, Center Drive, 65 St Transverse",26.341,Large Park,Flagship Park Zone,1,,6,10023,164,DPR,75,29,10,22,0,,M,"West Drive, Center Drive, 65 St Transverse"
QZ48,QZ48,Q,12,GREENSTREET,,FOCH BLVD BET. 171 ST & MERRICK BLVD,Foch Blvd Bet. 171 St & Merrick Blvd,0.031,Greenstreet,Type 2,0,Just trees (type 2).,27,11434,412,DOT,32,"10, 14",5,113,0,,Q,Foch Blvd bet. Merrick Blvd & 171 St
X092,X092-G02,X,13,Mosholu Golf Course,,,,107.761,Other,Golf Course,1,,11,10471,226,DPR,81,34,16,50,0,,X,"Broadway,jerome Ave,city Line,van Cortla"
X063,X063,X,02,MARTIN LUTHER KING TRIANGLE,,"AUSTIN PL, TIMPSON PL, E 149 ST","Austin Pl, Timpson Pl, E 149 St",0.16,Small Park,Sitting Area/Triangle/Mall,1,,8,10455,202,DPR,84,32,15,41,0,X-02,X,Austin Pl. at E. 149 St.
Q099,Q099-20,Q,15,FLUSHING MEADOWS PARK,,"GRAND CENTRAL PKWY, VAN WYCK EXWY",Park Dr East & 73 Terrace,1.204,Small Park,Plgd Within Park,1,,24,11367,408,DPR,27,15,6,107,1,,Q,Park Dr East & 73 Terrace
B161,B161,B,08,UNDERHILL PLGD,,UNDERHILL AVE & PROSPECT PL,Underhill Ave & Prospect Pl,0.59,Small Park,Neighborhood Plgd,1,,35,11238,308,DPR,57,20,9,77,1,B-08,B,Underhill Ave. bet. Prospect Pl. and Park Pl.
