inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
17-0036531,11/20/2017,2430 MCKENDREE Louisville KY 40211,131 - Passenger vehicle fire,NULL,1500,1500,2000,500
17-0036537,11/20/2017,608 S 37TH Louisville KY 40211,111 - Building fire,1000,2500,3500,7500,4000
17-0036638,11/21/2017,3911 GARFIELD Louisville KY 40212,111 - Building fire,0,1000,1000,15000,14000
17-0036665,11/21/2017,2522 SARATOGA Louisville KY 40205,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
17-0036776,11/22/2017,1836 DATE Louisville KY 40210,111 - Building fire,100,1000,1100,50000,48900
17-0036887,11/24/2017,415 E MUHAMMAD ALI Louisville KY 40202,"118 - Trash or rubbish fire, contained",30,200,230,200,-30
17-0036902,11/24/2017,4420 LOUISVILLE Louisville KY 40209,131 - Passenger vehicle fire,2000,NULL,2000,2000,0
17-0036972,11/24/2017,4650 AIRFREIGHT Louisville KY 40209,132 - Road freight or transport vehicle fire,1000,0,1000,30000,29000
17-0036980,11/25/2017,428 N HITE Louisville KY 40206,154 - Dumpster or other outside trash receptacle fire,NULL,500,500,795570,795070
17-0037275,11/27/2017,1712 W MADISON Louisville KY 40203,111 - Building fire,1000,20000,21000,34990,13990
17-0037371,11/28/2017,2908 MONTGOMERY Louisville KY 40212,111 - Building fire,5000,22500,27500,22500,-5000
17-0037537,11/29/2017,S 17TH Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",0,10000,10000,20000,10000
17-0037500,11/29/2017,1391 DIXIE Louisville KY 40210,111 - Building fire,5000,10000,15000,100000,85000
17-0037417,11/29/2017,231 CECIL Louisville KY 40212,111 - Building fire,500,10000,10500,50000,39500
17-0037542,11/30/2017,1016 SALE Louisville KY 40215,111 - Building fire,10000,20000,30000,51000,21000
17-0037712,12/1/2017,823 S 32ND Louisville KY 40211,111 - Building fire,0,10000,10000,31770,21770
17-0037751,12/1/2017,619 RAWLINGS Louisville KY 40217,111 - Building fire,30000,50000,80000,50000,-30000
17-0037798,12/2/2017,N 24TH Louisville KY 40212,131 - Passenger vehicle fire,500,6000,6500,6000,-500
17-0038041,12/3/2017,S 10TH Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",100,NULL,100,100,0
17-0038125,12/4/2017,701 BAXTER Louisville KY 40204,"151 - Outside rubbish, trash or waste fire",0,300,300,5000,4700
17-0038120,12/4/2017,2805 NARRAGANSETT Louisville KY 40210,"113 - Cooking fire, confined to container",500,500,1000,500,-500
17-0038105,12/4/2017,1214 Logan Louisville KY 40204,111 - Building fire,2000,3000,5000,10000,5000
17-0038142,12/4/2017,1006 S 40TH Louisville KY 40211,111 - Building fire,1500,800,2300,42190,39890
17-0038179,12/5/2017,1001 W WHITNEY Louisville KY 40215,131 - Passenger vehicle fire,0,4000,4000,4000,0
17-0038253,12/5/2017,NORRIS Louisville KY 40205,"151 - Outside rubbish, trash or waste fire",NULL,300,300,5000000,4999700
17-0038402,12/7/2017,1172 CASTLEVALE Louisville KY 40217,131 - Passenger vehicle fire,100,13000,13100,13000,-100
17-0038420,12/7/2017,207 N 36TH Louisville KY 40212,111 - Building fire,5000,15000,20000,34780,14780
17-0038709,12/9/2017,4200 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,50,1200,1250,1200,-50
17-0038638,12/9/2017,415 E MUHAMMAD ALI 205 Louisville KY 40202,"113 - Cooking fire, confined to container",2,NULL,1,1000,999
17-0038852,12/11/2017,2703 W MAIN Louisville KY 40212,111 - Building fire,100,4000,4100,10000,5900
17-0038992,12/12/2017,2519 DATE Louisville KY 40210,"118 - Trash or rubbish fire, contained",500,1000,1500,20710,19210
17-0038962,12/12/2017,1737 HALE Louisville KY 40210,111 - Building fire,NULL,5000,5000,16400,11400
17-0039218,12/14/2017,630 BARRET Louisville KY 40204,111 - Building fire,NULL,500,500,1940970,1940470
17-0039384,12/15/2017,813 IROQUOIS Louisville KY 40214,111 - Building fire,10000,10000,20000,100000,80000
17-0039530,12/16/2017,4101 Cadillac Louisville KY 40213,131 - Passenger vehicle fire,250,3500,3750,3500,-250
17-0039533,12/16/2017,S 35TH Louisville KY 40211,131 - Passenger vehicle fire,0,1500,1500,2000,500
17-0039645,12/17/2017,146 E ASHLAND Louisville KY 40214,"113 - Cooking fire, confined to container",3000,NULL,3000,90000,87000
17-0039640,12/17/2017,4519 HAZELWOOD Louisville KY 40214,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
17-0039761,12/18/2017,2800 BRECKENRIDGE Louisville KY 40220,131 - Passenger vehicle fire,100,2000,2100,2000,-100
17-0039766,12/19/2017,I264 East City of Louisville KY 40220,131 - Passenger vehicle fire,100,2000,2100,2000,-100
17-0039966,12/20/2017,845 RIVER CREST Louisville KY 40206,111 - Building fire,30000,350000,380000,1000000,620000
17-0039989,12/20/2017,217 W ST CATHERINE Louisville KY 40203,111 - Building fire,NULL,500,500,250000,249500
17-0039993,12/21/2017,703 BLUEGRASS Louisville KY 40215,111 - Building fire,300,250,550,80000,79450
17-0040028,12/21/2017,1925 S 7TH Louisville KY 40208,"151 - Outside rubbish, trash or waste fire",500,500,1000,500,-500
17-0040162,12/22/2017,344 N 27TH Louisville KY 40212,131 - Passenger vehicle fire,300,2500,2800,2500,-300
17-0040511,12/25/2017,2224 OSAGE Louisville KY 40210,111 - Building fire,5000,10000,15000,50000,35000
17-0040643,12/26/2017,4015 S 3RD 3 Louisville KY 40214,"113 - Cooking fire, confined to container",1000,2000,3000,150000,147000
17-0040670,12/27/2017,3760 PARTHENIA Louisville KY 40215,111 - Building fire,0,5000,5000,5000,0
17-0041052,12/30/2017,140 N 4TH City of Louisville KY 40202,111 - Building fire,5000,100000,105000,2120290,2015290
17-0041122,12/30/2017,316 MACON 1 Louisville KY 40207,"113 - Cooking fire, confined to container",NULL,100,100,250000,249900
17-0041107,12/30/2017,2306 W MADISON Louisville KY 40211,111 - Building fire,200,3000,3200,6000,2800
17-0041185,12/31/2017,4207 VERMONT Louisville KY 40211,111 - Building fire,15000,5000,20000,67520,47520
17-0041176,12/31/2017,22 City of Louisville KY 40203,131 - Passenger vehicle fire,0,3500,3500,3500,0
17-0041161,12/31/2017,S 4TH Louisville KY 40202,112 - Fires in structure other than in a building,0,1000,1000,1000,0
18-0000002,1/1/2018,217 FREEMAN Louisville KY 40214,111 - Building fire,500,0,500,96000,95500
18-0000059,1/1/2018,341 N 27TH Louisville KY 40212,112 - Fires in structure other than in a building,NULL,5000,5000,60000,55000
18-0000113,1/1/2018,1202 LILLIAN Louisville KY 40208,111 - Building fire,5000,15000,20000,15000,-5000
18-0000131,1/1/2018,314 WOODBINE Louisville KY 40208,111 - Building fire,5000,10000,15000,10000,-5000
18-0000148,1/2/2018,2636 DUNCAN Louisville KY 40212,131 - Passenger vehicle fire,0,10000,10000,10000,0
18-0000328,1/3/2018,140 N 4TH Louisville KY 40202,111 - Building fire,0,1000000,1000000,25000000,24000000
18-0000466,1/4/2018,2319 FRANKFORT Louisville KY 40206,111 - Building fire,0,1000,1000,536750,535750
18-0000454,1/4/2018,2520 ELLIOTT Louisville KY 40211,111 - Building fire,0,16120,16120,16120,0
18-0000553,1/4/2018,212 FREEMAN Louisville KY 40214,112 - Fires in structure other than in a building,NULL,2500,2500,5000,2500
18-0000454,1/4/2018,2522 ELLIOTT Louisville KY 40211,111 - Building fire,0,1500,1500,13800,12300
18-0000454,1/4/2018,2518 ELLIOTT Louisville KY 40211,111 - Building fire,0,1500,1500,17950,16450
18-0000685,1/5/2018,1708 ROSEWOOD Louisville KY 40204,131 - Passenger vehicle fire,100,14000,14100,14000,-100
18-0000689,1/5/2018,4418 TAYLOR 17 Louisville KY 40215,111 - Building fire,500,1000,1500,1000,-500
18-0000637,1/5/2018,1307 HOWARD Louisville KY 40213,111 - Building fire,0,5000,5000,150000,145000
18-0000785,1/6/2018,526 DENMARK Louisville KY 40215,111 - Building fire,1000,10000,11000,85000,74000
18-0000728,1/6/2018,I-264E City of Louisville KY 40211,131 - Passenger vehicle fire,400,4000,4400,4000,-400
18-0000931,1/7/2018,312 W KENWOOD Louisville KY 40214,111 - Building fire,NULL,1000,1000,78450,77450
18-0000919,1/7/2018,3439 NEWBURG 1 Louisville KY 40218,111 - Building fire,500,10,510,250000,249490
18-0000859,1/7/2018,2216 GOLDSMITH Louisville KY 40218,111 - Building fire,1000,NULL,1000,480000,479000
18-0001082,1/8/2018,314 N 27TH City of Louisville KY 40212,"114 - Chimney or flue fire, confined to chimney or flue",NULL,1000,1000,29400,28400
18-0001021,1/8/2018,513 HEYWOOD Louisville KY 40208,111 - Building fire,15000,15000,30000,60000,30000
18-0001112,1/9/2018,N 21ST Louisville KY 40203,131 - Passenger vehicle fire,0,3500,3500,3500,0
18-0001235,1/10/2018,2438 ELLIOTT Louisville KY 40211,111 - Building fire,0,15000,15000,18730,3730
18-0001352,1/10/2018,2114 HALE Louisville KY 40210,111 - Building fire,100,500,600,18000,17400
18-0001434,1/11/2018,413 E MUHAMMAD ALI 315 City of Louisville KY 40202,"113 - Cooking fire, confined to container",100,NULL,100,100,0
18-0001436,1/11/2018,1420 W JEFFERSON Louisville KY 40203,131 - Passenger vehicle fire,0,6455,6455,6455,0
18-0001505,1/12/2018,1800 DIXIE Louisville KY 40210,"113 - Cooking fire, confined to container",200,NULL,200,112000,111800
18-0001493,1/12/2018,624 LINDELL Louisville KY 40211,111 - Building fire,20000,28400,48400,37850,-10550
18-0001595,1/13/2018,4627 BELLEVUE Louisville KY 40215,111 - Building fire,NULL,2000,2000,103200,101200
18-0001774,1/14/2018,6300 WISTERIA VIEW 201 Louisville KY 40218,"743 - Smoke detector activation, no fire - unintentional",NULL,800,800,88090,87290
18-0001687,1/14/2018,E HILL Louisville KY 40208,131 - Passenger vehicle fire,0,5000,5000,5000,0
18-0001823,1/15/2018,1004 BARDSTOWN Louisville KY 40204,131 - Passenger vehicle fire,NULL,300,300,2000,1700
18-0001934,1/16/2018,1320 S PRESTON Louisville KY 40208,112 - Fires in structure other than in a building,15000,31201,46201,39000,-7201
18-0001937,1/16/2018,S 3RD Louisville KY 40214,131 - Passenger vehicle fire,0,9000,9000,9000,0
18-0001912,1/16/2018,1202 BOURBON Louisville KY 40213,111 - Building fire,1000,50000,51000,100000,49000
18-0001893,1/16/2018,1006 S BROOK Louisville KY 40203,111 - Building fire,25,0,25,136930,136905
18-0002092,1/17/2018,818 S 39TH Louisville KY 40211,111 - Building fire,5000,23515,28515,47030,18515
18-0002029,1/17/2018,835 BRENTWOOD Louisville KY 40215,111 - Building fire,NULL,1000,1000,36000,35000
18-0002020,1/17/2018,636 EMILY Louisville KY 40206,112 - Fires in structure other than in a building,3000,3000,6000,97180,91180
18-0002003,1/17/2018,4617 ALLMOND Louisville KY 40209,131 - Passenger vehicle fire,NULL,2000,2000,2500,500
18-0002302,1/19/2018,2318 GARLAND Louisville KY 40211,111 - Building fire,500,NULL,500,22500,22000
18-0002259,1/19/2018,1716 S 35TH Louisville KY 40211,111 - Building fire,NULL,500,500,120000,119500
18-0002336,1/20/2018,2711 N SLEVIN Louisville KY 40212,111 - Building fire,1000,25000,26000,50000,24000
18-0002325,1/20/2018,3843 W MUHAMMAD ALI Louisville KY 40212,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0002513,1/21/2018,805 S 38TH Louisville KY 40211,111 - Building fire,10000,29000,39000,35890,-3110
18-0002496,1/21/2018,714 LYNN Louisville KY 40217,111 - Building fire,1000,5000,6000,137000,131000
18-0002598,1/22/2018,264 City of Louisville KY 40209,131 - Passenger vehicle fire,200,2500,2700,2500,-200
18-0002579,1/22/2018,S BROOK Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",50,0,50,1000,950
18-0002557,1/22/2018,400 S 8TH Louisville KY 40203,111 - Building fire,1000,NULL,1000,5000,4000
18-0002672,1/23/2018,813 S 33RD Louisville KY 40211,111 - Building fire,5000,20670,25670,20670,-5000
18-0002820,1/24/2018,2354 GRINSTEAD 3 Louisville KY 40204,111 - Building fire,5000,5000,10000,500000,490000
18-0002812,1/24/2018,1715 NELSON Shively KY 40216,111 - Building fire,1500,8000,9500,10000,500
18-0003000,1/26/2018,507 CAMDEN Louisville KY 40215,162 - Outside equipment fire,400,400,800,400,-400
18-0003153,1/27/2018,2817 GREENWOOD Louisville KY 40211,131 - Passenger vehicle fire,NULL,20000,20000,20000,0
18-0003134,1/27/2018,3711 W KENTUCKY Louisville KY 40211,111 - Building fire,300,1500,1800,52270,50470
18-0003447,1/30/2018,3704 KLONDIKE Louisville KY 40218,111 - Building fire,100,0,100,175000,174900
18-0003424,1/30/2018,2327 WOODFORD Louisville KY 40205,111 - Building fire,0,500,500,350000,349500
18-0003601,1/31/2018,1829 DIXDALE Louisville KY 40210,"113 - Cooking fire, confined to container",500,100,600,21000,20400
18-0003600,1/31/2018,2208 GOLDSMITH Louisville KY 40218,142 - Brush or brush-and-grass mixture fire,0,40,40,600000,599960
18-0003589,1/31/2018,1500 S 5TH 233 Louisville KY 40208,111 - Building fire,15000,5000,20000,400000,380000
18-0003609,2/1/2018,4704 SOUTHERN Louisville KY 40214,131 - Passenger vehicle fire,500,1500,2000,1500,-500
18-0003610,2/1/2018,3516 BROCKTON Louisville KY 40220,131 - Passenger vehicle fire,NULL,2000,2000,2000,0
18-0003965,2/3/2018,638 S 38TH 2 Louisville KY 40211,111 - Building fire,NULL,100,100,28380,28280
18-0003920,2/3/2018,1033 HATHAWAY Louisville KY 40215,111 - Building fire,10000,25000,35000,73000,38000
18-0003901,2/3/2018,3732 CLIFF Louisville KY 40215,111 - Building fire,NULL,42340,42340,42340,0
18-0004045,2/4/2018,1220 FISK Louisville KY 40203,131 - Passenger vehicle fire,0,500,500,2200,1700
18-0004141,2/5/2018,713 IOWA Louisville KY 40208,111 - Building fire,NULL,10000,10000,59000,49000
18-0004120,2/5/2018,2306 GARLAND Louisville KY 40211,131 - Passenger vehicle fire,NULL,8000,8000,8000,0
18-0004106,2/5/2018,2068 S PRESTON Louisville KY 40217,"113 - Cooking fire, confined to container",500,NULL,500,180000,179500
18-0004303,2/7/2018,756 S SHELBY Louisville KY 40203,111 - Building fire,5000,11000,16000,31320,15320
18-0004301,2/7/2018,2713 SLEVIN Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",NULL,100,100,21500,21400
18-0004545,2/9/2018,3021 FURMAN Louisville KY 40220,111 - Building fire,500,0,500,139870,139370
18-0004764,2/11/2018,2427 W CHESTNUT Louisville KY 40211,111 - Building fire,0,5000,5000,8000,3000
18-0005018,2/13/2018,917 MULBERRY Louisville KY 40217,"118 - Trash or rubbish fire, contained",500,NULL,500,500,0
18-0005330,2/15/2018,2961 BRECKENRIDGE Louisville KY 40220,111 - Building fire,200,0,200,350000,349800
18-0005310,2/15/2018,N CLIFTON City of Louisville KY 40206,131 - Passenger vehicle fire,NULL,100,100,1000,900
18-0005566,2/17/2018,1107 ASH Louisville KY 40217,111 - Building fire,0,2000,2000,125000,123000
18-0005643,2/17/2018,4203 DANA Louisville KY 40216,131 - Passenger vehicle fire,500,10000,10500,10000,-500
18-0005686,2/18/2018,208 E SOUTHERN HEIGHTS Louisville KY 40209,131 - Passenger vehicle fire,NULL,3000,3000,3000,0
18-0005726,2/18/2018,1335 OAKWOOD Louisville KY 40215,111 - Building fire,5000,15000,20000,25000,5000
18-0006164,2/21/2018,3714 CLIFF Louisville KY 40215,111 - Building fire,10000,60000,70000,60000,-10000
18-0006057,2/21/2018,3926 S BROOK Louisville KY 40214,111 - Building fire,5000,47000,52000,47000,-5000
18-0006057,2/21/2018,3924 S BROOK Louisville KY 40214,111 - Building fire,5000,47000,52000,47000,-5000
18-0006057,2/21/2018,3928 S BROOK Louisville KY 40214,111 - Building fire,5000,47000,52000,47000,-5000
18-0006164,2/21/2018,3712 CLIFF Louisville KY 40215,111 - Building fire,10000,60000,70000,60000,-10000
18-0006504,2/24/2018,524 N 26TH 1 Louisville KY 40212,111 - Building fire,500,2000,2500,27050,24550
18-0006475,2/24/2018,2101 PEABODY Louisville KY 40218,111 - Building fire,2000,2000,4000,100000,96000
18-0006633,2/25/2018,2911 BARDSTOWN Louisville KY 40205,"122 - Fire in motor home, camper, recreational vehicle",1000,15000,16000,15000,-1000
18-0006590,2/25/2018,1024 S 29TH Louisville KY 40211,111 - Building fire,500,1500,2000,245500,243500
18-0006779,2/26/2018,827 HUMLER Louisville KY 40211,111 - Building fire,100,NULL,100,25000,24900
18-0006763,2/26/2018,228 SHAWNEE Louisville KY 40212,131 - Passenger vehicle fire,0,300,300,3000,2700
18-0006876,2/27/2018,524 E KENTUCKY Louisville KY 40203,112 - Fires in structure other than in a building,1000,5000,6000,46540,40540
18-0006869,2/27/2018,1323 E MAIN Louisville KY 40206,111 - Building fire,10,40000,40010,80000,39990
18-0006826,2/27/2018,5266 SOUTHERN Louisville KY 40214,111 - Building fire,10000,20000,30000,30000,0
18-0006980,2/28/2018,1103 GOSS Louisville KY 40217,111 - Building fire,1000,20000,21000,168400,147400
18-0007029,3/1/2018,403 MACLEAN Louisville KY 40209,111 - Building fire,3000,5000,8000,20000,12000
18-0007194,3/2/2018,3712 NOBLITT Louisville KY 40218,111 - Building fire,10000,70000,80000,195000,115000
18-0007196,3/2/2018,4347 S 3RD Louisville KY 40214,131 - Passenger vehicle fire,0,3000,3000,3500,500
18-0007161,3/2/2018,4700 S 3RD Louisville KY 40214,111 - Building fire,1000,NULL,1000,400000,399000
18-0007264,3/3/2018,2249 DATE Louisville KY 40210,111 - Building fire,NULL,8000,8000,15000,7000
18-0007350,3/4/2018,181 N BELLAIRE Louisville KY 40206,112 - Fires in structure other than in a building,NULL,100,100,100,0
18-0007519,3/6/2018,945 S 5TH 906 Louisville KY 40203,"113 - Cooking fire, confined to container",500,500,1000,500,-500
18-0007606,3/6/2018,629 S 4TH Louisville KY 40202,111 - Building fire,1000,0,1000,813650,812650
18-0007589,3/6/2018,827 HUMLER Louisville KY 40211,111 - Building fire,15000,15000,30000,36520,6520
18-0007702,3/7/2018,1108 S 26TH Louisville KY 40210,111 - Building fire,800,2000,2800,33800,31000
18-0007858,3/9/2018,2924 slevin Louisville KY 40212,131 - Passenger vehicle fire,0,2000,2000,4000,2000
18-0007833,3/9/2018,3211 KEMMONS Louisville KY 40218,131 - Passenger vehicle fire,500,2500,3000,2500,-500
18-0007930,3/10/2018,223 N 32ND Louisville KY 40212,111 - Building fire,10000,15000,25000,39250,14250
18-0008101,3/11/2018,2724 GARLAND Louisville KY 40211,131 - Passenger vehicle fire,0,15000,15000,15000,0
18-0008219,3/12/2018,I-264 E City of Louisville KY 40214,131 - Passenger vehicle fire,NULL,8000,8000,8000,0
18-0008141,3/12/2018,1014 S 2ND Louisville KY 40203,"113 - Cooking fire, confined to container",100,100,200,1000000,999800
18-0008114,3/12/2018,1258 S PRESTON Louisville KY 40203,112 - Fires in structure other than in a building,NULL,54190,54190,54190,0
18-0008114,3/12/2018,1264 S PRESTON Louisville KY 40203,112 - Fires in structure other than in a building,NULL,2000,2000,85000,83000
18-0008114,3/12/2018,1256 S PRESTON Louisville KY 40203,112 - Fires in structure other than in a building,NULL,500,500,54190,53690
18-0008315,3/13/2018,CLEVELAND Louisville KY 40206,131 - Passenger vehicle fire,0,4500,4500,6500,2000
18-0008245,3/13/2018,531 FRANKLIN City of Louisville KY 40202,"160 - Special outside fire, other",500,500,1000,500,-500
18-0008412,3/14/2018,1129 W ASHLAND Louisville KY 40215,"113 - Cooking fire, confined to container",500,NULL,500,60000,59500
18-0008492,3/15/2018,2500 MONTGOMERY City of Louisville KY 40212,111 - Building fire,2000,2000,4000,2000,-2000
