Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP271700K4,180041691,Montgomery County Police,Injury Crash,08/21/2018 09:40:00 PM,County,SOUTHAMPTON DR,County,BEACON RD,,N/A,PEDESTRIAN,OTHER,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,A31B1A79-C237-4CB6-88B4-DCFF2517D0BE,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.00533483,-76.98210633,"(39.00533483, -76.98210633)"
MCP2680001N,15040666,MONTGOMERY,Property Damage Crash,08/14/2015 10:20:00 PM,,,,,parking lot of 833 Wayne Ave. Silver Spring Md. 20910,,PEDESTRIAN,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,FEA2B83A-B4DE-471D-A058-256FAE92C0F0,PEDESTRIAN,Other,INATTENTIVE,OUTSIDE RIGHT OF WAY,NO PED. SIGNAL,DARK CLOTHING,Yes,NO APPARENT INJURY,NONE,38.99673333,-77.02406667,"(38.99673333, -77.02406667)"
MCP29420019,15061579,MONTGOMERY,Injury Crash,12/02/2015 05:20:00 PM,Maryland (State),WISCONSIN AVE,Maryland (State),BRADLEY LA,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,FOGGY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,6CB45660-2F5C-4EA5-9324-9EA5046B5A55,BICYCLIST,Walking/Riding w/Traffic,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.97717641,-77.09067822,"(38.97717641, -77.09067822)"
DD5625001X,190008171,Rockville Police Departme,Injury Crash,02/20/2019 10:50:00 AM,,,,,PARKING LOT OF 797 ROCKVILLE PIKE,,PEDESTRIAN,OTHER,SNOW,,DAYLIGHT,N/A,UNKNOWN,NONE DETECTED,2BEE8F8F-ACC5-4661-9E85-8E4B6FBD1A4A,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,N/A,39.07696736,-77.14010649,"(39.07696736, -77.14010649)"
MCP20550014,16033258,Montgomery County Police,Injury Crash,06/30/2016 10:00:00 PM,County,SHADY GROVE RD,Municipality,GAITHER RD,,ROCKVILLE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,UNKNOWN,UNKNOWN,N/A,55684B05-2FF8-4920-8884-75F762BD3969,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,SUSPECTED MINOR INJURY,NONE,39.11741719,-77.18395472,"(39.11741719, -77.18395472)"
MCP26120016,15055028,MONTGOMERY,Injury Crash,10/29/2015 04:51:00 PM,,,,,In the parking lot of 3654 Bel Pre Rd.,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,E5C2F0FC-6CC2-4E09-9DED-1A3E4BB2EFD5,PEDESTRIAN,Approach/Leaving Schoolbus,IN ROADWAY IMPROPERLY,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.092355,-77.07349667,"(39.092355, -77.07349667)"
MCP2832002M,17015784,Montgomery County Police,Injury Crash,03/28/2017 01:38:00 PM,Maryland (State),EAST WEST HWY,County,GRUBB RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,N/A,DAA88CAB-D3DE-43DE-B361-7871B70327A7,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,38.99381333,-77.05224833,"(38.99381333, -77.05224833)"
MCP3122000X,180031104,Montgomery County Police,Injury Crash,06/24/2018 09:45:00 AM,County,DEWEY RD,County,BENNION RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3FD61223-B2B5-425D-8C8C-A5E3EA2D0329,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.05154167,-77.08933333,"(39.05154167, -77.08933333)"
MCP24370030,180059552,Montgomery County Police,Injury Crash,11/28/2018 06:08:00 PM,County,CONNECTICUT AVE,County,GRAND PRE RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,4592C5C6-2E33-411C-A41A-F93FB41C8E5A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,NONE,39.08919762,-77.07198089,"(39.08919762, -77.07198089)"
MCP2008002X,16058233,Montgomery County Police,Injury Crash,11/11/2016 05:46:00 PM,Maryland (State),WILSON LA,County,MOORLAND LA,,N/A,PEDESTRIAN,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,E298529C-E573-4BD3-B451-CF2C94E1F47E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.9871,-77.10963167,"(38.9871, -77.10963167)"
MCP2546001Z,16053220,Montgomery County Police,Injury Crash,10/16/2016 04:16:00 PM,County,RANDOLPH RD,County,DEWEY RD,,N/A,BICYCLIST,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,N/A,FD270525-AE1F-4573-91C7-E8C5841A519E,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,39.05328167,-77.08922333,"(39.05328167, -77.08922333)"
MCP3136000F,180046113,Montgomery County Police,Injury Crash,09/15/2018 11:56:00 AM,County,WAYNE AVE,County,FENTON ST,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,23C9F282-3345-41F1-9E73-70F12D6C3AB9,PEDESTRIAN,Getting off/on Vehicle,ENTERING EXITING PARKED STANDING VEHICLE,ON ROADWAY NOT AT CROSSWALK,N/A,N/A,Unknown,POSSIBLE INJURY,N/A,38.99611155,-77.02474958,"(38.99611155, -77.02474958)"
MCP2160000C,16004056,Montgomery County Police,Injury Crash,01/23/2016 04:54:00 PM,,,,,PARKING LOT OF 24 MONTGOMERY VILLAGE AVE,,PEDESTRIAN,SINGLE VEHICLE,BLOWING SNOW,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,B9F679B9-108E-4191-82E2-6DDE72CCF9FE,PEDESTRIAN,Other,NOT VISIBLE,OTHER,N/A,OTHER,No,POSSIBLE INJURY,N/A,39.15543936,-77.2082448,"(39.15543936, -77.2082448)"
MCP9386004T,170513166,Montgomery County Police,Injury Crash,06/12/2017 08:23:00 AM,County,MARYKNOLL AVE,Maryland (State),WILSON LA,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,73BFF3CF-0223-46FC-A8F2-34DD14E56FC2,BICYCLIST,Walking/Cycling on Sidewalk,FAILURE TO YIELD RIGHT OF WAY,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,UNKNOWN,38.98655267,-77.13406831,"(38.98655267, -77.13406831)"
MCP14380061,180013635,Montgomery County Police,Injury Crash,03/19/2018 10:05:00 AM,Maryland (State),WOODFIELD RD,County,FLOWER HILL WAY,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,43E3BF8A-96A7-411E-9972-6F65347B223E,PEDESTRIAN,Walking/Riding against Traffic,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,NONE,39.156185,-77.16531333,"(39.156185, -77.16531333)"
MCP2636000T,180033019,Montgomery County Police,Injury Crash,07/04/2018 06:09:00 PM,,,,,PARKING LOT OF TARGET LOCATED AT 12000 CHERRY HILL ROAD,,PEDESTRIAN,OTHER,N/A,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,D8952A20-5498-4FF0-9E2D-694ECB57E401,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,CURB,N/A,N/A,No,SUSPECTED SERIOUS INJURY,NONE,39.05196838,-76.95608497,"(39.05196838, -76.95608497)"
MCP25460029,17007535,Montgomery County Police,Property Damage Crash,02/11/2017 04:19:00 PM,County,ATHERTON DR,County,ISBELL ST,,N/A,BICYCLIST,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,F7624F05-DF97-475B-8248-155A5E23844D,BICYCLIST,Playing,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,NO APPARENT INJURY,NONE,39.06413333,-77.07593167,"(39.06413333, -77.07593167)"
MCP2464000J,16015960,Montgomery County Police,Injury Crash,04/01/2016 05:24:00 PM,County,DEMOCRACY BLVD,County,FERNWOOD RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,3878E335-34FC-4D8D-BACD-3EC374E7784D,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.02188167,-77.1351,"(39.02188167, -77.1351)"
MCP2877001G,15029495,Montgomery County Police,Injury Crash,06/16/2015 03:10:00 PM,County,CRESTMOOR DR,US (State),COLESVILLE RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,UNKNOWN,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,25DB2EA1-EF73-4C64-9D33-C0A84FF94D18,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,SIDEWALK,UNKNOWN,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.02795221,-77.00903177,"(39.02795221, -77.00903177)"
MCP1151002J,15010827,Montgomery County Police,Injury Crash,03/09/2015 08:19:00 AM,County,CRYSTAL ROCK DR,Maryland (State),GERMANTOWN RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,FC9652DB-1ADF-4323-B433-5BBF053DC602,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,N/A,39.181835,-77.26275,"(39.181835, -77.26275)"
MCP29770011,15051007,MONTGOMERY,Injury Crash,10/08/2015 11:59:00 AM,Maryland (State),PINEY BRANCH RD,Government,SLIGO CREEK PKWY,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,956A92B1-AAED-4231-AE93-146A15ED5731,BICYCLIST,Cross/Enter at Intersection,N/A,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,MC/BIKE HELMET,38.99583596,-77.00596333,"(38.99583596, -77.00596333)"
MCP2059004P,170549514,Montgomery County Police,Injury Crash,12/19/2017 02:01:00 PM,Maryland (State),CONNECTICUT AVE,County,MANOR RD,,N/A,PEDESTRIAN,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4D240233-CF7D-4807-BCFA-DE0894F8CB66,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,38.99609445,-77.07726851,"(38.99609445, -77.07726851)"
MCP02510016,170508348,Montgomery County Police,Injury Crash,05/17/2017 06:09:00 PM,County,RIFFLE FORD RD,Maryland (State),GERMANTOWN RD,,N/A,BICYCLIST,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,9E31895B-0E3F-4E3D-8BB9-94548F229AE4,BICYCLIST,Walking/Riding w/Traffic,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,MC/BIKE HELMET,39.14782333,-77.29008167,"(39.14782333, -77.29008167)"
MCP2774001M,16009155,MONTGOMERY,Injury Crash,02/23/2016 09:55:00 PM,,,,,PARKING AREA TO THE REAR OF MAIN SERVICE BUILDING AT 11920 BOURNEFIELD WAY,,PEDESTRIAN,OTHER,N/A,,DARK LIGHTS ON,N/A,N/A,N/A,AEF9A97C-DFE7-4332-A000-521161CA508F,PEDESTRIAN,Other Working,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.05366167,-76.96243833,"(39.05366167, -76.96243833)"
MCP30760021,190008899,Montgomery County Police,Injury Crash,02/25/2019 06:35:00 AM,Maryland (State),EAST WEST HWY,Maryland (State),COLESVILLE RD,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5ECDC9B8-9280-4C34-A384-16932EB9266E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,38.99202883,-77.0304305,"(38.99202883, -77.0304305)"
MCP2675001D,17007959,Montgomery County Police,Injury Crash,02/13/2017 09:49:00 PM,County,REEDIE DR,Maryland (State),GEORGIA AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,24F2D624-4838-4284-8D49-6E15F8AAD356,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.03864883,-77.05099359,"(39.03864883, -77.05099359)"
EJ78620003,16006062,Gaithersburg Police Depar,Injury Crash,02/05/2016 04:47:00 PM,Municipality,GATESTONE SQ ST,Municipality,GATESTONE ST,,GAITHERSBURG,PEDESTRIAN,OTHER,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,NONE DETECTED,E4A30B07-D95B-4EF8-AA7E-74390788ED57,PEDESTRIAN,Walking/Riding w/Traffic,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,N/A,LIGHT CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,39.11774833,-77.228455,"(39.11774833, -77.228455)"
MCP2995004L,190018414,Montgomery County Police,Injury Crash,04/19/2019 08:51:00 PM,Maryland (State),VEIRS MILL RD,County,RANDOLPH RD,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,26F108C1-2696-4529-A3BB-8B81DD5FA232,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,DARK CLOTHING,Unknown,POSSIBLE INJURY,NONE,39.0573244,-77.0752497,"(39.0573244, -77.0752497)"
MCP3078000S,180004198,Montgomery County Police,Injury Crash,01/25/2018 08:26:00 AM,County,BLUERIDGE AVE,Maryland (State),GEORGIA AVE,,N/A,PEDESTRIAN,N/A,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,N/A,D241F68D-9157-4759-B4DB-12C4761B93D0,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,39.04313667,-77.05172167,"(39.04313667, -77.05172167)"
MCP2683000T,15011609,Montgomery County Police,Injury Crash,03/13/2015 01:22:00 PM,County,OAKMONT AVE,Unknown,STRUC #15152,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,EC3DA0DA-9702-4307-86C1-EBCAAE1A9CF5,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,NONE,39.13029333,-77.18919667,"(39.13029333, -77.18919667)"
MCP23570035,180024363,Montgomery County Police,Injury Crash,05/18/2018 07:41:00 AM,,,,,8357 COLESVILLE ROAD,,PEDESTRIAN,UNKNOWN,RAINING,,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,50142628-08BE-4F73-A7CE-533654775806,PEDESTRIAN,Standing,OTHER,OTHER,N/A,MIXED CLOTHING,Yes,POSSIBLE INJURY,N/A,38.99398,-77.03235167,"(38.99398, -77.03235167)"
MCP27400016,15055621,MONTGOMERY,Injury Crash,11/01/2015 05:52:00 PM,Maryland (State),UNIVERSITY BLVD E,County,FORSTON DR,,N/A,BICYCLIST,N/A,CLEAR,DRY,DARK NO LIGHTS,N/A,NONE DETECTED,NONE DETECTED,1E6773F8-B53E-4B4A-B108-1BBAA49C2C0C,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,UNKNOWN,UNKNOWN,No,SUSPECTED MINOR INJURY,NONE,38.99483118,-76.99300289,"(38.99483118, -76.99300289)"
MCP2693001B,16004084,Montgomery County Police,Injury Crash,01/24/2016 04:04:00 PM,County,BAUER DR,Other Public Roadway,BURNSIDE DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,SNOW,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,83697246-4D6A-45E5-879A-83A6A13CFBE4,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,39.094385,-77.10942667,"(39.094385, -77.10942667)"
MCP2845002Y,170518812,Montgomery County Police,Injury Crash,07/13/2017 08:20:00 AM,County,LORAIN AVE,Maryland (State),UNIVERSITY BLVD W,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,C9B522B3-9DD6-46C2-A517-0AFF5BCF3C02,BICYCLIST,Cross/Enter at Intersection,DART DASH,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.02186833,-77.01506333,"(39.02186833, -77.01506333)"
MCP2588000W,15028626,Montgomery County Police,Injury Crash,06/12/2015 01:57:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),CONNECTICUT AVE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,N/A,N/A,ALCOHOL CONTRIBUTED,38208EA1-52DD-4BAC-940B-9B95E403A71B,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,OTHER,N/A,OTHER,,SUSPECTED MINOR INJURY,N/A,39.08431333,-77.078245,"(39.08431333, -77.078245)"
MCP3010001C,16041940,Montgomery County Police,Injury Crash,08/18/2016 02:04:00 PM,County,TUCKERMAN LA,Unknown,KINGS RIDING WAY,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,NONE DETECTED,671F286B-347B-44BF-9371-F0A8565BA65C,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.02982167,-77.112625,"(39.02982167, -77.112625)"
MCP2682000H,16015156,Montgomery County Police,Injury Crash,03/28/2016 02:27:00 PM,County,WATKINS MILL RD,County,APPLE RIDGE RD,,N/A,BICYCLIST,HEAD ON,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4471D236-B436-4353-A16D-4FCC62E83CAD,BICYCLIST,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.184465,-77.21097167,"(39.184465, -77.21097167)"
MCP21980030,170529933,Montgomery County Police,Injury Crash,09/11/2017 04:38:00 PM,County,SUMMIT AVE,County,CABLE DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,N/A,N/A,N/A,914CA00E-7D3D-440E-A31E-BD325DFDD385,PEDESTRIAN,Walking to/from school,DART DASH,ON ROADWAY NOT AT CROSSWALK,OTHER,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,39.12612667,-77.18322167,"(39.12612667, -77.18322167)"
MCP2617001D,15061577,Montgomery County Police,Injury Crash,12/02/2015 05:34:00 PM,County,OLD GEORGETOWN RD,Maryland (State),ROCKVILLE PIKE,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,0378A0C3-C3A4-41A2-BFC9-287D1B6597CB,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,UNKNOWN,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.04984,-77.11290333,"(39.04984, -77.11290333)"
MCP2552001B,16059773,Montgomery County Police,Injury Crash,11/20/2016 05:53:00 PM,,,,,"ALLEYWAY ADJACENT TO PARKING GARAGE OF 5700 BOU AVENUE, ROCKVILLE, MD 20852.",,PEDESTRIAN,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,N/A,N/A,93957546-D642-48F4-8ABC-8E9629C2FF1B,PEDESTRIAN,Cross/Enter not at Intersection,N/A,OTHER,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.05621327,-77.1154511,"(39.05621327, -77.1154511)"
MCP29910009,16000507,Montgomery County Police,Injury Crash,01/04/2016 08:30:00 AM,Maryland (State),VEIRS MILL RD,County,NEWPORT MILL RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,8018C9C0-3768-4DA7-9890-CC9916798C61,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,UNKNOWN,OBEYED PED. SIGNAL,N/A,No,SUSPECTED MINOR INJURY,NONE,39.04506831,-77.06502154,"(39.04506831, -77.06502154)"
DD5538001V,16049874,Rockville Police Departme,Injury Crash,09/28/2016 09:00:00 AM,Maryland (State),ROCKVILLE PIKE,Municipality,TALBOTT ST,,ROCKVILLE,BICYCLIST,SAME DIRECTION RIGHT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,57616C88-27D9-4C4C-AE9D-758308552616,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,NONE,39.07325486,-77.13445991,"(39.07325486, -77.13445991)"
MCP2950001L,180038639,Montgomery County Police,Injury Crash,08/04/2018 05:00:00 AM,County,STRINGTOWN RD,Unknown,ST CLAIR RD,,N/A,BICYCLIST,SAME DIR REAR END,CLOUDY,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,B9890DD4-4327-4034-8A78-CF39133F4F71,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,N/A,HEAD LIGHT AND REFLECTORS,No,SUSPECTED SERIOUS INJURY,MC/BIKE HELMET,39.240335,-77.270135,"(39.240335, -77.270135)"
MCP12510018,170543897,Montgomery County Police,Injury Crash,11/20/2017 02:14:00 PM,County,DUFIEF MILL RD,County,TRAVILAH RD,,N/A,BICYCLIST,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,6A718394-A609-4378-9019-0F7DC219870F,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,N/A,DARK CLOTHING,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.08093667,-77.25052833,"(39.08093667, -77.25052833)"
MCP2031000H,15028940,Montgomery County Police,Injury Crash,06/14/2015 11:35:00 AM,Maryland (State),WOODFIELD RD,County,FIELDCREST RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,56F8661A-97DA-4C7B-932F-E0160E0FB303,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,MIDBLOCK MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,39.18533667,-77.151085,"(39.18533667, -77.151085)"
MCP3190000B,190014101,Montgomery County Police,Injury Crash,03/27/2019 07:28:00 AM,County,BEL PRE RD,County,NORTH GATE DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,N/A,N/A,2852889C-C29F-4BD9-B37E-3ECE64BCFABA,PEDESTRIAN,Approach/Leaving Schoolbus,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.09048141,-77.0508673,"(39.09048141, -77.0508673)"
