the_geom,OBJECTID,SSTYPE,SSSTAT,PROJID
"MULTILINESTRING ((-89.994362962782 30.017408202778, -89.994413679896 30.017896141829, -89.994417083475 30.017928882067, -89.994420405312 30.017960841972, -89.99449893762 30.018716371028, -89.994540358774 30.019114858905, -89.994544692764 30.019192743468))",587859,Water Line Replacement (SWB),Planned,RR139
"MULTILINESTRING ((-90.066348340081 29.935767396067, -90.066335143769 29.935415479232, -90.066329180528 29.935357770087, -90.066303953974 29.935193000992, -90.06628796145 29.935092608984))",595354,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.050762405913 29.980115041574, -90.050536247143 29.980129853522, -90.050192351637 29.980152375375, -90.049721815021 29.98017955114, -90.049634380646 29.980184571857))",594030,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.117966384227 29.938228479219, -90.117927026288 29.938319447863, -90.117812177796 29.938537870531, -90.117519772821 29.939108384343))",592865,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.052502743548 29.974920094581, -90.052532671558 29.975290280793, -90.052580374394 29.975880252722, -90.052708371777 29.975928199893))",594033,Sewer Line Repair (SSERP),Complete,DPW185
"MULTILINESTRING ((-90.109079492345 29.997434289816, -90.109186845861 29.997443705784, -90.109592476952 29.997479281411, -90.109618902653 29.997481599438, -90.110144495775 29.997525683711))",588647,Sewer Line Repair (SSERP),Complete,PWF172
"MULTILINESTRING ((-90.036715937879 29.992422361998, -90.036624590505 29.992400528812, -90.036177706942 29.992299427043, -90.035933148234 29.99224110221, -90.035837924988 29.992221401929))",595402,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR028
"MULTILINESTRING ((-90.124920999809 29.97288078771, -90.125279723964 29.973180165565))",589309,Sewer Line Repair (ESSA),Planned,
"MULTILINESTRING ((-89.968123362393 30.018580667503, -89.968050234675 30.018598817279, -89.967961545407 30.018620829533, -89.967507415865 30.018733540177, -89.967244957622 30.018798679439, -89.966635939274 30.018942313416, -89.966581502143 30.018956145154, -89.965523904247 30.019224859311, -89.965237513695 30.019297623208, -89.965166774071 30.019315224205))",589048,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.11752940543 29.951954534185, -90.117254760012 29.952308105986, -90.117207994381 29.95236830949, -90.11716589706 29.95242178773, -90.116892642486 29.952768918802))",589748,Sewer Line Replacement (ESSA),Planned,RR116
"MULTILINESTRING ((-90.120822926818 29.961666361872, -90.120219052672 29.96223277512, -90.120072913761 29.962370727348))",589522,Sewer Line Repair (SSERP),Planned,RR067
"MULTILINESTRING ((-90.11702455539 29.935719878791, -90.117778678355 29.936023761387, -90.117861610631 29.936052078923))",593190,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.085449051088 29.971845268542, -90.08577069821 29.972057121532, -90.085846250014 29.972108845929, -90.086195680939 29.972348074044, -90.086294641646 29.972412719566))",591237,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Planned,DPW550
"MULTILINESTRING ((-89.9805705577 30.040994836247, -89.980900097978 30.041505173317, -89.980931497186 30.041547834433, -89.980944677523 30.041562809665, -89.98096054865 30.041575657771, -89.980978664566 30.041586017419, -89.980998515601 30.041593597729, -89.981019542897 30.04159818493, -89.981041156691 30.041599650999, -89.981062747246 30.041597953772, -89.981083708055 30.041593140876, -89.981103450432 30.041585348123, -89.982487667826 30.040911900557))",588547,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR101
"MULTILINESTRING ((-90.080600250835 29.995628512906, -90.079436649408 29.995699188406))",588350,Water Line Replacement (SWB),Planned,NDR058
"MULTILINESTRING ((-90.116062128572 29.953821302213, -90.115478519654 29.954576503287, -90.115455246718 29.954604395635))",589732,Sewer Line Replacement (ESSA),Planned,RR116
"MULTILINESTRING ((-90.03557209057 29.983288764105, -90.035554464681 29.983349792085, -90.035503179488 29.983522612452, -90.035477656854 29.983619585636))",592194,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Construction,SELA20
"MULTILINESTRING ((-90.070712485096 30.010182911385, -90.071474680209 30.010138649638, -90.071499442272 30.010138784181, -90.071523919033 30.010142048403, -90.071547592089 30.010148370633, -90.071569958157 30.010157618976, -90.071570177637 30.010157725623, -90.071584504267 30.010165680769, -90.071597846204 30.010174839809, -90.071612308618 30.01018723141, -90.071624968722 30.010201036781, -90.071625517737 30.010201725972, -90.071628385121 30.010205414568, -90.071642055661 30.010227538149, -90.07165122935 30.010251355386, -90.071655642476 30.010276179825, -90.071727764282 30.011191066697, -90.071762678264 30.011658251492, -90.07176339733 30.01166607253))",590031,Water Line Replacement (FEMA),Planned,RR037
"MULTILINESTRING ((-90.08408626857 29.945912053062, -90.084305055658 29.946036476787, -90.084485678938 29.94613807154, -90.084875220798 29.946357176209))",592019,Sewer Line Repair (SSERP),Complete,RR023
"MULTILINESTRING ((-90.098159805649 29.981963591483, -90.099005042277 29.982518077916, -90.099081402199 29.982572096219))",591377,Sewer Line Repair (SSERP),Complete,RR025
"MULTILINESTRING ((-90.105381253055 29.946475959078, -90.105417417353 29.94681299573, -90.105467335117 29.947366832821))",590071,Sewer Line Repair (ESSA),Complete,RR010
"MULTILINESTRING ((-89.987923064049 30.043189927303, -89.988833008827 30.044663468345, -89.988873688451 30.044741290704))",589094,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.076713398461 30.01137102526, -90.07568168028 30.011432345619, -90.075078128132 30.011469307091, -90.074932615624 30.011478218074, -90.074846146016 30.011484006643))",590860,Sewer Line Repair (SSERP),Complete,DPW055
"MULTILINESTRING ((-90.091391506029 29.942948702324, -90.091454473821 29.943035782419, -90.091635479807 29.94327828286, -90.091672203847 29.94332748326, -90.091736920255 29.943414184418, -90.091736951866 29.943414226252, -90.091803213233 29.943503000095, -90.091992111957 29.943756070937))",591790,Sewer Line Repair (SSERP),Complete,RR023
"MULTILINESTRING ((-90.120201871838 29.933808398204, -90.120008285147 29.934191142668, -90.119999259876 29.934209795097, -90.119967013052 29.934276441887, -90.119750706867 29.934702203112))",593299,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.079709728561 29.931249161722, -90.079811905985 29.931185900241, -90.080247931615 29.930903525811, -90.080594119437 29.930690436527, -90.080698470469 29.930628789272, -90.080906910113 29.930506424994, -90.081003854607 29.930452857729))",594837,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.083587489664 29.932403097107, -90.084339930788 29.931983184485, -90.084395031726 29.931952466013))",594481,Sewer Line Repair (SSERP),Complete,DPW184
"MULTILINESTRING ((-90.101400209575 29.918767797147, -90.10149244271 29.918757062715, -90.101653224691 29.918743016625, -90.102087946416 29.91871193934, -90.102112298763 29.918710198551, -90.102113739535 29.918710113653, -90.102530928485 29.918676430376))",590405,Sewer Line Repair (SSERP),Complete,RR185
"MULTILINESTRING ((-90.069895213764 29.953873520545, -90.069837062182 29.953940001375, -90.069734333619 29.954057443942, -90.069153031339 29.954713405807))",595064,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW585
"MULTILINESTRING ((-90.052878205764 29.963831297081, -90.052787795082 29.963835947076, -90.052484875735 29.963856495741, -90.052027999041 29.963884461629, -90.051823798366 29.963896960318, -90.051712054685 29.963891523308))",593931,Sewer Line Repair (SSERP),Complete,RR020
"MULTILINESTRING ((-90.117412690749 29.950694864306, -90.117354327198 29.950774296303, -90.116814760711 29.951462422993, -90.116784623038 29.951499047136))",589761,Water Line Replacement (FEMA),Planned,RR002
"MULTILINESTRING ((-90.039978972436 29.965350753436, -90.03995795812 29.965427503446, -90.039849203859 29.965788358362, -90.03983876991 29.965822981668, -90.03975252146 29.966119725294, -90.039752364143 29.966120259668, -90.039655433897 29.966453761427, -90.03962722554 29.966542898642))",594309,Sewer Line Repair (SSERP),Complete,RR166
"MULTILINESTRING ((-90.056328453737 30.006621476461, -90.056246848592 30.006624534681, -90.055828183214 30.006645627597, -90.055415428249 30.006666421211, -90.055374266852 30.006670384848))",592525,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR058
"MULTILINESTRING ((-90.065999685258 29.967481397276, -90.066050098154 29.967514852917, -90.066162156237 29.967591855163, -90.066319595487 29.967700041351, -90.066482257464 29.967811670892, -90.066644281462 29.96792379287, -90.066976727717 29.968151499733, -90.066976948759 29.968151650756))",595193,Sewer Line Repair (SSERP),Complete,DPW369
"MULTILINESTRING ((-90.08906985415 29.971956220017, -90.089192724639 29.972033115237, -90.089196052082 29.972035197433, -90.089921885359 29.972446209189, -90.090032585415 29.972515008476))",591320,Sewer Line Repair (SSERP),Planned,RR003
"MULTILINESTRING ((-90.016523354805 29.962330918302, -90.016421809201 29.962307591779, -90.016400105782 29.962302790297, -90.01605004562 29.962225339607, -90.015742960996 29.962157396565, -90.015666203214 29.96214041307, -90.01565505447 29.962137946724, -90.015574800464 29.962118456943))",594187,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR114
"MULTILINESTRING ((-90.120231682004 29.966457674071, -90.120129884248 29.966552945846, -90.119482206821 29.967159065424))",589235,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.048657017506 30.024919957251, -90.048659024306 30.024998129934, -90.048691612579 30.025382957162, -90.048727059387 30.025865571192, -90.048730772493 30.025932990644))",592122,Sewer Line Repair (SSERP),Complete,RR130
"MULTILINESTRING ((-90.109444163343 30.01244277167, -90.109440604123 30.012537731194, -90.109345078315 30.013342030354, -90.109246110443 30.014173311579, -90.109238232647 30.014250171108))",588464,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Complete,DPW030
"MULTILINESTRING ((-90.068897067497 29.995523132286, -90.070126104097 29.996542977103, -90.070307244288 29.996687372876, -90.07033316509 29.996706408554))",588504,Sewer Line Repair (SSERP),Complete,RR031
"MULTILINESTRING ((-90.060299106246 30.010311056454, -90.060373985772 30.011252693779, -90.060383306668 30.011329920162))",595480,Sewer Line Repair (SSERP),Complete,DPW052
"MULTILINESTRING ((-90.085829619909 29.956529714765, -90.08625439354 29.956718388154, -90.086254682984 29.956718516384, -90.086330704679 29.956751883857, -90.086333855961 29.95675326698, -90.086561483595 29.956861357994, -90.086585795664 29.956872895078, -90.086724518586 29.956935626657))",591121,Sewer Line Repair (SSERP),Complete,RR068
"MULTILINESTRING ((-90.111286125507 29.946755132615, -90.111972454099 29.946953573749))",588835,Sewer Line Repair (SSERP),Planned,RR116
"MULTILINESTRING ((-90.048975325575 29.984297127682, -90.048979844617 29.984351825926, -90.049004714432 29.98463375809, -90.049025723174 29.984873804485))",595324,Water Line Replacement (FEMA),Planned,RR180
"MULTILINESTRING ((-90.075214795366 29.924360454206, -90.075345450431 29.924518581015, -90.075825619238 29.925072171704, -90.075906959124 29.925162344947))",591926,Sewer Line Repair (SSERP),Complete,RR035
"MULTILINESTRING ((-90.0861438811 29.97106615633, -90.085845523125 29.971401248766, -90.085690858545 29.971572271598, -90.0856477655 29.971619922787, -90.085497135838 29.971790739358, -90.085449051088 29.971845268542))",591175,Sewer Line Repair (SSERP),Planned,DPW550
"MULTILINESTRING ((-90.120516067648 29.954369230819, -90.119744014502 29.9550880978))",589729,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR118
"MULTILINESTRING ((-90.053704593956 29.987072714493, -90.053653320042 29.987089593831, -90.053600882109 29.987103499766, -90.053579285016 29.987109066612, -90.0535590474 29.987117671923, -90.053540727283 29.987129078423, -90.053524831541 29.987142969666, -90.053511800584 29.987158962208, -90.053501994508 29.987176613571, -90.053495684833 29.987195435884, -90.053562728764 29.988087995187))",592792,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR178
"MULTILINESTRING ((-90.105137612767 29.958909092249, -90.105762553639 29.958063559375))",590137,Sewer Line Repair (SSERP),Planned,RR015
"MULTILINESTRING ((-90.008708126388 30.009668277961, -90.008625881044 30.009669103437, -90.008362608303 30.009664395159, -90.008355959176 30.00966415066, -90.008245381441 30.009660085561, -90.008173500075 30.009657443155, -90.008145178755 30.009655707328, -90.008114363213 30.009653818261, -90.007711154186 30.009621426324, -90.007636136968 30.009614965423, -90.007486397664 30.00960206952, -90.006055465237 30.009466936539, -90.006055363845 30.009466927244, -90.006019045556 30.009463497303, -90.005771165679 30.009441032656, -90.005771134578 30.009441029527, -90.005478859338 30.00941454123, -90.005425469232 30.009410101536, -90.005208393449 30.00939204977, -90.005106912884 30.009381597723, -90.005053953499 30.009377814478, -90.005011566443 30.00937665344, -90.00500199848 30.009376390762, -90.004898034214 30.009377599158, -90.004842404694 30.009381282944, -90.004794613221 30.009387148642, -90.004743339946 30.009396088395, -90.004592552017 30.009431057341, -90.00440250747 30.009467737287, -90.004031071244 30.009552056624, -90.003592041243 30.009646915901, -90.002746820505 30.009833111107, -90.002175464978 30.009954424058, -90.001260208274 30.01015400817, -90.00111397105 30.010184298535, -89.999466867714 30.010543809684, -89.998465459954 30.010764727896))",589057,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.055925433079 30.002130186741, -90.055986162971 30.002227575525, -90.05599838478 30.002381625127, -90.056011625103 30.002577406881, -90.056011662609 30.002577967625, -90.056028265319 30.002823467508, -90.056052925755 30.003149475945, -90.056077984408 30.003458250374, -90.056106704507 30.003803857598, -90.056141453851 30.004285424067, -90.056148613937 30.004419374367, -90.056181636866 30.004792629367, -90.056186364435 30.004863558367))",592309,Sewer Line Replacement (SSERP),Complete,RR051
"MULTILINESTRING ((-90.099226382175 29.921975078562, -90.099321321304 29.922939693744, -90.099325141266 29.92300536932))",590274,Sewer Line Repair (SSERP),Complete,PWF118
"MULTILINESTRING ((-90.094181729601 29.945139339776, -90.094361132058 29.945378911396, -90.094744678269 29.945884378176))",588706,Water Line Replacement (FEMA),Planned,RR024
"MULTILINESTRING ((-90.083092043336 29.942342337475, -90.08355875306 29.94171005994, -90.083611627882 29.941638426363))",591843,Sewer Line Repair (SSERP),Complete,RR023
"MULTILINESTRING ((-90.123239425593 29.956566436742, -90.122919962301 29.956865044927, -90.122568733881 29.957197589556, -90.122470996104 29.957293186689))",589550,Sewer Line Repair (SSERP),Planned,RR099
"MULTILINESTRING ((-90.06652157332 29.96444763439, -90.066428596585 29.964551389389, -90.066008328351 29.965027809504, -90.06579029096 29.965269334185))",595274,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.009023073338 30.012818364694, -90.009031923623 30.012915622419, -90.009098335944 30.01355762226, -90.009134907334 30.013951977562, -90.00916413887 30.014223784618, -90.009170357792 30.01429696079))",587877,Water Line Replacement (FEMA),Planned,RR138
"MULTILINESTRING ((-90.082382567185 30.018788165349, -90.082363354754 30.018859265313, -90.082213576176 30.019413544668))",591003,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW291
"MULTILINESTRING ((-90.050844191391 29.981127523901, -90.050523178823 29.981146075196, -90.049799637675 29.981187884038, -90.049714263436 29.981195832065))",594106,Water Line Replacement (FEMA),Planned,RR180
