mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
1780,54325,35005022,,2012-01-01T00:00:00.000Z,37700,64900,102600,20930000,62779900,83709900
1784,54325,35005022,,2008-01-01T00:00:00.000Z,37700,48200,85900,19734000,52556600,72290600
1788,54334,35005031,,2009-01-01T00:00:00.000Z,21162600,108647600,129810200,33264000,92762700,126026700
1792,54334,35005031,01- Annual,2014-01-01T00:00:00.000Z,21162600,104174700,125337300,35280000,144093700,179373700
1796,54334,35005031,01- Annual,2017-01-01T00:00:00.000Z,21162600,126655400,147818000,43344000,130236400,173580400
1800,54334,35005031,01- Annual,2020-01-01T00:00:00.000Z,22926200,159650300,182576500,43344000,154745900,198089900
1804,55126,35008005,01- Annual,2019-01-01T00:00:00.000Z,158100,862800,1020900,18120000,31576700,49696700
1808,55126,35008005,01- Annual,2016-01-01T00:00:00.000Z,158100,649000,807100,24462000,21284400,45746400
1812,55126,35008005,,2012-01-01T00:00:00.000Z,158100,545300,703400,21140000,22593700,43733700
1816,55126,35008005,,2008-01-01T00:00:00.000Z,158100,86000,244100,19932000,21477600,41409600
1820,55375,35010023,,2010-01-01T00:00:00.000Z,148400,624800,773200,29209700,34315700,63525400
1824,55375,35010023,01- Annual,2015-01-01T00:00:00.000Z,185500,961800,1147300,40163300,67719200,107882500
1828,55375,35010023,01- Annual,2019-01-01T00:00:00.000Z,185500,2829900,3015400,44857700,73678100,118535800
1832,55380,35010032,01- Annual,2017-01-01T00:00:00.000Z,208900,0,208900,50520000,99794900,150314900
1836,55380,35010032,01- Annual,2014-01-01T00:00:00.000Z,208900,0,208900,41120900,66170100,107291000
1840,55380,35010032,01- Annual,2013-01-01T00:00:00.000Z,208900,0,208900,41120900,64845600,105966500
1844,55381,35010033,,2012-01-01T00:00:00.000Z,199500,0,199500,39267000,57651100,96918100
1848,55381,35010033,01- Annual,2018-01-01T00:00:00.000Z,199500,0,199500,48242300,0,48242300
1852,55383,35011007,,2012-01-01T00:00:00.000Z,205200,555100,760300,39779900,96643000,136422900
1856,55383,35011007,01- Annual,2013-01-01T00:00:00.000Z,205200,582500,787700,39779900,105198200,144978100
1860,55384,35011008,,2008-01-01T00:00:00.000Z,200600,0,200600,36677200,141913000,178590200
1864,55384,35011008,,2012-01-01T00:00:00.000Z,200600,0,200600,38900100,151265900,190166000
1868,55663,36018005,01- Annual,2013-01-01T00:00:00.000Z,206400,722000,928400,120000,288300,408300
1872,55663,36018005,01- Annual,2014-01-01T00:00:00.000Z,206400,1464200,1670600,120000,383400,503400
1876,55672,36018014,01- Annual,2017-01-01T00:00:00.000Z,496800,1984700,2481500,92450000,141657800,234107800
1880,55672,36018014,03- Board of Equalization,2016-09-07T00:00:00.000Z,496800,2728400,3225200,87075000,134421500,221496500
1884,55672,36018014,,2008-01-01T00:00:00.000Z,496800,879800,1376600,70950000,113711600,184661600
1888,55672,36018014,,2012-01-01T00:00:00.000Z,496800,2847200,3344000,75250000,130718800,205968800
1892,56542,37010004,01- Annual,2013-01-01T00:00:00.000Z,195800,15000,210800,452300,147400,599700
1896,56542,37010004,01- Annual,2015-01-01T00:00:00.000Z,215400,15000,230400,497500,147400,644900
1900,58083,38011004,03- Board of Equalization,2015-10-07T00:00:00.000Z,53400,1784713,1838113,8783600,192155987,200939587
1904,58083,38011004,01- Annual,2019-01-01T00:00:00.000Z,53400,1599900,1653300,9642000,222393200,232035200
1908,58083,38011004,,2010-01-01T00:00:00.000Z,51300,1141900,1193200,6128600,138156100,144284700
1912,58084,38011005,01- Annual,2020-01-01T00:00:00.000Z,29800,0,29800,4890300,0,4890300
1916,58084,38011005,01- Annual,2013-01-01T00:00:00.000Z,27100,0,27100,4049900,0,4049900
1920,58084,38011005,01- Annual,2017-01-01T00:00:00.000Z,27100,0,27100,4890300,0,4890300
1924,58084,38011005,01- Annual,2014-01-01T00:00:00.000Z,27100,0,27100,4049900,0,4049900
1928,58086,38011007,01- Annual,2018-01-01T00:00:00.000Z,79100,0,79100,14285200,0,14285200
1932,58086,38011007,,2008-01-01T00:00:00.000Z,60700,0,60700,10682900,0,10682900
1936,58086,38011007,,2012-01-01T00:00:00.000Z,79100,0,79100,11830400,0,11830400
1940,58087,38011008,,2011-01-01T00:00:00.000Z,47500,0,47500,5924700,0,5924700
1944,58087,38011008,,2009-01-01T00:00:00.000Z,39600,0,39600,6970700,0,6970700
1948,58087,38011008,01- Annual,2016-01-01T00:00:00.000Z,51600,0,51600,8877400,0,8877400
1952,58088,38011009,01- Annual,2015-01-01T00:00:00.000Z,11100,0,11100,1818600,0,1818600
1956,58088,38011009,01- Annual,2019-01-01T00:00:00.000Z,11100,0,11100,1996400,0,1996400
1960,58088,38011009,,2010-01-01T00:00:00.000Z,10600,0,10600,1268900,0,1268900
1964,58089,38011010,01- Annual,2020-01-01T00:00:00.000Z,9500,0,9500,1563400,0,1563400
1968,58089,38011010,01- Annual,2013-01-01T00:00:00.000Z,8700,0,8700,1294700,0,1294700
1972,58089,38011010,01- Annual,2017-01-01T00:00:00.000Z,8700,0,8700,1563400,0,1563400
1976,58089,38011010,01- Annual,2014-01-01T00:00:00.000Z,8700,0,8700,1294700,0,1294700
1980,58091,38011012,01- Annual,2018-01-01T00:00:00.000Z,106900,0,106900,19301400,0,19301400
1984,58091,38011012,,2008-01-01T00:00:00.000Z,82100,0,82100,14434100,0,14434100
1988,58091,38011012,,2012-01-01T00:00:00.000Z,106900,0,106900,15984700,0,15984700
1992,58092,38011011,,2011-01-01T00:00:00.000Z,11000,0,11000,1377200,0,1377200
1996,58092,38011011,01- Annual,2013-01-01T00:00:00.000Z,12000,0,12000,1794400,0,1794400
2000,58092,38011011,01- Annual,2016-01-01T00:00:00.000Z,12000,0,12000,2063600,0,2063600
2004,58116,18016019,01- Annual,2015-01-01T00:00:00.000Z,12754300,77491300,90245600,23100000,109425400,132525400
2008,58116,18016019,,2009-01-01T00:00:00.000Z,12754300,68448400,81202700,19800000,44019400,63819400
2012,58264,15058015,,2012-01-01T00:00:00.000Z,189400,1256800,1446200,15330000,62935200,78265200
2016,58264,15058015,,2009-01-01T00:00:00.000Z,189400,1049900,1239300,14454000,53544600,67998600
2020,58410,19015052,,2010-01-01T00:00:00.000Z,45000,262500,307500,168000,99600,267600
2024,58410,19015052,01- Annual,2015-01-01T00:00:00.000Z,251200,155100,406300,0,225500,225500
2028,58884,14038008,01- Annual,2017-01-01T00:00:00.000Z,429000,4246500,4675500,19866000,78733900,98599900
2032,58884,14038008,01- Annual,2019-01-01T00:00:00.000Z,429000,3062900,3491900,19866000,78599900,98465900
2036,58884,14038008,,2012-01-01T00:00:00.000Z,429000,3327300,3756300,16170000,60653200,76823200
2040,58908,06028028,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,459500,0,459500
2044,58908,06028028,01- Annual,2016-01-01T00:00:00.000Z,0,0,0,536500,0,536500
2048,58908,06028028,01- Annual,2020-01-01T00:00:00.000Z,34100,0,34100,673700,0,673700
2052,59638,18027013,01- Annual,2017-01-01T00:00:00.000Z,845300,4910600,5755900,21672000,94795300,116467300
2056,59638,18027013,01- Annual,2020-01-01T00:00:00.000Z,915800,8596000,9511800,21672000,97043000,118715000
2060,59638,18027013,,2012-01-01T00:00:00.000Z,845300,2685700,3531000,15120000,81068300,96188300
2064,59699,06026052,,2012-01-01T00:00:00.000Z,275000,1276000,1551000,1320000,6786500,8106500
2068,59718,29023007,,2008-01-01T00:00:00.000Z,2903500,9467300,12370800,16104000,65924600,82028600
2072,60209,14043031,,2008-11-01T00:00:00.000Z,158900,687300,846200,32934000,129322600,162256600
2485,67062,28004212,,2011-01-01T00:00:00.000Z,347000,1741100,2088100,12925000,58589100,71514100
2489,67117,34020268,,2012-01-01T00:00:00.000Z,93800,273100,366900,18550000,67343500,85893500
2493,67117,34020268,01- Annual,2016-01-01T00:00:00.000Z,93800,400500,494300,21465000,82199200,103664200
2497,67117,34020268,01- Annual,2020-01-01T00:00:00.000Z,101600,275300,376900,22790000,102741600,125531600
2501,67408,31025115,01- Annual,2019-01-01T00:00:00.000Z,115000,163500,278500,2160000,2701000,4861000
2505,67408,31025115,01- Annual,2015-01-01T00:00:00.000Z,115000,242700,357700,2376000,3348700,5724700
2509,67408,31025115,,2011-06-01T00:00:00.000Z,0,159700,159700,0,2501200,2501200
2513,67415,31025116,,2012-01-01T00:00:00.000Z,290000,20000,310000,1500000,0,1500000
2517,67419,14060069,,2011-01-01T00:00:00.000Z,489500,0,489500,11880000,0,11880000
2521,67427,22001723,,2010-01-01T00:00:00.000Z,144000,0,144000,10752000,0,10752000
2525,67440,15070004,,2011-01-01T00:00:00.000Z,2321400,3741800,6063200,0,0,0
2529,67527,14060078,,2011-05-01T00:00:00.000Z,110000,0,110000,9840000,0,9840000
2533,67538,11012030,01- Annual,2013-01-01T00:00:00.000Z,201500,871800,1073300,0,0,0
2537,67538,11012030,01- Annual,2015-01-01T00:00:00.000Z,9600,919000,928600,418200,0,418200
2541,67538,11012030,01- Annual,2018-01-01T00:00:00.000Z,9600,0,9600,380200,0,380200
2545,67539,11012031,01- Annual,2017-01-01T00:00:00.000Z,6000,661000,667000,293100,0,293100
2549,67539,11012031,01- Annual,2014-01-01T00:00:00.000Z,123500,570600,694100,0,0,0
2553,67539,11012031,,2012-01-01T00:00:00.000Z,123500,540700,664200,0,0,0
2557,67540,11012032,05- Review,2013-09-12T00:00:00.000Z,0,0,0,12840000,84553000,97393000
2561,67540,11012032,01- Annual,2016-01-01T00:00:00.000Z,309400,0,309400,14259200,84400900,98660100
2565,67540,11012032,01- Annual,2020-01-01T00:00:00.000Z,402200,0,402200,17518500,90985600,108504100
2569,67563,17011058,,2012-01-01T00:00:00.000Z,131300,0,131300,1230400,0,1230400
2573,67746,14060080,01- Annual,2016-01-01T00:00:00.000Z,542100,3458100,4000200,20817000,75383700,96200700
2577,67746,14060080,03- Board of Equalization,2018-07-18T00:00:00.000Z,542100,4645900,5188000,22102000,80383000,102485000
2581,67751,17011059,01- Annual,2014-01-01T00:00:00.000Z,797800,1244400,2042200,10121600,12582300,22703900
2585,67752,17011060,,2012-01-01T00:00:00.000Z,89600,0,89600,839300,0,839300
2589,67753,17011061,01- Annual,2013-01-01T00:00:00.000Z,64100,0,64100,813200,121600,934800
2593,67758,17011063,01- Annual,2014-01-01T00:00:00.000Z,63700,49700,113400,319300,281500,600800
2597,67759,17011064,,2012-01-01T00:00:00.000Z,82000,0,82000,448700,0,448700
2601,67813,15070005,01- Annual,2013-01-01T00:00:00.000Z,1237600,249600,1487200,0,0,0
2605,67814,15070006,03- Board of Equalization,2013-10-16T00:00:00.000Z,0,0,0,8120000,10570600,18690600
2609,67837,18038025,01- Annual,2014-01-01T00:00:00.000Z,1674800,7406400,9081200,11280000,54952600,66232600
2613,67837,18038025,01- Annual,2015-01-01T00:00:00.000Z,1674800,8798200,10473000,12408000,53065600,65473600
2617,67837,18038025,01- Annual,2018-01-01T00:00:00.000Z,1674800,11047500,12722300,11280000,64753200,76033200
2621,67838,17011065,01- Annual,2019-01-01T00:00:00.000Z,219000,0,219000,0,0,0
2625,67838,17011065,01- Annual,2013-01-01T00:00:00.000Z,179600,0,179600,0,0,0
2629,67849,14044261,01- Annual,2016-01-01T00:00:00.000Z,343800,2666700,3010500,19866000,78573300,98439300
2633,67849,14044261,03- Board of Equalization,2017-10-31T00:00:00.000Z,343800,2141800,2485600,20210000,81071000,101281000
2637,67863,15058016,01- Annual,2018-01-01T00:00:00.000Z,189400,1301700,1491100,18834000,75200000,94034000
2641,67863,15058016,01- Annual,2016-01-01T00:00:00.000Z,189400,1387700,1577100,17739000,74523000,92262000
2645,67863,15058016,01- Annual,2015-01-01T00:00:00.000Z,189400,1349900,1539300,16863000,69348600,86211600
2649,67912,26001112,05- Review,2019-07-01T00:00:00.000Z,772200,7132400,7904600,15420000,67003200,82423200
2653,67912,26001112,01- Annual,2020-01-01T00:00:00.000Z,849400,8425100,9274500,15420000,74084700,89504700
2657,67947,14035027,01- Annual,2013-01-01T00:00:00.000Z,3400,0,3400,167000,0,167000
2661,67982,35003035,01- Annual,2014-01-01T00:00:00.000Z,136100,0,136100,3991200,0,3991200
2665,68003,17005012,01- Annual,2017-01-01T00:00:00.000Z,758100,3888700,4646800,40764000,162861600,203625600
2669,68003,17005012,03- Board of Equalization,2019-10-29T00:00:00.000Z,758100,3039900,3798000,40764000,141248200,182012200
2673,68006,35011010,03- Board of Equalization,2019-10-31T00:00:00.000Z,159500,3272500,3432000,30824600,126813500,157638100
2677,68006,35011010,01- Annual,2018-01-01T00:00:00.000Z,159500,0,159500,30824600,0,30824600
2681,68006,35011010,01- Annual,2016-01-01T00:00:00.000Z,405800,1193000,1598800,37087400,119387300,156474700
2685,68007,35011011,01- Annual,2013-01-01T00:00:00.000Z,405800,696100,1101900,63840000,227252100,291092100
2689,68007,35011011,05- Review,2014-08-07T00:00:00.000Z,0,0,0,31780000,122956200,154736200
2693,68007,35011011,03- Board of Equalization,2019-10-28T00:00:00.000Z,246300,0,246300,47853700,128946200,176799900
2697,68007,35011011,01- Annual,2020-01-01T00:00:00.000Z,266900,0,266900,47607400,139277900,186885300
2701,68034,14035028,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,100,0,100
2705,68034,14035028,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,100,0,100
2709,68105,22011272,01- Annual,2020-01-01T00:00:00.000Z,367100,960500,1327600,4980000,11350400,16330400
2713,68105,22011272,01- Annual,2016-01-01T00:00:00.000Z,333700,265500,599200,5810000,7663400,13473400
2717,68107,14035029,01- Annual,2019-01-01T00:00:00.000Z,683000,3664100,4347100,38196800,167692500,205889300
2721,68151,15078025,01- Annual,2019-01-01T00:00:00.000Z,1097900,6076300,7174200,13330000,69818000,83148000
2725,68151,15078025,01- Annual,2016-01-01T00:00:00.000Z,1097900,5846600,6944500,12555000,50157400,62712400
2729,68363,35003023,05- Review,2016-05-16T00:00:00.000Z,0,0,0,100,0,100
2733,68363,35003023,01- Annual,2018-01-01T00:00:00.000Z,74800,0,74800,6397900,0,6397900
2737,68520,17011068,05- Review,2018-08-17T00:00:00.000Z,1053800,7929000,8982800,16426000,67137800,83563800
2741,68520,17011068,01- Annual,2016-01-01T00:00:00.000Z,1053800,6099800,7153600,15471000,63717400,79188400
2745,68773,20012393,01- Annual,2015-01-01T00:00:00.000Z,132200,793600,925800,12551000,38529900,51080900
2749,68773,20012393,01- Annual,2017-01-01T00:00:00.000Z,132200,1021500,1153700,14018000,40451900,54469900
2753,68773,20012393,01- Annual,2020-01-01T00:00:00.000Z,143200,945700,1088900,14018000,44312600,58330600
2757,69223,15005010,05- Review,2018-04-24T00:00:00.000Z,449600,3932800,4382400,8220500,13521900,21742400
2761,69230,14013051,01- Annual,2019-01-01T00:00:00.000Z,180000,857800,1037800,22962000,80655800,103617800
2765,69271,15003009,05- Review,2018-04-24T00:00:00.000Z,213300,0,213300,3899500,50868100,54767600
2769,69271,15003009,01- Annual,2017-01-01T00:00:00.000Z,213300,0,213300,4809400,49174600,53984000
2773,69463,35003840,03- Board of Equalization,2019-10-24T00:00:00.000Z,2453500,10513200,12966700,60114000,289244000,349358000
2777,69508,18004071,03- Board of Equalization,2019-09-12T00:00:00.000Z,136200,1086100,1222300,4767800,16975300,21743100
2781,69508,18004071,01- Annual,2017-01-01T00:00:00.000Z,97300,772600,869900,3405600,11284000,14689600
2785,69646,14032005,03- Board of Equalization,2019-10-15T00:00:00.000Z,355000,929600,1284600,22790000,97854900,120644900
2789,69706,23040016,01- Annual,2019-01-01T00:00:00.000Z,282600,8112700,8395300,6774300,509200,7283500
2793,69717,19007040,03- Board of Equalization,2019-09-03T00:00:00.000Z,501800,2680900,3182700,12298000,55466400,67764400
2797,69725,34027033,01- Annual,2020-01-01T00:00:00.000Z,238400,1252400,1490800,23847200,128391400,152238600
2801,69726,34027034,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,17630000,0,17630000
2805,69889,13018058,03- Board of Equalization,2019-10-29T00:00:00.000Z,259600,1334900,1594500,14878000,61736800,76614800
2809,69937,35004011,05- Review,2020-03-16T00:00:00.000Z,537500,2662300,3199800,0,0,0
2076,60209,14043031,,2009-01-01T00:00:00.000Z,576000,3934800,4510800,32934000,134495500,167429500
2080,60209,14043031,03- Board of Equalization,2015-08-21T00:00:00.000Z,576000,4030600,4606600,38423000,138358500,176781500
2084,60209,14043031,01- Annual,2019-01-01T00:00:00.000Z,576000,3935900,4511900,42914000,147283500,190197500
2088,60209,14043031,03- Board of Equalization,2017-08-31T00:00:00.000Z,576000,4002800,4578800,42914000,137976400,180890400
2092,60248,29014016,03- Board of Equalization,2016-10-31T00:00:00.000Z,1218100,6300480,7518580,9809500,35190320,44999820
2096,60248,29014016,03- Board of Equalization,2015-08-21T00:00:00.000Z,1216500,6095500,7312000,9237100,41396000,50633100
2100,60248,29014016,,2011-01-01T00:00:00.000Z,1331900,7127900,8459800,10340000,46923600,57263600
2104,60248,29014016,,2011-08-01T00:00:00.000Z,1331900,7128500,8460400,10340000,44776900,55116900
2108,60248,29014016,01- Annual,2020-01-01T00:00:00.000Z,1339900,1357400,2697300,8408100,44841700,53249800
2112,60249,29014017,,2008-01-01T00:00:00.000Z,857300,2233300,3090600,2904000,7439800,10343800
2116,60249,29014017,,2012-01-01T00:00:00.000Z,627400,4038800,4666200,2640400,11384300,14024700
2120,60249,29014017,01- Annual,2014-01-01T00:00:00.000Z,568000,2811100,3379100,3921100,18481700,22402800
2124,60249,29014017,05- Review,2018-08-29T00:00:00.000Z,566100,654800,1220900,3907600,19707500,23615100
2128,60249,29014017,01- Annual,2018-01-01T00:00:00.000Z,566100,0,566100,3907600,0,3907600
2132,60250,29014018,01- Annual,2019-01-01T00:00:00.000Z,310600,358200,668800,2144200,10778300,12922500
2136,60250,29014018,01- Annual,2015-01-01T00:00:00.000Z,310200,1554700,1864900,2355600,10557600,12913200
2140,60250,29014018,,2010-01-01T00:00:00.000Z,246400,1325100,1571500,504000,1742200,2246200
2144,60250,29014018,01- Annual,2013-01-01T00:00:00.000Z,310200,2112500,2422700,2141500,9549200,11690700
2148,60290,14034013,,2008-01-01T00:00:00.000Z,271400,1939100,2210500,5610000,31765100,37375100
2152,60313,14030057,,2010-01-01T00:00:00.000Z,1474300,475600,1949900,0,0,0
2156,60313,14030057,01- Annual,2013-01-01T00:00:00.000Z,2100800,0,2100800,0,0,0
2160,60314,14030058,,2012-01-01T00:00:00.000Z,827200,0,827200,6925700,0,6925700
2164,60399,06028031,,2010-01-01T00:00:00.000Z,220800,923200,1144000,4144000,3471500,7615500
2168,60399,06028031,01- Annual,2013-01-01T00:00:00.000Z,230000,1170200,1400200,4440000,6210700,10650700
2172,60399,06028031,01- Annual,2015-01-01T00:00:00.000Z,199000,1344000,1543000,4663700,6861600,11525300
2176,60399,06028031,01- Annual,2020-01-01T00:00:00.000Z,218900,1466100,1685000,4323000,5577800,9900800
2180,60447,17010037,01- Annual,2019-01-01T00:00:00.000Z,11720700,45168500,56889200,19264000,63033700,82297700
2184,60447,17010037,03- Board of Equalization,2016-09-19T00:00:00.000Z,11720700,29979600,41700300,18144000,66229300,84373300
2188,60447,17010037,,2008-01-01T00:00:00.000Z,11720700,27981100,39701800,14784000,70876900,85660900
2192,60447,17010037,,2010-09-01T00:00:00.000Z,9376600,25761000,35137600,12544000,50181400,62725400
2196,60799,14044021,,2010-01-01T00:00:00.000Z,275000,904700,1179700,14448000,61481700,75929700
2200,60799,14044021,,2008-01-01T00:00:00.000Z,343800,862900,1206700,17028000,42281400,59309400
2204,62153,18024020,01- Annual,2013-01-01T00:00:00.000Z,1405100,7749900,9155000,6840000,46184900,53024900
2208,62153,18024020,,2010-01-01T00:00:00.000Z,1124100,4835200,5959300,6384000,35579100,41963100
2212,62153,18024020,05- Review,2014-11-04T00:00:00.000Z,1405100,8029400,9434500,6840000,49864500,56704500
2216,62153,18024020,01- Annual,2019-01-01T00:00:00.000Z,1405100,8922600,10327700,9804000,49896000,59700000
2220,62153,18024020,01- Annual,2018-01-01T00:00:00.000Z,1405100,9570500,10975600,9804000,47008200,56812200
2224,63377,18084013,,2009-01-01T00:00:00.000Z,462000,2362200,2824200,7128000,10741900,17869900
