ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2018_8273,01/01/2018 12:00:00 AM,Mail,9,4,0,4,0,5,3,0,9,4,4,0.6894,5,5,4,4,4,3,5,4,.7355,4,4,4,.8157,4,3,4,4,9,,.547,4,,2,4,4,4,0.61,9,4,4,9,3,9,4,3,.3849,Austin,6,-97.81,30.459
2018_8270,01/01/2018 12:00:00 AM,Mail,5,5,1,5,1,5,3,0,5,5,5,0.6894,5,5,5,3,5,2,5,4,.7355,5,5,5,.8157,3,4,4,4,4,4,.547,4,,4,5,4,5,0.61,5,5,4,5,5,4,5,4,.3849,Austin,5,-97.808,30.198
2018_8271,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,5,5,0,5,5,5,0.6894,9,5,4,4,5,4,4,4,.7355,3,4,4,.8157,4,3,4,4,2,3,.547,3,,2,3,3,4,0.61,4,4,3,3,3,4,3,3,.3849,Austin,6,-97.797,30.427
2018_8272,01/01/2018 12:00:00 AM,Mail,9,9,1,5,1,5,4,0,9,9,4,0.6894,5,5,5,9,5,9,9,3,.7355,4,4,3,.8157,4,4,4,4,4,4,.547,2,,4,3,3,9,0.61,5,4,3,4,4,4,4,9,.3849,Austin,5,-97.8,30.138
2018_8283,01/01/2018 12:00:00 AM,Mail,4,4,1,3,0,4,3,0,4,4,4,0.6894,4,5,5,4,5,4,5,5,.7355,4,4,4,.8157,3,3,3,3,3,3,.547,4,,4,1,1,3,0.61,4,3,2,3,2,3,4,3,.3849,Austin,7,-97.722,30.338
2018_8274,01/01/2018 12:00:00 AM,Mail,4,4,0,5,0,5,9,0,4,4,4,0.6894,2,5,4,5,5,3,5,4,.7355,2,4,4,.8157,4,3,3,4,9,,.547,4,,1,4,4,4,0.61,9,4,4,3,4,3,4,2,.3849,Austin,5,-97.816,30.21
2018_8275,01/01/2018 12:00:00 AM,Mail,9,9,0,3,0,3,3,0,1,2,3,0.6894,5,4,3,4,4,1,4,4,.7355,4,4,4,.8157,4,2,2,3,4,4,.547,4,,2,2,3,3,0.61,3,3,3,9,2,3,1,2,.3849,Austin,3,-97.745,30.226
2018_8276,01/01/2018 12:00:00 AM,Mail,4,4,0,5,0,4,9,0,3,9,5,0.6894,4,5,5,5,5,9,5,5,.7355,5,5,5,.8157,3,3,9,3,9,,.547,3,,4,9,4,9,0.61,4,3,3,4,4,9,4,4,.3849,Austin,6,-97.787,30.432
2018_8277,01/01/2018 12:00:00 AM,Mail,4,4,1,4,0,4,3,0,9,9,3,0.6894,5,5,4,4,5,1,4,4,.7355,3,4,4,.8157,4,4,9,5,2,2,.547,1,,1,4,2,4,0.61,2,2,3,9,1,4,2,2,.3849,Austin,3,-97.774,30.229
2018_8278,01/01/2018 12:00:00 AM,Mail,3,4,0,5,0,5,4,0,4,4,5,0.6894,5,5,4,9,,9,9,9,.7355,9,9,9,.8157,9,9,9,9,9,,.547,4,,2,2,4,3,0.61,9,1,9,4,3,3,4,4,.3849,Austin,5,-97.776,30.248
2018_8279,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,4,9,0,9,9,4,0.6894,4,4,4,4,4,4,5,4,.7355,4,4,4,.8157,4,3,4,4,9,,.547,3,,2,4,4,9,0.61,9,4,4,9,4,4,4,3,.3849,Austin,3,-97.767,30.239
2018_8280,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,0,4,3,4,0.6894,3,4,4,4,4,9,5,5,.7355,4,4,4,.8157,4,4,3,3,4,,.547,2,,2,3,4,4,0.61,9,4,3,3,3,3,3,3,.3849,Austin,6,-97.773,30.46
2018_8282,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,4,4,0.6894,3,3,2,1,4,1,4,3,.7355,2,4,4,.8157,2,3,3,3,3,3,.547,3,,1,3,3,3,0.61,2,3,1,3,3,3,2,1,.3849,Austin,3,-97.772,30.22
2018_8284,01/01/2018 12:00:00 AM,Mail,3,3,1,5,0,5,3,0,9,5,4,0.6894,2,4,3,2,3,2,4,3,.7355,3,3,3,.8157,3,3,3,3,3,,.547,2,,1,3,3,3,0.61,9,4,3,9,9,9,3,3,.3849,Austin,6,-97.767,30.496
2018_8285,01/01/2018 12:00:00 AM,Mail,4,4,1,4,1,4,3,0,4,4,4,0.6894,4,4,2,4,4,1,5,4,.7355,3,4,4,.8157,3,4,3,3,3,3,.547,3,,4,3,3,4,0.61,3,4,3,3,3,3,4,4,.3849,Austin,3,-97.762,30.242
2018_8886,01/01/2018 12:00:00 AM,Mail,4,4,0,4,1,4,4,0,4,4,4,0.6894,4,4,4,4,4,4,9,4,.7355,9,4,4,.8157,4,4,4,4,4,4,.547,9,,4,4,3,4,0.61,4,4,4,4,4,4,4,4,.3849,Austin,3,-97.697,30.235
2018_8286,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,3,4,0,4,9,3,0.6894,4,4,4,3,4,3,4,4,.7355,5,5,5,.8157,9,4,4,4,4,4,.547,4,,4,4,4,4,0.61,4,4,4,4,4,4,3,3,.3849,Austin,6,-97.763,30.501
2018_8287,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,4,5,0,5,9,9,0.6894,5,4,3,3,3,2,5,4,.7355,4,4,4,.8157,4,2,2,2,2,,.547,4,,4,4,2,4,0.61,9,9,3,3,3,9,3,3,.3849,Austin,3,-97.773,30.232
2018_8288,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,4,5,0,5,4,4,0.6894,4,4,4,4,4,9,9,4,.7355,4,5,4,.8157,4,3,4,4,9,,.547,4,,4,4,4,4,0.61,4,4,4,4,4,4,4,4,.3849,Austin,5,-97.81,30.218
2018_8289,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,4,9,0,9,4,4,0.6894,4,4,3,3,4,2,4,4,.7355,4,4,4,.8157,2,9,3,3,9,,.547,3,,3,2,2,9,0.61,9,3,3,3,9,9,3,3,.3849,Austin,7,-97.729,30.322
2018_8290,01/01/2018 12:00:00 AM,Mail,4,3,0,4,0,5,3,0,4,9,3,0.6894,4,4,4,4,4,3,4,3,.7355,4,4,4,.8157,3,3,3,3,3,3,.547,3,,2,2,3,3,0.61,5,4,2,3,3,3,3,3,.3849,Austin,6,-97.761,30.487
2019_10147,01/01/2019 12:00:00 AM,,9,9,0,9,0,9,9,0,9,9,9,0.6577,,9,9,9,,9,9,9,.6896,9,9,9,.8430,9,9,9,9,9,,.515,9,,9,9,9,9,0.61,9,9,9,9,9,9,9,9,.3347,Austin,4,-97.685,30.359
2018_8291,01/01/2018 12:00:00 AM,Mail,3,4,1,4,0,3,9,0,4,4,4,0.6894,2,4,4,4,4,3,4,4,.7355,3,4,3,.8157,4,3,5,3,9,2,.547,4,,4,4,5,4,0.61,4,4,3,4,3,3,3,3,.3849,Austin,3,-97.719,30.227
2018_8292,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,5,0,9,9,5,0.6894,5,5,3,5,5,2,5,4,.7355,4,4,4,.8157,4,3,3,3,9,,.547,4,,2,4,2,4,0.61,4,4,4,9,9,4,3,3,.3849,Austin,7,-97.718,30.347
2018_8293,01/01/2018 12:00:00 AM,Mail,4,4,0,5,0,4,9,0,4,9,4,0.6894,3,5,4,3,4,2,4,5,.7355,4,4,4,.8157,4,3,9,4,9,,.547,3,,2,4,4,4,0.61,4,4,3,9,3,4,9,9,.3849,Austin,5,-97.835,30.194
2018_8294,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,4,9,0,3,4,4,0.6894,4,5,5,5,5,4,4,5,.7355,4,4,4,.8157,4,4,3,5,4,4,.547,3,,4,4,2,4,0.61,4,4,2,9,4,4,3,3,.3849,Austin,3,-97.714,30.256
2018_8295,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,0,4,5,5,0.6894,4,5,4,5,5,2,4,4,.7355,4,4,4,.8157,4,4,4,4,9,,.547,2,,2,4,4,4,0.61,4,4,4,9,4,4,4,4,.3849,Austin,5,-97.839,30.175
2018_8297,01/01/2018 12:00:00 AM,Mail,2,4,1,4,0,3,2,0,4,9,4,0.6894,4,5,5,5,5,4,4,4,.7355,2,4,4,.8157,4,4,3,4,1,1,.547,2,,1,2,4,4,0.61,2,4,2,4,2,3,3,2,.3849,Austin,5,-97.838,30.168
2018_8298,01/01/2018 12:00:00 AM,Mail,3,9,0,4,0,4,9,0,9,9,2,0.6894,2,4,4,5,4,4,5,5,.7355,3,4,4,.8157,4,1,3,4,9,,.547,3,,2,4,3,9,0.61,9,4,3,9,9,9,9,9,.3849,Austin,7,-97.713,30.42
2018_8299,01/01/2018 12:00:00 AM,Mail,3,3,1,3,0,3,3,0,4,3,4,0.6894,5,4,4,4,5,4,4,9,.7355,3,4,4,.8157,3,9,4,3,9,,.547,2,,2,3,3,3,0.61,4,3,9,3,3,3,3,3,.3849,Austin,3,-97.689,30.27
2018_8300,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,4,5,0.6894,2,4,4,4,4,4,4,4,.7355,4,4,4,.8157,9,2,1,3,3,3,.547,9,,4,3,3,4,0.61,4,4,4,4,4,9,4,4,.3849,Austin,8,-97.834,30.234
2018_8301,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,9,0,9,9,4,0.6894,5,4,4,4,4,3,4,4,.7355,4,4,3,.8157,1,9,3,4,1,1,.547,3,,1,3,2,9,0.61,9,3,3,9,9,9,9,9,.3849,Austin,5,-97.826,30.195
2018_8304,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,3,4,0,3,4,4,0.6894,4,4,4,4,4,3,4,4,.7355,4,4,4,.8157,4,4,4,4,3,3,.547,3,,3,4,3,4,0.61,4,4,4,4,4,4,4,4,.3849,Austin,5,-97.791,30.221
2018_8305,01/01/2018 12:00:00 AM,Mail,3,3,0,4,0,5,3,0,2,9,3,0.6894,5,4,4,4,5,3,4,3,.7355,1,2,4,.8157,3,2,4,5,1,,.547,3,,1,3,3,3,0.61,4,3,2,1,2,1,1,1,.3849,Austin,3,-97.7,30.265
2018_8306,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,4,9,0,9,9,9,0.6894,5,5,4,4,4,2,4,3,.7355,4,4,4,.8157,3,4,3,3,9,,.547,1,,1,3,3,9,0.61,2,3,2,9,4,9,9,2,.3849,Austin,6,-97.777,30.449
2018_8307,01/01/2018 12:00:00 AM,Mail,4,5,0,4,0,4,3,0,4,2,2,0.6894,4,5,1,4,3,3,3,3,.7355,2,4,4,.8157,1,1,9,4,9,,.547,5,,5,2,4,4,0.61,9,3,2,4,2,3,3,4,.3849,Austin,5,-97.811,30.171
2018_8308,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,0,4,9,9,0.6894,4,5,4,5,4,3,5,4,.7355,3,4,4,.8157,3,3,2,3,9,4,.547,5,,4,4,4,9,0.61,4,4,4,4,4,4,3,2,.3849,Austin,3,-97.705,30.265
2018_8309,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,4,4,0.6894,3,4,4,4,4,3,4,4,.7355,4,4,4,.8157,4,4,4,4,4,4,.547,4,,4,3,3,3,0.61,4,4,4,4,4,4,4,4,.3849,Austin,8,-97.838,30.256
2018_8310,01/01/2018 12:00:00 AM,Mail,4,4,1,4,0,4,3,0,3,2,3,0.6894,4,4,4,3,4,3,5,4,.7355,4,4,4,.8157,3,4,4,4,2,4,.547,3,,3,3,4,4,0.61,3,4,2,3,3,3,2,3,.3849,Austin,3,-97.692,30.237
2018_8311,01/01/2018 12:00:00 AM,Mail,5,5,1,4,1,5,9,0,5,5,4,0.6894,4,5,5,5,5,5,5,5,.7355,4,4,4,.8157,4,4,9,3,4,4,.547,3,,1,4,4,4,0.61,4,4,4,4,4,4,3,4,.3849,Austin,5,-97.788,30.24
2018_8313,01/01/2018 12:00:00 AM,Mail,3,4,1,4,0,5,3,0,3,3,3,0.6894,4,5,5,5,5,4,5,5,.7355,1,3,3,.8157,4,4,3,4,3,3,.547,1,,1,3,3,3,0.61,3,3,3,3,3,3,3,3,.3849,Austin,8,-97.859,30.2
2018_8314,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,3,5,0,5,2,3,0.6894,3,3,1,2,2,1,4,3,.7355,3,4,4,.8157,4,4,3,4,3,3,.547,4,,1,2,2,2,0.61,9,3,2,3,3,2,3,2,.3849,Austin,3,-97.716,30.259
2018_8315,01/01/2018 12:00:00 AM,Mail,4,9,0,4,0,4,9,0,9,9,4,0.6894,1,4,4,4,5,3,9,4,.7355,4,4,9,.8157,4,3,4,4,9,,.547,9,,9,4,5,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,8,-97.895,30.25
2018_8316,01/01/2018 12:00:00 AM,Mail,5,5,1,5,0,5,4,0,4,2,4,0.6894,4,5,5,5,5,3,5,9,.7355,5,5,5,.8157,5,4,5,4,9,,.547,9,,2,3,3,9,0.61,4,4,4,3,2,4,4,3,.3849,Austin,6,-97.817,30.445
2018_8317,01/01/2018 12:00:00 AM,Mail,4,9,0,5,0,5,4,0,4,9,9,0.6894,4,4,4,4,4,2,5,4,.7355,5,5,5,.8157,5,2,9,4,9,,.547,3,,5,4,2,4,0.61,9,4,9,9,4,5,4,4,.3849,Austin,3,-97.719,30.229
2018_8318,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,5,4,0,4,4,4,0.6894,4,4,4,4,4,4,4,4,.7355,4,4,4,.8157,4,4,4,4,4,4,.547,4,,3,3,4,4,0.61,9,4,4,4,3,4,4,3,.3849,Austin,4,-97.717,30.331
2018_8319,01/01/2018 12:00:00 AM,Mail,4,4,1,3,0,3,4,0,4,3,3,0.6894,3,5,4,4,4,2,3,4,.7355,5,5,5,.8157,5,4,4,4,3,3,.547,3,,4,1,1,3,0.61,2,3,2,3,4,2,4,4,.3849,Austin,7,-97.667,30.415
2018_8321,01/01/2018 12:00:00 AM,Mail,2,4,0,4,1,4,2,0,2,2,4,0.6894,3,5,5,9,5,9,4,4,.7355,3,4,9,.8157,4,1,5,3,4,,.547,9,,2,5,4,5,0.61,5,3,3,3,4,5,3,3,.3849,Austin,6,-97.745,30.428
2018_8322,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,9,0,5,9,5,0.6894,5,5,5,5,5,3,5,5,.7355,3,3,3,.8157,4,9,2,3,9,,.547,4,,2,4,4,4,0.61,5,4,9,4,4,9,9,9,.3849,Austin,7,-97.717,30.429
2018_8324,01/01/2018 12:00:00 AM,Mail,3,3,0,4,0,3,3,0,3,4,4,0.6894,3,5,5,5,5,2,5,4,.7355,4,4,4,.8157,3,9,2,9,9,,.547,2,,2,3,4,3,0.61,9,3,3,9,9,3,3,9,.3849,Austin,8,-97.859,30.25
2018_8325,01/01/2018 12:00:00 AM,Mail,3,3,1,3,0,4,3,0,3,3,3,0.6894,5,4,3,4,4,2,3,3,.7355,3,4,4,.8157,2,4,4,3,9,,.547,3,,1,3,3,3,0.61,4,9,4,3,3,3,3,3,.3849,Austin,6,-97.826,30.442
2018_8326,01/01/2018 12:00:00 AM,Mail,9,9,0,2,0,4,9,0,9,9,2,0.6894,2,9,9,9,,9,9,9,.7355,9,9,9,.8157,9,9,9,9,9,,.547,3,,3,3,4,4,0.61,9,5,1,9,9,9,9,9,.3849,Austin,8,-97.875,30.248
2018_8327,01/01/2018 12:00:00 AM,Mail,9,9,0,5,1,5,3,0,9,5,5,0.6894,3,5,4,5,5,1,3,1,.7355,5,5,5,.8157,5,5,3,1,5,5,.547,4,,3,4,9,9,0.61,9,5,2,9,3,9,9,9,.3849,Austin,6,-97.741,30.414
2018_8328,01/01/2018 12:00:00 AM,Mail,3,3,1,5,0,5,4,0,3,3,3,0.6894,4,5,4,4,5,2,5,3,.7355,4,5,5,.8157,3,4,4,4,3,3,.547,3,,2,3,4,3,0.61,4,3,3,3,3,3,3,3,.3849,Austin,9,-97.755,30.282
2019_5392,01/01/2019 12:00:00 AM,Mail,4,4,0,5,0,5,4,0,4,4,3,0.6577,4,3,3,9,4,3,4,3,.6896,4,4,4,.8430,4,4,5,5,4,4,.515,4,1,3,3,4,5,0.61,4,4,4,4,4,4,4,4,.3347,Austin,3,-97.705,30.228
2018_8333,01/01/2018 12:00:00 AM,Mail,5,5,1,5,0,5,9,0,5,4,5,0.6894,5,5,5,5,5,5,5,5,.7355,5,5,5,.8157,5,5,5,5,5,5,.547,4,,1,4,4,4,0.61,5,5,5,5,4,4,5,5,.3849,Austin,9,-97.754,30.269
2018_8329,01/01/2018 12:00:00 AM,Mail,9,9,0,2,0,2,2,0,9,9,9,0.6894,4,5,5,1,5,1,5,4,.7355,2,3,4,.8157,4,5,5,5,4,5,.547,9,,1,4,2,4,0.61,5,4,1,9,2,4,1,1,.3849,Austin,8,-97.919,30.192
2018_8349,01/01/2018 12:00:00 AM,Mail,3,3,0,5,0,5,3,0,3,3,4,0.6894,5,5,4,4,5,4,4,4,.7355,4,4,4,.8157,3,3,3,4,3,3,.547,3,,3,4,4,4,0.61,9,4,4,3,9,9,3,3,.3849,Austin,6,-97.765,30.45
2018_8330,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,4,4,0.6894,4,5,5,2,5,2,4,4,.7355,4,4,4,.8157,4,4,4,4,9,,.547,3,,2,4,4,4,0.61,4,4,3,4,3,3,3,3,.3849,Austin,6,-97.797,30.49
2018_8331,01/01/2018 12:00:00 AM,Mail,2,2,0,4,1,3,4,0,2,3,3,0.6894,5,5,4,3,4,1,5,3,.7355,4,5,5,.8157,5,4,2,3,5,5,.547,3,,5,1,2,9,0.61,4,3,1,1,2,2,1,1,.3849,Austin,8,-97.92,30.177
2018_8338,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,9,0,4,9,9,0.6894,4,5,4,5,5,4,5,5,.7355,5,5,5,.8157,4,2,5,5,9,,.547,4,,3,4,4,9,0.61,9,9,4,9,9,9,4,4,.3849,Austin,9,-97.745,30.288
2018_8334,01/01/2018 12:00:00 AM,Mail,9,9,0,3,0,4,4,0,9,9,2,0.6894,5,4,4,4,4,1,4,1,.7355,4,4,4,.8157,4,4,4,3,9,,.547,1,,1,2,3,4,0.61,4,2,1,2,2,2,2,4,.3849,Austin,9,-97.701,30.301
2018_8335,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,4,3,0,4,5,5,0.6894,4,5,4,3,4,2,5,4,.7355,4,5,5,.8157,4,5,4,4,4,5,.547,4,,4,3,3,4,0.61,5,4,4,5,4,4,5,5,.3849,Austin,9,-97.699,30.294
2018_8336,01/01/2018 12:00:00 AM,Mail,3,3,1,4,0,4,4,0,3,3,4,0.6894,4,4,4,4,4,2,4,4,.7355,4,4,4,.8157,4,4,3,3,9,,.547,4,,2,4,3,4,0.61,4,4,3,1,1,4,4,4,.3849,Austin,9,-97.749,30.24
2018_8337,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,5,9,0,9,4,4,0.6894,4,9,9,9,,9,9,9,.7355,9,9,9,.8157,9,9,9,9,9,,.547,9,,9,9,9,4,0.61,4,4,3,4,4,4,4,2,.3849,Austin,8,-97.836,30.211
2018_8339,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,5,4,0,9,4,4,0.6894,4,5,5,9,5,9,5,5,.7355,5,5,9,.8157,4,9,9,5,9,,.547,3,,3,4,3,9,0.61,1,4,3,9,3,3,9,9,.3849,Austin,9,-97.731,30.294
2018_8340,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,5,3,0,4,9,9,0.6894,5,5,3,5,4,9,4,4,.7355,2,9,9,.8157,2,2,9,2,9,,.547,9,,1,4,3,4,0.61,4,4,4,3,3,9,4,3,.3849,Austin,6,-97.749,30.429
2018_8341,01/01/2018 12:00:00 AM,Mail,2,2,0,4,0,4,5,0,2,2,3,0.6894,5,5,4,4,5,1,9,2,.7355,5,5,5,.8157,5,5,4,4,9,,.547,9,,2,3,5,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,8,-97.899,30.192
2018_8342,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,9,0,5,9,9,0.6894,4,4,1,5,3,3,5,4,.7355,5,9,5,.8157,4,9,4,4,9,,.547,4,,5,4,4,4,0.61,9,9,4,4,4,9,5,4,.3849,Austin,9,-97.747,30.288
2018_8343,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,0,9,9,3,0.6894,5,5,5,4,5,2,5,4,.7355,4,4,4,.8157,4,5,4,3,9,,.547,5,,3,4,3,5,0.61,5,5,5,3,3,4,4,4,.3849,Austin,9,-97.707,30.293
2018_8345,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,2,3,0,3,1,1,0.6894,3,4,4,2,4,2,3,2,.7355,4,4,4,.8157,4,4,3,4,4,4,.547,3,,3,3,4,2,0.61,3,3,1,3,3,2,3,3,.3849,Austin,10,-97.799,30.386
2018_8346,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,9,0,4,9,9,0.6894,9,4,3,4,3,2,4,9,.7355,9,9,9,.8157,9,4,2,2,9,,.547,2,,1,4,9,9,0.61,2,9,9,9,2,9,9,9,.3849,Austin,9,-97.704,30.297
2018_8354,01/01/2018 12:00:00 AM,Mail,4,4,1,4,0,4,4,0,9,4,4,0.6894,4,5,5,4,5,3,5,4,.7355,5,5,5,.8157,4,4,3,3,9,,.547,4,,3,4,3,9,0.61,3,4,4,9,4,5,4,4,.3849,Austin,10,-97.762,30.333
2018_8348,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,2,0,4,4,4,0.6894,5,5,5,5,5,5,5,5,.7355,5,5,5,.8157,5,5,9,5,5,5,.547,2,,2,2,4,4,0.61,4,4,3,4,4,4,4,4,.3849,Austin,9,-97.747,30.23
2018_8350,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,3,3,0,4,4,4,0.6894,5,5,5,4,5,2,3,4,.7355,4,4,4,.8157,4,4,4,4,3,3,.547,3,,2,4,4,3,0.61,3,4,4,3,3,4,4,4,.3849,Austin,8,-97.877,30.257
2018_8351,01/01/2018 12:00:00 AM,Mail,3,3,0,5,0,5,4,0,4,5,5,0.6894,3,4,4,5,4,3,3,4,.7355,4,5,5,.8157,5,4,2,3,4,3,.547,3,,1,3,2,3,0.61,3,3,1,3,4,9,3,3,.3849,Austin,9,-97.752,30.267
2018_8352,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,9,0,9,9,5,0.6894,5,5,5,5,5,4,2,9,.7355,5,5,5,.8157,5,5,5,5,9,,.547,9,,9,2,3,5,0.61,5,9,2,5,5,9,9,9,.3849,Austin,8,-97.888,30.169
2018_8353,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,9,0,4,9,9,0.6894,2,5,5,4,5,3,5,4,.7355,4,4,3,.8157,4,9,4,5,9,,.547,3,,2,4,4,4,0.61,9,3,9,9,4,9,9,9,.3849,Austin,6,-97.756,30.504
2018_8406,01/01/2018 12:00:00 AM,Mail,4,4,1,2,0,2,4,0,4,4,4,0.6894,5,4,4,2,4,4,4,4,.7355,4,4,3,.8157,4,3,2,4,3,3,.547,2,,2,3,3,3,0.61,3,3,3,3,3,9,3,3,.3849,Austin,8,-97.895,30.254
2018_8355,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,4,4,0,4,4,4,0.6894,3,5,5,5,5,4,5,4,.7355,4,4,4,.8157,4,3,4,4,4,,.547,3,,1,4,3,3,0.61,4,3,3,3,3,3,3,3,.3849,Austin,8,-97.865,30.226
2018_8356,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,9,0,9,4,4,0.6894,4,5,4,2,5,2,3,3,.7355,3,3,3,.8157,3,4,3,3,9,,.547,3,,3,3,2,3,0.61,4,3,2,3,3,3,3,3,.3849,Austin,6,-97.807,30.449
2018_8357,01/01/2018 12:00:00 AM,Mail,4,4,0,3,0,2,1,0,4,9,4,0.6894,4,4,3,4,4,2,4,4,.7355,5,5,5,.8157,5,5,4,4,9,,.547,4,,1,1,3,4,0.61,2,3,1,2,2,2,2,1,.3849,Austin,10,-97.77,30.294
2018_8361,01/01/2018 12:00:00 AM,Mail,3,9,0,4,0,4,9,0,9,5,5,0.6894,3,5,5,5,5,4,5,4,.7355,3,4,5,.8157,4,4,4,4,1,,.547,1,,1,3,2,5,0.61,9,4,3,9,3,9,2,3,.3849,Austin,10,-97.753,30.401
2019_8304,01/01/2019 12:00:00 AM,Mail,5,4,0,1,1,1,9,0,5,4,4,0.6577,4,4,4,4,4,2,3,4,.6896,3,3,3,.8430,3,3,4,4,3,3,.515,3,0,1,1,1,4,0.61,9,2,1,3,3,3,2,2,.3347,Austin,7,-97.744,30.319
2018_8358,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,5,5,0,5,4,4,0.6894,5,5,5,5,5,5,5,5,.7355,3,5,5,.8157,5,5,5,5,5,5,.547,9,,1,3,5,5,0.61,5,3,2,3,2,3,3,3,.3849,Austin,8,-97.919,30.2
