Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
321039,Study - Exterior Envelope Conditions - Health Sciences Center,11/09/2017,08/27/2020,Stony Brook University,Long Island,In Design,Preservation of Facilities,Y,Active
321040,Rehabilitate Loading Dock,12/04/2017,11/25/2025,Stony Brook University,Long Island,Closed,"Health, Safety, Security",Y,Cancelled
321041,Restoration HSC 2 Floor Plaza Deck,05/06/2024,07/05/2029,Stony Brook University,Long Island,In Planning,Preservation of Facilities,Y,Active
321042,DSH-Swap Projects 17-18,01/02/2018,10/29/2020,Stony Brook University,Long Island,Closed,New Facilities and Equipment Replacement,N,Complete
321043,"Emergency Repair 12"" Water Line",01/10/2018,10/23/2019,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321044,Study - Upgrade Emergency power for BST/HSC,02/03/2020,05/03/2021,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",Y,Active
321045,Repair East Plant Oil Tank #3,09/11/2018,10/23/2020,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321046,Replace East Power Plant Boiler#1 at East Plant,10/10/2018,03/16/2022,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321047,Retube East Plant Chiller# 1,08/15/2019,12/14/2021,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321048,Replace 15kv Switchgear,04/27/2018,12/29/2021,Stony Brook University,Long Island,In Design,Preservation of Facilities,N,Active
321049,Repair Partial Exterior Walls of the Library,06/18/2018,01/27/2021,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321050,Renovate Level 5 Servery,08/12/2019,02/03/2023,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321051,Upgrade Facility for Educational Classroom Space,10/09/2018,06/18/2021,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321052,Replace Catheterization Lab Equipment,08/06/2019,09/27/2024,Stony Brook University,Long Island,In Design,Program Improvement or Program Change,N,Active
321053,Renovations to LISVH Resident Unit Dining Room/Bldg. 480,10/01/2019,03/30/2023,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321054,Replace Pedestrian Bridge at HSC,02/11/2019,12/20/2023,Stony Brook University,Long Island,In Design,"Health, Safety, Security",Y,Active
321055,Replace Medium Voltage Switch Gear N8 Level,09/09/2019,04/07/2023,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Cancelled
321056,Rehab Heart Center EP Lab #6,01/21/2020,03/29/2022,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321057,Replace Windows Facilty-wide - LISVH Bldg.480,07/25/2019,11/02/2022,Stony Brook University,Long Island,In Planning,Preservation of Facilities,N,Active
321058,Upgrade Fire Suppression System - LISVH Bldg.480,07/25/2019,08/15/2022,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",N,Active
321059,Relocate & Upgrade Connected Generator Loads at Power Plant,08/15/2019,06/26/2023,Stony Brook University,Long Island,In Design,"Health, Safety, Security",N,Active
321060,Renovate Radiology & Fluoroscopy Room 7 for Imaging,08/15/2019,07/07/2021,Stony Brook University,Long Island,In Guarantee,Program Improvement or Program Change,N,Active
321061,"Install Redundant Water Main 10""",08/15/2019,06/29/2022,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",N,Active
321062,Renovate for Ronald McDonald NICU Respite Room,08/15/2019,03/17/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321063,Renovate for Retail Pharmacy at Stony Brook University Hospital,08/15/2019,03/07/2024,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321064,Renovate for Additional Offices for Procurement,08/16/2019,04/06/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321065,Renovate ACP Imaging Ultrasound for Outpatient Expansion,08/16/2019,02/18/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321066,Renovate Mechanical System in Holding Bays at ASC,08/16/2019,10/14/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321067,Construct Emerging Infectious Disease Unit,12/06/2019,08/12/2022,Stony Brook University,Long Island,In Design,Program Improvement or Program Change,N,Active
321068,Renovate for ACP Non-Invasive Cardiology,08/16/2019,02/25/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321069,Renovate Endoscopy Rm1 & 2 for Cabinets,08/15/2019,09/28/2021,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Cancelled
321070,Replace Existing Nurse Call Systems Hospital Wide to the Hill Rom System,12/06/2019,10/24/2023,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321071,Rehab for Equipment Storage in the ASC,11/08/2019,12/29/2021,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321072,Install Fume Hood - MART Building,12/23/2019,09/21/2021,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,Y,Active
321073,Repair Misc. Curtain Wall Defects,08/16/2019,08/04/2026,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321074,Replace Fire Pumps at HSC Serving the Hospital,08/15/2019,05/02/2022,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321075,"Replace Equipment, EMG, OR, and EEG",01/21/2020,12/29/2021,Stony Brook University,Long Island,In Guarantee,Program Improvement or Program Change,N,Active
321076,"Upgrade Cerner, Pyxis, IV Work Flow for Hospital Pharmacy",01/14/2020,07/19/2023,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321077,Install Exterior Protection for the HSC,08/29/2019,04/24/2031,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",N,Active
321078,Rehabilitate Hospital for Public Safety Office,01/21/2020,06/03/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321079,Construct New Surface Parking Lot at North Entrance,02/18/2020,11/01/2023,Stony Brook University,Long Island,In Planning,Environment Protection or Improvements,N,Active
321080,Study of HSC L3 Data Center Fire Suppression System,02/19/2020,09/01/2021,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
321081,Install New Sterilizer on Level 3,03/12/2020,04/05/2022,Stony Brook University,Long Island,In Planning,Program Improvement or Program Change,N,Active
32X373,Renovate HSC - Phase I,02/21/2003,03/10/2017,Stony Brook University,Long Island,Closed,Preservation of Facilities,Y,Complete
32X393,Replace East Campus Cooling Tower,04/15/2005,01/29/2014,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X403,Replace Air Handling Unit,12/01/2005,02/04/2014,Stony Brook University,Long Island,Closed,Energy Conservation,N,Complete
32X404,Major Mod Phase 2 General Trades,10/31/2007,03/20/2015,Stony Brook University,Long Island,Closed,Accreditation,N,Complete
32X409,Replace HSC/Bst Elevators/Escalators,04/10/2006,09/22/2014,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X412,LISVH Interior Renovations/Expansion,01/05/2010,11/07/2023,Stony Brook University,Long Island,In Construction,"Health, Safety, Security",N,Active
32X419,LISVH IT/HVAC Upgrades,09/04/2009,04/20/2015,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X426,LISVH Building Upgrades,10/20/2010,07/06/2022,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
32X427,LISVH Elevator/Kitchen/Laundry Upgrades,07/01/2008,04/24/2015,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X428,"HSC Escalators Rehab Floors 2/3, 3/4 and 4/5",02/01/2008,01/08/2015,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X433,East Power Plant Replace Chiller,02/13/2009,01/08/2018,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X436,Curtain Wall Upgrade Towers,02/13/2009,04/07/2017,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Cancelled
32X439,Comprehensive Psychiatric Emergency Prog CPEP,01/01/2008,02/11/2014,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X440,Major Mod Phase 2 In-House Projects,07/01/2009,04/26/2013,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X441,Major Mod Phase 2 Plumbing,06/23/2009,02/27/2015,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X442,Major Mod Phase 2 Mechanical,06/23/2009,10/01/2014,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X443,Major Mod Phase 2 Fire Protection,06/23/2009,04/24/2017,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X444,Major Mod Phase 2 Electrical,06/23/2009,06/13/2016,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X446,HSC Deck Rehab,02/12/2009,06/03/2019,Stony Brook University,Long Island,Final Construction Payment,Preservation of Facilities,Y,Active
32X448,HSC Automatic Transfer Switches,08/25/2009,10/30/2017,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X449,Electrical Feeder #13 Installation,07/08/2009,08/28/2015,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X455,E. Heat/Cool Plant #2 Pump Repl,10/29/2009,05/19/2014,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X459,Rehab Cath Lab,11/24/2009,09/30/2014,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Cancelled
32X460,Ph I Replace East Plant Boilers,02/01/2011,05/19/2016,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
32X461,CPEP In House Fit Out,05/05/2010,03/03/2014,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
32X466,Removal of East Cooling Tower,11/24/2010,02/07/2014,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
32X467,Rebuild East Plant Chiller,08/09/2011,05/22/2014,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
32X468,New Medical & Res Trans & Bed Tower,02/06/2012,07/07/2022,Stony Brook University,Long Island,In Guarantee,New Facilities and Equipment Replacement,Y,Active
32X469,(Rebuild) Pedestrian Walkways Crosswalks- East Campus,05/01/2012,07/15/2024,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
32X470,Campus Feeder Replacement East Campus,11/30/2012,02/23/2021,Stony Brook University,Long Island,Closed,New Facilities and Equipment Replacement,Y,Complete
32x471,New Animal Bio Safety Lab,10/09/2013,11/30/2018,Stony Brook University,Long Island,Closed,New Facilities and Equipment Replacement,N,Complete
32x472,Replace Mezzanine Slab - East Plant,02/04/2014,09/27/2019,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32x473,Emergency Flood Repairs-HSC,12/17/2013,09/03/2014,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X474,Replace Cooling Tower HSC,08/01/2014,01/26/2015,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32X475,Rehab Walkway Campus Underpass,06/23/2014,03/06/2020,Stony Brook University,Long Island,Final Construction Payment,"Health, Safety, Security",Y,Active
32X476,Replace East Power Plant Boilers-Phase II,12/30/2014,12/21/2018,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
32XM13,Minor Critical Maintenance 13-14,05/17/2013,05/17/2013,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Cancelled
341000,Rehab Agricultural Research Pilot Plant,03/02/2015,05/17/2021,Cornell,Finger Lakes,Final Construction Payment,Preservation of Facilities,Y,Active
341001,Minor Critical Maintenance 2015/16,05/04/2015,08/08/2017,Cornell,Finger Lakes,Closed,Preservation of Facilities,N,Complete
341002,Upgrade Carbon Monoxide Detection - Geneva Campus,07/20/2016,12/02/2019,Cornell,Finger Lakes,Closed,Preservation of Facilities,N,Complete
341003,Minor Critical Maintenance 2016-17,06/06/2016,06/28/2019,Cornell,Finger Lakes,In Guarantee,Preservation of Facilities,N,Active
341004,Renovate Jordan Hall,12/04/2017,05/17/2021,Cornell,Finger Lakes,In Construction,Preservation of Facilities,N,Active
341005,Minor Critical Maintenance FY 2017/18,04/19/2017,06/26/2019,Cornell,Finger Lakes,In Construction,Preservation of Facilities,N,Active
341006,Rehabilitate Geneva AgriTech Site Utility Infrastructure,02/06/2018,03/03/2023,Cornell,Southern Tier,In Planning,"Health, Safety, Security",N,Active
341007,Minor Critical Maintenance FY 2018/19,03/26/2018,06/22/2020,Cornell,Finger Lakes,In Guarantee,Preservation of Facilities,N,Active
341008,Demolish North Street Buildings - Geneva,03/29/2018,05/31/2021,Cornell,Finger Lakes,In Construction,Preservation of Facilities,N,Active
341009,Replace Electrical Service Entrances-Various Buildings,12/21/2018,12/14/2021,Cornell,Finger Lakes,In Construction,Preservation of Facilities,N,Active
341010,Replace Air Handling Unit (AHU) - Geneva Barton Lab,09/16/2019,09/14/2021,Cornell,Finger Lakes,In Construction,Preservation of Facilities,N,Active
341011,Reconstruct Elevators - Hedrick Hall & Food Science Research Lab,03/04/2020,11/14/2022,Cornell,Finger Lakes,In Planning,Preservation of Facilities,N,Active
341012,Demolish AgriTech Storage Barn,03/09/2020,02/10/2023,Cornell,Finger Lakes,In Planning,Program Improvement or Program Change,N,Active
341013,Replace Fancoil Units - AgriTech Raw Products Bldg,03/09/2020,11/14/2022,Cornell,Finger Lakes,In Planning,Preservation of Facilities,N,Active
341014,Replace Cooling Tower - Barton Hall,03/04/2020,11/14/2022,Cornell,Finger Lakes,In Planning,Preservation of Facilities,N,Active
341015,Replace Roofs - Jordan & Sturtevant Halls,03/09/2020,11/14/2022,Cornell,Finger Lakes,In Planning,Preservation of Facilities,N,Active
34X062,"Food Research Lab, Reroof/ Systems Upgrades, Bldg. 4394",02/22/2006,04/01/2020,Cornell,Finger Lakes,Closed,Preservation of Facilities,Y,Complete
34X101,"Upgrade Elevators, Barton Lab",07/10/2008,12/30/2014,Cornell,Finger Lakes,Closed,Preservation of Facilities,Y,Complete
34X103,Replace Roofs - Geneva/Barton Lab,08/02/2010,03/25/2016,Cornell,Finger Lakes,Closed,Preservation of Facilities,Y,Complete
34X104,Upgrades & Repairs to Campus Electrical System - Geneva,11/06/2013,11/30/2020,Cornell,Finger Lakes,In Guarantee,Preservation of Facilities,N,Active
34X105,"Emergency Repairs to Campus Electrical Service, NYS Ag Exp Station at Geneva",01/24/2011,10/16/2012,Cornell,Finger Lakes,Closed,"Health, Safety, Security",N,Complete
34X106,Barton Lab Headered Exhaust Installation,02/03/2014,08/31/2016,Cornell,Finger Lakes,Closed,Preservation of Facilities,N,Complete
