the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.073087295452 29.989381245171, -90.073090279733 29.989467925072, -90.073091590645 29.989506003325, -90.073100528273 29.989765609806, -90.073101513825 29.989902203208, -90.073100430593 29.989943394665, -90.073091743475 29.990034006581, -90.073076371305 29.99019409154, -90.07307439297 29.990232953907, -90.07307733305 29.990411726901, -90.073078707008 29.990495265168, -90.073096343932 29.990706946704, -90.073098549834 29.990733418298, -90.073103481844 29.990791947619, -90.073115264802 29.990931777793, -90.073124299531 29.9910395798, -90.073134502361 29.991128514872, -90.073148355532 29.99122270876, -90.073165217512 29.991310181918, -90.073170227949 29.991336175113, -90.073192924832 29.991430000739, -90.073238515667 29.991618471277, -90.07326788032 29.991739861372, -90.073286976135 29.991906175891, -90.073291326573 29.99199286883))",45084,PARIS AVE,1261,{8CBEE1F6-BD3D-4142-A641-63B5D531CA6B},,,,0,,True,1,2017,1Q,,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:45:41 PM +0000,2030,,Protected Bike Lane,Completed,0.18091816,0.18091816,0.09045908,,955.24756957900354
"MULTILINESTRING ((-90.086003742244 29.999285244764, -90.085745680614 29.999303106556, -90.085029971753 29.999355223336, -90.085015660613 29.999356012408, -90.084893694843 29.999362740316, -90.08468909803 29.999369421495, -90.084411691905 29.999380076108))",44764,HARRISON AVE,1089,{046FD1AE-1A0B-4251-92AD-3E75947FEA3C},,,,0,,True,1,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Bike Lane,Completed,0.09568271,0.09568271,0.04784136,,505.20476328274424
"MULTILINESTRING ((-90.06554475623 29.972521842028, -90.065605334403 29.972604303495, -90.065616792201 29.972619900575, -90.065666019638 29.972686910319, -90.065732247479 29.972777061681, -90.06577585004 29.972836415047, -90.065959717648 29.973097583016, -90.065976367806 29.973125947843, -90.066117171699 29.973374148202, -90.066117185907 29.973374171797, -90.066140139571 29.973414632989, -90.066304193184 29.973702170286, -90.066333715723 29.973753913861, -90.066406208492 29.97387863892, -90.06645194497 29.97395607966, -90.06676481531 29.974502310345, -90.066797944319 29.974557342841, -90.066830028451 29.974603259108, -90.066857504098 29.974651388388, -90.066946641968 29.974812451645, -90.066998999919 29.974907057578, -90.067131157911 29.97516839657, -90.067203270711 29.975244344072, -90.067304795056 29.975433209211, -90.067401994777 29.975604475354, -90.067498346471 29.975780040487, -90.067949696547 29.976568790936, -90.067976280459 29.976615247681, -90.068068094673 29.976783490476, -90.068149541906 29.976921497412, -90.068262664865 29.977109483486, -90.068378403661 29.977308523397, -90.068498789207 29.977523384162, -90.068559906918 29.977632463182, -90.068776172277 29.97801032706, -90.069048985754 29.978484022257, -90.069112928864 29.978595048069, -90.069138681152 29.978639747153, -90.069249701403 29.978832447878, -90.069255449724 29.978842853412, -90.069387060323 29.979081119244, -90.069393992464 29.979092646779, -90.069604405603 29.979442539019, -90.06963862508 29.979499441588, -90.069849053403 29.979867007228, -90.07009809247 29.980302013565, -90.070155370671 29.980402347545, -90.070209681401 29.980497483272, -90.070482184732 29.980973499959, -90.070482356132 29.980973795728, -90.070509578078 29.981020793953, -90.070652270272 29.981268546042, -90.070679357817 29.981316186225, -90.070757196975 29.98145308854, -90.070773010472 29.981481367984, -90.070909453504 29.981725364308, -90.070965363552 29.981825347345, -90.071322739942 29.982445754298, -90.071380826726 29.98254659347, -90.071556857774 29.982863378426, -90.071581224652 29.982905692657, -90.071747200538 29.983193911253, -90.07184486052 29.983363498247, -90.07196862953 29.983581435648, -90.072067303137 29.983753374348, -90.072095797857 29.983803025217, -90.072207574705 29.983984412942, -90.072220898794 29.984006034289, -90.072346125557 29.984221675572, -90.072409144888 29.984331996959, -90.072707611826 29.984854218384, -90.072732947108 29.984898545494, -90.072965025543 29.985295416024, -90.073024377633 29.985396036446, -90.073076124295 29.985482004986, -90.073100737325 29.985517078211, -90.073126173283 29.9855487877, -90.073211729632 29.985728868747, -90.073255143216 29.985816450004, -90.0734765547 29.986197584592, -90.073527657836 29.986288615469, -90.073557307329 29.986340169907, -90.073818126012 29.986793678464, -90.073848446868 29.986845439548, -90.073865472463 29.986874553007, -90.073910471348 29.986951499344, -90.074005273119 29.987113603052, -90.0740736139 29.987231156171, -90.074106328072 29.987288504099, -90.074182051528 29.987421248145, -90.074283525229 29.987582401358, -90.074387770406 29.987739633765, -90.074427359372 29.987797078936, -90.074437517012 29.987809264975, -90.074691240871 29.988141701191, -90.074744126926 29.988213247041, -90.07482813627 29.988372597079, -90.074893538333 29.988496653732))",44880,ST BERNARD AVE,1202,{5FE4B7E6-AB71-4922-BB4A-62CA6A8CA1AF},,,,0,,True,1,2013,4Q,,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,,Bike Lane,Completed,1.23566647,1.23566647,0.61783323,,6524.3188985456736
"MULTILINESTRING ((-90.000437299104 30.02367503807, -90.000361891974 30.023710165247, -90.000238634854 30.023765228011, -90.000114053305 30.023817985601, -90.000015806222 30.023857594547, -89.999978115244 30.023873237312, -89.999908798945 30.023897674993, -89.999810123371 30.023927215128, -89.999715737993 30.023953272745, -89.99962059943 30.023976105332, -89.99961963209 30.023976337331, -89.999495711845 30.024002014437, -89.99935501714 30.024029380074, -89.999170334515 30.024063173929, -89.998394499686 30.024226117331, -89.998323097154 30.024238748167, -89.998232364015 30.0242572775, -89.997982678659 30.024309707394, -89.997853501038 30.024339553864, -89.997596299567 30.02440566844, -89.99753476127 30.024420917025, -89.997431896394 30.024453114151, -89.997389989643 30.024466315295, -89.997184432406 30.024533136175, -89.997056712545 30.02457849328, -89.996801002568 30.02467371821, -89.996737427264 30.024695880251, -89.996638394842 30.024735588795, -89.996037076885 30.024967795234, -89.995453769648 30.025189203664, -89.995161336645 30.025304562599, -89.995095176834 30.025330661064, -89.994774502193 30.025454257251, -89.994716152717 30.025475328327, -89.994620769394 30.025513104707, -89.994400415415 30.025597081835, -89.994297043207 30.025637164038, -89.994233242848 30.025660863591, -89.993990145562 30.025753851145, -89.993770070209 30.025849190881, -89.993668261993 30.02589876999, -89.993628937906 30.025919611001, -89.993609347397 30.025929992984, -89.993540834141 30.025968439847, -89.993441261066 30.02602697175, -89.993366641156 30.026074335332, -89.993276773933 30.026135704131, -89.993261579205 30.026146804759, -89.992909697294 30.026403882469, -89.99287298849 30.026429604754, -89.992775487087 30.026493928782, -89.99276413565 30.026501417173, -89.992651876196 30.026575035359, -89.992521988258 30.026660213708, -89.9924552988 30.026693966259, -89.992368482475 30.026735323478, -89.991927118351 30.02691957905, -89.991833992616 30.026951441587, -89.991764513108 30.026975213822, -89.991612100348 30.027039597372, -89.991280424804 30.027179707354, -89.991187790179 30.027217801602, -89.991018291398 30.027287504873, -89.990968045391 30.027308167899, -89.990375603752 30.027548543858, -89.990136381181 30.027639453564, -89.989963218991 30.027701521381, -89.989847440308 30.027740805903, -89.989731304635 30.027775951783, -89.98957288735 30.027822688252, -89.989375755736 30.027876200302, -89.989275216157 30.027901420783, -89.989075469292 30.027948086672, -89.988919887398 30.027980737792, -89.988776436887 30.028005296033, -89.988589830358 30.028034305278, -89.988484660954 30.028052214963, -89.987583098869 30.028195281054, -89.987299384167 30.02824183315, -89.987295736708 30.028242431935, -89.986294500757 30.02840253741, -89.986215924623 30.028414564145, -89.985753483963 30.028485343405, -89.985360381398 30.028542422304, -89.985292001905 30.028552351436, -89.984298573334 30.028715514401, -89.984156095653 30.028730845118, -89.983552866455 30.028807594032, -89.983467344928 30.02881830377, -89.982963005596 30.02889169599, -89.982735564206 30.028927257832, -89.982606136901 30.028947494404, -89.982480880373 30.028967078019))",45098,LAKE FOREST BLVD,1249,{17DACD7C-FFB8-4DDA-95B2-CBD399924C55},,,,0,,1,1,2016,4Q,,,,KRODRIGUEZ,02/16/2018 07:47:22 PM +0000,KRODRIGUEZ,04/17/2019 03:24:05 PM +0000,2030,,Bike Lane,Completed,1.14850934,1.14850934,0.57425467,,6064.1290503090349
"MULTILINESTRING ((-90.114447951203 30.009087080439, -90.114445107052 30.00916813004, -90.114410969045 30.009706701903, -90.114355158065 30.01049335593, -90.114257923867 30.011778484501, -90.114208785908 30.012402819074, -90.11416638411 30.012853292053, -90.114155246041 30.013005830426))",45011,WEST END TRAIL,1221,{47AC45EE-3A4A-44FB-BEC1-070E6E35F499},,,,1,,False,0,,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,NOTMP,,Shared Use Path,Completed,0.27048508,0.54097016,0.27048508,,1428.1612712045301
"MULTILINESTRING ((-90.050164878039 30.002980547337, -90.05033917877 30.005211150841, -90.050339750896 30.005215830834, -90.050477985567 30.006971941183, -90.050478546056 30.006977446595, -90.05062646297 30.008742726064, -90.050621084657 30.008743223117, -90.050763791355 30.010520825118, -90.050769797487 30.010520608449, -90.050906516885 30.012272851318, -90.050907192817 30.012279621861))",44676,FRANKLIN AVE,1060,{CCB700C9-E31E-4354-A650-B45546AB7087},,,,0,,True,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:42:58 PM +0000,NOTMP,,Bike Lane,Completed,0.64268483,0.64268483,0.32134242,,3393.3758850244772
"MULTILINESTRING ((-90.111728676661 30.026727797368, -90.111614243691 30.026765539982, -90.111497706785 30.026798046368, -90.110695465643 30.027007827297, -90.109978041732 30.027197646738, -90.109258867075 30.027382387296, -90.109087318423 30.02742601965, -90.108914417936 30.027465401509, -90.10874030288 30.027500501663, -90.108584944629 30.027523405774, -90.108428588658 30.027540418882, -90.10827153194 30.027551507657, -90.108114070233 30.027556653196, -90.107956500246 30.027555843823, -90.107799118508 30.027549082296, -90.107642223503 30.027536381318, -90.107044184701 30.027471477453, -90.106869895667 30.027453821906, -90.106593763465 30.027428477854, -90.105930769738 30.027375648932, -90.105569376936 30.027353908091, -90.105292010471 30.027341356741, -90.105153561083 30.027335332491, -90.105032182926 30.027332279538, -90.105010884924 30.027332305524, -90.104008537799 30.027291421218, -90.103932371871 30.027289223291, -90.103805444614 30.027292646732, -90.103719447697 30.027299000112, -90.103592123293 30.027313437493, -90.103507958422 30.027326516718, -90.103431034169 30.027341076386, -90.103354169271 30.027358050892, -90.103235518519 30.027389329402, -90.103158720687 30.027412963673, -90.103099776113 30.027432903212, -90.103045327378 30.027452832401, -90.102973197532 30.02748157341, -90.102897983246 30.027514331093, -90.102846303351 30.027538499418, -90.102790757686 30.027566060919, -90.102723507165 30.027601765576, -90.102652726528 30.027642311877, -90.102605207026 30.027671294417, -90.102468207249 30.027760982495, -90.102366757958 30.027822748985, -90.102288339183 30.027867362152, -90.102213614467 30.027907536625, -90.102137435666 30.027946313463, -90.102103127608 30.0279631835, -90.102020685434 30.02799807451, -90.101967909287 30.028018703677, -90.101887802153 30.028047285594, -90.101782666952 30.028080452124, -90.101738850669 30.028092221335, -90.10165722077 30.028112118579, -90.101580972237 30.028128141473, -90.101491982543 30.028143690564, -90.101408571364 30.028155438422, -90.101324764869 30.028164521895, -90.101235309513 30.028171264442, -90.101142313202 30.02817482777, -90.101025463343 30.028174770968, -90.100945468154 30.028171698229, -90.100885789286 30.028167842999, -90.100816245041 30.028161537916, -90.099065505481 30.027949122605, -90.098904041452 30.027931397179, -90.098750842879 30.027917298363, -90.098650178773 30.027914283968, -90.09852523453 30.027913559, -90.098398761603 30.02791621281, -90.098247809927 30.027923711873, -90.098147577071 30.02793150066, -90.098047602351 30.027941550941, -90.097947942266 30.027953820843, -90.097652269325 30.027994735537, -90.097207430283 30.028063252037, -90.09699273049 30.028098712681, -90.096496017309 30.02817924355, -90.09645356269 30.028187423956, -90.096335894926 30.028212587582))",44958,LAKESHORE DR,1104,{DB6787BB-C1D8-4583-9212-C6C1DBAB06DC},,,,1,,False,0,2014,3Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:39:30 PM +0000,2030,,Shared Lane,Completed,0.94840902,1.89681804,0.94840902,,5007.5996135912374
"MULTILINESTRING ((-90.102499071371 29.954195358029, -90.10256725064 29.954171909953, -90.102826058193 29.954318304858, -90.102882344293 29.954350142934, -90.103328577403 29.954602551381, -90.103506547636 29.954694150477, -90.103570511651 29.954727072309, -90.104320024494 29.955140943305, -90.104366178742 29.955166880283, -90.104457827824 29.95522191033, -90.104564230599 29.955285799895, -90.105024500868 29.955546026832, -90.105478391043 29.955802644143, -90.105549935025 29.955843093517, -90.105715775347 29.955934810065, -90.105807803208 29.955985696964, -90.105910572843 29.956042020655, -90.105967465756 29.956073201715))",44796,MARTIN LUTHER KING,1136,{445FD8A4-7DAA-4251-B348-926053B4C642},,,,0,,True,1,2014,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:33:39 PM +0000,2030,,Shared Lane,Completed,0.24677505,0.24677505,0.12338752,,1302.9722416338875
"MULTILINESTRING ((-90.041117077486 29.977897647247, -90.041040131134 29.977879397559, -90.040942982495 29.97785635621, -90.040566050633 29.977771913132, -90.040188236937 29.977684713923, -90.039813507547 29.977599867171, -90.039363102591 29.977497883684, -90.038496082159 29.977303935316, -90.03810553051 29.97721113817, -90.037535164064 29.977087791251, -90.03743456257 29.977063898587, -90.037341278726 29.977041989723, -90.036987225107 29.976962122074, -90.036942216984 29.976951968974, -90.036548509426 29.976863155515, -90.036453154668 29.976839548371, -90.03574420811 29.976678788533, -90.035000230556 29.976511462025, -90.034184999504 29.976321454186, -90.033670332925 29.976210299707, -90.033302004707 29.976123591091, -90.033210970066 29.976098286561, -90.032328266665 29.975902290989, -90.031835411769 29.975792449224, -90.031750256093 29.9757734714, -90.031451150831 29.975706809376, -90.031361155212 29.975687713049, -90.031267064089 29.975667746994, -90.031070884248 29.975621742041, -90.030551115891 29.975499852337, -90.0304616973 29.975480321717, -90.030375038853 29.975461393082, -90.029879308423 29.975346545095, -90.029468727245 29.975251421575))",45112,N GALVEZ ST,1260,{A48646C6-03F2-4262-BCED-399511E4A5DB},,,,1,,0,0,2017,2Q,,,,KRODRIGUEZ,06/11/2018 09:19:44 PM +0000,KRODRIGUEZ,04/17/2019 03:30:32 PM +0000,2030,,Shared Lane,Completed,0.72188648,1.44377296,0.72188648,,3811.5606093959705
"MULTILINESTRING ((-90.114719315801 30.005499838518, -90.114762820213 30.005553372792, -90.114803660218 30.005603797708, -90.114850782247 30.005649886052, -90.114879798834 30.005667044117, -90.114911482363 30.005680151542, -90.114945090204 30.005688902817, -90.114979839104 30.005693093107, -90.115014914449 30.005692623749, -90.115049498198 30.005687507021, -90.115088271639 30.005679019573, -90.115127816758 30.00567389009, -90.11516774837 30.005672168239, -90.115203801002 30.005670614385, -90.115289531142 30.005687225261, -90.115377666765 30.005704303128, -90.115414423354 30.005718614908, -90.115453305413 30.005742485485, -90.11548814779 30.005770687218, -90.11551831816 30.005802709923, -90.115553546869 30.005853777401, -90.115585200824 30.005906587369, -90.115604160323 30.005954057876, -90.115617202306 30.006003015536, -90.115624177028 30.006052904102, -90.115625006405 30.00610315626, -90.115612394653 30.006158276967, -90.115593911431 30.006212128978, -90.115569719024 30.00626424013, -90.115540029318 30.006314151345, -90.115505103697 30.006361424756, -90.115482796529 30.006403033476, -90.115465603808 30.006446442511, -90.115453712753 30.006491176324, -90.115447252698 30.006536746207, -90.115458503595 30.006592988052, -90.115475290961 30.006646524837), (-90.115475256005 30.006646331439, -90.115475290961 30.006646524837), (-90.115475290961 30.006646524837, -90.115475772876 30.006648062162), (-90.115475290961 30.006646524837, -90.115489780866 30.006727082527, -90.11549344011 30.006749750302, -90.115506889368 30.006806276826, -90.115524414282 30.006861644708, -90.115537667684 30.006901529823, -90.115545728208 30.006941620425, -90.115548761979 30.006982233829, -90.115546749822 30.007022987318, -90.115535381743 30.007131004784, -90.115525927505 30.007185945367, -90.115511367608 30.007239378934, -90.115491251731 30.007292782758, -90.115474021905 30.007347536829, -90.115472131417 30.007382823101, -90.115476226125 30.007419067858, -90.115486004511 30.007453458806, -90.115505590433 30.007518157533, -90.115513659502 30.007563578511, -90.115515723562 30.007608644407, -90.115511906845 30.007653622522, -90.115502257865 30.007697934984, -90.115486901763 30.007741010945, -90.115465638751 30.007783081325, -90.115430496706 30.00785550111, -90.11540250393 30.007933721515, -90.115397479634 30.007995153015, -90.115397844502 30.008057373285, -90.115407855777 30.008242970761, -90.115422285873 30.008428347466, -90.115429261631 30.008478581582, -90.115435922808 30.008528685574, -90.115435512012 30.008578196349, -90.115428156625 30.008627292822, -90.115413967207 30.008675239805, -90.115393155701 30.008721319288, -90.115366035276 30.008764843066, -90.115333009912 30.008805157157, -90.115294574166 30.008841660745, -90.115251304903 30.008873804299, -90.115203848615 30.008901109304, -90.115152916274 30.00892316551, -90.115098266593 30.008939952636, -90.115051292894 30.008948792767, -90.115003477087 30.008952994008, -90.11495542107 30.008952504187, -90.114952009441 30.008991792137, -90.114939746406 30.009133026288))",45032,NEW BASIN CANAL TR,1162,{481A07B6-F260-45E4-8B9C-7DD40E54B098},,,,1,,False,0,1999,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,NOTMP,,Shared Use Path,Completed,0.30939878,0.61879756,0.30939878,,1633.6256182618777
