Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
95252,DIRECTOR OF MOTOR EQUIPMENT MA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95258,SUPERVISOR OF MARINE OPERATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
9525A,DEP DIR MTR EQ MNTC(DOS)-MGRL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,58700.00,252165.00
9525B,DIRECTOR OF MOTOR EQUIPMENT MA,35,00,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,151332.00,174478.00
95260,SPECIAL INVESTIGATOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95272,DIRECTOR OF NOISE ABATEMENT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95275,DEPUTY COMMISSIONER (DEP),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95276,ASSOCIATE COMMISSIONER (DEP),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95277,ASSISTANT COMMISSIONER (DEP),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95278,DIRECTOR FOR EQUAL EMPLOYMENT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95279,ADMINISTRATOR OF SLUDGE VESSEL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95291,ASSISTANT SECRETARY TO THE COM,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,48062.00,97607.00
95292,SECRETARY TO THE EXEC DEPUTY C,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,47741.00,97607.00
95297,EXECUTIVE DIRECTOR TO THE ENVI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95300,DEPUTY COMMISSIONER (FINANCE),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95302,CHIEF INVESTIGATOR (CRIMINAL I,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95304,ASSISTANT COMMISSIONER (CRIMIN,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95312,EXAMINER OF ACCOUNTS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,19680.00,88500.00
95315,CITY REGISTER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95316,CHIEF OF LAW BUREAU (OPINIONS/,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95317,DIRECTOR OF HEARING BUREAU (FI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95318,DIRECTOR OF LITIGATION BUREAU,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95321,ASSISTANT COMMISSIONER (ADM SE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95322,ASSISTANT COMMISSIONER (AUDIT),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95323,ASSISTANT COMMISSIONER (CASH M,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95324,ASSIST COMMISSIONER (MANAGEMEN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95326,ASSISTANT COMMISSIONER (MANAGE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95328,ASST COMMISSIONER (REAL PROPER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95329,ASSISTANT COMMISSIONER (TAX PR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95331,CITY COLLECTOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95332,COUNSEL (DEPARTMENT OF FINANCE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95333,ASSISTANT COUNSEL (TAX COMMISS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95335,COUNSEL (TAX COMMISSION),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95336,DIRECTOR OF PUBLIC INFORMATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95338,EXEC ASST TO THE COMMISSIONER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95339,CHIEF ASSESSOR (FINANCE),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95341,CHIEF OF CITY SHERIFF OPERATIO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95342,EXECUTIVE DEPUTY SHERIFF (FINA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95350,SECRETARY TO DEPUTY COMMISSION,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,50562.00,80765.00
95385,DEPUTY COUNSEL (DCA),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95386,SECRETARY TO THE DEPUTY COMMIS,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,47118.00,61984.00
95409,SPECIAL ADVISOR TO THE MAYOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95423,DEPUTY COMMISSIONER (HEALTH),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95435,DIRECTOR OF NURSING SERVICES,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95436,ASSOCIATE DIRECTOR OF NURSING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95437,ALCOHOLISM COUNSELOR,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,63794.00
95438,ASST COMMISSIONER (COMM DISEAS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95439,ASST COMMISSIONER (ENV HS)-HMH,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95440,PEDIATRIC NURSE ASSOCIATE,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,81648.00,81648.00
95441,ASSISTANT COMMISSIONER (LABORA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95442,ASST COMMISSIONER (PROFESSIONA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95443,ASSISTANT COMMISSIONER (SUBSTA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95444,COUNSEL (DEPARTMENT OF HEALTH),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95445,DIRECTOR OF ADMINISTRATIVE TRI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95449,ASSISTANT COMMISIONER (M&C HEA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95450,CHIEF CITY MEDICAL EXAMINER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95451,DEPUTY CHIEF CITY MEDICAL EXAM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95452,ASSOCIATE CHIEF CITY MEDICAL E,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,56482.00,56482.00
95455,DEPUTY COMMISSIONER FOR ADMINI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,63301.00
95456,DIRECTOR (OCME TOXICOLOGICAL L,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95477,DEPUTY COMMISSIONER (MENTAL HE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95480,Asst Comm-Prgm Dev Revw-HMH,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95484,SPECIAL ASSISTANT IN MENTAL RE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95485,DIRECTOR OF PSYCHIATRY,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95487,COUNSEL (DEPT OF MENTAL HEALTH,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95488,REGIONAL DIRECTOR MENTAL HEALT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95489,EXECUTIVE ASSISTANT (DEPT M H,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,79272.00,95431.00
95491,DIRECTOR (BUREAU OF ALCOHOLISM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95492,DIRECTOR (OFFICE OF PLANNING A,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95493,DIRECTOR (OFFICE OF REHABILITA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95494,DIRECTOR OF FORENSIC BIOLOGY (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95495,ASSISTANT DIRECTOR OF FORENSIC,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
95496,DIRECTOR OF MEDICOLEGAL INVEST,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95497,DEPUTY DIRECTOR OF MEDICOLEGAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95498,ASSISTANT DIRECTOR OF TOXICOLO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95499,ASSISTANT DIRECTOR OF TOXICOLO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95505,DEPUTY COMMISSIONER (BUILDINGS,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95506,COUNSEL (DEPARTMENT OF BLDGS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95507,ASSISTANT COMMISSIONER (BUILDI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95508,ASSISTANT COMMISSIONER FOR LAB,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95511,EXECUTIVE INSPECTOR (BUILDINGS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95532,DEPUTY COMMISSIONER (HOUSING P,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95538,DIRECTOR OF PROPERTY MANAGEMEN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95539,EXECUTIVE ASSISTANT TO THE DEP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95542,DEPUTY COUNSEL (EVALUATION AND,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95543,GENERAL COUNSEL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95544,DIRECTOR OF DEMOLITION & SEALI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95545,DIRECTOR OF MANAGEMENT & PLANN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95549,ASSISTANT COMMISSIONER (ALTERN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95550,ASSISTANT COMMISSIONER (ENERGY,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95551,ASSISTANT COMMISSIONER (CODE E,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95552,ASSISTANT COMMISSIONER (COMMUN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95553,ASSISTANT COMMISSIONER (EQUAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95554,ASSISTANT COMMISSIONER (EVALUA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95555,ASSISTANT COMMISSIONER (FISCAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95556,ASSISTANT COMMISSIONER (GOVERN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95557,ASSISTANT COMMISSIONER (HOUSIN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95558,ASSISTANT COMMISSIONER (NEIGHB,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95559,ASSISTANT COMMISSIONER (RELOCA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95560,ASSISTANT COMMISSIONER (IN REM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95562,ASSISTANT COMMISSIONER (SPECIA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95563,ASST COMMISSIONER (MAINTENANCE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95564,ASSISTANT COMMISSIONER (PUBLIC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95566,ADMINISTRATIVE PROJECT DIRECTO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95567,SPECIAL ASSISTANT TO THE COMMI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95568,DEPUTY GENERAL COUNSEL (HPD),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95569,DIRECTOR OF NEIGHBORHOOD CONSE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
9556A,ADMINISTRATIVE PROJECT DIRECTO,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,148745.00
95570,LEGISLATIVE ASSISTANT (HPD),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95571,EXECUTIVE DIRECTOR (PROGRAM &,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95573,ASSISTANT COMMISSIONER (TECH S,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95574,DEPUTY ASSISTANT COMMISIONER (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95575,SECRETARY TO THE DEPUTY COMMIS,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,48164.00,78845.00
95576,EXECUTIVE DEPUTY ADMINISTRATOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95577,COMMISSIONER OF COMMUNITY DEVE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95578,DEPUTY COMMISSIONER (CDA),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95580,DEPUTY COMMISSIONER (DOE),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95592,SECRETARY TO THE EXECUTIVE DIR,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,40603.00,81068.00
95593,DIRECTOR OF CRISIS ASSISTANCE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95594,EXECUTIVE DEPUTY COMMISSIONER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95598,PUBLIC HEALTH PREVENTATIVE MED,35,01,662,NON COMPETITIVE OJ,N/U,Non-Union,70480.00,90107.00
95598,PUBLIC HEALTH PREVENTATIVE MED,35,02,662,NON COMPETITIVE OJ,N/U,Non-Union,74267.00,95515.00
9559A,PUBLIC HEALTH PREVENTATIVE MED,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,77229.00,101245.00
95600,DIRECTOR OF FIELD OPERATIONS (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95601,ASSISTANT COMMISSIONER (CHILD,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95602,ASSISTANT COMMISSIONER FOR FAC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95603,ASSOCIATE COMMISSIONER FOR ADU,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95604,ASSOCIATE COMMISSIONER FOR EMP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95605,ASSOCIATE COMMISSIONER FOR PER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95606,DIRECTOR OF PUBLIC INFORMATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95607,EXEC ASST TO THE DEPUTY COMMIS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95608,DEPUTY DIRECTOR OF LABOR RELAT,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95609,DIRECTOR OF LABOR RELATIONS (D,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95610,ASSOCIATE COMMISSIONER (BUILDI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95611,INVESTMENT MANAGER (COMPTROLLE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95612,DIRECTOR OF  INVESTMENTS (COMP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95613,ASSISTANT COMMISSIONER (DCAS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95614,DEPUTY COMMISSIONER OF IT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95615,DEPUTY ASSISTANT COMMISSIONER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95616,DEPUTY GENERAL COUNSEL (DCAS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95617,ASSISTANT COMMISSIONER FOR CIT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95618,DIRECTOR OF ENERGY CONSERVATIO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95619,DIRECTOR OF MUNICIPAL TELECOMM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95620,DIRECTOR OF PUBLIC INFORMATION,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95621,DIRECTOR OF PUBLIC RELATIONS (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95622,IT SECURITY SPECIALIST,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,75000.00,180000.00
95623,DIRECTOR OF SECURITY (DCAS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95625,EXEC ASST TO THE DEPUTY COM FO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95627,GENERAL COUNSEL (DCAS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95628,CHIEF OF STAFF (DCAS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95629,SPECIAL ASSISTANT TO THE COMMI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95630,SPECIAL ASSISTANT TO THE FIRST,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95631,CHIEF OF STAFF FOR CITYWIDE PE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95633,ASSISTANT COMMISSIONER (DCAS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95634,DEPUTY COMMISSIONER (DCAS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95635,DEPUTY COMMISSIONER FOR CITY P,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95636,DIRECTOR OF THE CITY RECORD (D,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95637,DIRECTOR OF PURCHASE (DCAS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95638,DIRECTOR OF STORES (DCAS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95639,EXECUTIVE ASSISTANT TO THE COM,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95641,SECRETARY OF THE DEPARTMENT (D,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95642,SECRETARY TO THE DEPUTY COMMIS,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,48062.00,97607.00
95643,ASST COMMISSIONER FOR POLICY A,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95644,ASST COMMISSIONER FOR AGENCY P,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95645,EXECUTIVE DIRECTOR OF HEALTHCA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95646,EXEC DIRECTOR OF GRANTS MANAGE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95647,DIRECTOR OF INTERAGENCY PLANNI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95648,DIRECTOR OF BIODETECTION RESPO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95649,DIRECTOR OF COMMUNITY ENGAGEME,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95650,DIRECTOR OF NYC MEDICAL RESERV,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95651,ASSISTANT COMISSIONER FOR FAMI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95652,DEPUTY COMMISIONER(HOMELESS SE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95653,EXECUTIVE ASSISTANT TO THE COM,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95654,ASST COMMISSIONER FOR PLANNING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95655,ASST COMMISSIONER FOR PUBLIC &,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95656,ASST COMMISSIONER FOR SINGLES,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95657,DEPUTY GENERAL COUNSEL (HOMELE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95658,DIRECTOR OF EEO (HOMELESS SVCS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95659,GENERAL COUNSEL (HOMELESS SVCS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95660,DIRECTOR OF COUNTERMEASURES AN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95661,DIR OF HEALTHCARE FACILITIES A,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95662,DIRECTOR OF PUBLIC HEALTH EMER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95663,DIRCTOR OF MENTAL HEALTH DISAS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95664,DEPUTY DIRECTOR OF EMERGENCY M,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95665,DEPUTY DIRECTOR OF HEADSTART P,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95666,DIRECTOR OF HEADSTART PROGRAM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95667,DEPUTY DIRECTOR OF LABOR RELAT,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95668,ASSOC ADM FOR PURCHASING MATER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95669,DEPUTY ASST ADMIN FOR PERSONNE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95670,EXECUTIVE ASSISTANT TO THE EXE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95671,ASSIST COMMISSIONER FOR POLICY,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95672,DEPUTY DIRECTOR OF HEALTH AND,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95673,DIRECTOR OF  EXERCISES AND TRA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95674,DIRECTOR OF PUBLIC HEALTH EMER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95675,"EXECUTIVE DIRECTOR, NEW YORK C",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95676,EXECUTIVE DIRECTOR OF PROFESSI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95678,ASSISTANT ADMINISTRATOR OF PUB,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95679,ASSISTANT DEPUTY ADMINISTRATOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95680,DEPUTY GENERAL COUNSEL (HRA),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95681,DIRECTOR OF FISCAL OPERATIONS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95682,DIRECTOR OF INTERNAL AUDITING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95683,DIRECTOR OF LEGISLATIVE COORDI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95684,DIRECTOR OF MANAGEMENT PLANNIN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95685,DIR POLICY ECONOM RESRCH (HRA),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95686,DIRECTOR TITLE XX SVC PLANNING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95687,EXECUTIVE ASSISTANT TO THE HUM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95688,GENERAL COUNSEL (HRA),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95689,SPECIAL ASSISTANT TO THE HUMAN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95690,SECRETARY TO THE HUMAN RESOURC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
