Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
NEW MEXICO,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,25,,330,,276,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,377,,389,,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,22,,62,,1091,,1003,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
MISSOURI,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,676,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,14,,81,,107,,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,139,,141,,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,20,,54,,950,,936,,"VIRGINIA
(37.542699, -78.45822)",
MONTANA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,35,,165,,115,,"MONTANA
(47.062617, -109.430168)",
AMER. SAMOA,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
ILLINOIS,2015,42,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,32,,71,,1388,,1491,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,25,,411,,358,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,10,,82,,417,,800,,"WISCONSIN
(44.395526, -89.834513)",
E.N. CENTRAL,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,33,,96,,186,,4150,,4789,,,
MINNESOTA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,634,,"MINNESOTA
(44.943719, -93.094281)",
KENTUCKY,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,10,,23,,439,,509,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,186,,141,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,10,,20,,432,,326,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,23,,57,,1018,,967,,"MASSACHUSETTS
(42.268546, -72.085064)",
W.S. CENTRAL,2015,42,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,178,,149,,333,,6165,,5748,,,
NORTH CAROLINA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,58,,29,,98,,1493,,1544,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,133,,158,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2015,42,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,713,,906,,1529,,40346,,41460,,,
COLORADO,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,518,,"COLORADO
(38.841772, -106.132562)",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
UTAH,2015,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,2,,7,,30,,377,,312,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,24,,49,,1088,,1084,,"NEW YORK
(42.826892, -75.544286)",
MID. ATLANTIC,2015,42,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,63,,88,,167,,3913,,4121,,,
MARYLAND,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,16,,38,,797,,740,,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,34,,722,,839,,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,6,,11,,221,,263,,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,62,,1091,,1022,,"LOUISIANA
(31.2931, -92.463284)",
TEXAS,2015,43,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,89,,93,,218,,3922,,3760,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,533,,"COLORADO
(38.841772, -106.132562)",
ALASKA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,7,,74,,54,,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,44,,25,,68,,1298,,1210,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,18,,58,,927,,885,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,187,,142,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,14,,72,,842,,578,,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
MONTANA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,35,,172,,120,,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2015,43,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,83,,87,,178,,4392,,4585,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2015,43,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,33,,71,,1416,,1518,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,203,,144,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2015,43,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,216,,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,82,,433,,810,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,22,,473,,705,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,154,,170,,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,20,,54,,970,,960,,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,14,,83,,110,,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,17,,29,,746,,895,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2015,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,9,,28,,67,,1266,,1238,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,24,,49,,1110,,1101,,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,106,,76,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,25,,336,,281,,"NEW MEXICO
(34.520396, -106.244402)",
MID. ATLANTIC,2015,43,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,48,,88,,167,,3988,,4192,,,
HAWAII,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,11,,217,,266,,"HAWAII
(21.30992, -157.858158)",
S. ATLANTIC,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,325,,248,,471,,11601,,11667,,,
INDIANA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,463,,639,,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,23,,439,,517,,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,32,,25,,48,,1185,,1020,,"OHIO
(40.056807, -82.405897)",
ARIZONA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,19,,53,,977,,856,,"ARIZONA
(34.869712, -111.760902)",
W.S. CENTRAL,2015,43,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,131,,150,,333,,6364,,5953,,,
AMER. SAMOA,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
KANSAS,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,25,,421,,367,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,22,,57,,1034,,1000,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,10,,61,,709,,624,,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2015,43,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,112,,116,,250,,5972,,5821,,,
ARKANSAS,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,13,,34,,642,,547,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2015,43,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,722,,906,,1539,,41541,,42662,,,
E.S. CENTRAL,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,64,,136,,3004,,3251,,,
UTAH,2015,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,7,,30,,387,,321,,"UTAH
(39.359772, -111.584173)",
DIST. OF COL.,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,59,,DIST. OF COL.,
FLORIDA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,137,,114,,207,,4841,,4849,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,691,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,27,,546,,444,,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,16,,35,,747,,865,,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,860,,1002,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,20,,41,,891,,984,,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,140,,145,,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,108,,522,,149,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,58,,67,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,64,,77,,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,645,,"MINNESOTA
(44.943719, -93.094281)",
OREGON,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,10,,21,,447,,338,,"OREGON
(44.567912, -120.156945)",
W.N. CENTRAL,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,4,,38,,59,,1577,,2581,,,
NEW ENGLAND,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,42,,87,,1800,,1844,,,
NEW HAMPSHIRE,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,136,,161,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MOUNTAIN,2015,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,42,,57,,176,,2992,,2471,,,
NORTH CAROLINA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,85,,29,,98,,1578,,1580,,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2015,43,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,34,,98,,186,,4243,,4882,,,
CONNECTICUT,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,377,,393,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
GEORGIA,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,37,,92,,1792,,1927,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,106,,103,,"MAINE
(45.252223, -68.986647)",
C.N.M.I.,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MARYLAND,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,16,,38,,819,,767,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK CITY,2015,43,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,17,,16,,37,,752,,851,,NEW YORK CITY,
ALABAMA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,41,,907,,1015,,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,54,,992,,980,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,880,,1023,,"NEW JERSEY
(40.104655, -74.386686)",
W.S. CENTRAL,2015,44,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,108,,154,,333,,6611,,6228,,,
ILLINOIS,2015,44,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,32,,71,,1417,,1554,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,16,,35,,776,,895,,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2015,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,5,,13,,231,,224,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,187,,142,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,58,,936,,901,,"MISSISSIPPI
(32.738663, -89.537312)",
S. ATLANTIC,2015,44,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,268,,248,,472,,11934,,12037,,,
CONNECTICUT,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,383,,398,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,22,,473,,725,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,17,,38,,844,,780,,"MARYLAND
(39.290443, -76.612333)",
W.N. CENTRAL,2015,44,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,5,,38,,59,,1603,,2640,,,
UTAH,2015,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,3,,7,,30,,395,,326,,"UTAH
(39.359772, -111.584173)",
FLORIDA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,141,,114,,207,,4984,,5043,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,136,,167,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2015,44,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,10,,82,,444,,821,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,23,,439,,522,,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,27,,561,,453,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,108,,78,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,75,,55,,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,57,,1034,,1035,,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,10,,21,,458,,342,,"OREGON
(44.567912, -120.156945)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
TEXAS,2015,44,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,73,,95,,218,,4134,,3940,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,145,,145,,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,69,,68,,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2015,44,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,57,,116,,252,,6100,,5971,,,
AMER. SAMOA,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
LOUISIANA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,62,,1091,,1038,,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,13,,34,,654,,573,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,108,,526,,150,,"IDAHO
(43.680635, -114.364237)",
INDIANA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,463,,651,,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2015,44,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,22,,86,,714,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2015,44,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,21,,25,,68,,1329,,1242,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,36,,93,,1836,,1981,,"GEORGIA
(32.836038, -83.631709)",
E.S. CENTRAL,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,63,,136,,3058,,3333,,,
OHIO,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,25,,48,,1208,,1055,,"OHIO
(40.056807, -82.405897)",
MID. ATLANTIC,2015,44,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,63,,87,,167,,4081,,4283,,,
WASHINGTON,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,14,,72,,860,,599,,"WASHINGTON
(47.517368, -120.467672)",
UNITED STATES,2015,44,,-,0,,2,,5,,5,,,-,0,,1,,1,,1,,580,,907,,1544,,42550,,43923,,,
MOUNTAIN,2015,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,33,,57,,176,,3060,,2536,,,
COLORADO,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,543,,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,656,,"MINNESOTA
(44.943719, -93.094281)",
NEVADA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,207,,147,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,154,,171,,"WEST VIRGINIA
(38.668501, -80.709421)",
RHODE ISLAND,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,1,,14,,87,,111,,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,29,,758,,919,,"MICHIGAN
(44.66399, -84.711206)",
NEW MEXICO,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,25,,349,,285,,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,35,,172,,122,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,66,,78,,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2015,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,12,,26,,67,,1289,,1273,,"PENNSYLVANIA
(40.789676, -77.858055)",
E.N. CENTRAL,2015,44,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,23,,96,,186,,4290,,5000,,,
MAINE,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,107,,106,,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW YORK CITY,2015,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,20,,16,,37,,772,,869,,NEW YORK CITY,
HAWAII,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,11,,217,,272,,"HAWAII
(21.30992, -157.858158)",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
CALIFORNIA,2015,44,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,28,,87,,180,,4490,,4703,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,10,,61,,732,,677,,"OKLAHOMA
(35.468494, -97.521264)",
KANSAS,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,25,,430,,373,,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,58,,29,,98,,1641,,1635,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW ENGLAND,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,41,,87,,1813,,1895,,,
ARIZONA,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,19,,53,,1005,,895,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,24,,49,,1140,,1118,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2015,45,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,20,,25,,68,,1361,,1277,,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,22,,62,,1134,,1060,,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2015,45,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,31,,71,,1494,,1591,,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2015,45,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,38,,116,,257,,6212,,6096,,,
CALIFORNIA,2015,45,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,24,,86,,183,,4567,,4791,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2015,45,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,9,,26,,67,,1306,,1300,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,22,,390,,408,,"CONNECTICUT
(41.544654, -72.651713)",
