Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Yager Food Store,78753,12/19/2017,96,"1006 E YAGER LN
AUSTIN, TX 78753
(30.391159, -97.659773)",2803602,Routine Inspection
Estancia Churrascaria,78759,02/02/2018,87,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",10662646,Routine Inspection
Holiday Inn Austin Midtown,78752,02/09/2018,91,"6000 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.322948, -97.71052)",11424358,Routine Inspection
Scoot Inn Concession Company,78702,04/04/2019,96,"1308 E 4TH ST
AUSTIN, TX 78702
(30.262063, -97.729851)",11765459,Routine Inspection
Wingstop # 1275,78750,08/03/2018,97,"13450 N US 183 HWY
AUSTIN, TX 78750",11745906,Routine Inspection
Master Donuts,78741,02/20/2019,97,"6100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.226141, -97.705922)",11122788,Routine Inspection
Violet Crown Cinema,78701,01/29/2019,86,"434 W 2ND ST
AUSTIN, TX 78701
(30.265418, -97.748121)",10578995,Routine Inspection
Serrano's Cafe & Cantina,78735,09/03/2019,85,"5030 W US 290 HWY
AUSTIN, TX 78735",2801349,Routine Inspection
2222 Market,78756,06/28/2018,90,"1112 W KOENIG LN
AUSTIN, TX 78756
(30.329712, -97.729171)",11211426,Routine Inspection
North Loop Food Store,78751,09/12/2017,95,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
(30.317744, -97.721326)",2803734,Routine Inspection
Subway #11715,78744,02/08/2018,92,"1931 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.215781, -97.74522)",11323804,Routine Inspection
Wal-Mart Supercenter #1129,78729,12/19/2018,93,"13201 N FM 620 RD
AUSTIN, TX 78729",2804123,Routine Inspection
Linder Elementary,78741,09/14/2017,99,"2800 METCALFE RD
AUSTIN, TX 78741
(30.22432, -97.737152)",2800218,Routine Inspection
Caffe Mac,78746,12/03/2019,100,"320 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.301261, -97.827533)",11582821,Routine Inspection
Crown Donuts,78750,08/08/2019,96,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44704, -97.81089)",11108861,Routine Inspection
Blaze Pizza,78717,06/06/2017,88,"14009 N US 183 HWY
AUSTIN, TX 78717
(30.475576, -97.799334)",11450489,Routine Inspection
HEB #20 Retail,78727,02/24/2020,84,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",2803865,Routine Inspection
Mini's Food Mart,78751,08/16/2017,82,"4429 DUVAL ST
AUSTIN, TX 78751
(30.306823, -97.724722)",11658882,Routine Inspection
Rabbit Food Grocery,78703,05/29/2019,99,"2425 EXPOSITION BLVD
AUSTIN, TX 78703
(30.297679, -97.767599)",11873643,Routine Inspection
Shandeez Grill,78729,01/17/2018,94,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.454131, -97.773111)",10547395,Routine Inspection
Asian Beverage Corp.,78660,12/26/2018,100,"1200 W HOWARD LN
AUSTIN, TX 78660",2802746,Routine Inspection
Antonelli's Cheese Shop,78751,11/08/2018,100,"500 PARK BLVD
AUSTIN, TX 78751
(30.303794, -97.726441)",10698451,Routine Inspection
Snap Kitchen #13,78717,12/20/2018,100,"10526 W PARMER LN
AUSTIN, TX 78717
(30.496761, -97.774899)",11282261,Routine Inspection
Sunflower Restaurant,78758,08/07/2017,86,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",11569018,Routine Inspection
Wells Branch Burger King,78660,10/15/2019,99,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.440938, -97.663588)",11388129,Routine Inspection
Hill Country Middle School,78746,03/08/2018,99,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.270886, -97.802698)",2800337,Routine Inspection
Mr. Gatti's,78660,12/09/2019,92,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.456005, -97.659227)",2802961,Routine Inspection
Sam's Club #6453 Bakery,78759,01/14/2019,95,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390522, -97.742236)",2803921,Routine Inspection
Travis Heights Elementary,78704,04/03/2018,95,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.240952, -97.745965)",2800308,Routine Inspection
Junior's King Daddy Ice,78641,03/29/2019,98,"22900 WINDY VALLEY RD
LEANDER, TX 78641
(30.573746, -97.950104)",11002102,Routine Inspection
Rain on 4th,78701,01/15/2019,92,"217 W 4TH ST
AUSTIN, TX 78701
(30.266774, -97.745586)",2802019,Routine Inspection
Poke - Poke,78756,12/18/2019,97,"2320 HANCOCK DR
AUSTIN, TX 78756
(30.324338, -97.742856)",11650922,Routine Inspection
Taqueria Chapala #4,78745,05/30/2018,77,"4201 S CONGRESS AVE
AUSTIN, TX 78745
(30.221042, -97.765112)",10138656,Routine Inspection
Super Maxx,78725,08/16/2018,94,"7801 FM 969 RD
AUSTIN, TX 78725",11039493,Routine Inspection
Donn's Depot,78703,07/03/2017,89,"1600 W 5TH ST
AUSTIN, TX 78703
(30.273849, -97.763491)",2800140,Routine Inspection
Antonelli's Cheese Shop,78751,03/27/2018,96,"4220 DUVAL ST
AUSTIN, TX 78751
(30.304776, -97.726022)",10382714,Routine Inspection
7-Eleven Convenience Store,78705,04/03/2020,96,"2600 GUADALUPE ST
AUSTIN, TX 78705
(30.290567, -97.741326)",10041113,Routine Inspection
"Live Oak Brewing Company, LLC",78617,03/09/2018,100,"1615 CROZIER LN
AUSTIN, TX 78617
(30.220407, -97.661327)",11416910,Routine Inspection
Schlotzsky's,78704,10/10/2018,90,"218 S LAMAR BLVD
AUSTIN, TX 78704
(30.263429, -97.757663)",10004385,Routine Inspection
Travel Lodge,78741,07/06/2018,85,"2915 S IH
AUSTIN, TX 78741",10994739,Routine Inspection
Walgreens #11271,78757,09/27/2018,97,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",10099096,Routine Inspection
Austin Java,78744,12/12/2019,88,"7701 METROPOLIS DR
AUSTIN, TX 78744
(30.207146, -97.693934)",11969087,Routine Inspection
Mornin' Donut,78745,03/27/2019,92,"6501 S CONGRESS AVE
AUSTIN, TX 78745
(30.195382, -97.777858)",11798980,Routine Inspection
Vintage Villas Hotel,78734,01/07/2019,97,"4209 ECK LN
AUSTIN, TX 78734
(30.40425, -97.931555)",11066450,Routine Inspection
Tamale House,78702,01/16/2019,90,"1707 E 6TH ST
AUSTIN, TX 78702
(30.26221, -97.724025)",10718793,Routine Inspection
LW - Verona Ristaurante Italiano,78734,06/15/2017,97,"900 S FM 620 RD
LAKEWAY, TX 78734",11488154,Routine Inspection
Craigo's Pizza and Pastaria,78735,04/19/2018,87,"4970 W US 290 HWY
AUSTIN, TX 78735",2802243,Routine Inspection
Dobie Market,78705,07/31/2018,95,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.283744, -97.741965)",10583931,Routine Inspection
Bon Appetit - Ragsdale,78704,10/10/2017,97,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.231903, -97.758818)",10054970,Routine Inspection
Taco Deli,78758,04/01/2020,96,"12001 BURNET RD
AUSTIN, TX 78758
(30.408019, -97.713677)",2802421,Routine Inspection
Crawfish Shack and Oyster Bar,78728,01/05/2018,74,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728",10037846,Routine Inspection
Cannon Food Mart,78744,02/16/2018,89,"1719 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188906, -97.767163)",2803850,Routine Inspection
Taco Mama,78749,07/16/2018,87,"8906 BRODIE LN
AUSTIN, TX 78749
(30.194794, -97.842717)",11796214,Routine Inspection
El Mercado North,78757,04/12/2018,85,"7414 BURNET RD
AUSTIN, TX 78757
(30.350003, -97.734632)",2800466,Routine Inspection
Gardner BettsTravis County,78704,11/09/2017,96,"2515 S CONGRESS AVE
AUSTIN, TX 78704
(30.236976, -97.755112)",2801401,Routine Inspection
Galloway's Sandwich Shop,78702,10/31/2019,80,"1914 E 12TH ST
AUSTIN, TX 78702
(30.27386, -97.719363)",2801329,Routine Inspection
Jacoby's Restaurant & Mercantile,78702,07/11/2017,81,"3235 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251738, -97.707392)",11188560,Routine Inspection
Fairmont Austin - Fulton & In Room Dining (Level 1 & P1),78701,10/10/2019,97,"101 RED RIVER ST
AUSTIN, TX 78701
(30.262069, -97.738859)",11853701,Routine Inspection
Phil's Ice House,78756,09/05/2019,94,"5620 BURNET RD
AUSTIN, TX 78756
(30.332203, -97.740065)",2802967,Routine Inspection
El Secreto De La Abuela,78702,09/04/2019,81,"817 AIRPORT BLVD
AUSTIN, TX 78702
(30.256187, -97.692935)",10814832,Routine Inspection
Red Robin,78753,11/20/2018,97,"13000 N IH
AUSTIN, TX 78753",11500601,Routine Inspection
Carrabba's Italian Grill,78759,01/04/2019,88,"11590 RESEARCH BLVD
AUSTIN, TX 78759
(30.414893, -97.746514)",10306272,Routine Inspection
Barile Restaurant,78704,05/24/2017,93,"300 S LAMAR BLVD
AUSTIN, TX 78704
(30.262693, -97.757945)",10568670,Routine Inspection
Tangent Cafe & Catering,78730,02/28/2018,92,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391744, -97.847562)",2803221,Routine Inspection
MN - Double Dave's & Pizzaworks,78653,02/14/2020,89,"11828 RING DR
MANOR, TX 78653",12060335,Routine Inspection
Bamboo Bistro,78758,02/05/2018,87,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",10439962,Routine Inspection
Onion Creek Food Mart,78747,09/01/2017,82,"2107 BOCA RATON DR
AUSTIN, TX 78747
(30.139514, -97.795546)",10194058,Routine Inspection
Pillow Elementary,78757,09/22/2017,93,"3025 CROSSCREEK DR
AUSTIN, TX 78757
(30.369642, -97.733164)",2800430,Routine Inspection
Open Door Preschool-East,78722,10/29/2019,100,"3804 CHERRYWOOD RD
AUSTIN, TX 78722
(30.291414, -97.713805)",10243700,Routine Inspection
Elysium,78701,05/23/2018,85,"705 RED RIVER ST
AUSTIN, TX 78701
(30.267736, -97.736749)",2801938,Routine Inspection
Child Inc.-American YouthWorks,78744,07/26/2017,99,"1911 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.215775, -97.746169)",10631897,Routine Inspection
Dollar General Store #12967,78723,07/20/2017,92,"6729 MANOR RD
AUSTIN, TX 78723
(30.311288, -97.666151)",10781348,Routine Inspection
Star Stop 73,78741,06/16/2017,90,"1919 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.233864, -97.722488)",11027926,Routine Inspection
Jack Allens Kitchen,78746,03/26/2019,90,"3600 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.334473, -97.80691)",11306947,Routine Inspection
"Counter Cafe, The",78703,02/05/2019,86,"626 N LAMAR BLVD
AUSTIN, TX 78703
(30.272539, -97.753454)",10005142,Routine Inspection
Short Stop #5,78757,12/18/2017,90,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.360404, -97.739692)",2800326,Routine Inspection
Thunder Cloud Subs,78660,07/24/2018,94,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455884, -97.660839)",10179804,Routine Inspection
CVS Pharmacy #0357,78754,10/02/2019,99,"1701 E PARMER LN
AUSTIN, TX 78754
(30.386557, -97.647948)",10006741,Routine Inspection
HEB Food Store #227,78748,07/09/2019,97,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803444,Routine Inspection
MN - Good Luck Grill,78653,06/25/2019,83,"14605 N FM 973 RD
MANOR, TX 78653
(30.374607, -97.529872)",10079872,Routine Inspection
Las Lomas Mexican Restaurant,78745,02/10/2020,69,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",10140128,Routine Inspection
Barton Hills Market #1,78704,08/09/2019,97,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.261536, -97.774977)",10400697,Routine Inspection
Villarina Foods of Texas,78746,08/09/2017,99,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799243)",11054621,Routine Inspection
Gandhi Bazar 620 & Curry In Hurry,78750,10/07/2019,83,"12809 N FM 620 RD
AUSTIN, TX 78750",12006875,Routine Inspection
Rudy's Country Store,78759,07/31/2018,89,"11570 RESEARCH BLVD
AUSTIN, TX 78759
(30.413727, -97.746293)",2800924,Routine Inspection
North Hunan,78753,12/17/2019,69,"9306 N LAMAR BLVD
AUSTIN, TX 78753
(30.362269, -97.69749)",10114364,Routine Inspection
Rock House Bar + Trailer Park,78732,06/20/2018,91,"6900 N FM 620 RD
AUSTIN, TX 78732",11744383,Routine Inspection
Antojitos Hondurenos,78754,05/21/2019,70,"7901 CAMERON RD
AUSTIN, TX 78754
(30.333, -97.685974)",11042912,Routine Inspection
LW - Hampton Inn and Suites,78734,02/13/2018,100,"2013 S FM 620 RD
LAKEWAY, TX 78734",10212018,Routine Inspection
Chuy's 183,78759,11/15/2019,93,"11680 RESEARCH BLVD
AUSTIN, TX 78759
(30.418101, -97.747107)",10003985,Routine Inspection
SV - La Madeleine # 202,78745,10/23/2019,83,"5493 BRODIE LN
SUNSET VALLEY, TX 78745
(30.229849, -97.820048)",11763376,Routine Inspection
Cuppa Austin,78717,08/08/2019,95,"9225 W PARMER LN
AUSTIN, TX 78717
(30.478405, -97.765794)",10885582,Routine Inspection
Wells Branch Burger King,78660,04/16/2020,100,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.440938, -97.663588)",11388129,Routine Inspection
Schlotzsky's Deli,78745,12/19/2019,93,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.193108, -97.779336)",2801183,Routine Inspection
Wal-Mart Deli & Bakery,78704,05/22/2018,96,"710 E BEN WHITE BLVD
WB AUSTIN, TX 78704
(30.218964, -97.755433)",2802138,Routine Inspection
Tiff's Treats,78732,12/06/2018,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390402, -97.884768)",11832697,Routine Inspection
Radio Coffee & Beer,78704,01/23/2020,99,"4204 MANCHACA RD
AUSTIN, TX 78704
(30.231447, -97.787322)",11157451,Routine Inspection
Orange Leaf Frozen Yogurt,78717,08/29/2018,91,"10526 W PARMER LN
AUSTIN, TX 78717
(30.496761, -97.774899)",11005098,Routine Inspection
SV - Sunset Valley Elementary,78745,08/31/2018,97,"3000 JONES RD
SUNSET VALLEY, TX 78745
(30.227187, -97.807096)",2800490,Routine Inspection
Donn's BBQ,78741,01/27/2020,92,"2617 S IH
AUSTIN, TX 78741",10933758,Routine Inspection
Dry Creek Shell,78731,01/14/2019,92,"3800 DRY CREEK DR
AUSTIN, TX 78731
(30.342994, -97.763511)",11301587,Routine Inspection
Eastside Pies Too!,78751,03/31/2020,98,"5312 AIRPORT BLVD
AUSTIN, TX 78751
(30.31466, -97.71482)",10487262,Routine Inspection
CVS/Pharmacy #7210,78745,04/18/2018,99,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202651, -97.805566)",2804018,Routine Inspection
WL- Trinity Episcopal School of Austin,78746,11/08/2018,99,"3901 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.281446, -97.808611)",11402406,Routine Inspection
Amaya's Taco Village,78751,09/12/2017,86,"5804 N IH
AUSTIN, TX 78751",10581694,Routine Inspection
Beeline Market,78731,03/06/2019,95,"1510 W 35TH ST
AUSTIN, TX 78731
(30.307126, -97.750391)",12022362,Routine Inspection
Lee's Meat Market,78731,01/27/2020,94,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308741, -97.74985)",2801805,Routine Inspection
Starbucks,78613,02/25/2020,95,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",11547239,Routine Inspection
LW - Grump's Saloon BBQ & Live Music,78734,04/25/2019,100,"1113 N FM 620 RD
LAKEWAY, TX 78734",12001807,Routine Inspection
Berts on 24th,78705,08/30/2017,90,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
Target Store T2288 -Grocery,78748,10/18/2018,96,"9500 S IH
AUSTIN, TX 78748",10055908,Routine Inspection
34th Street Cafe,78705,11/16/2017,97,"1005 W 34TH ST
AUSTIN, TX 78705
(30.302844, -97.745081)",2801118,Routine Inspection
Dai Due Butcher Shop & Supper Club,78722,03/23/2018,89,"2406 MANOR RD
AUSTIN, TX 78722
(30.28466, -97.716836)",11195050,Routine Inspection
Dollar Tree Store #2875,78723,01/22/2018,95,"5425 N IH
AUSTIN, TX 78723",10004227,Routine Inspection
Family Dollar Store #25520,78744,05/11/2018,96,"5301 E STASSNEY LN
AUSTIN, TX 78744
(30.192769, -97.738124)",10003495,Routine Inspection
Torchy's Tacos,78759,06/08/2018,83,"4211 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.370996, -97.755971)",10382525,Routine Inspection
P. Terry's Burger Stand,78759,09/19/2017,93,"12018 RESEARCH BLVD
AUSTIN, TX 78759
(30.425074, -97.75176)",11057696,Routine Inspection
Cilantro's Mexican Restaurant,78745,10/08/2018,92,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.210567, -97.786896)",10019057,Routine Inspection
Jack in the Box #904,78744,12/06/2019,89,"6133 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.212071, -97.713191)",10789984,Routine Inspection
Milano Cafe,78735,08/16/2018,95,"4601 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.239904, -97.831659)",10218837,Routine Inspection
Lakecliff Country Club,78669,08/05/2019,98,"1700 KAHALA SUNSET DR
SPICEWOOD, TX 78669
(30.454413, -98.076031)",10179642,Routine Inspection
"G & M Catering, Inc",78741,07/18/2017,92,"900 VARGAS RD
AUSTIN, TX 78741
(30.233547, -97.694043)",11424165,Routine Inspection
Covenant Presbyterian Church,78757,08/29/2018,90,"3003 NORTHLAND DR
AUSTIN, TX 78757
(30.335062, -97.752905)",10272029,Routine Inspection
Rockstar Bagels,78702,05/18/2019,96,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
(30.269731, -97.718879)",11088861,Routine Inspection
Walgreens #07673,78717,10/17/2017,99,"10600 W PARMER LN
AUSTIN, TX 78717
(30.498709, -97.775872)",2803968,Routine Inspection
U PAK M,78748,04/23/2018,95,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145737, -97.833054)",2803509,Routine Inspection
Family Dollar Store #3416,78745,01/23/2018,96,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196231, -97.785737)",10003490,Routine Inspection
Spice Fine Indian Cuisine,78753,08/15/2017,81,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",11705287,Routine Inspection
Anderson Mill Assisted Living,78750,09/17/2019,91,"11009 EL SALIDO PKWY
AUSTIN, TX 78750
(30.454578, -97.812214)",10337191,Routine Inspection
Old Thousand,78702,07/26/2019,98,"1000 E 11TH ST
AUSTIN, TX 78702
(30.269495, -97.730039)",11625592,Routine Inspection
Truluck's,78759,06/06/2017,97,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.394877, -97.745915)",2801908,Routine Inspection
Darwin's Pub,78701,01/03/2018,90,"223 E 6TH ST
AUSTIN, TX 78701
(30.267424, -97.74057)",2801918,Routine Inspection
Taqueria La Tapatia y Bakery,78753,08/30/2017,78,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.399047, -97.660473)",10454885,Routine Inspection
Garage,78701,06/25/2018,90,"503 COLORADO ST
AUSTIN, TX 78701
(30.267913, -97.744321)",11099474,Routine Inspection
Target (Retail Store) T-1797,78717,05/04/2018,99,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.475151, -97.794525)",2803683,Routine Inspection
Sommer Elementary,78717,05/15/2019,96,"16200 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.503569, -97.751613)",10182044,Routine Inspection
Taco Bell #030157,78753,02/23/2018,98,"1016 E ANDERSON LN
AUSTIN, TX 78753
(30.33674, -97.694535)",11066724,Routine Inspection
Sigma Chi,78705,04/09/2018,95,"2701 NUECES ST
AUSTIN, TX 78705
(30.292325, -97.742749)",2800426,Routine Inspection
Papadom,78701,03/16/2018,90,"310 COLORADO ST
AUSTIN, TX 78701
(30.266073, -97.745005)",11639502,Routine Inspection
Mi Tiendita,78757,11/30/2017,93,"1725 OHLEN RD
AUSTIN, TX 78757
(30.362904, -97.718537)",2803809,Routine Inspection
Doc B's Fresh Kitchen - Domain Austin,78758,12/30/2019,97,"3001 PALM WAY
AUSTIN, TX 78758
(30.402832, -97.719426)",11816968,Routine Inspection
Jersey Mike's Subs,78726,03/23/2020,98,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802712,Routine Inspection
Austin Transitional Center,78617,10/04/2019,91,"3154 E SH
AUSTIN, TX 78617",10402997,Routine Inspection
Dairy Queen,78750,03/19/2019,92,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.461777, -97.817222)",2800713,Routine Inspection
The Church of God of the Firstborn,78702,05/16/2018,98,"2607 E 5TH ST
AUSTIN, TX 78702
(30.257368, -97.713306)",10157910,Routine Inspection
Short Stop,78723,11/25/2019,89,"6603 BERKMAN DR
AUSTIN, TX 78723
(30.319315, -97.689358)",2800228,Routine Inspection
Fresh Plus,78751,12/18/2019,84,"408 E 43RD ST
AUSTIN, TX 78751
(30.304836, -97.726561)",10082195,Routine Inspection
The Melting Pot,78729,06/06/2017,89,"13343 N US 183 HWY
AUSTIN, TX 78729",2802600,Routine Inspection
Voodoo Room,78701,09/10/2018,89,"419 E 6TH ST
AUSTIN, TX 78701
(30.266892, -97.738623)",10996299,Routine Inspection
Domino's #6592,78735,04/23/2018,97,"7626 W SH
AUSTIN, TX 78735",11372793,Routine Inspection
BC - Starbucks Coffee #6397,78738,01/24/2020,99,"12400 W SH
BEE CAVE, TX 78738",10261986,Routine Inspection
Family Dollar Store #25520,78744,06/08/2017,94,"5301 E STASSNEY LN
AUSTIN, TX 78744
(30.192769, -97.738124)",10003495,Routine Inspection
Randalls #2483-Food,78703,09/28/2017,94,"715 EXPOSITION BLVD
AUSTIN, TX 78703
(30.283727, -97.776411)",2800961,Routine Inspection
Loyola Grocery,78724,09/27/2017,83,"6710 LOYOLA LN
AUSTIN, TX 78724
(30.299142, -97.645757)",10035246,Routine Inspection
P. Terry's Burger Stand # 14,78750,02/28/2019,96,"13770 N US 183 HWY
AUSTIN, TX 78750",11649675,Routine Inspection
Slick Willie's Family Pool Hall,78757,08/01/2017,85,"8440 BURNET RD
AUSTIN, TX 78757
(30.366472, -97.728137)",2800866,Routine Inspection
Dan's Hamburgers,78702,08/01/2017,82,"844 AIRPORT BLVD
AUSTIN, TX 78702
(30.258448, -97.693374)",2800380,Routine Inspection
Xian Sushi and Noodle #2,78729,06/12/2017,78,"13201 N FM 620 RD
AUSTIN, TX 78729",10174832,Routine Inspection
Parmer Lane 5 Caffe Macs-Sushi,78727,01/11/2018,98,"5505 W PARMER LN
AUSTIN, TX 78727
(30.436313, -97.734723)",11499700,Routine Inspection
El Rancho Supermarket #2 Bakery,78723,03/24/2020,96,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32023, -97.689045)",11761902,Routine Inspection
"Coffee Bean & Tea Leaf, The",78751,08/14/2018,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",10361935,Routine Inspection
Tinnin Food Mart,78741,12/04/2017,95,"1516 TINNIN FORD RD
AUSTIN, TX 78741
(30.241435, -97.726285)",10051034,Routine Inspection
Tinos Greek Cafe,78723,02/06/2020,74,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306845, -97.709573)",10641759,Routine Inspection
Star Papa,78737,02/01/2019,100,"11601 W US 290 HWY
AUSTIN, TX 78737
(30.216371, -97.964091)",11601205,Routine Inspection
McDonald's #7877,78735,01/10/2019,91,"7010 W SH
AUSTIN, TX 78735",2801429,Routine Inspection
Crave-It Nutrition,78742,07/11/2019,100,"502 THOMPSON LN
AUSTIN, TX 78742
(30.238711, -97.683849)",11754632,Routine Inspection
Aviator Pizza & Drafthouse,78745,10/04/2018,93,"6501 S CONGRESS AVE
AUSTIN, TX 78745
(30.195382, -97.777858)",11618169,Routine Inspection
Chez Zee,78731,12/20/2019,93,"5406 BALCONES DR
AUSTIN, TX 78731
(30.336482, -97.757759)",2800022,Routine Inspection
Star Seeds Cafe,78722,03/03/2020,88,"3101 N IH
AUSTIN, TX 78722",2801964,Routine Inspection
Lavaca Teppan,78701,09/23/2019,83,"1712 LAVACA ST
AUSTIN, TX 78701
(30.279951, -97.74102)",10597492,Routine Inspection
Yummi Sushi/GB Division,78756,05/30/2017,95,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.306996, -97.741912)",11558514,Routine Inspection
Cielo Night Club,78701,01/08/2020,93,"505 NECHES ST
AUSTIN, TX 78701
(30.266262, -97.738457)",10986524,Routine Inspection
Jack Allen's Kitchen,78735,06/21/2018,92,"7720 W SH
AUSTIN, TX 78735",10377371,Routine Inspection
Culinary Dropout,78758,11/15/2018,96,"11721 ROCK ROSE AVE
AUSTIN, TX 78758
(30.403756, -97.721709)",11628782,Routine Inspection
"Belmont, The",78701,08/23/2018,94,"305 W 6TH ST
AUSTIN, TX 78701
(30.268843, -97.745603)",10945429,Routine Inspection
BC - Whole Foods Market - Meat,78738,01/02/2018,95,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744450,Routine Inspection
Wendy's W115/8401,78758,11/03/2017,90,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.392008, -97.707343)",11119229,Routine Inspection
McDonald's,78741,05/08/2018,88,"2426 E RIVERSIDE DR
AUSTIN, TX 78741
(30.235633, -97.724398)",2801771,Routine Inspection
