Application Type,Application Number,Process Date,Approved Date,Project Name,Comments,WSSC Map,Tax Map,Site Area,Proposed Disturbed Area,Proposed Impervious Area,Current Zoning,Proposed Zoning,Current Land use,Proposed Land Use,Watershed,State Water Use,Tributary,Requested Waiver,Resubmittal,Revision,Onsite Quantity Control,Quantity Control,Onsite Quality Control,Quality Control,Quantity Waiver Proposed,Quantity Waiver Acres Proposed,Quality Waiver Proposed,Quality Waiver Acres Proposed,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Work Location
STORMWATER CONCEPT,252733,04/23/2013,06/19/2014,STONEBRIDGE,,219NW10,FR33,1.0,0.8,0.4,R-200,R-200,RES,RES,MBR,GENERAL USE,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,14194,,TRAVILAH,RD,,GAITHERSBURG,MD,20878,
STORMWATER CONCEPT,246951,10/11/2012,04/30/2013,BURLEY PROPERTY,,213NW8,GP-23,5.2,4.0,1.8,R-90,R-90,SFD,TOWNHOUS,CJC,,,N,Y,N,Y,5.2,Y,5.2,N,0.0,N,0.0,10401,,SEVEN LOCKS,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,232133,08/27/2007,02/06/2008,WINBROOK,"REVISION FILED March 26, 2007. - 2ND REVISION SUBMITTED ON 12/20/2013 - (LOTS 4 - 6, BLOCK 2)",213NW02,JP13,1.0,0.9,0.2,R-60,R-60,RES-SFD,RES-SFD,SCR,GENERAL USE,WHEATON BR,N,N,Y,Y,0.0,Y,1.0,N,0.0,N,0.0,1930,,PLYERS MILL,RD,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,205277,04/18/2002,05/13/2002,SILVER SPRING SQUARE,Greentape - Parcel 815,210NW01,JN33,3.0,0.0,3.0,CBD-2,CBD-2,COMMERCI,APARTMEN,LRC,GENERAL USE,,N,N,N,N,0.0,Y,2.8,Y,3.0,Y,0.2,1201,,EAST WEST,HWY,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,239332,12/27/2010,,JOHNS HOPKINS BELWARD CAMPUS,,220NW10,FS31,107.3,92.2,38.8,LSC,LSC,COMM,COMM,MBR,GENERAL USE,UPPER SEC,N,N,N,Y,107.3,Y,107.3,N,0.0,N,0.0,9951,,KEY WEST,AVE,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,284314,11/02/2018,12/14/2018,EDGEMOOR,"Expansion of playground areas, improving landscaping, providing additional seating areas using boulders and tree stumps. Installation of 600-sf rain garden area.",209NW05,HN122,5.5,0.2,0.0,RMH200,RMH200,,,LFB,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,5100,,EDGEMOOR,LN,,BETHESDA,MD,20814,
STORMWATER CONCEPT,248492,12/03/2012,,,,230NW08,gv12,9.7,4.0,0.5,RE-2,RE-2,resident,resident,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8933,,SHADY GROVE,CT,,GAITHERSBURG,MD,20877,
STORMWATER CONCEPT,241798,01/18/2012,10/31/2014,ROCKVILLE EVANGELICAL MISSION,,222NW09,FS63,5.0,2.9,1.5,R-200,R-200,,,MBR,,MBR,N,Y,Y,N,0.0,Y,1.4,N,0.0,Y,0.1,110,,CENTRAL,AVE,,GAITHERSBURG,MD,20877,
STORMWATER CONCEPT,280735,10/27/2015,02/11/2016,Stoneybrook,,,,7.9,7.9,0.0,R-60,R-60,Stream,Stream,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"WRE 12-10 Stoneybrook Tributary Stream Restoration/Strathmore Avenue/Rockville, MD 20852"
STORMWATER CONCEPT,231447,05/31/2007,10/19/2007,PRICE AVENUE STREETSCAPE,,214NW02,,0.1,0.1,0.0,C-1,C-1,WALK/PK,WALK/PK,LRC,GENERAL USE,,Y,N,N,N,0.0,N,0.0,Y,5700.0,Y,5700.0,,,,,,,,,PRICE AVENUE (BETWEEN GEORGIA AVE & FERN STREET)
STORMWATER CONCEPT,242671,04/13/2012,,PARCEL 160 AT NORBECK ROAAD,,221NW1,JS43,4.3,1.5,0.6,R-200,R-200,LANDSCAP,LANDSCAP,NWB,RECREATION TROUT,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"INTERSECTION OF NORBECK & NORWOOD ROAD, SILVER SPRING, MD  20905"
STORMWATER CONCEPT,281603,01/04/2016,,DALE DRIVE PARK,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"125 DALE DRIVE, SILVERS SPRING, MD 20910"
STORMWATER CONCEPT,214721,10/08/2004,12/23/2004,CONNECTICUT PARK,Parcel P386; Downcounty Consortium Elementary School #27 Reopening,216NW04,HQ43,8.5,3.3,1.0,,,ADULT ED,SCHOOL,LRC,GENERAL USE,,Y,N,N,N,0.0,Y,5.8,Y,7.1,Y,1.3,12518,,GREENLY,DR,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,203605,04/24/2001,04/25/2001,ROCK CREEK GARDENS SHOPPING,,210NW02,JN123,2.6,0.4,0.3,C-1,C-1,VAC. GAS,RETAIL,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.8,Y,0.4,N,0.0,,,,,,,,,"8300 BLOCK OF GRUBB ROAD, SILVER SPRING (P.B.29, P.#1812)"
STORMWATER CONCEPT,203005,12/06/2000,01/11/2001,C.E. BENSON'S ADD,,208NW8,GN21,1.4,0.0,0.0,R-90,R-90,RESID,RESID,CJC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,7810,,MACARTHUR,BLVD,,CABIN JOHN,MD,20818,
STORMWATER CONCEPT,244471,07/18/2012,10/11/2012,WHEATON/THOMAS EDISON HIGH SCHOOLS,,216NW03,HQ53,25.7,0.0,0.0,R-60,R-60,HIGH SCH,HIGH SCH,LRC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,12601,,DALEWOOD,DR,,SILVER SPRING,MD,20902,"12501/12601 DALEWOOD DRIVE, SILVER SPRING, MD  20902"
STORMWATER CONCEPT,281833,03/24/2016,05/27/2016,Seven Locks at Tuckerman Lane,,,,1.3,1.3,0.8,,,Road,Road,CJC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,1.3,Y,1.3,,,,,,,,,"Intersection of Seven Locks Road and Tuckerman Lane, Potomac, MD 20854"
STORMWATER CONCEPT,207476,03/19/2003,01/21/2004,BUCKINGHAM TERRACE,Lots 1-11/3,211NE01,JP61,2.0,0.9,0.6,R-60,RT-15,SF,TH/MULTF,NWB,RECREATION TROUT,,N,N,N,Y,2.0,Y,2.0,N,2.0,N,0.0,438,E,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901,
STORMWATER CONCEPT,281649,01/20/2016,,Pinecrest Local Park,,,J562,5.0,4.7,0.9,R-60,R-60,Park,Park,NWB,,NORTH BR,N,N,N,N,0.0,Y,1.2,N,0.0,N,0.0,,,,,,,,,"301 Saint Lawrence Drive/Silver Spring, MD 20901"
STORMWATER CONCEPT,234501,09/12/2008,,TRAVILAH-JOHNSON PROPERY,,218NW11,FR12,0.0,7.4,6.4,RE-2,,,RE,WBR,GENERAL USE,SANDY BR,N,N,N,Y,5.7,Y,6.5,N,0.0,Y,0.2,13741,,TRAVILAH,RD,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,238932,10/15/2010,02/24/2011,NOLTE LOCAL PARK,,201NW01,,0.2,0.2,0.0,R-60,R-60,PARK,PARK,SCR,GENERAL USE,,N,N,N,Y,0.2,Y,0.2,N,0.0,N,0.0,,,,,,,,,
STORMWATER CONCEPT,207151,01/10/2003,01/17/2003,BANNOCKBURN HEIGHTS LOT 7,"Lot 7/4: Reconfirmed 4/29/04. Revision submitted 7/14/06, Proposed 18 & 19/4. Revision approved 8/03/06","209NW6,7",GN342,1.5,0.4,0.2,,,,,LFB,GENERAL USE,,N,N,N,N,0.0,Y,0.0,N,1.5,N,1.5,,,,,,,,,
STORMWATER CONCEPT,266296,07/21/2014,10/29/2014,Fox Hills West of Potomac,,214NW09,FQ61,1.4,0.4,0.0,R,R-200,,,CJC,,BUCK BRNCH,N,N,N,Y,5.4,Y,5.4,N,0.0,N,0.0,,,,,,,,,"Willowbrook Drive / Potomac, MD 20854"
STORMWATER CONCEPT,238868,09/29/2010,,SUNDECKS,,220NE05,LS21,5.0,1.9,1.1,RC,RC,COMM,COMM,LPR,GENERAL USE,,N,N,N,Y,2.5,Y,2.5,N,0.0,N,0.0,4512,,SANDY SPRING,RD,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,206412,08/13/2002,01/07/2003,LAYHILL,"Parcel P125, Lot 2 See 1-03017 & 1-03044",218NW2,JR12,1.0,0.0,0.0,R-200,R-200,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,14011,,LAYHILL,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,206882,10/30/2002,03/13/2003,PARK POTOMAC,Long list of lots & parcels (see attached list with concept submittal).  Revision 8/27/04 Lots 1-150/G; Parcels A-BB; Revision approved 9/7/04. Revision #3 submitted 10/18/06./Revision filed 10/09/2007. - ***ADMINISTRATIVE WAIVER FILED 04/12/2012***,216NW08,GQ123,55.3,55.3,0.0,,,,,CJC,GENERAL USE,,Y,N,N,Y,55.3,Y,55.3,N,0.0,N,0.0,,,,,,,,,"NW INTERSECTION OF I-270 & MONTROSE RD, BETHESDA, MD"
STORMWATER CONCEPT,240372,06/03/2011,12/06/2011,WOODSIDE PARK LOT 20 BLOCK 2,,211NW01,JP341,0.9,0.1,0.1,R-60,R-60,OPENSPAC,PARK,SCR,GENERAL USE,,N,N,N,Y,0.1,Y,0.1,N,0.0,N,0.0,1015,,SPRING,ST,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,266515,07/24/2014,09/17/2014,Olney Family Neighborhood Park,,226NW03,HU61,11.3,0.3,0.1,R-200,R-200,Park,Park,HWR,RECREATION TROUT,,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,,,,,,,,,"19117 Willow Grove Road / Olney, MD 20832"
STORMWATER CONCEPT,281683,02/02/2016,08/30/2016,Somerset Elementary School,,208NW04,HN31,3.1,0.7,0.6,R-60,R-60,School,School,LFB,GENERAL USE,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,5811,,WARWICK,PL,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,283744,03/15/2018,,MEADOWBROOK STABLES,RECONFIRMATION REVIEW,210NW03,HN563,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8200,,MEADOWBROOK,LN,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,200790,02/24/2000,03/16/2000,FITZGERALD AUTOMOTIVE,Reconfirmation submitted 7/6/04 enm,226NW12,EU562,2.9,2.8,2.2,I-1,I-1,MEADOW,COMM,GSC,GENERAL USE,GUNNERS BR,N,N,N,Y,2.9,Y,2.2,N,0.0,N,0.0,19501,,AMARANTH,DR,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,230779,02/07/2007,05/18/2007,SHADY GROVE ROAD PHASE 1,Parcels 823 & 131  L/13830 F/424 - This is Phase 1 of the development proposal for Shady Grove parcels.  Phase 2 will continue to be reviewed under the original stormwater concept plan for the site (221746).,223NW08,GT121,0.0,5.0,2.0,I-1,,IDLE,ROADWAY,URC,RECREATION TROUT,,N,N,N,Y,3.1,Y,3.1,N,0.0,N,0.0,,,,,,,,,NW QUADMNT INTERSECTION OF CRABBS BRANCH WAY
STORMWATER CONCEPT,263675,04/21/2014,01/26/2015,Jezreel Senior Housing,,211NE11,JP-61,9.2,2.8,0.0,,,,,NWB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,420,E,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901,
STORMWATER CONCEPT,237432,03/03/2010,03/17/2010,FILLMORE MUSIC HALL/LDG OFFICE,"FILLMORE MUSIC HALL AND LDG OFFICE / HALL COMPLEX - LOCATED ON COLESVILLE ROAD, MD ROUTE 29, EAST OF INTERSECTION OF GEORGIA AVENUE., MD ROUTE 97 - LOT 3, BLOCK A, PART OF PARCEL I",210NW01,JN343,1.6,1.8,1.6,CBD-2,CBD-2,PARKING,MUSICHAL,LRC,GENERAL USE,,N,N,N,N,0.0,Y,1.6,Y,1.6,N,0.0,,,,,,,,,"COLESVILLE ROAD, MD ROUTE 29, EAST OF INTERSECTION OF GEORGIA AVE., MD ROUTE 97"
STORMWATER CONCEPT,211112,01/22/2004,12/10/2004,MOSS CHIROPRACTIC OFFIVE,Parcel P530,223NW03,HT51,0.6,0.5,0.3,RE-2,RE-2,VACANT,COMM,URC,NATURAL TROUT,,N,N,N,Y,0.6,Y,0.6,N,0.0,N,0.0,,,,,,,,,"EAST SIDE GA AVE, 175 FT SOUTH OLD BALTIMORE RD, PARCEL P530"
STORMWATER CONCEPT,205452,05/20/2002,10/01/2002,FOUR CHIMNEY ESTATES,"Parcels 688, 719; Second review approved 1/21/04",223NW09,FT561,4.5,2.5,0.8,R-200,R-200,,,MBR,GENERAL USE,,N,N,N,N,0.0,Y,2.5,N,0.0,N,0.0,125,,CENTRAL,AVE,,GAITHERSBURG,MD,20877,
STORMWATER CONCEPT,208816,07/18/2003,08/25/2003,EDGEMOOR,Lot 35/20,209NW05,HN12,1.4,1.0,0.2,R-90,R-90,SF,SF,LFB,GENERAL USE,,N,N,N,Y,1.0,N,0.0,N,0.0,Y,1.0,7420,,HAMPDEN,LN,,BETHESDA,MD,20814,
STORMWATER CONCEPT,282207,08/22/2016,,GOLDSBORO SEASONAL SALES SITE,,208 NW07,GN341,0.4,0.2,0.1,R-60,R-60,,,PRD,,MINNEHAHA,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,6789,,GOLDSBORO,RD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,268375,09/18/2014,08/17/2015,OLNEY BOYS & GIRLS CLUB,SYNTHETIC TURF FIELD IMPROVEMENTS,226NW04,HU341,118.5,3.8,2.0,RDT,RDT,SOCCER,SOCCER,HWR,RECREATION TROUT,,N,N,N,Y,3.8,Y,3.8,N,0.0,N,0.0,4501,,OLNEY LAYTONSVILLE,RD,,OLNEY,MD,20832,
STORMWATER CONCEPT,200865,03/09/2000,05/02/2000,BETHESDA EXPO DESIGN CENTER,,,GP43,7.6,3.7,0.0,C-2,C-2,COMM,COMM,CJC,GENERAL USE,,N,Y,N,Y,7.6,Y,1.6,Y,0.0,N,0.0,301,,WEST SIDE,DR,,GAITHERSBURG,MD,20878,
STORMWATER CONCEPT,268296,09/17/2014,03/19/2015,FERNWOOD PARK,,211NW7,GP41,5.8,0.1,0.1,R-200,,,,CJC,,,N,N,N,Y,0.0,Y,0.0,N,0.0,N,0.0,,,,,,,,,"6640 MARYWOOD RD

BETHESDA, MD 20817"
STORMWATER CONCEPT,201416,07/13/2000,07/17/2000,DALE DR-DARTMOUTH AV-SCHUYLER,,21NW1-3,,0.2,0.1,0.1,C-3,C-3,HIGHWAY,HIGHWAY,SCR,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.1,Y,0.1,,,,,,,,,SIDEWALK IMPROVEMENTS-DALE DR FROM KARTMOUTH AVE TO SCHUYLAR RD
STORMWATER CONCEPT,234641,10/07/2008,,WAT THAI TEMPLE,,217NW2,JR121,4.6,1.3,1.0,R-90,R-90,CHURCH,CHURCH,NWB,RECREATION TROUT,,N,N,N,Y,4.6,Y,4.6,N,0.0,N,0.0,13440,,LAYHILL,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,205319,04/25/2002,05/23/2002,"BEEM, PARCEL D",,233NW14,EW,4.8,1.0,3.4,I-1,I-1,,,LBC,GENERAL USE,,N,N,N,Y,3.4,Y,4.7,N,0.0,N,0.0,23924,,FREDERICK,RD,,CLARKSBURG,MD,20871,
STORMWATER CONCEPT,239282,12/14/2010,11/01/2011,NAPLES MANOR - SEQUENCE 240,STORMWATER MANAGEMENT POND RETROFIT,220NW01,JS31,8.9,0.5,0.0,R-200,,,,NWB,RECREATION TROUT,,N,N,N,Y,57.9,Y,20.8,N,0.0,N,0.0,,,,,,,,,"FIELDSTONE ROAD, SILVER SPRING, MD  20905"
STORMWATER CONCEPT,284238,09/25/2018,02/08/2019,BLAIR,"P/O 14, 18, 19, 25-28, 49",,,0.0,0.0,0.0,,,,,SCR,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,850,,SLIGO,AVE,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,222211,11/30/2005,12/29/2005,MAGRUDER BR TRAIL EXTENSION,,,,26.7,1.9,0.6,,,,,GSC,GENERAL USE,,N,N,N,N,0.0,Y,1.9,N,0.0,N,0.0,,,,,,,,,DAMASCUS VALLEY PARK LINEAR TRAIL VALLEY PARK DR TO WOODFIELD RD
STORMWATER CONCEPT,270196,11/21/2014,01/08/2015,Howard Hughes Medical,,210NW04,HN43,36.2,0.6,0.0,LSC,LSC,R & D,R & D,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.2,Y,0.2,4000,,JONES BRIDGE,RD,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,204250,10/02/2001,12/28/2001,WHEATON FOREST,,214NW02,JQ121,5.7,6.0,5.8,CBD-3,CBD-3,,,SCR,GENERAL USE,,N,N,Y,N,0.0,Y,5.6,Y,5.7,N,0.1,,,,,,,,,"PARCELS 1,2,3,C & PART OF B/B. BOUND BY  GA AVE, REDDIE DR, AMHERST AVE & PRICHARD RD"
STORMWATER CONCEPT,284487,01/17/2019,02/08/2019,,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,Circle Gate Drive
STORMWATER CONCEPT,204834,02/11/2002,06/11/2003,KINGSVIEW VILLAGE,"Parcel 4ll, Lots 3-6 (Resub of OL A/4)",225NW14,ET123,1.2,0.9,0.4,R200/T,R200/T,FARM,RESIDENT,GSC,GENERAL USE,,N,N,N,Y,1.2,Y,1.2,N,0.0,N,0.0,,,,,,,,,PARCEL 411 & PT OF OL A (EXTENSION OF ROCKINGHAM ROAD)
STORMWATER CONCEPT,251451,03/14/2013,07/12/2013,ROSEMARY HILLS ELEMENTARY SCHOOL,CLASSROOM ADDITION,211NW02,JP121,7.2,1.6,1.1,R-60,R-60,SCHOOL,SCHOOL,LRC,GENERAL USE,,N,N,N,Y,1.6,Y,1.6,N,0.0,N,0.0,2111,,PORTER,RD,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,222151,11/25/2005,12/07/2005,FORCEY MEMORIAL CHURCH,Parcel A,,KQ123,6.9,0.0,0.0,R-90,R-90,CHURCH,CHURCH,PBR,NATURAL TROUT,,N,N,N,N,0.0,N,0.0,Y,6.9,Y,6.9,2130,E,RANDOLPH,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,234604,09/29/2008,04/06/2009,HOLY CROSS HOSPITAL SILVER SPR,,212NW 2,JP122,14.2,3.3,2.8,R-60,R-60,HOSPITAL,HOSPITAL,SCR,GENERAL USE,,N,N,N,Y,5.6,Y,2.7,N,0.0,N,0.0,1500,,FOREST GLEN,RD,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,204189,09/17/2001,01/23/2002,LAYTONIA RECREATIONAL PARK,,224NW7,GT42,37.6,28.5,4.5,RE-1,RE-1,FARM,PARK,URC,NATURAL TROUT,,N,N,N,Y,37.6,Y,37.6,N,0.0,N,0.0,,,,,,,,,MUNCASTER MILL RD & AIRPARK RD (7200 AIRPARK RD)PARCEL P162
STORMWATER CONCEPT,209283,08/14/2003,09/12/2003,HERMITAGE PARK,lots 4 & 5/C,218NW3,HR562,0.5,0.3,0.1,R-90,R-90,RESID,RESID,LRC,GENERAL USE,,N,N,N,Y,0.5,N,0.0,N,0.0,Y,0.5,2911,,HEWITT,AVE,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,212058,03/31/2004,05/17/2004,CHEVY CHASE VILLAGE SECTION 1A,"Section 1-A, Lots 28 & 29/7",207NW4,HM343,0.4,0.4,0.3,R-60,R-60,OPEN SPA,RESIDENT,LFB,GENERAL USE,,N,N,N,Y,0.4,Y,0.4,N,0.0,N,0.0,,,,,,,,,"GROVE STREET, CHEVY CHASE VILLAGE, SECTION 1A"
STORMWATER CONCEPT,233339,04/03/2008,09/20/2016,FAIRLAND PARK COMMUNITY,"FAIRLAND PARK COMMUNITY ****** REVISION 9/28/2010 ******[Revision - Submitted 09/19/2016; Revision of Concept for Phase 1A (#237142), Phase 1B #237173), Phase 1C (#233825) &amp; Phase 2 (237141); Approved:______]",220NE5,LS121,183.3,100.0,40.0,PD-2,PD-2,MINE/FOR,RESIDENT,LPB,GENERAL USE,,N,Y,N,Y,89.1,Y,89.1,N,0.0,N,0.0,4899,,SPENCERVILLE,RD,,BURTONSVILLE,MD,20866,"[FAIRLAND PARK (BENTLEY PARK)] BENTLEY PARK DR, CAMBERWELL LN, CAMLEY WAY, CEDAR TREE DR, CORAMS LN & SADDLE CREEK DR."
STORMWATER CONCEPT,207620,04/22/2003,06/27/2003,HOYLES MILL VILLAGE,Revision of concept 1-88216,226NW15,ET123,96.0,2.6,0.5,R-200,R-200,MEADOW,PARK,LSC,NATURAL TROUT,,N,N,N,Y,4.2,Y,2.6,N,0.0,N,0.0,,,,,,,,,INTERSECTION OF TATANI DR & SCHAEFFER RD
STORMWATER CONCEPT,260175,12/23/2013,03/20/2014,Chevy Chase Club-Refuse/Recycle Area,,208NW04,HN 41,169.0,1.0,0.0,R-60,R-60,Golf,Colf,LFB,GENERAL USE,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,6100,,CONNECTICUT,AVE,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,220557,09/12/2005,10/19/2005,WELLER ROAD ELEMENTARY SCHOOL,Parcel P014,HP53,P014,10.8,2.3,0.7,R-60,R-60,SCHOOL,SCHOOL,LRC,GENERAL USE,,Y,N,N,N,0.0,Y,0.7,Y,0.7,N,0.0,3301,,WELLER,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,208610,06/30/2003,07/21/2003,LAKE HALLOWELL REGIONAL POND,Retrofit,225NW02,JT13,32.9,1.0,0.0,,,,,HWR,RECREATION TROUT,JAMES CR,N,N,N,Y,0.0,Y,0.0,N,0.0,N,0.0,,,,,,,,,OLD BALTIMORE RD/ PLAT 18228 PARCEL XX
STORMWATER CONCEPT,281882,04/08/2016,,GERMANTOWN PARK,,225NW13,ET43,0.0,0.9,0.0,,,,,GSC,,,N,N,N,Y,15.0,Y,15.0,N,0.0,N,0.0,18400,,CINNAMON,DR,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,258595,11/12/2013,01/16/2014,SEVEN LOCKS LOCAL PARK,,209NW08,GN122,9.5,0.4,0.1,R-200,,,,PRD,,,N,N,N,Y,0.4,Y,0.4,N,0.0,N,0.0,6922,,SEVEN LOCKS,RD,,CABIN JOHN,MD,20818,
STORMWATER CONCEPT,282526,12/16/2016,05/26/2017,VICTORY HAVEN,"Customer Wants To Use ePlans,Propose to build a senior housing building and retail building with associated surface parking",,53,3.4,4.0,0.0,CRT,CRT,,,UPR,NATURAL TROUT,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"New Church ST

Damascus, MD 20872"
STORMWATER CONCEPT,231355,05/11/2007,05/17/2007,DECOVERLY HALL,"Parcel ""KK"" or Parcel N214 according State tax records - **ADMINISTRATIVE WAIVER REQUEST PROCESSED ON 06/28/2011**",220NW9,FS341,3.2,1.3,0.9,O-M,O-M,COMMERCI,COMMERCI,MBR,GENERAL USE,SHADY BRAN,Y,N,N,Y,0.6,Y,0.9,N,0.0,N,0.0,9501,,KEY WEST,AVE,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,206356,08/06/2002,09/09/2002,NORTH BETHESDA TRAIL,"Parcels 497, 65; Lot 1/1",211NW5,HP121,26.0,2.2,1.2,,,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,1.2,Y,1.2,,,,,,,,,"ALONG OLD GEORGTOWN RD FROM W. CEDAR LA TO JOHNSON AVE, ALONG OLD GT RD FROM ALTA VISTA RD TO CHARLES ST, ALONG FLEMING AVE. FROM I495 TO GROSVENOR LA"
STORMWATER CONCEPT,264395,05/15/2014,06/13/2014,NORTHLAKE APARTMENTS SWM POND RETROFIT,NORTHLAKE APARTMENTS SWM POND RETROFIT (ASSET#10867),,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"GREY EAGLE COURT

GERMANTOWN, MD 20874"
STORMWATER CONCEPT,259035,11/20/2013,02/25/2014,MILLS FARM,,219NW12,ER53,7.0,0.7,0.0,,,,,PRD,,,N,N,N,Y,57.6,N,0.0,N,0.0,N,0.0,,,,,,,,,"Between 12715 and 12437 Triple Crown Road, Gaithersburg"
STORMWATER CONCEPT,280475,10/20/2015,02/08/2016,ARMSTRONG PROPERTY,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"LEWIS DRIVE, DAMASCUS, MD"
STORMWATER CONCEPT,256093,08/16/2013,01/29/2014,ROCK SPRING RESIDENTIAL,PARCEL N517 - PROPOSED DEVELOPMENT OF 171 TOWNHOUSES IN ROCK SPRING INDUSTRIAL PARK,213NW07,GP43,9.1,9.9,5.9,I-3,I-3,PARK LOT,TOWNHSES,CJC,GENERAL USE,,N,Y,N,Y,5.3,Y,9.1,N,0.0,N,0.0,,,,,,,,,"BOUNDED BY ROCK SPRING DRIVE TO THE EAST, FERNWOOD ROAD TO THE SOUTH AND ROCKLEDGE DRIVE TO THE WEST, BETHESDA, MD"
STORMWATER CONCEPT,207231,01/28/2003,02/25/2003,WHITE GROUND RD OVER BUCKLODGE,,16NW224,DT32,0.2,0.2,0.2,,,ROAD,ROAD,PRD,GENERAL USE,BUCKLODGE,N,N,N,N,0.0,Y,0.2,N,0.0,N,0.0,,,,,,,,,"WHITE GROUND RD, 400' SOUTH OF SHAEFFER RD"
STORMWATER CONCEPT,282004,06/08/2016,08/10/2016,GUNNERS BRANCH,,,,1.6,1.6,0.0,,,,,GSC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"WRE 12-22-ASSET11126/GUNNERS BRANCH - WILLIAMSBURG SQUARE

CLOSE TO 12919 KITCHEN HOUSE WAY"
STORMWATER CONCEPT,284336,11/15/2018,04/17/2019,"BETHESDA, MILLERS ADDITION TO","Customer Wants To Use ePlans,New work includes the demolition of the existing 2-story structure, construction of a new 3-story structure and associated hardscape, replacement of the existing 48� storm drain, resurfacing of the drive aisle and parking areas, and the addition of a stormwater management vault.",209NW05,HN122,0.4,0.4,0.0,CRT,CRT,,,PRD,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,7015,,ARLINGTON,RD,,BETHESDA,MD,20814,
STORMWATER CONCEPT,209749,09/10/2003,12/23/2003,OLNEY-SANDY SPRING RD SIDEWALK,,224NW01,JT32,0.4,0.4,0.1,,,,,NWB,RECREATION TROUT,,N,N,N,Y,0.4,Y,0.4,N,0.0,N,0.0,,,,,,,,,OLNEY-SANDY SPRING RD BETWEEN SHERWOOD HS & NORWOOD RD
