Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
3046 Dumaine St,3046 Dumaine St,Accessory STR,3,6,08/11/2020 11:59:59 PM,"(29.9748270372574, -90.0859206894051)",3675771.08,538487.64
3618 N Rampart St,3618 N Rampart St,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.9649684072992, -90.0386668438582)",3690771.79,535068.63
900 Bartholomew St Unit 417,900 Bartholomew St Unit 417,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636870624658, -90.0363562840833)",3691508.64,534610.96
333 Julia St Unit 308,333 Julia St Unit 308,Commercial STR,1,2,11/14/2020 11:59:59 PM,"(29.9450219884746, -90.0668473645358)",3681929.35,527715.66
925 Common St UNIT 1101,925 Common St UNIT 1101,Commercial STR,1,2,11/10/2020 11:59:59 PM,"(29.9536366766869, -90.0725244211116)",3680097.03,530828.45
4103 Constance St,4103 Constance St,Accessory STR,2,4,03/08/2021 11:59:59 PM,"(29.9201306325725, -90.0980540237413)",3672144.17,518556.36
1235 N Johnson St,1235 N Johnson St,Accessory STR,2,4,08/29/2020 11:59:59 PM,"(29.971111536504, -90.0729528075398)",3679891.48,537181.47
1710 Fern St,1710 Fern St,Accessory STR,1,2,11/04/2020 11:59:59 PM,"(29.9497691473426, -90.1241767854221)",3663755.6,529245.78
3721 Bienville Ave,3721 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9740286921193, -90.0954800434423)",3672747.79,538164.51
1905 Sophie Wright Pl,1905 Sophie Wright Pl,Commercial STR,1,2,12/10/2020 11:59:59 PM,"(29.9320386360685, -90.074524899933)",3679549.84,522967.65
3208 Trafalgar St,3208 Trafalgar St,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9875318967172, -90.0778594218455)",3678272.6,543135.49
1561 N Galvez St,1561 N Galvez St,Accessory STR,1,2,11/26/2020 11:59:59 PM,"(29.9754138504862, -90.0707076732262)",3680585.06,538753.78
1115 Margaret Pl 101,1115 Margaret Pl 101,Commercial STR,2,4,06/13/2020 11:59:59 PM,"(29.9411268231673, -90.0722716727969)",3680227.13,526280.29
301 St Charles Ave Apt 305 Unit 305,301 St Charles Ave Apt 305 Unit 305,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9515041426278, -90.0702884188181)",3680813.63,530060.78
339 Carondelet St Apt 3D,339 Carondelet St Apt 3D,Commercial STR,1,2,11/15/2020 11:59:59 PM,"(29.9510922469741, -90.0716785218728)",3680375.08,529906.15
2318 Kraft Place,2318 Kraft Place,Accessory STR,2,4,07/24/2020 11:59:59 PM,"(29.9315507940771, -90.0336719777191)",3692491.11,522934.71
822 Howard Ave 401,822 Howard Ave 401,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9441267002028, -90.0743605429006)",3679553.6,527363.88
1670 Chippewa St,1670 Chippewa St,Accessory STR,2,4,11/03/2020 11:59:59 PM,"(29.9300529602845, -90.0699656979067)",3681001.83,522261.48
1462 N Prieur St,1462 N Prieur St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(29.972334628893, -90.0700165764931)",3680816.2,537636.47
3733 Bienville Ave,3733 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9741530171702, -90.0956816306773)",3672683.48,538209.03
3505 Urquhart St,3505 Urquhart St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(29.9685976333282, -90.0388118439599)",3690710.97,536387.83
2841 Carondelet Street,2841 Carondelet Street,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(29.9313892443161, -90.087654709771)",3675393.82,522686.06
2122 State St,2122 State St,Accessory STR,1,2,11/10/2020 11:59:59 PM,"(29.9370010233116, -90.1160275904479)",3666385.56,524630.13
2703 N Robertson St,2703 N Robertson St,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9728447032429, -90.0477811108795)",3687853.87,537900.25
334 Carondelet Street ##209 #209,334 Carondelet Street ##209 #209,Commercial STR,1,2,08/05/2020 11:59:59 PM,"(29.9508381177302, -90.0712051802338)",3680525.99,529815.39
130 S Alexander St,130 S Alexander St,Accessory STR,3,6,12/08/2020 11:59:59 PM,"(29.9761326392243, -90.1046590485472)",3669833.55,538898.31
924 Marigny St,924 Marigny St,Accessory STR,,,10/15/2020 11:59:59 PM,"(29.9672216097571, -90.0554968610141)",3685433.88,535828.16
5219 Mandeville St,5219 Mandeville St,Accessory STR,1,2,10/02/2020 11:59:59 PM,"(30.0124945354454, -90.0574240277379)",3684640.39,552284.33
1504 n. Prieur st.,1504 n. Prieur st.,Accessory STR,2,4,03/05/2021 11:59:59 PM,"(29.9729663550219, -90.0694836846945)",3680982.38,537868.05
2240 Dante St,2240 Dante St,Accessory STR,1,2,11/05/2020 11:59:59 PM,"(29.9566279417478, -90.1233579388215)",3663988.57,531742.64
11206 Curran Rd,11206 Curran Rd,Temporary STR,4,8,12/02/2020 11:59:59 PM,"(30.0503083973519, -89.9737937578107)",3710943.82,566339.24
1041 Constance St Apt 221 Unit 221,1041 Constance St Apt 221 Unit 221,Commercial STR,2,4,11/14/2020 11:59:59 PM,"(29.9415533635991, -90.0697395551351)",3681027.34,526444.23
2116 Dublin St,2116 Dublin St,Accessory STR,3,6,08/20/2020 11:59:59 PM,"(29.9548657582302, -90.1236575579155)",3663900.46,531100.84
938 Wilson Dr,938 Wilson Dr,Accessory STR,1,2,12/02/2020 11:59:59 PM,"(29.9794763027043, -90.0908347172702)",3674197,540161.39
620 S Rocheblave St,620 S Rocheblave St,Commercial STR,5,10,11/20/2020 11:59:59 PM,"(29.958994344567, -90.0890955463226)",3674828.46,532719.34
4956 Baccich St,4956 Baccich St,Accessory STR,2,4,08/14/2020 11:59:59 PM,"(30.0101604495268, -90.0480669438687)",3687611.17,551468.66
1217 N Roman St,1217 N Roman St,Accessory STR,2,4,05/17/2020 11:59:59 PM,"(29.9697293654564, -90.071581110048)",3680331.3,536683.64
1002 Elysian Fields Ave,1002 Elysian Fields Ave,Commercial STR,1,2,05/09/2020 11:59:59 PM,"(29.9676190010829, -90.0570260635842)",3684948.1,535967.27
804 N Broad St Apt A,804 N Broad St Apt A,Commercial STR,1,2,11/06/2020 11:59:59 PM,"(29.9713755146988, -90.0819764351408)",3677033.51,537246.15
2320 Dreux Ave,2320 Dreux Ave,Temporary STR,,,02/05/2020 11:59:59 PM,"(30.0116934460162, -90.0571153897943)",3684741.31,551994.11
900 Bartholomew St Unit 205,900 Bartholomew St Unit 205,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9637088799908, -90.0361675767359)",3691568.3,534619.57
3327 Baudin St Unit C,3327 Baudin St Unit C,Accessory STR,3,6,11/17/2020 11:59:59 PM,"(29.9662455177246, -90.0964971767834)",3672456.32,535330.77
4409 Annunciation St,4409 Annunciation St,Accessory STR,3,6,12/10/2020 11:59:59 PM,"(29.9180220275858, -90.1016390312737)",3671016.8,517777.37
1734 Henriette Delille St Apt D,1734 Henriette Delille St Apt D,Commercial STR,1,2,11/07/2020 11:59:59 PM,"(29.9680416978498, -90.0624701032654)",3683222.73,536101.82
1603 Ursulines Ave,1603 Ursulines Ave,Commercial STR,3,6,11/01/2020 11:59:59 PM,"(29.9667926071484, -90.0695646724885)",3680981.5,535622.76
"2227 Rev John Raphael, Jr Way","2227 Rev John Raphael, Jr Way",Accessory STR,3,6,11/19/2020 11:59:59 PM,"(29.9403123820393, -90.0868705514666)",3675606.89,525933.54
5465 Hawthorne Pl,5465 Hawthorne Pl,Accessory STR,1,2,08/27/2020 11:59:59 PM,"(29.9892527923971, -90.1108723294662)",3667815.59,543648.28
822 Howard Ave 301,822 Howard Ave 301,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9442130144417, -90.07429071161)",3679575.37,527395.51
8114 Breakwater Dr,8114 Breakwater Dr,Commercial STR,2,4,08/29/2020 11:59:59 PM,"(30.0284765912773, -90.1162662974556)",3665956.64,557893.5
5419 Elysian Fields Ave,5419 Elysian Fields Ave,Temporary STR,2,4,10/28/2020 11:59:59 PM,"(30.0142009161772, -90.0600822508201)",3683792.24,552895.48
1739 Elysian Fields Ave,1739 Elysian Fields Ave,Commercial STR,2,4,11/10/2020 11:59:59 PM,"(29.9755438299265, -90.0570298575065)",3684914.8,538849.02
713 Camp St Unit 1,713 Camp St Unit 1,Commercial STR,2,4,05/13/2020 11:36:17 AM,"(29.9468111756091, -90.0702584231064)",3680841.94,528354.35
1033 Kentucky st,1033 Kentucky st,Accessory STR,2,4,07/04/2020 11:59:59 PM,"(29.9640110501014, -90.0305220346722)",3693354.58,534749.73
3211 Dauphine St,3211 Dauphine St,Accessory STR,3,6,11/15/2020 11:59:59 PM,"(29.964050455927, -90.0430542985777)",3689386.38,534719.16
925 Common St Unit 410 Unit 410,925 Common St Unit 410 Unit 410,Commercial STR,1,2,11/25/2020 11:59:59 PM,"(29.9539210216918, -90.072696158774)",3680041.51,530931.25
3416 Upperline St,3416 Upperline St,Accessory STR,3,6,05/27/2020 11:59:59 PM,"(29.9448796628919, -90.1071582011669)",3669163.96,527525.05
4027 Delgado Dr,4027 Delgado Dr,Accessory STR,,,07/17/2020 11:59:59 PM,"(29.9816651597352, -90.0919665912653)",3673830.05,540953.46
611 Port St 2701 Chartres St,611 Port St 2701 Chartres St,Accessory STR,1,2,03/11/2021 11:59:59 PM,"(29.9638426742149, -90.0506305417526)",3686988.39,534616.67
8512 Freret St Unit A,8512 Freret St Unit A,Commercial STR,,,06/02/2020 11:59:59 PM,"(29.948808184219, -90.1350091437284)",3660328.93,528860.3
1615 Columbus St,1615 Columbus St,Commercial STR,3,6,10/25/2020 11:59:59 PM,"(29.9714876311564, -90.0675922976297)",3681587.13,537336.94
323 Wallace Dr,323 Wallace Dr,Temporary STR,4,8,11/25/2020 11:59:59 PM,"(30.0010861890851, -90.0655300367171)",3682120.96,548107.33
4406 Touro St,4406 Touro St,Temporary STR,2,4,11/21/2020 11:59:59 PM,"(30.0031195486207, -90.0621846575371)",3683171.6,548858.47
4676 Franklin Ave,4676 Franklin Ave,Accessory STR,,,11/13/2020 11:59:59 PM,"(30.0068323674886, -90.0507880215562)",3686763.55,550248.79
2307 Upperline St,2307 Upperline St,Accessory STR,1,2,06/23/2020 11:59:59 PM,"(29.9332031608499, -90.1071101372175)",3669224.62,523279.2
2826 Castiglione St,2826 Castiglione St,Accessory STR,2,4,05/25/2020 11:59:59 PM,"(29.984724073621, -90.0742856032354)",3679415.12,542126.87
1827 Burgundy St,1827 Burgundy St,Accessory STR,1,2,06/16/2020 11:59:59 PM,"(29.9665532730265, -90.0606924847973)",3683791.56,535566.82
5754 E Louis Prima Dr,5754 E Louis Prima Dr,Accessory STR,2,2,11/11/2020 11:59:59 PM,"(30.0391415729046, -89.9580519644364)",3715972.47,562337.99
8316 Panola St,8316 Panola St,Accessory STR,2,4,12/04/2020 11:59:59 PM,"(29.9553673326809, -90.1251846870214)",3663414.96,531278.13
1614 Alvar Street,1614 Alvar Street,Accessory STR,2,4,09/04/2020 11:59:59 PM,"(29.9713570634625, -90.0348729419925)",3691946.7,537405.37
622 Jena St,622 Jena St,Temporary STR,1,2,11/24/2020 11:59:59 PM,"(29.9183437873396, -90.1026007689662)",3670710.89,517891.1
2127 N Rampart St,2127 N Rampart St,Commercial STR,3,6,11/06/2020 11:59:59 PM,"(29.9676392431346, -90.0573070294943)",3684859.06,535973.64
"1717 Robert C Blakes, SR Dr","1717 Robert C Blakes, SR Dr",Commercial STR,5,10,07/30/2020 11:59:59 PM,"(29.9380769405959, -90.0781934298366)",3678363.86,525150.65
734 Union St Unit 200,734 Union St Unit 200,Commercial STR,2,4,05/25/2020 11:59:59 PM,"(29.9512349821126, -90.0711347921804)",3680546.69,529959.95
221 N Clark St,221 N Clark St,Commercial STR,3,6,12/04/2020 11:59:59 PM,"(29.9722410358022, -90.0942698868717)",3673137.95,537518.59
2060 St Denis St,2060 St Denis St,Accessory STR,3,6,08/07/2020 11:59:59 PM,"(29.9956127615236, -90.0619595984589)",3683273.12,546129.5
3317 Chippewa St,3317 Chippewa St,Accessory STR,1,2,11/03/2020 11:59:59 PM,"(29.9193466649379, -90.0862829747183)",3675875.95,518311.67
3261 Bloomingdale Ct,3261 Bloomingdale Ct,Accessory STR,1,2,11/11/2020 11:59:59 PM,"(29.9583897341221, -90.1076911878502)",3668942.62,532436.02
2807 D'abadie St,2807 D'abadie St,Accessory STR,2,4,12/08/2020 11:59:59 PM,"(29.9823584600355, -90.0758509886295)",3678929.02,541261.2
2916 Maurepas St,2916 Maurepas St,Accessory STR,2,4,06/10/2020 11:59:59 PM,"(29.9807227654472, -90.0802304297413)",3677549.13,540651.21
1504 St Anthony st,1504 St Anthony st,Accessory STR,3,6,06/12/2020 11:59:59 PM,"(29.9724468724643, -90.0621529941662)",3683305.36,537704.82
616 Baronne St Unit 204,616 Baronne St Unit 204,Commercial STR,2,4,12/04/2020 11:59:59 PM,"(29.9484579795264, -90.0731746469934)",3679911.84,528943.02
738 Jackson Ave,738 Jackson Ave,Accessory STR,3,6,09/20/2020 11:59:59 PM,"(29.9270170125954, -90.0747110775244)",3679510.93,521140.96
3021 Baudin St,3021 Baudin St,Accessory STR,3,6,11/24/2020 11:59:59 PM,"(29.9646797164862, -90.0939789211142)",3673259.81,534770
1309 St Anthony St,1309 St Anthony St,Accessory STR,1,2,12/08/2020 11:59:59 PM,"(29.9695456048789, -90.0615639211484)",3683503.57,536651.88
5454 Canal Blvd,5454 Canal Blvd,Temporary STR,3,6,05/22/2020 11:59:59 PM,"(29.9888452135834, -90.1103388618874)",3667986.04,543501.87
915 Thalia St,915 Thalia St,Accessory STR,2,4,08/27/2020 11:59:59 PM,"(29.9378888699445, -90.0692550889263)",3681195.47,525113.38
816 Nashville Ave Unit P,816 Nashville Ave Unit P,Commercial STR,1,2,06/18/2020 11:59:59 PM,"(29.9220433305042, -90.1192130913742)",3665434.3,519180.25
1512 N Rocheblave St,1512 N Rocheblave St,Accessory STR,1,2,12/02/2020 11:59:59 PM,"(29.9761339590107, -90.0738012303924)",3679602.79,539004.86
1534 Sumner St,1534 Sumner St,Accessory STR,,,11/12/2020 11:59:59 PM,"(29.9389557614806, -90.0381288908411)",3691049.04,525611.43
1600 Fern St New Orleans,1600 Fern St New Orleans,Accessory STR,2,4,02/04/2020 11:59:59 PM,"(29.9490236169885, -90.1249540176286)",3663512.33,528972.08
642 N White St,642 N White St,Commercial STR,3,6,05/26/2020 11:59:59 PM,"(29.9709713455451, -90.0847208470797)",3676166.22,537089.7
3 Marlborough Gate Pl,3 Marlborough Gate Pl,Accessory STR,2,4,12/05/2020 11:59:59 PM,"(29.9345689903953, -90.1074720165193)",3669104.69,523774.64
2433 St Roch Ave,2433 St Roch Ave,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9828131794076, -90.0530033010645)",3686160.03,541506.65
1419 Constance St,1419 Constance St,Accessory STR,3,6,10/21/2020 11:59:59 PM,"(29.9356157682632, -90.0709931035791)",3680654.13,524280.73
5926 St Claude Ave Apt A,5926 St Claude Ave Apt A,Commercial STR,2,4,11/14/2020 11:59:59 PM,"(29.9601585641138, -90.0123873531431)",3699112.63,533414.57
141 Robert E. Lee Blvd. #288,141 Robert E. Lee Blvd. #288,Accessory STR,1,2,12/10/2020 11:59:59 PM,"(29.9997486748123, -90.0498384307136)",3687092.94,547676.25
709 Jackson Ave Apt 101 UNIT 203,709 Jackson Ave Apt 101 UNIT 203,Commercial STR,,,05/16/2020 11:59:59 PM,"(29.9267927285718, -90.0740479760577)",3679721.86,521061.71
925 Common St Unit 1107 UINT 1107,925 Common St Unit 1107 UINT 1107,Commercial STR,1,2,11/26/2020 11:59:59 PM,"(29.9537565168905, -90.0724464524771)",3680121.24,530872.3
1618 St Philip St,1618 St Philip St,Commercial STR,4,8,11/26/2020 11:59:59 PM,"(29.9659893307997, -90.0707933722152)",3680595.69,535326.37
1941 Marigny St,1941 Marigny St,Accessory STR,1,2,09/08/2020 11:59:59 PM,"(29.9776634185974, -90.0561062921831)",3685198.6,539623.04
1926 St Claude Ave,1926 St Claude Ave,Accessory STR,1,2,05/22/2020 02:06:22 PM,"(29.9681019420473, -90.0597156640024)",3684094.58,536133.41
720 First St,720 First St,Accessory STR,,,05/23/2020 11:59:59 PM,"(29.9250738950921, -90.077191960928)",3678732.87,520425.75
2513 Royal St Upper,2513 Royal St Upper,Commercial STR,2,4,08/08/2020 11:59:59 PM,"(29.9649787872782, -90.0514496706039)",3686724.41,535026.9
435 S Clark St,435 S Clark St,Accessory STR,3,6,10/01/2020 11:59:59 PM,"(29.9675569635647, -90.0982370812683)",3671900.29,535801.72
1405 Marigny St,1405 Marigny St,Accessory STR,2,4,05/23/2020 11:59:59 PM,"(29.9718720812801, -90.0555093722519)",3685411.06,537519.2
2610 Palmyra St,2610 Palmyra St,Accessory STR,3,6,11/11/2020 11:59:59 PM,"(29.9629853203803, -90.0878397016969)",3675210.34,534174.93
26300 Chef Menteur Hwy,26300 Chef Menteur Hwy,Commercial STR,3,6,10/21/2020 11:59:59 PM,"(30.1510112214579, -89.7378028164056)",3785088.67,603920.71
600 Canal St APT 300,600 Canal St APT 300,Commercial STR,2,4,10/09/2020 11:59:59 PM,"(29.9524583445912, -90.0684913859247)",3681378.86,530414.04
1919 Sophie Wright Pl Unit 9,1919 Sophie Wright Pl Unit 9,Commercial STR,1,2,05/28/2020 11:59:59 PM,"(29.9319265495559, -90.0746057507069)",3679524.68,522926.61
858 Wilson Dr,858 Wilson Dr,Accessory STR,1,2,11/21/2020 11:59:59 PM,"(29.9781079906242, -90.091146027451)",3674103.84,539662.75
1564 N Dorgenois St,1564 N Dorgenois St,Accessory STR,1,2,08/20/2020 11:59:59 PM,"(29.9779115106124, -90.0741304800102)",3679491.45,539650.1
201 Eleonore St,201 Eleonore St,Accessory STR,3,6,11/25/2020 11:59:59 PM,"(29.916065979663, -90.1212391345547)",3664815.52,516999.87
8417 Panola St,8417 Panola St,Accessory STR,1,2,12/10/2020 11:59:59 PM,"(29.9561700388834, -90.1258393533785)",3663204.58,531567.84
2626 Louisiana Ave,2626 Louisiana Ave,Commercial STR,2,4,08/01/2020 11:59:59 PM,"(29.9376920960083, -90.0963684679638)",3672609.16,524948.11
632 Deslonde Street,632 Deslonde Street,Accessory STR,2,4,02/05/2020 11:59:59 PM,"(29.9588546467334, -90.0256555575363)",3694916.83,532892.23
8640 Oak St Suite B,8640 Oak St Suite B,Commercial STR,,,07/02/2020 11:59:59 PM,"(29.9512209947265, -90.134768117079)",3660396.08,529738.49
3117 Touro St,3117 Touro St,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(29.9900885989852, -90.0608301143789)",3683652.94,544124.67
600 S Scott St,600 S Scott St,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.9686765658097, -90.102372797941)",3670586.48,536194.76
6084 St Anthony Ave,6084 St Anthony Ave,Temporary STR,2,4,06/18/2020 11:59:59 PM,"(30.0209684866038, -90.0660366774751)",3681880.64,555335.55
3100 Behrman Hwy,3100 Behrman Hwy,Temporary STR,3,6,10/02/2020 11:59:59 PM,"(29.9210550818056, -90.0270755405415)",3694623.9,519141.87
1234 Carondelet St,1234 Carondelet St,Commercial STR,2,4,08/27/2020 04:16:47 PM,"(29.9413221218362, -90.0754942230584)",3679205.77,526340.09
3413 Chartres St,3413 Chartres St,Accessory STR,2,4,07/01/2020 11:59:59 PM,"(29.9616600004119, -90.0416088681139)",3689853.84,533855.06
515 Short St Apt B,515 Short St Apt B,Accessory STR,1,2,07/25/2020 11:59:59 PM,"(29.9418004230795, -90.1337921533487)",3660741,526316.04
3104 Royal St,3104 Royal St,Accessory STR,2,4,11/01/2020 11:59:59 PM,"(29.9633492331508, -90.0452999968125)",3688678.2,534456.17
2106 Louisiana Ave,2106 Louisiana Ave,Commercial STR,2,4,10/24/2020 11:59:59 PM,"(29.9329529460633, -90.0939434514775)",3673395.83,523233.08
3720 Clermont Dr,3720 Clermont Dr,Accessory STR,1,2,11/10/2020 11:59:59 PM,"(29.9955813556308, -90.0547844819426)",3685544.36,546143.35
301 St Charles Ave Apt 502 unit 502,301 St Charles Ave Apt 502 unit 502,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9514503362973, -90.0702093630666)",3680838.88,530041.49
5408 Macarthur Blvd,5408 Macarthur Blvd,Temporary STR,4,8,11/25/2020 11:59:59 PM,"(29.9222299584039, -89.9973788617335)",3704025.68,519677.55
900 Bartholomew St Unit 520,900 Bartholomew St Unit 520,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636878405262, -90.0364352312632)",3691483.64,534610.96
4144 Cleveland Ave,4144 Cleveland Ave,Accessory STR,,,07/07/2020 11:59:59 PM,"(29.9742370198769, -90.1026366299556)",3670481.23,538215.86
3518 Blair St,3518 Blair St,Temporary STR,3,6,11/26/2020 11:59:59 PM,"(29.9167186867479, -89.9804880585331)",3709399.62,517736.25
701 S Peters St,701 S Peters St,Commercial STR,2,4,11/21/2020 11:59:59 PM,"(29.9460737042604, -90.0659883146047)",3682197.17,528101.11
1731 Louisiana Ave Apt A,1731 Louisiana Ave Apt A,Commercial STR,3,6,06/05/2020 11:59:59 PM,"(29.9299947214381, -90.0920538162485)",3674005.98,522163.84
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636928348741, -90.0364592641101)",3691476.01,534612.69
4760 Baccich St,4760 Baccich St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(30.0084480199516, -90.0479102691806)",3687667.74,550846.51
1411 St Bernard Ave,1411 St Bernard Ave,Commercial STR,3,6,11/26/2020 11:59:59 PM,"(29.9714078340393, -90.0645686730082)",3682544.74,537318.51
1201 Baronne St Unit 4,1201 Baronne St Unit 4,Commercial STR,1,2,08/12/2020 07:38:03 PM,"(29.9426198957459, -90.0765122991794)",3678878.17,526808.47
1036 Webster St,1036 Webster St,Accessory STR,3,6,12/11/2020 11:59:59 PM,"(29.92529031719, -90.1223978275304)",3664413.02,520350.3
"4962 Painters St New Orleans, LA 70122","4962 Painters St New Orleans, LA 70122",Accessory STR,,,05/30/2020 11:59:59 PM,"(30.0102617107127, -90.0529899071957)",3686052.74,551488.04
210 Harrison Avenue,210 Harrison Avenue,Commercial STR,3,6,10/23/2020 11:59:59 PM,"(30.004877645093, -90.1133001533831)",3666986.57,549321.92
719 France St,719 France St,Accessory STR,2,4,10/01/2020 11:59:59 PM,"(29.9614305907955, -90.0344451426292)",3692123.06,533797.28
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2020 11:59:59 PM,"(29.9468461203436, -90.0682539471998)",3681476.58,528374.06
4030 St Claude Ave,4030 St Claude Ave,Commercial STR,3,6,09/23/2020 11:59:59 PM,"(29.9652973383097, -90.0347039719659)",3692025.17,535202.44
934 Congress St,934 Congress St,Accessory STR,1,2,10/16/2020 11:59:59 PM,"(29.9649928332702, -90.0394503617904)",3690523.61,535074.71
5203 Laurel St,5203 Laurel St,Temporary STR,2,4,05/17/2020 12:00:00 AM,"(29.9185502531349, -90.1112244525317)",3667978.34,517936.94
