the_geom,OBJECTID,UNDERGROUND_TANK_SYSTEM_ID,UST_ID,FACILITY_NAME,APPROXIMATE_LOCATION_OF_TANK,FACILITY_ADDRESS,STREET_NAME,FACILITY_TANK_NUMBER,ORDINANCE_FOR_ROW,SOURCE,TCEQ_NUMBER,HYPERLINK_TO_COUNCIL_MINUTES,DATE,REMEDIATION_ATAUS,LOCATED_IN_RECHARGE_ZONE,PERMIT_STATUS,LEAKING_STORAGE_TANK_NUMBER,TANK_TYPE,TANK_SYSTEM_STATUS,HISTORICAL_RECORD,CONFIRMED_INSTALLED,COMMENTS
POINT (-97.7149243048 30.253583507559),383,383,H0481,M.A. Barr,,2607 E 1st St.,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88536,04/06/1950 12:00:00 AM +0000,,N,H,,private station,,Y,,
POINT (-97.740206431288 30.267479854644),218,218,H0045,,in roadway,300 E 6th,E 6th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89377,01/11/1917 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.739002293519 30.311967924322),565,565,H0537,Terminiz Company,,4326 Morning Side Dr,Morning Side,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88277,02/12/1953 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.713712293634 30.317492893657),598,598,H0610,Adela Rubiola,NW Corner,E 55th & Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44542,07/07/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.722362793573 30.261689142259),181,181,H0247,Gulf Refining Co.,NE corner,E 6th & Chicon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90447,12/27/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.709392162942 30.282322655482),712,712,H0608,Texas Quarries Inc,,1909 Alexander,Alexander,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44457,06/16/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.717830868842 30.254865745782),413,413,H0512,,,2328 E 1st St,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88126,06/28/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.727756970317 30.263356355336),65,65,H0157,W L Fallwell,,E 6th & Onion,,0,Yes,No Online Info Found,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89221,05/22/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.754385926689 30.268889483276),285,285,H0421,Boats & Motors Inc.,,906 W 3rd,W 3rd,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88620,06/12/1947 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.722736099697 30.283611923752),389,389,H0487,Austin Foundation Co.,,1803 Manor Rd,Manor,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88560,07/13/1950 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.728254799973 30.329435695458),582,582,H0592,United Sheet Metal Works,,1100 Koening,Koening,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44535,03/24/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.763322593854 30.236024890222),648,648,H0658,B.O. Doerfler,NE corner,Sacramento & S 1st,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44730,06/07/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.726850104837 30.325469170954),286,286,H0422,Jack Griffin,SW Corner,Stark & Georgetown,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88049,06/19/1947 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.716323387034 30.259312677146),989,990,H1007,,,2401 E 6th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=88993,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.729316644317 30.32990675049),757,757,H0714,Sinclair Refining,NE Corner,Koenig & Grover,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44494,12/19/1957 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.788160480764 30.230530780942),867,868,H0798,Humble Oil & Refining Co.,NW Corner,Ben White & Manchaca,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41342,08/04/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.749029271299 30.327364202834),795,795,H0844,Texaco Inc,SE Corner,Hancock & Bull Creek,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41221,08/10/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.718193470738 30.334385100501),808,808,H0856,B&B Electric Co.,,634 Canion,Canion,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=43077,01/04/1962 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.730571063315 30.264590548284),99,99,H0090,Columbian Refining Comp.,,E 6th & Waller,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90208,04/15/1920 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.706789205185 30.318181538564),695,695,H0832,Humble Oil & Refining Co.,SE Corner,Reinli & I-35,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41167,05/01/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.753683891795 30.239041499323),531,531,H0666,Continental Oil Comp.,NW corner,Oltorf & S Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44750,08/02/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.739046859167 30.323001742104),431,431,H0528,Basey Company,,5111 Burnett,Burnet,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88493,07/24/1952 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.746826428275 30.269065797573),530,530,H0565,Polar Ice Cream,,409 W 6th St,W 6th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88582,05/06/1954 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.732097797443 30.285537353635),57,57,H0149,J A Beck,,803 1/2 E 23rd,1/2 E 23rd,0,Yes,Council Reviewed,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89258,02/04/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.720999037163 30.273733817607),592,592,H0603,Alice T. King,NW Corner,E 12th & Salina,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44454,06/02/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.721954116785 30.262642708098),642,642,H0577,Jake Silberstein/Gulf Oil,NE corner,E 7th and Chicon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88431,09/02/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.740223063078 30.332413980985),559,559,H0530,Humble Oil & Refining Co.,SW Corner,Burnet and Northland,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88441,09/18/1952 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.714538318993 30.314832523871),261,261,H0396,Sinclair Refining,SE Corner,E 53 1/2 & Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88174,09/19/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.739920685908 30.328171809599),596,596,H0607,C.B. Smith,NW Corner,Lawnmont & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44454,06/02/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.718754705788 30.27403708265),331,331,H0316,E.R. Pils,,2000 E 12th,E 12th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90009,05/21/1931 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.723669903226 30.30364947358),526,526,H0662,J.F. Kramer,,612 E 43rd,E 43rd,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44734,06/28/1956 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.730256926033 30.262113294689),240,240,H0069,Oriental Oil Company,,E 4th St & Attayac,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90316,01/16/1919 12:00:00 AM +0000,,N,H,,Storage Tank,,Y,,
POINT (-97.754348877929 30.251654021998),149,149,H0292,Mary Dawson,NW Corner,Gibson & S 1st,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89316,06/05/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.727425995583 30.281842005359),352,352,H0211,JG Gamel,,2117 East Ave,East Ave,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89895,07/26/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Formerly AK Black Station
POINT (-97.723492763574 30.352386895334),815,815,H0862,Humble Oil & Refining Co.,SW corner,Anderson & Woodrow,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41252,03/01/1962 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.710993434472 30.256444832906),466,466,H0381,L.A. Preston,SE Corner,E 5th & Pleasant Valley,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88234,11/08/1945 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.733491293195 30.26529364257),188,188,H0253,Nassour Bros.,,901 E 6th,E 6th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90461,02/28/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.707807405799 30.31865783303),692,692,H0829,Texaco Inc,SW Corner,Reinli & I-35,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41204,03/23/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.738066120898 30.265583892332),478,478,H0433,A.E. Massengale,,505 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88657,12/04/1947 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.745684332762 30.268005937033),118,118,H0260,W.E. McCaleb,,W 5th & Lavaca,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90549,05/09/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.737831145431 30.345342744403),425,425,H0522,Pruett Stone Company,,6818 Burnet Rd,Burnet,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88467,04/10/1952 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.727324244924 30.282084554409),238,238,H0066,,under sidewalk,2203 East Ave,East Ave,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90304,01/02/1919 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.740119883818 30.330609573469),473,473,H0428,A.D. Carter,NW Corner,Shoalmont & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88650,10/16/1947 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.74266282593 30.295256330509),170,170,H0107,,,W 29th & Guadalupe,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88914,12/07/1922 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.685951062223 30.299695917854),868,869,H0799,Humble Oil & Refining Co.,NE Corner,E 51st & Manor,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41364,08/11/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.709472359436 30.350955221981),585,585,H0597,Alamo Boiler & Machine Works,,8150 N Lamar,N Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44440,04/14/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744301854013 30.26299293146),39,39,H0129,Davis Brothers,,99 Congress,Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89140,10/30/1924 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.721012892188 30.279666575802),62,62,H0155,HF Severn,,E 19th & Chicon,,0,Yes,Council Reviewed,0,http://www.cityofaustin.org/edims/document.cfm?id=89272,04/22/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741157507551 30.266468457885),242,242,H0072,,under sidewalk,217-219 E 5th,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90339,02/07/1919 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.786158049812 30.241045481677),779,779,H0737,Jimmie Farrell Electric Co.,,3318 S Lamar,S Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44772,09/11/1958 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.743533714018 30.276478497913),882,883,H0891,,,Guadalupe & W 14th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118278,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.766289913657 30.250366211715),458,458,H0373,Young and Pratt,,1818 Old Fredericksburg Rd,Old Fredericksburg Rd,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88275,05/04/1944 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744512625597 30.302728851744),611,611,H0532,Magnolia Petroleum,NE Corner,Lamar Blvd and 34th St,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88365,11/20/1952 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.738712972413 30.302113533544),946,947,H0929,,,3700 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118213,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.738080653209 30.302517223052),956,957,H0943,,,3715 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118477,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.721152284255 30.317594033715),641,641,H0576,Raymond Ramsey,SE Corner,Ave F and 53rd St,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88428,08/19/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.730278358786 30.35710753045),796,796,H0845,Tex Mart Realty,380 ft N of Anderson Ln,Burnet Rd,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41223,08/17/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741030927774 30.266360378383),417,417,H0516,Yellow Cab,,221 E 5th St,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88330,10/25/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.784627419134 30.295313037166),37,37,H0019,Lake Austin Navigation,,Lake Austin Navigation Co.,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89445,04/08/1915 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.742509601245 30.296125650293),931,932,H0899,,,2918 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118325,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.74149974591 30.297710293113),20,20,H0208,Ashford,,3016 Guadalupe,Guadalupe,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89811,07/05/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.722207569268 30.256161873913),190,190,H0255,Paul Koenig,,2015 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90542,03/28/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.738425541927 30.302746961732),146,146,H0289,E.P. James,,W 38th & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89313,05/17/1930 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Renovation
POINT (-97.759190237684 30.280407779975),893,894,H0927,,,1202 West Lynn,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118246,12/30/1899 12:00:00 AM +0000,,Y,H,,,,Y,,
POINT (-97.746340572731 30.300411303621),391,391,H0489,R E Leigh,NW corner,31st St and Lamar,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88561,07/20/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.669600630315 30.464603775661),2576,2592,03402,Sunbelt Rentals,,16316 N Ih 35,IH 35,,,,,,,,N,X,,,,N,,
POINT (-97.761610373923 30.256191915641),626,626,H0561,Jack Ritter Oil Co.,NW Corner,Lamar Blvd and Treadwell,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88571,03/18/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.754425018422 30.270031896631),506,506,H0459,Capital Foundation & Drilling,Enfield Tract,"W 5th, Enfiled Tract",,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88194,05/19/1949 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.72910091727 30.321144471176),522,522,H0475,Texas Oil Company,intersection,North Loop and Georgetown,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88531,03/16/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.715785092232 30.303894005074),493,493,H0447,Joe J. Daywood,NE Corner,E 45th & Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88682,07/29/1948 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.784366082082 30.295198899763),970,971,H0962,,,3825 Lake Austin Boulevard,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118550,12/30/1899 12:00:00 AM +0000,,Y,H,,,,Y,,
POINT (-97.725497955521 30.252302390745),366,366,H0224,F.A. Saxon,,52 E Lynn,E Lynn,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89898,08/16/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use/Pump Upgrade
POINT (-97.737672809549 30.265475604602),535,535,H0670,Yellow Cab,,507 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44504,09/27/1956 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.74020546284 30.299813241741),364,364,H0222,Cities Service Oil Co.,,W 33rd & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89898,08/16/1928 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.758242538669 30.26234724207),468,468,H0382,Ben H. Powell,NW Corner,Butler & Lamar,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88061,01/10/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.760296131391 30.272420381763),855,856,H0786,Austin Transit Co.,,1315 W 5th,W 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41317,03/03/1960 12:00:00 AM +0000,,Y,H,,Tank and pump,,Y,,Private use
POINT (-97.749004332422 30.25086461138),58,58,H0151,A A Eck,,1300 S Congress,S Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89262,02/25/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.738084262744 30.267670573252),436,436,H0499,Henry Knempel,SW Corner,Neches and 7th St,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88110,01/25/1951 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.698153925524 30.28943730015),804,804,H0852,Braniff Airways,,3600 Manor,Manor,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41163,11/02/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.717635733655 30.297346869445),424,424,H0521,Continental Oil Comp.,SE Corner,Wilshire and East Avenue,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88464,03/27/1952 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.735912013941 30.269370807498),397,397,H0383,Southland Ice Co.,Lot 2 Block 115,North Side of E 9th,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88138,01/31/1946 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.70271798809 30.256475457787),748,748,H0706,Hoffman Lumber Co.,,3511 E 7th,E 7th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44590,08/29/1957 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744399486964 30.263026167068),102,102,H0065,Oriental Oil Company,,1st & Congress,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90284,11/29/1918 12:00:00 AM +0000,,N,H,,Heating Oil Station,,Y,,
POINT (-97.751371064567 30.267743948483),747,747,H0705,C.B. Smith Motors,,301 West Ave,West Ave,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44590,08/29/1957 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.757646098585 30.307873902962),345,345,H0354,State Highway Dept.,,W 34th & Missouri Pacific RR,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88827,05/18/1933 12:00:00 AM +0000,,Y,H,,Tank and pump,,Y,,Private use
POINT (-97.738294389321 30.263103339217),726,726,H0644,Superior Daries,,201-203 Red River,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44684,01/12/1956 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
