Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
11/17/2018,FINANCE,FINANCE,566,17,3.0,13411.99
11/17/2018,PROCUREMENT SERV,PROCUREMENT,90,4,4.4,1372.06
11/17/2018,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,206,1,0.5,120.00
11/17/2018,POLICE,POLICE,13957,135,1.0,79106.18
11/17/2018,COMMISSION ON HUMAN RELATIONS,HR,17,0,0.0,0.00
11/17/2018,CHICAGO PARK DISTRICT,CPDT,5485,294,5.4,241865.53
11/17/2018,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,1,3.4,200.00
11/17/2018,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,4,3.3,9024.17
11/17/2018,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0.0,0.00
11/17/2018,WATER MANAGEMENT,WATER,1919,73,3.8,39247.56
11/17/2018,HUMAN RESOURCES,HUMANRESOURCES,75,0,0.0,0.00
11/17/2018,CHICAGO PUBLIC LIBRARY,CPL,1003,15,1.5,9449.66
11/17/2018,FIRE DEPARTMENT,CFD,4696,190,4.0,125376.56
11/24/2018,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,10,1.6,3587.73
11/24/2018,LAW,LAW,386,4,1.0,1249.61
11/24/2018,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0.0,0.00
11/24/2018,DOIT,DOIT,102,2,2.0,276.40
11/24/2018,FIRE DEPARTMENT,CFD,4696,188,4.0,124001.45
11/24/2018,CITY COUNCIL,COUNCIL,421,19,4.5,27784.19
11/24/2018,CHICAGO TRANSIT AUTHORITY,CTA,11057,2297,20.8,2238040.33
11/24/2018,CITY CLERK,CLERK,90,0,0.0,0.00
11/24/2018,OFFICE OF THE MAYOR,MAYOR,94,1,1.1,308.86
11/24/2018,CHICAGO PUBLIC LIBRARY,CPL,1003,12,1.2,8366.39
11/24/2018,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,8624.17
11/24/2018,POLICE,POLICE,13957,113,0.8,72436.72
11/24/2018,FLEET AND FACILITY MGMT,FLEETFM,975,31,3.2,20887.65
11/24/2018,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,206,1,0.5,120.00
11/24/2018,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,1,3.4,200.00
11/24/2018,STREETS AND SANITATION,STREETSAN,2085,89,4.3,50737.53
11/24/2018,TRANSPORTATION,TRANS,1221,45,3.7,15585.96
11/24/2018,AVIATION,AVIATION,1480,44,3.0,14550.42
11/24/2018,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
11/24/2018,CITY COLLEGES OF CHICAGO,CCC,4933,254,5.1,167351.36
11/24/2018,ADMINISTRATIVE HEARING,AHMS,35,3,8.6,1362.87
11/24/2018,PROCUREMENT SERV,PROCUREMENT,90,4,4.4,1372.06
11/24/2018,BUILDINGS,BUILDINGS,267,2,0.7,320.00
11/24/2018,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0.0,0.00
11/24/2018,COMMISSION ON HUMAN RELATIONS,HR,17,0,0.0,0.00
11/24/2018,BUS AFFAIRS AND CONSUMER PROT,BACP,168,1,0.6,150.00
11/24/2018,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
11/24/2018,WATER MANAGEMENT,WATER,1919,69,3.6,38231.76
11/24/2018,HUMAN RESOURCES,HUMANRESOURCES,75,0,0.0,0.00
11/24/2018,CHICAGO HOUSING AUTHORITY,CHA,569,24,4.2,16962.78
11/24/2018,FINANCE,FINANCE,566,16,2.8,8756.00
11/24/2018,PUBLIC HEALTH,HEALTH,480,10,2.1,5515.02
11/24/2018,CHICAGO PARK DISTRICT,CPDT,5485,196,3.6,148023.19
11/24/2018,CHICAGO BOARD OF EDUCATION,CBOE,46110,3123,6.8,2496899.06
11/24/2018,CITY TREASURER,TREASURER,28,0,0.0,0.00
11/24/2018,OFFICE OF EMERGENCY MGMT & COM,OEMC,2026,135,6.7,148811.32
11/24/2018,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,2,1.9,5739.29
12/01/2018,CHICAGO BOARD OF EDUCATION,CBOE,46110,3045,6.6,2424659.46
12/01/2018,FINANCE,FINANCE,566,10,1.8,6946.36
12/01/2018,OFFICE OF BUDGET & MANAGEMENT,OBM,47,0,0.0,0.00
12/01/2018,CHICAGO PUBLIC LIBRARY,CPL,1003,10,1.0,8099.99
12/01/2018,FIRE DEPARTMENT,CFD,4696,187,4.0,122110.18
12/01/2018,PUBLIC HEALTH,HEALTH,480,5,1.0,2875.44
12/01/2018,OFFICE OF EMERGENCY MGMT & COM,OEMC,2026,123,6.1,126029.56
12/01/2018,OFFICE OF THE MAYOR,MAYOR,94,0,0.0,0.00
12/01/2018,HUMAN RESOURCES,HUMANRESOURCES,75,0,0.0,0.00
12/01/2018,CITY COUNCIL,COUNCIL,421,19,4.5,27786.86
12/01/2018,COMMISSION ON HUMAN RELATIONS,HR,17,0,0.0,0.00
12/01/2018,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,6,0.9,1420.47
12/01/2018,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
12/01/2018,POLICE,POLICE,13957,96,0.7,70448.67
12/01/2018,LAW,LAW,386,4,1.0,1049.61
12/01/2018,CULTURAL AFFAIRS,CA,77,0,0.0,0.00
12/01/2018,CITY CLERK,CLERK,90,0,0.0,0.00
12/01/2018,CHICAGO HOUSING AUTHORITY,CHA,569,24,4.2,16966.41
12/01/2018,WATER MANAGEMENT,WATER,1919,49,2.6,31401.84
12/01/2018,PROCUREMENT SERV,PROCUREMENT,90,3,3.3,1312.00
12/01/2018,DOIT,DOIT,102,2,2.0,276.40
12/01/2018,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,8136.17
12/01/2018,CHICAGO TRANSIT AUTHORITY,CTA,11057,2291,20.7,2218971.65
12/01/2018,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,206,1,0.5,120.00
12/01/2018,BUS AFFAIRS AND CONSUMER PROT,BACP,168,0,0.0,0.00
12/01/2018,ADMINISTRATIVE HEARING,AHMS,35,2,5.7,729.20
12/01/2018,AVIATION,AVIATION,1480,38,2.6,13980.62
12/01/2018,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,1,3.4,200.00
12/01/2018,TRANSPORTATION,TRANS,1221,34,2.8,12557.27
12/01/2018,CHICAGO PARK DISTRICT,CPDT,5485,185,3.4,143297.15
12/01/2018,STREETS AND SANITATION,STREETSAN,2085,79,3.8,43601.66
12/01/2018,CITY TREASURER,TREASURER,28,0,0.0,0.00
12/01/2018,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,2,1.9,5739.29
12/01/2018,FLEET AND FACILITY MGMT,FLEETFM,975,21,2.2,16412.37
12/01/2018,CITY COLLEGES OF CHICAGO,CCC,4933,251,5.1,168584.87
12/01/2018,BUILDINGS,BUILDINGS,267,2,0.7,288.01
12/01/2018,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0.0,0.00
12/08/2018,CITY TREASURER,TREASURER,28,0,0.0,0.00
12/08/2018,CHICAGO TRANSIT AUTHORITY,CTA,11057,2275,20.6,2196855.71
12/08/2018,AVIATION,AVIATION,1643,31,1.9,11185.43
12/08/2018,CHICAGO BOARD OF EDUCATION,CBOE,46110,3004,6.5,2394205.65
12/08/2018,DOIT,DOIT,102,2,2.0,276.40
12/08/2018,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,652,4,0.6,980.47
12/08/2018,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,2,1.9,5739.29
12/08/2018,TRANSPORTATION,TRANS,1207,11,0.9,5690.20
12/08/2018,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,208,0,0.0,0.00
12/08/2018,CHICAGO HOUSING AUTHORITY,CHA,569,21,3.7,13902.27
12/08/2018,BUILDINGS,BUILDINGS,266,3,1.1,2439.82
12/08/2018,OFFICE OF THE MAYOR,MAYOR,94,0,0.0,0.00
12/08/2018,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
12/08/2018,BUS AFFAIRS AND CONSUMER PROT,BACP,168,0,0.0,0.00
12/08/2018,CITY COUNCIL,COUNCIL,420,19,4.5,27609.77
12/08/2018,PUBLIC HEALTH,HEALTH,485,4,0.8,2582.64
12/08/2018,WATER MANAGEMENT,WATER,1938,25,1.3,16804.89
12/08/2018,POLICE,POLICE,14128,72,0.5,71916.36
12/08/2018,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,131,2,1.5,8036.17
12/08/2018,CULTURAL AFFAIRS,CA,78,0,0.0,0.00
12/08/2018,FINANCE,FINANCE,555,4,0.7,2820.00
12/08/2018,OFFICE OF EMERGENCY MGMT & COM,OEMC,2002,99,4.9,92312.47
12/08/2018,ADMINISTRATIVE HEARING,AHMS,38,2,5.3,733.45
12/08/2018,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0.0,0.00
12/08/2018,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
12/08/2018,FLEET AND FACILITY MGMT,FLEETFM,981,20,2.0,16212.37
12/08/2018,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0.0,0.00
12/08/2018,CITY COLLEGES OF CHICAGO,CCC,4933,249,5.0,171692.48
12/08/2018,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,1,3.4,200.00
12/08/2018,FIRE DEPARTMENT,CFD,4530,179,4.0,99321.21
12/08/2018,CHICAGO PUBLIC LIBRARY,CPL,996,8,0.8,7937.53
12/08/2018,PROCUREMENT SERV,PROCUREMENT,92,1,1.1,1000.00
12/08/2018,CITY CLERK,CLERK,91,0,0.0,0.00
12/08/2018,COMMISSION ON HUMAN RELATIONS,HR,17,0,0.0,0.00
12/08/2018,CHICAGO PARK DISTRICT,CPDT,5485,174,3.2,139434.40
12/08/2018,LAW,LAW,388,3,0.8,906.90
12/08/2018,STREETS AND SANITATION,STREETSAN,2202,63,2.9,33671.63
03/05/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
03/05/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,1815.60
03/05/2019,AVIATION,AVIATION,1665,61,3.7,29537.00
03/05/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,2,1.2,494.00
03/05/2019,BUILDINGS,BUILDINGS,267,3,1.1,2303.50
03/05/2019,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
03/05/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,3256,7.1,2667566.40
03/05/2019,CITY COLLEGES OF CHICAGO,CCC,4972,283,5.7,196859.40
03/05/2019,FIRE DEPARTMENT,CFD,4540,198,4.4,81735.60
03/05/2019,CHICAGO HOUSING AUTHORITY,CHA,592,34,5.7,24639.00
03/05/2019,CITY CLERK,CLERK,92,0,0.0,0.00
03/05/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,4,2.6,970.00
03/05/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,1770.00
03/05/2019,CITY COUNCIL,COUNCIL,413,14,3.4,4883.00
03/05/2019,CHICAGO PARK DISTRICT,CPDT,3072,181,5.9,180598.20
03/05/2019,CHICAGO PUBLIC LIBRARY,CPL,975,13,1.3,5607.40
03/05/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2466,22.3,2728614.30
03/05/2019,DOIT,DOIT,102,0,0.0,0.00
03/05/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
03/05/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
03/05/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,17,2.7,6301.50
03/05/2019,FINANCE,FINANCE,552,9,1.6,6591.00
03/05/2019,FLEET AND FACILITY MGMT,FLEETFM,981,25,2.5,12931.20
03/05/2019,PUBLIC HEALTH,HEALTH,481,12,2.5,6587.20
03/05/2019,HOUSING,HOUSING,59,0,0.0,0.00
03/05/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
03/05/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
03/05/2019,LAW,LAW,389,7,1.8,1641.30
03/05/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0.0,0.00
03/05/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0.0,0.00
03/05/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
03/05/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,133,6.7,103214.70
03/05/2019,POLICE,POLICE,14137,184,1.3,107889.20
03/05/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0.0,0.00
03/05/2019,STREETS AND SANITATION,STREETSAN,2191,112,5.1,78369.50
03/05/2019,TRANSPORTATION,TRANS,1144,52,4.5,26092.60
03/05/2019,CITY TREASURER,TREASURER,25,0,0.0,0.00
03/05/2019,WATER MANAGEMENT,WATER,1898,75,4.0,29947.50
03/09/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
03/09/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,1815.60
03/09/2019,AVIATION,AVIATION,1665,49,2.9,22839.10
03/09/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,2,1.2,494.00
03/09/2019,BUILDINGS,BUILDINGS,267,1,0.4,350.00
03/09/2019,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
03/09/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,3126,6.8,2553411.20
03/09/2019,CITY COLLEGES OF CHICAGO,CCC,4972,280,5.6,192947.20
03/09/2019,FIRE DEPARTMENT,CFD,4540,184,4.1,76835.90
03/09/2019,CHICAGO HOUSING AUTHORITY,CHA,592,32,5.4,24139.70
03/09/2019,CITY CLERK,CLERK,92,0,0.0,0.00
03/09/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,3,1.9,770.00
03/09/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,1770.00
03/09/2019,CITY COUNCIL,COUNCIL,413,13,3.1,4683.00
03/09/2019,CHICAGO PARK DISTRICT,CPDT,3072,168,5.5,163329.90
03/09/2019,CHICAGO PUBLIC LIBRARY,CPL,975,5,0.5,870.90
03/09/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2441,22.1,2687975.70
03/09/2019,DOIT,DOIT,102,0,0.0,0.00
03/09/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
03/09/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
03/09/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,10,1.6,2520.20
03/09/2019,FINANCE,FINANCE,552,7,1.3,5539.60
03/09/2019,FLEET AND FACILITY MGMT,FLEETFM,981,22,2.2,11724.10
03/09/2019,PUBLIC HEALTH,HEALTH,481,13,2.7,6738.60
03/09/2019,HOUSING,HOUSING,59,0,0.0,0.00
03/09/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
03/09/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
03/09/2019,LAW,LAW,389,7,1.8,1641.30
03/09/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0.0,0.00
03/09/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0.0,0.00
03/09/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
03/09/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,125,6.3,92664.20
03/09/2019,POLICE,POLICE,14137,116,0.8,86234.00
03/09/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0.0,0.00
03/09/2019,STREETS AND SANITATION,STREETSAN,2191,106,4.8,75513.20
03/09/2019,TRANSPORTATION,TRANS,1144,45,3.9,23729.50
03/09/2019,CITY TREASURER,TREASURER,25,0,0.0,0.00
03/09/2019,WATER MANAGEMENT,WATER,1898,72,3.8,29539.60
03/16/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
03/16/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,1815.60
03/16/2019,AVIATION,AVIATION,1665,43,2.6,18976.80
03/16/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,2,1.2,494.00
03/16/2019,BUILDINGS,BUILDINGS,267,1,0.4,350.00
03/16/2019,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
03/16/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,3051,6.6,2489782.80
03/16/2019,CITY COLLEGES OF CHICAGO,CCC,4972,278,5.6,188952.70
03/16/2019,FIRE DEPARTMENT,CFD,4540,178,3.9,74284.00
03/16/2019,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,21170.10
03/16/2019,CITY CLERK,CLERK,92,0,0.0,0.00
03/16/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,2,1.3,650.00
03/16/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,1720.00
03/16/2019,CITY COUNCIL,COUNCIL,413,13,3.1,4683.00
03/16/2019,CHICAGO PARK DISTRICT,CPDT,3072,151,4.9,153178.50
03/16/2019,CHICAGO PUBLIC LIBRARY,CPL,975,5,0.5,870.90
03/16/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2420,21.9,2670406.20
03/16/2019,DOIT,DOIT,102,0,0.0,0.00
03/16/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
03/16/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
03/16/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,9,1.4,2299.50
03/16/2019,FINANCE,FINANCE,552,5,0.9,5225.70
03/16/2019,FLEET AND FACILITY MGMT,FLEETFM,981,15,1.5,8431.80
03/16/2019,PUBLIC HEALTH,HEALTH,481,12,2.5,6395.00
03/16/2019,HOUSING,HOUSING,59,0,0.0,0.00
03/16/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
03/16/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
03/16/2019,LAW,LAW,389,7,1.8,1641.30
03/16/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0.0,0.00
03/16/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0.0,0.00
03/16/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
03/16/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,112,5.7,87260.10
03/16/2019,POLICE,POLICE,14137,78,0.6,73158.70
03/16/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0.0,0.00
03/16/2019,STREETS AND SANITATION,STREETSAN,2191,84,3.8,68752.60
03/16/2019,TRANSPORTATION,TRANS,1144,39,3.4,20267.70
03/16/2019,CITY TREASURER,TREASURER,25,0,0.0,0.00
03/16/2019,WATER MANAGEMENT,WATER,1898,61,3.2,27430.80
03/23/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
03/23/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,1815.60
03/23/2019,AVIATION,AVIATION,1665,39,2.3,17340.80
03/23/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,2,1.2,494.00
03/23/2019,BUILDINGS,BUILDINGS,267,0,0.0,0.00
03/23/2019,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
03/23/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,2974,6.5,2417345.90
03/23/2019,CITY COLLEGES OF CHICAGO,CCC,4972,271,5.5,186467.80
03/23/2019,FIRE DEPARTMENT,CFD,4540,167,3.7,68098.20
03/23/2019,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,20982.20
03/23/2019,CITY CLERK,CLERK,92,0,0.0,0.00
03/23/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,2,1.3,650.00
03/23/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,1720.00
03/23/2019,CITY COUNCIL,COUNCIL,413,12,2.9,4006.70
03/23/2019,CHICAGO PARK DISTRICT,CPDT,3072,134,4.4,136006.10
03/23/2019,CHICAGO PUBLIC LIBRARY,CPL,975,4,0.4,670.90
03/23/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2406,21.8,2663814.00
03/23/2019,DOIT,DOIT,102,0,0.0,0.00
03/23/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
03/23/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
03/23/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,6,0.9,1561.10
03/23/2019,FINANCE,FINANCE,552,4,0.7,4012.40
03/23/2019,FLEET AND FACILITY MGMT,FLEETFM,981,13,1.3,7807.60
03/23/2019,PUBLIC HEALTH,HEALTH,481,10,2.1,6119.00
03/23/2019,HOUSING,HOUSING,59,0,0.0,0.00
03/23/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
03/23/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
03/23/2019,LAW,LAW,389,6,1.5,1563.30
03/23/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0.0,0.00
03/23/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0.0,0.00
03/23/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
03/23/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,99,5.0,83737.60
03/23/2019,POLICE,POLICE,14137,48,0.3,60877.70
03/23/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0.0,0.00
03/23/2019,STREETS AND SANITATION,STREETSAN,2191,71,3.2,38670.70
03/23/2019,TRANSPORTATION,TRANS,1144,34,3.0,21367.60
03/23/2019,CITY TREASURER,TREASURER,25,0,0.0,0.00
03/23/2019,WATER MANAGEMENT,WATER,1898,48,2.5,22389.10
03/30/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
03/30/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,1815.60
03/30/2019,AVIATION,AVIATION,1665,31,1.9,14248.40
03/30/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,1,0.6,250.00
03/30/2019,BUILDINGS,BUILDINGS,267,0,0.0,0.00
03/30/2019,CULTURAL AFFAIRS,CA,76,0,0.0,0.00
03/30/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,2906,6.3,2378355.70
03/30/2019,CITY COLLEGES OF CHICAGO,CCC,4972,272,5.5,187396.20
03/30/2019,FIRE DEPARTMENT,CFD,4540,138,3.0,41747.20
03/30/2019,CHICAGO HOUSING AUTHORITY,CHA,592,31,5.2,22115.70
03/30/2019,CITY CLERK,CLERK,92,0,0.0,0.00
03/30/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,2,1.3,650.00
03/30/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,350.00
03/30/2019,CITY COUNCIL,COUNCIL,413,5,1.2,2476.10
03/30/2019,CHICAGO PARK DISTRICT,CPDT,3072,118,3.8,128321.90
03/30/2019,CHICAGO PUBLIC LIBRARY,CPL,975,3,0.3,270.90
03/30/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2394,21.7,2643941.80
03/30/2019,DOIT,DOIT,102,0,0.0,0.00
03/30/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
03/30/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
03/30/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,2,0.3,310.00
03/30/2019,FINANCE,FINANCE,552,4,0.7,4016.80
03/30/2019,FLEET AND FACILITY MGMT,FLEETFM,981,9,0.9,6779.80
03/30/2019,PUBLIC HEALTH,HEALTH,481,4,0.8,1030.60
03/30/2019,HOUSING,HOUSING,59,0,0.0,0.00
03/30/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
03/30/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0.0,0.00
03/30/2019,LAW,LAW,389,4,1.0,1243.30
03/30/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0.0,0.00
03/30/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0.0,0.00
03/30/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0.0,0.00
03/30/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,1973,92,4.7,80657.10
03/30/2019,POLICE,POLICE,14137,40,0.3,56338.20
03/30/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0.0,0.00
03/30/2019,STREETS AND SANITATION,STREETSAN,2191,61,2.8,31818.40
03/30/2019,TRANSPORTATION,TRANS,1144,11,1.0,8001.50
03/30/2019,CITY TREASURER,TREASURER,25,0,0.0,0.00
03/30/2019,WATER MANAGEMENT,WATER,1898,21,1.1,9826.50
04/06/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0.0,0.00
04/06/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0.0,0.00
04/06/2019,AVIATION,AVIATION,1670,29,1.7,12939.10
04/06/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530.00
04/06/2019,BUILDINGS,BUILDINGS,269,1,0.4,757.50
04/06/2019,CULTURAL AFFAIRS,CA,75,0,0.0,0.00
04/06/2019,CHICAGO BOARD OF EDUCATION,CBOE,45919,2899,6.3,2370160.20
04/06/2019,CITY COLLEGES OF CHICAGO,CCC,4972,272,5.5,184016.00
04/06/2019,FIRE DEPARTMENT,CFD,4631,134,2.9,40950.80
04/06/2019,CHICAGO HOUSING AUTHORITY,CHA,592,31,5.2,20091.80
04/06/2019,CITY CLERK,CLERK,94,0,0.0,0.00
04/06/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0.0,0.00
04/06/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,1,0.8,745.20
04/06/2019,CITY COUNCIL,COUNCIL,377,4,1.1,1712.80
04/06/2019,CHICAGO PARK DISTRICT,CPDT,3072,101,3.3,118176.50
04/06/2019,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.90
04/06/2019,CHICAGO TRANSIT AUTHORITY,CTA,11056,2386,21.6,2631661.00
04/06/2019,DOIT,DOIT,100,0,0.0,0.00
04/06/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0.0,0.00
04/06/2019,BOARD OF ETHICS,ETHICS,8,0,0.0,0.00
04/06/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,2,0.3,310.00
04/06/2019,FINANCE,FINANCE,586,7,1.2,4763.80
04/06/2019,FLEET AND FACILITY MGMT,FLEETFM,970,0,0.0,0.00
04/06/2019,PUBLIC HEALTH,HEALTH,477,1,0.2,20.00
04/06/2019,HOUSING,HOUSING,59,0,0.0,0.00
04/06/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0.0,0.00
04/06/2019,HUMAN RESOURCES,HUMANRESOURCES,79,0,0.0,0.00
04/06/2019,LAW,LAW,400,0,0.0,0.00
04/06/2019,OFFICE OF THE MAYOR,MAYOR,76,0,0.0,0.00
04/06/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0.0,0.00
