File Number,Date,Source,Allegation,Status,Finding
19-0255,12/23/2019,External,Neglect of Duty/Unsatisfactory Performance,Active,
18-0165,09/20/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
18-0165,09/20/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
19-0209,10/21/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0258,12/30/2019,External,Conduct Unbecoming,Active,
19-0111,07/16/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
19-0258,12/30/2019,External,Abuse of Authority,Active,
19-0112,07/17/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0258,12/30/2019,External,Conformance to Law,Active,
19-0112,07/17/2019,External,Conduct Unbecoming,Completed,No Corrective Action Tak
19-0168,09/12/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
19-0081,04/30/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0167,09/12/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
19-0260,12/31/2019,External,Conformance to Law,Completed,Declined
19-0260,12/31/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
19-0257,12/30/2019,External,Neglect of Duty/Unsatisfactory Performance,Active,
19-0209,10/21/2019,External,Courtesy,Completed,Corrective Action Taken
19-0158,09/05/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0042,02/21/2020,External,Conformance to Law,Completed,Declined
20-0051,02/25/2020,External,Conformance to Law,Active,
20-0002,01/23/2020,External,Courtesy,Completed,Corrective Action Taken
20-0043,02/21/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0040,02/21/2020,Internal,Secondary Employment,Active,
19-0264,01/14/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0246,12/10/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0260,12/31/2019,External,Use of Force,Completed,Declined
19-0157,09/05/2019,Internal,Abuse of Authority,Completed,Declined
19-0246,12/10/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0169,09/12/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
19-0037,02/28/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0257,12/30/2019,External,Use of Force,Active,
19-0189,10/14/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0257,12/30/2019,External,Conformance to Law,Active,
19-0242,12/05/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0242,12/05/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
17-0010,01/19/2017,External,Conduct Unbecoming,Completed,Sustained
17-0010,01/19/2017,External,Compliance with Orders,Completed,Sustained
17-0125,06/02/2017,Internal,Untruthful Statements,Completed,Sustained
16-0027,02/10/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
19-0248,12/12/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
16-0260,10/27/2016,Internal,Conduct Unbecoming,Completed,Sustained
17-0125,06/02/2017,Internal,Abuse of Process,Completed,Sustained
17-0261,11/13/2017,External,Integrity Of report Sys,Completed,Administrative Closure
16-0027,02/10/2016,Internal,Conformance to Law,Completed,Administrative Closure
17-0125,06/02/2017,Internal,Conformance to Law,Completed,Sustained
17-0125,06/02/2017,Internal,Conduct Unbecoming,Completed,Sustained
19-0128,07/30/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
17-0246,10/30/2017,Internal,Use of Force,Completed,Sustained
19-0041,03/14/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0134,08/07/2018,Internal,Conformance to Law,Completed,Sustained
16-0249,10/18/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Insufficent Evidence
16-0249,10/18/2016,Internal,Conduct Unbecoming,Completed,Sustained
19-0031,02/22/2019,Internal,Conduct Unbecoming,Active,
19-0220,11/05/2019,External,Conformance to Law,Completed,Corrective Action Taken
18-0248,01/03/2019,External,Conduct Unbecoming,Completed,Exonerated
18-0248,01/03/2019,External,Conformance to Law,Completed,Administrative Closure
19-0244,12/05/2019,External,Conformance to Law,Completed,No Corrective Action Tak
18-0248,01/03/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
19-0216,10/30/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0241,12/03/2019,External,Conformance to Law,Completed,Corrective Action Taken
19-0262,01/13/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
19-0181,10/08/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0099,06/18/2019,External,Conformance to Law,Completed,Corrective Action Taken
19-0031,02/22/2019,Internal,Maintenance of Property,Active,
19-0216,10/30/2019,External,Courtesy,Completed,Corrective Action Taken
19-0202,10/17/2019,External,Courtesy,Completed,Corrective Action Taken
19-0031,02/22/2019,Internal,Untruthful Statements,Active,
19-0202,10/17/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0248,01/03/2019,External,Use of Force,Completed,Unfounded
18-0248,01/03/2019,External,Conformance to Law,Completed,Sustained
19-0216,10/30/2019,External,Conformance to Law,Completed,No Corrective Action Tak
18-0248,01/03/2019,External,Maintenance of Property,Completed,Administrative Closure
18-0134,08/07/2018,Internal,Att to Duty/Use Alch-Drugs,Completed,Sustained
19-0241,12/03/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0181,10/08/2019,External,Courtesy,Completed,Corrective Action Taken
19-0216,10/30/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0244,12/05/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0032,02/22/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0265,01/21/2020,External,Conduct Unbecoming,Active,
19-0207,10/21/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0207,10/21/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0188,10/14/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0207,10/21/2019,External,Courtesy,Completed,No Corrective Action Tak
19-0253,12/17/2019,External,Conformance to Law,Completed,Corrective Action Taken
20-0005,01/23/2020,External,Abuse of Process,Active,
19-0243,12/05/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
20-0003,01/23/2020,Internal,Untruthful Statements,Active,
20-0003,01/23/2020,Internal,Conformance to Law,Active,
19-0253,12/17/2019,External,Carry Credent/Identification,Completed,Corrective Action Taken
19-0243,12/05/2019,External,Conformance to Law,Completed,No Corrective Action Tak
20-0003,01/23/2020,Internal,Conduct Unbecoming,Active,
19-0211,10/23/2019,External,Conformance to Law,Completed,No Corrective Action Tak
19-0238,11/26/2019,External,Conformance to Law,Completed,Corrective Action Taken
19-0239,11/26/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0238,11/26/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
20-0003,01/23/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Active,
20-0004,01/23/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
20-0005,01/23/2020,External,Conformance to Law,Active,
19-0211,10/23/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0265,01/21/2020,External,Conformance to Law,Active,
19-0253,12/17/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0206,10/30/2018,Internal,Untruthful Statements,Active,Administrative Closure
18-0152,09/04/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
20-0021,01/29/2020,Internal,Untruthful Statements,Active,
20-0008,01/24/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Active,
20-0014,01/27/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0018,01/28/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0021,01/29/2020,Internal,Conformance to Law,Active,
20-0015,01/27/2020,External,Use of Force,Completed,Declined
20-0017,01/28/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0021,01/29/2020,Internal,Conduct Unbecoming,Active,
20-0021,01/29/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Active,
19-0232,11/19/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
20-0016,01/27/2020,External,Conduct Unbecoming,Completed,Declined
20-0020,01/29/2020,External,Conduct Unbecoming,Completed,Declined
19-0232,11/19/2019,External,Conformance to Law,Completed,No Corrective Action Tak
20-0019,01/29/2020,External,Conformance to Law,Completed,Declined
20-0014,01/27/2020,External,Use of Force,Completed,Declined
19-0256,12/24/2019,External,Conformance to Law,Completed,Corrective Action Taken
20-0023,02/03/2020,Internal,Conformance to Law,Active,
18-0218,11/20/2018,Internal,Conformance to Law,Completed,Administrative Closure
20-0022,02/03/2020,External,Courtesy,Active,
20-0027,02/05/2020,External,Conformance to Law,Active,
20-0028,02/05/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
19-0259,12/31/2019,External,Courtesy,Completed,Corrective Action Taken
19-0235,11/19/2019,Internal,Conformance to Law,Completed,Corrective Action Taken
20-0022,02/03/2020,External,Conformance to Law,Active,
20-0023,02/03/2020,Internal,Abuse of Process,Active,
19-0183,10/08/2019,External,Courtesy,Completed,No Corrective Action Tak
19-0235,11/19/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0218,11/20/2018,Internal,Conduct Unbecoming,Completed,Administrative Closure
20-0022,02/03/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
19-0259,12/31/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0259,12/31/2019,External,Conformance to Law,Completed,Corrective Action Taken
20-0023,02/03/2020,Internal,Conduct Unbecoming,Active,
19-0247,12/10/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
20-0022,02/03/2020,External,Conduct Unbecoming,Active,
20-0030,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
19-0045,03/26/2019,Internal,Punctuality,Completed,Administrative Closure
20-0029,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
20-0030,02/10/2020,External,Conformance to Law,Active,
19-0045,03/26/2019,Internal,Conformance to Law,Completed,Administrative Closure
19-0045,03/26/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
20-0034,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0035,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0029,02/10/2020,External,Untruthful Statements,Active,
20-0036,02/11/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
18-0044,03/14/2018,Internal,Use of Force,Completed,Sustained
16-0322,01/05/2017,External,Conduct Unbecoming,Completed,Sustained
20-0038,02/13/2020,Internal,Use of Force,Active,
20-0033,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0011,01/27/2020,External,Conformance to Law,Completed,Corrective Action Taken
17-0262,11/13/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
18-0030,02/21/2018,External,Conformance to Law,Completed,Administrative Closure
20-0031,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
18-0030,02/21/2018,External,Conduct Unbecoming,Completed,Administrative Closure
19-0261,01/07/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0261,01/07/2020,External,Courtesy,Completed,Corrective Action Taken
20-0013,01/27/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
20-0025,02/04/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0105,06/26/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0155,09/04/2019,Internal,Conduct Unbecoming,Completed,Corrective Action Taken
19-0263,01/14/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
19-0264,01/14/2020,External,Carry Credent/Identification,Completed,Corrective Action Taken
20-0010,01/24/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
20-0039,02/21/2020,Internal,Conduct Unbecoming,Active,
20-0050,02/25/2020,External,Neglect of Duty/Unsatisfactory Performance,Active,
19-0263,01/14/2020,External,Courtesy,Completed,Corrective Action Taken
19-0105,06/26/2019,Internal,Compliance with Orders,Completed,Corrective Action Taken
18-0216,11/19/2018,Internal,Conformance to Law,Completed,Exonerated
19-0155,09/04/2019,Internal,Compliance with Orders,Completed,Corrective Action Taken
20-0039,02/21/2020,Internal,Conformance to Law,Active,
19-0263,01/14/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
19-0155,09/04/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
20-0052,02/25/2020,External,Conformance to Law,Active,
20-0032,02/10/2020,External,Carry Credent/Identification,Completed,No Corrective Action Tak
19-0263,01/14/2020,External,Courtesy,Completed,No Corrective Action Tak
20-0040,02/21/2020,Internal,Conformance to Law,Active,
19-0012,01/24/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
18-0216,11/19/2018,Internal,Conformance to Law,Completed,Administrative Closure
19-0264,01/14/2020,External,Courtesy,Completed,Corrective Action Taken
18-0216,11/19/2018,Internal,Use of Force,Completed,Exonerated
18-0216,11/19/2018,Internal,Courtesy,Completed,Administrative Closure
20-0039,02/21/2020,Internal,Discrimination/Harassment,Active,
19-0155,09/04/2019,Internal,Courtesy,Completed,Corrective Action Taken
18-0088,05/24/2018,Internal,Conduct Unbecoming,Completed,Administrative Closure
20-0054,03/02/2020,Internal,Conformance to Law,Completed,Administrative Closure
19-0040,03/14/2019,External,Secondary Employment,Completed,Insufficent Evidence
18-0136,08/20/2018,Internal,Untruthful Statements,Completed,Administrative Closure
19-0040,03/14/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
20-0057,03/03/2020,External,Conformance to Law,Completed,Corrective Action Taken
18-0136,08/20/2018,Internal,Neglect of Duty,Completed,Administrative Closure
19-0009,01/17/2019,Internal,Use of Force,Completed,Exonerated
18-0136,08/20/2018,Internal,Conduct Unbecoming,Completed,Administrative Closure
19-0040,03/14/2019,External,Conduct Unbecoming,Completed,Exonerated
19-0040,03/14/2019,External,Courtesy,Completed,Administrative Closure
18-0136,08/20/2018,Internal,Conformance to Law,Completed,Administrative Closure
19-0044,03/18/2019,Internal,Compliance with Orders,Completed,Administrative Closure
19-0040,03/14/2019,External,Courtesy,Completed,Exonerated
19-0009,01/17/2019,Internal,Conformance to Law,Completed,Administrative Closure
20-0053,03/02/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
20-0054,03/02/2020,Internal,Conduct Unbecoming,Completed,Administrative Closure
