Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
ROYAL RENOVATORS INC.,Home Improvement Contractor - 100,Quality of Work - Q01,12/14/2018,01/25/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,2380,RALPH AVE,,BROOKLYN,NY,11234,,-73.93871338942104,40.690587449280166
APPLIANCE REPAIR SERVICE CENTER,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,03/05/2019,03/15/2019,Unable to Locate Business - ULV,NA,0.00,4622,BROADWAY,,NEW YORK,NY,10040,11235,,
ALEXANDRO FURNITURE AND MATTRESS,Furniture Sales - 242,Billing Dispute - B02,10/23/2019,11/08/2019,Referred to Outside - RTO,NA,0.00,604,W 181ST ST,,NEW YORK,NY,10033,10451,,
UNIVERSE TOWING INC.,Tow Truck Company - 124,Billing Dispute - B02,02/11/2020,03/10/2020,Advised to Sue - ATS,No,0.00,1825,GIVAN AVE,,BRONX,NY,10469,11368,-73.83981012954732,40.87644000408253
INDEPENDENT AUTO BODY & TOWING INC,Tow Truck Company - 124,Unauthorized tow,01/15/2019,02/20/2019,No Consumer Response - NCR,NA,0.00,2747,W 15TH ST,,BROOKLYN,NY,11224,11224,-73.98333919191826,40.58054758628435
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Defective Goods - D02,09/30/2019,10/31/2019,Goods Exchanged - GEX,Yes,576.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11221,,
FIVE J'S AUTOMOTIVE LTD.,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/11/2019,02/27/2019,Referred to Outside - RTO,NA,0.00,809,ZEREGA AVE,,BRONX,NY,10473,10454,-73.84297064104702,40.82433880628763
"RICKSHAW ANDY, INC.",Pedicab Driver - 131,Surcharge/Overcharge - S02,02/26/2019,03/06/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,129,W 147TH ST,26E,NEW YORK,NY,10039,32118,-73.9814149358392,40.75539502332696
HARLEM FURNITURE,Furniture Sales - 242,Damaged Goods - D01,03/11/2020,05/04/2020,Unable to Locate Business - ULV,NA,0.00,12,W 125TH ST,,NEW YORK,NY,10027,19146,-73.94276784111244,40.80661828392596
XSX INC.,Dry Cleaners - 230,Damaged Goods - D01,12/18/2018,01/07/2019,No Consumer Response - NCR,NA,0.00,339,8TH AVE,,NEW YORK,NY,10001,33127,-73.9967879618952,40.74765080152086
AT&T MOBILITY,Other,Surcharge/Overcharge - S02,10/21/2019,11/14/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,3051,BIENVILLE BLVD,,OCEAN SPRINGS,MS,39564,10314,-74.16977236186605,40.57621007765271
AA WINDOW PARTS & HARDWARE,Misc Non-Food Retail - 817,Damaged Goods - D01,07/30/2019,08/23/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,130.00,2990,JEROME AVE,,BRONX,NY,10468,10458,-73.88919869017218,40.8737478067059
BASEMENT DOCTOR WATERPROOFING COMPANY,Home Improvement Contractor - 100,Advertising/General - A01,05/29/2019,06/11/2019,Unable to Locate Business - ULV,NA,0.00,3048,JERICHO TPKE,,EAST NORTHPORT,NY,11731,10302,,
MANHATTAN PARKING - GOLD CORP.,Garage - 049,Outstanding Judgment - J01,03/21/2019,04/22/2019,Agency Collected Judgement - ACJ,Yes,3703.00,545,5TH AVE,,NEW YORK,NY,10017,10994,,
CITY AUDIO INC.,Electronic Store - 001,Misrepresentation - M01,03/09/2020,04/23/2020,Referred to Outside - RTO,NA,0.00,2132,3RD AVE,,NEW YORK,NY,10035,10472,,
LATEST FURNITURE CORP,Furniture Sales - 242,Damaged Goods - D01,02/13/2020,04/14/2020,Unable to Locate Business - ULV,NA,0.00,327,E FORDHAM RD,,BRONX,NY,10458,10458,-73.8937552497528,40.862087127515586
"VIRTUOSO SOURCING GROUP, LLC",Debt Collection Agency - 122,Breach of Contract - B03,07/09/2019,07/26/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,4500,CHRY CRK S DR,STE 300,GLENDALE,CO,80246,11379,-73.87528440236768,40.735149591323975
BUY BUY BABY INC,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/23/2019,10/03/2019,Complaint Invalid - CIN,NA,0.00,895,E GATE BLVD,,GARDEN CITY,NY,11530,11426,,
NEW YORK SPORTS CLUB,Health Spa - 839,Billing Dispute - B02,03/04/2020,04/17/2020,Referred to Outside - RTO,NA,0.00,5,PENN PLZ,4,NEW YORK,NY,10001,,,
MOBILESHACK INC,Electronic Store - 001,,11/22/2019,11/29/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,566,FASHION AVE,,NEW YORK,NY,10018,06514,-73.9879987156354,40.75461364486008
"BEBE STORES, INC.",Retail Store - 820,Non-Delivery of Goods - N01,02/12/2019,03/13/2019,No Consumer Response - NCR,NA,0.00,400,VALLEY DR,,BRISBANE,CA,94005,11220,-73.9847841192694,40.74854188451508
"INTERNATIONAL RECOVERY ASSOCIATES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,04/30/2019,05/01/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,195,SMITHTOWN BLVD,203,NESCONSET,NY,11767,10475,,
"LOWE'S HOME CENTERS, LLC",Hardware-Retail - 811,Surcharge/Overcharge - S02,11/18/2019,11/22/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1000,LOWES BLVD,,MOORESVILLE,NC,28117,11217,-73.99396534108708,40.671919941940345
ARCADE HOME IMPROVEMENT INC,Home Improvement Contractor - 100,Quality of Work - Q01,12/28/2018,02/01/2019,Goods Repaired - GRS,Yes,0.00,2471,84TH ST,C2,BROOKLYN,NY,11214,11379,-73.98674822208315,40.59955577026388
FLORIDITA RESTAURANT CORP.,Restaurant - 818,Exchange Goods/Contract Cancelled - E01,09/24/2019,09/27/2019,Referred to Outside - RTO,NA,0.00,2276,12TH AVE,,NEW YORK,NY,10027,10468,-73.9608513113337,40.81779686098951
CENTRAL HARLEM GARAGE CORP.,Garage - 049,Misrepresentation - M01,12/04/2019,12/11/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,107,W 13TH ST,,NEW YORK,NY,10011,10026,,
BEN & NINO AUTO REPAIR INC.,Tow Truck Company - 124,Misrepresentation - M01,04/25/2019,05/28/2019,Complaint Invalid - CIN,NA,0.00,2449,CONEY ISLAND AVE,,BROOKLYN,NY,11223,11229,-73.96109229009257,40.597181187348376
OLYMPIAN BUILDERS,Home Improvement Contractor - 100,Breach of Contract - B03,07/16/2019,08/23/2019,Referred to Outside - RTO,NA,0.00,378,90TH ST,,BROOKLYN,NY,11209,11207,-73.88232145462146,40.65503989714099
VICTORY AUTO GROUP LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,01/22/2020,02/26/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,500.00,4070,BOSTON RD,,BRONX,NY,10475,11432,,
"GOOLCHARAN, SEECHARAN",Home Improvement Contractor - 100,Non-Delivery of Service - N02,07/10/2019,08/02/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,8713,126TH ST,,RICHMOND HILL,NY,11418,11420,-73.82457982545424,40.70084805802357
MUSIC FOR EVERYBODY LLC,Mailorder Misc - 319,Non-Delivery of Goods - N01,01/15/2019,02/05/2019,No Business Response - NVR,No,0.00,99,WALL ST,314,NEW YORK,NY,10005,12582,,
EDIER A ALVAREZ,Immigration Svc Prv - 893,Non-Delivery of Service - N02,03/13/2020,04/27/2020,Unable to Locate Business - ULV,NA,0.00,,,,,,,11368,,
LYON EXPRESS INC,Tax Preparers - 891,Misrepresentation - M01,04/28/2020,05/07/2020,Unable to Locate Business - ULV,NA,0.00,1172,SHAKESPEARE AVE,,BRONX,NY,10452,10705,-73.92344840945525,40.835950859607685
MARCOR CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,10/01/2019,11/14/2019,No Consumer Response - NCR,NA,0.00,419,GREAT EAST NECK RD,A,WEST BABYLON,NY,11704,11416,,
"JAMES H. WILLIE FUNERAL HOME, INC.",Funeral Homes - 888,Refund Policy - R01,05/15/2019,05/29/2019,Referred to Outside - RTO,NA,0.00,197,FRANKLIN AVE,,BROOKLYN,NY,11205,11206,-73.92769190985854,40.68884361204896
HABAND,Misc Non-Food Retail - 817,Misrepresentation - M01,10/18/2019,11/12/2019,Complaint Invalid - CIN,NA,0.00,PO BOX,P O BOX 8,,WARREN,PA,16365,10454,,
A & A WIRELESS SERVICES INC,Electronic Store - 001,Surcharge/Overcharge - S02,06/25/2019,08/02/2019,No Consumer Response - NCR,NA,0.00,3709,JUNCTION BLVD,,CORONA,NY,11368,11238,-73.87059494487455,40.751146329208
"BEST BUY STORES, L.P.",Electronic Store - 001,Surcharge/Overcharge - S02,01/23/2019,02/05/2019,Referred to Outside - RTO,NA,0.00,2200,CABOT DR,STE 200,LISLE,IL,60532,10452,-73.98212556809227,40.7704473040446
HOMESERVE USA ENERGY SERVICES LLC,Home Improvement Contractor - 100,Defective Goods - D02,09/09/2019,10/15/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,601,MERRITT 7,6,NORWALK,CT,06851,11216,,
"PETER C. MERANI, P.C.  ATTORNEYS AT LAW",Debt Collection Agency - 122,Misrepresentation - M01,08/15/2019,08/30/2019,Bill Reduced - BLR,Yes,1033.00,1001,AVENUE OF THE AMERICAS,1800,NEW YORK,NY,10018,10301,,
GRANT CONSULTING SERVICES LLC,Home Improvement Contractor - 100,Misrepresentation - M01,03/04/2020,04/21/2020,Unable to Locate Business - ULV,NA,0.00,13225,MAPLE AVE,,FLUSHING,NY,11355,11377,-73.90599520133016,40.75556127718245
"SOS POOL SERVICES, INC",Home Improvement Contractor - 100,,06/19/2019,07/11/2019,Advised to Sue - ATS,No,0.00,12,EDGEBORO RD,5,EAST BRUNSWICK,NJ,08816,10314,-74.15904655089713,40.58591734043008
XTREME AUTOMOTIVE INC.,Tow Truck Company - 124,Misrepresentation - M01,08/16/2019,09/06/2019,Cash Amount - AMT,Yes,68.00,15140,88TH ST,6B,HOWARD BEACH,NY,11414,,-73.84943807523976,40.78449945618319
"QUEENS AUTO MALL, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,10/01/2019,11/27/2019,Cash Amount - AMT,Yes,600.00,13401,ATLANTIC AVE,,RICHMOND HILL,NY,11418,11234,-73.81520661091679,40.69691111040111
"LEBRON, ADAM",Home Improvement Contractor - 100,Breach of Contract - B03,01/10/2020,01/13/2020,Referred to Outside - RTO,NA,0.00,2860,W 36TH ST,,BROOKLYN,NY,11224,11224,-74.00192586149922,40.57571243519494
SEKAS MAINTENANACE CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,06/13/2019,07/15/2019,No Business Response - NVR,No,0.00,1019,LONGWOOD AVE,3C,BRONX,NY,10459,10011,-73.89662059532968,40.81656595358092
"FLATLANDS FINEST WINDOWS & GLASS, INC.",Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,12/18/2018,01/07/2019,Cash Amount - AMT,Yes,87.00,9106,FLATLANDS AVE,,BROOKLYN,NY,11236,11236,-73.90508311627956,40.64079353973832
FEDEX CORPORATION,Other,,04/10/2019,05/02/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,942,SHADY GROVE RD S,,MEMPHIS,TN,38120,10017,-73.97164125188505,40.75372697100761
RIVERSIDE GARAGE LLC,Garage & Parking Lot - 098,Misrepresentation - M01,12/31/2019,02/19/2020,Advised to Sue - ATS,No,0.00,425,W 59TH ST,,NEW YORK,NY,10019,18963,,
"GUTMAN, MINTZ, BAKER & SONNENFELDT, LLP",Debt Collection Agency - 122,Billing Dispute - B02,06/07/2019,07/11/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,813,JERICHO TPKE,,NEW HYDE PARK,NY,11040,11207,,
MOTOR CITY,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,01/24/2020,02/07/2020,Complaint Invalid - CIN,NA,0.00,13024,MERRICK BLVD,,JAMAICA,NY,11434,19126,,
"TSG COLLECTIONS, LLC",Debt Collection Agency - 122,Billing Dispute - B02,08/19/2019,08/23/2019,Bill Reduced - BLR,Yes,0.00,20,N VAN BRUNT ST,10,ENGLEWOOD,NJ,07631,11379,,
CITY'S CONSTRUCTION SERVICES INC.,Home Improvement Contractor - 100,Quality of Work - Q01,08/28/2019,10/01/2019,Consumer Took Action - CTA,No,0.00,628,CONEY ISLAND AVE,2,BROOKLYN,NY,11218,11223,,
"LA INTERNACIONAL DE TEJADA MUEBLES, CORP",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/23/2019,11/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1456,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,10040,-73.93292011510951,40.850410390525184
JACKIE'S DEPARTMENT STORE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/21/2019,02/28/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,98.00,130,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11224,-73.96731403917524,40.57634734073174
AVENUE STORES LLC,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/19/2019,03/04/2019,Store Credit - SCR,Yes,38.00,365,W PASSAIC ST,,ROCHELLE PARK,NJ,07662,11360,-73.83478477064384,40.76983618453864
FOREVER FURNITURE CENTER INC,Furniture Sales - 242,,12/27/2019,01/21/2020,Advised to Sue - ATS,No,0.00,9530,QUEENS BLVD,,REGO PARK,NY,11374,11580,-73.86353778518655,40.73055252547686
"MARRIOTT INTERNATIONAL, INC.",Hotel/Motel - 460,Refund Policy - R01,12/23/2019,01/31/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1492.00,10400,FERNWOOD RD,,BETHESDA,MD,20817,11212,,
PURPLE HEART CONSTRUCTION INC.,Home Improvement Contractor - 100,Damaged Goods - D01,09/27/2019,11/07/2019,Advised to Sue - ATS,No,0.00,9416,125TH ST,,S RICHMOND HL,NY,11419,,-73.84182882784935,40.679949641319595
MAS AUTOMOTIVE EVOLUTION LLC,Secondhand Dealer Auto - 005,Billing Dispute - B02,01/16/2019,03/08/2019,Bill Reduced - BLR,Yes,901.00,5335,KINGS HWY,,BROOKLYN,NY,11203,11210,-73.92599511848357,40.63870090273233
EL CLON MUEBLERIA FURNITURE,Furniture Sales - 242,Damaged Goods - D01,10/15/2019,12/03/2019,Advised to Sue - ATS,No,0.00,205,DYCKMAN ST,,NEW YORK,NY,10040,10473,-73.92691467528289,40.86500306404255
NEW YORK HILTON MIDTOWN,Hotel/Motel - 460,Breach of Contract - B03,07/30/2019,08/16/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1335,AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,,-73.97874176445413,40.762217995255064
"THOMAS TIRE SHOP, INC",Secondhand Dealer [General] - 006,Damage / Estimate,03/09/2020,04/21/2020,Unable to Locate Business - ULV,NA,0.00,1614,NEPTUNE AVE,,BROOKLYN,NY,11224,11224,,
"SRA ASSOCIATES, LLC",Debt Collection Agency - 122,Billing Dispute - B02,05/20/2019,06/07/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,250,ROSWELL,GA,30076,11201,,
P. C. RICHARD & SON LONG ISLAND CORPORATION,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/27/2019,09/06/2019,Goods Exchanged - GEX,Yes,239.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,11377,-73.91476099777104,40.74269796750061
MITI MITI MODERN MEXICAN,Restaurant - 818,Surcharge/Overcharge - S02,10/07/2019,10/16/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,138,5TH AVE,,BROOKLYN,NY,11217,,,
"NEMET MOTORS, LLC",Secondhand Dealer Auto - 005,Misrepresentation - M01,01/28/2020,02/03/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,15312,HILLSIDE AVE,,JAMAICA,NY,11432,11239,,
FURNITURE CENTER,Furniture Sales - 242,Damaged Goods - D01,04/02/2019,04/15/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1984,FLATBUSH AVE,,BROOKLYN,NY,11234,11236,,
HI RISE LAUNDRY ROOM SOLUTIONS,Laundry - 064,Misrepresentation - M01,09/24/2019,09/27/2019,Cash Amount - AMT,Yes,5.00,6961,78TH ST,,FLUSHING,NY,11379,11101,,
VERIZON COMMUNICATIONS INC.,Other,Surcharge/Overcharge - S02,10/21/2019,10/28/2019,Bill Reduced - BLR,Yes,50.00,140,WEST ST,,NEW YORK,NY,10007,07302,-73.93733075947252,40.749788425124315
BAY RIDGE CHEVROLET INC,Secondhand Dealer Auto - 005,Billing Dispute - B02,01/30/2020,02/12/2020,Bill Reduced - BLR,Yes,0.00,1575,86TH ST,,BROOKLYN,NY,11228,11204,-74.00773985729148,40.61034881169659
ASHLEY FURNITURE CO.,Furniture Sales - 242,Damaged Goods - D01,11/14/2019,01/06/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,1,ASHLEY WAY,,ARCADIA,WI,54612,10301,-74.16978275647546,40.576050863385895
AMERICAN MODERN FURNITURE CORP.,Furniture Sales - 242,Wrong Goods - W01,03/28/2019,04/12/2019,Goods Received - GDR,Yes,250.00,3294,STEINWAY ST,,ASTORIA,NY,11103,11106,,
TICKETMASTER,Tickets-Live Perf - 260,Billing Dispute - B02,07/29/2019,09/06/2019,No Consumer Response - NCR,NA,0.00,9348,CIVIC CENTER DR,,BEVERLY HILLS,CA,90210,,,
KISMET CATERERS,Catering Establishment - 075,Exchange Goods/Contract Cancelled - E01,04/14/2020,04/15/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,1995,WESTCHESTER AVE,,BRONX,NY,10462,,-73.85802165698209,40.83353665538946
LAPSTONE LLC,Home Improvement Contractor - 100,Misrepresentation - M01,12/19/2019,02/04/2020,No Business Response - NVR,No,0.00,5408,BINGHAM ST,,PHILADELPHIA,PA,19120,,-73.96680522291088,40.75993703722585
P. C. RICHARD & SON LONG ISLAND CORPORATION,Appliances - 244,Exchange Goods/Contract Cancelled - E01,05/20/2019,06/28/2019,Store Credit - SCR,Yes,671.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,10128,-73.95358068130537,40.778659830649545
"CYPRESS MOTORS OF RIDGEWOOD INC,",Secondhand Dealer Auto - 005,Damaged Goods - D01,05/03/2019,07/03/2019,No Consumer Response - NCR,NA,0.00,7903,CYPRESS AVE,,RIDGEWOOD,NY,11385,10451,-73.89801767545043,40.694664758185006
THE GRAND NYC APARTMENTS,Hotel/Motel - 460,Surcharge/Overcharge - S02,09/13/2019,10/29/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,38,W 31ST ST,,NEW YORK,NY,10001,10108,-73.98766079482432,40.74725219679941
FURNITURE CITY SUPER STORE,Furniture Sales - 242,Surcharge/Overcharge - S02,02/12/2019,04/01/2019,No Satisfactory Agreement - NSA,No,0.00,2969,3RD AVE,,BRONX,NY,10455,10459,-73.91431684174104,40.818677428563724
JUSTIN'S TOWING & STORAGE INC,Tow Truck Company - 124,Misrepresentation - M01,04/12/2019,04/25/2019,Advised to Sue - ATS,No,0.00,10715,96TH ST,1R,OZONE PARK,NY,11417,11435,-73.84004123750555,40.68117134091659
QUALIFIED AUTOMOTIVE 1 INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,11/15/2019,12/20/2019,Advised to Sue - ATS,No,0.00,2002,NEPTUNE AVE,,BROOKLYN,NY,11224,11224,-73.98751194440837,40.578673415369
LEO'S BAGELS HANOVER SQUARE LLC,Restaurant - 818,Surcharge/Overcharge - S02,04/30/2019,05/20/2019,Referred to Outside - RTO,NA,0.00,3,HANOVER SQ,,NEW YORK,NY,10004,10271,-74.00962270789789,40.70480753610175
GREEN STREET POWER PARTNERS LLC,Home Improvement Contractor - 100,Quality of Work - Q01,07/11/2019,08/12/2019,Advised to Sue - ATS,No,0.00,1360,GARRISON AVE,,BRONX,NY,10474,11432,-73.88528999810335,40.82130634965356
CB CATERING,Catering Establishment - 075,Billing Dispute - B02,12/21/2018,01/17/2019,No Consumer Response - NCR,NA,0.00,7146,MAIN ST,,FLUSHING,NY,11367,18370,-73.82203217002318,40.727064905888334
"Manhattan Appliance, LLC",Electronic & Home Appliance Service Dealer - 115,Refund Policy - R01,05/22/2019,06/28/2019,Complaint Invalid - CIN,NA,0.00,244,5TH AVE,M239,NEW YORK,NY,10001,10016,-73.98742672460722,40.744521145911534
BJ'S WHOLESALE CLUB,Grocery-Retail - 808,Expiration date,01/15/2019,01/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,25,RESEARCH DR,,WESTBOROUGH,MA,01581,11021,,
SPRINT SPECTRUM L.P.,Other,Billing Dispute - B02,07/25/2019,08/23/2019,Advised to Sue - ATS,No,0.00,6500,SPRINT PKWY,5ATTX,OVERLAND PARK,KS,66251,11694,,
ALL STARS AUTO SALES INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,02/13/2020,04/07/2020,Unable to Locate Business - ULV,NA,0.00,504,REMSEN AVE,,BROOKLYN,NY,11236,11205,,
BRUNO CONSTRUCTION CORP,Home Improvement Contractor - 100,Quality of Work - Q01,04/30/2019,05/22/2019,No Satisfactory Agreement - NSA,No,0.00,8732,26TH AVE,,BROOKLYN,NY,11214,11218,-73.98032147206558,40.68140984706955
"JENNIFER CONVERTIBLES, INC.",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,12/20/2018,01/04/2019,Advised to Sue - ATS,No,0.00,229,LIVINGSTON ST,,BROOKLYN,NY,11201,11237,-73.89202800863482,40.71237127720841
"SUPREME PRECISION CONSTRUCTION, LLC",Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/04/2019,12/27/2019,Referred to Hearing - RTH,No,0.00,558,E 40TH ST,,BROOKLYN,NY,11203,11235,-73.93905339082062,40.64210661091823
3RD AVE FRENCH CLEANERS INC,Dry Cleaners - 230,Damaged Goods - D01,01/21/2020,02/04/2020,No Consumer Response - NCR,NA,0.00,9409,3RD AVE,,BROOKLYN,NY,11209,11209,,
PRIME CAR SALES INC,Secondhand Dealer Auto - 005,Misrepresentation - M01,04/10/2019,04/25/2019,Complaint Invalid - CIN,NA,0.00,8910,CHURCH AVE,,BROOKLYN,NY,11236,11203,,
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,01/17/2020,01/23/2020,No Satisfactory Agreement - NSA,No,0.00,7601,PENN AVE S,,RICHFIELD,MN,55423,11206,,
DIAMOND RUSH JEWELRY INC.,Secondhand Dealer [General] - 006,Refund Policy - R01,10/23/2019,10/28/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,200,W 96TH ST,,NEW YORK,NY,10025,10024,-73.97056946828503,40.79412924722473
FURNITURE DIRECT,Furniture Sales - 242,Billing Dispute - B02,01/15/2020,04/01/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,590,GRAND CONCOURSE,,BRONX,NY,10451,10457,,
TRUE RELIGION,Misc Non-Food Retail - 817,Misrepresentation - M01,10/25/2019,12/09/2019,No Business Response - NVR,No,0.00,1888,ROSECRANS AVE,,MANHATTAN BEACH,CA,90266,11235,,
"MP 99, LLC",Garage - 049,Damaged Goods - D01,01/17/2020,03/11/2020,Goods Repaired - GRS,Yes,0.00,545,5TH AVE,STE 600,NEW YORK,NY,10017,10463,-73.94925865257007,40.7881438110712
AAPTIV,Internet Complaints - 443,,03/19/2019,03/25/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,30.00,1,WORLD TRADE CTR,49A,NEW YORK,NY,10007,,-74.00507409002483,40.650145653291624
WEST 38TH STREET LLC,Garage - 049,Advertising/Non-Availability - A03,01/15/2019,01/25/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1200,UNION TPKE,,NEW HYDE PARK,NY,11040,,,
"AMERICAN HOME REMODELING, INC.",Home Improvement Contractor - 100,Damaged Goods - D01,07/22/2019,08/26/2019,Goods Repaired - GRS,Yes,1200.00,89-91,COIT ST,,IRVINGTON,NJ,07111,10314,,
APPLE INC.,Electronic Store - 001,,01/30/2020,02/12/2020,Advised to Sue - ATS,No,0.00,1,APPLE PARK WAY,MS29-2TX,CUPERTINO,CA,95014,10303,-74.16905343328875,40.5823046113327
RL MERCER STREET LLC,Garage - 049,Damage / Estimate,12/28/2018,01/30/2019,Advised to Sue - ATS,No,0.00,10,E 33RD ST,11,NEW YORK,NY,10016,07974,-74.00126987962265,40.72144667629038
"I.C. SYSTEM, INC.",Debt Collection Agency - 122,Billing Dispute - B02,09/11/2019,09/25/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,,,SAINT PAUL,MN,55164,10705,,
CITY FRESH MARKET,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,02/19/2019,02/27/2019,Goods Received - GDR,Yes,15.00,1380,PENNSYLVANIA AVE,,BROOKLYN,NY,11239,11239,,
AK TOWING INC,Tow Truck Company - 124,Damaged Goods - D01,03/28/2019,05/03/2019,Advised to Sue - ATS,No,0.00,9,MARIETTA RD,,GLEN COVE,NY,11542,11214,-73.97512707515521,40.58192399270485
53RD PARKING CORP.,Garage - 049,Surcharge/Overcharge - S02,01/28/2020,02/18/2020,Cash Amount - AMT,Yes,11.00,107,W 13TH ST,,NEW YORK,NY,10011,02169,-73.98515593959957,40.76435715460628
ACJ REMODELING INC.,Home Improvement Contractor - 100,Breach of Warranty - B04,01/04/2019,01/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,49,ELIZABETH ST,,STATEN ISLAND,NY,10310,,-74.01284038886217,40.65119630021748
S & W TILE AND MARBLE INSTALLATION,Home Improvement Contractor - 100,,07/22/2019,08/23/2019,No Business Response - NVR,No,0.00,1200,WARBURTON AVE,7,YONKERS,NY,10701,10002,-73.979114344988,40.71371828930584
APPLE INC.,Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,01/09/2020,02/03/2020,Credit Card Refund and/or Contract Cancelled - CRC,Yes,517.00,1,APPLE PARK WAY,MS29-2TX,CUPERTINO,CA,95014,,-74.01208736680412,40.71183664272319
